breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1653.75419748,  598.17109007,  248.80947433])]","[array([ 0.65139071,  1.28168412, -0.27960219,  2.28566829, -1.89434064,
        2.16704069])]"
1666,movel_fit,"[array([1676.99425162,  608.41132726,  254.49215208])]","[array([ 0.65307516,  1.28053766, -0.2949701 ,  2.26749828, -1.8844499 ,
        2.16386996])]"
3333,movel_fit,"[array([1699.34906695,  619.84789647,  263.39361389])]","[array([ 0.65545822,  1.2792958 , -0.30966992,  2.24750219, -1.87784787,
        2.16184475])]"
5000,movel_fit,"[array([1720.63973123,  632.4460917 ,  275.81220441])]","[array([ 0.65850937,  1.27775189, -0.32363494,  2.22570699, -1.87465526,
        2.16092776])]"
6666,movel_fit,"[array([1740.7101208 ,  646.06521422,  291.92605718])]","[array([ 0.66212814,  1.27572127, -0.33680877,  2.20222138, -1.87488671,
        2.16105207])]"
8333,movel_fit,"[array([1759.46172087,  660.47353912,  311.70128285])]","[array([ 0.66615466,  1.27306538, -0.34917544,  2.17725918, -1.87835458,
        2.16209739])]"
10000,movel_fit,"[array([1776.82937056,  675.33450068,  334.70547892])]","[array([ 0.67037975,  1.26972764, -0.36075138,  2.15126982, -1.88453065,
        2.16385737])]"
11666,movel_fit,"[array([1792.87121046,  690.31525512,  360.05933531])]","[array([ 0.67460174,  1.26574965, -0.3716525 ,  2.12491393, -1.89244273,
        2.16602123])]"
13333,movel_fit,"[array([1807.82167214,  705.23709248,  386.54123221])]","[array([ 0.67870427,  1.26125622, -0.38213682,  2.0989765 , -1.90070182,
        2.1681922 ])]"
15000,movel_fit,"[array([1822.01853982,  720.13181065,  412.65980575])]","[array([ 0.68270016,  1.2564383 , -0.39255608,  2.07438558, -1.90759595,
        2.16991954])]"
16666,movel_fit,"[array([1835.88760061,  735.32054117,  436.89942797])]","[array([ 0.68675652,  1.25150482, -0.40333602,  2.05207928, -1.91128676,
        2.17075053])]"
18333,movel_fit,"[array([1849.90784168,  751.40108518,  457.83855165])]","[array([ 0.69116156,  1.24665419, -0.41493733,  2.03296278, -1.90992575,
        2.17025473])]"
20000,movel_fit,"[array([1864.52348554,  769.0664824 ,  473.92159513])]","[array([ 0.69621741,  1.2421233 , -0.42775578,  2.0180899 , -1.90162012,
        2.1680105 ])]"
21666,movel_fit,"[array([1880.1805496 ,  788.94219265,  483.2061651 ])]","[array([ 0.70210874,  1.23825549, -0.44208622,  2.00876421, -1.88433519,
        2.16357518])]"
23333,movel_fit,"[array([1897.38432371,  811.34506007,  483.04539954])]","[array([ 0.7087155 ,  1.2355847 , -0.45805973,  2.00664094, -1.85578759,
        2.15643736])]"
25000,movel_fit,"[array([1916.68170649,  835.88280968,  470.20943393])]","[array([ 0.71535243,  1.23483162, -0.47545934,  2.01351518, -1.81379359,
        2.14602872])]"
26666,movel_fit,"[array([1938.58866387,  861.11281099,  442.29339172])]","[array([ 0.72061107,  1.236631  , -0.49353399,  2.03028522, -1.75744685,
        2.13187182])]"
28333,movel_fit,"[array([1963.10917126,  884.60355283,  400.88699978])]","[array([ 0.72276217,  1.24096991, -0.51094073,  2.05504748, -1.68962673,
        2.1141742 ])]"
30000,movel_fit,"[array([1988.7020211 ,  904.55851933,  354.65934633])]","[array([ 0.72137939,  1.24665007, -0.52635306,  2.08193297, -1.61933831,
        2.0949199 ])]"
31666,movel_fit,"[array([2012.45014321,  922.49225901,  316.22039795])]","[array([ 0.718747  ,  1.25166555, -0.53972782,  2.10383846, -1.55815121,
        2.07763544])]"
33333,movel_fit,"[array([2031.87820873,  942.54443049,  295.43278746])]","[array([ 0.71845268,  1.2542633 , -0.55227172,  2.1157999 , -1.5140349 ,
        2.06544915])]"
35000,movel_fit,"[array([2045.40090003,  968.17881491,  298.4139494 ])]","[array([ 0.72331852,  1.25323428, -0.56516552,  2.11466763, -1.49140307,
        2.06032208])]"
36666,movel_fit,"[array([2051.29666494,  999.50658533,  329.73995963])]","[array([ 0.73448283,  1.24754188, -0.57858177,  2.09807848, -1.49424492,
        2.06357141])]"
38333,movel_fit,"[array([2048.24355799, 1032.23994571,  391.89741875])]","[array([ 0.75067932,  1.23647815, -0.59164028,  2.06472524, -1.52545484,
        2.07546655])]"
40000,movel_fit,"[array([2038.00716611, 1058.6677787 ,  480.71889891])]","[array([ 0.76762542,  1.22080242, -0.60283124,  2.01528759, -1.58164759,
        2.09345683])]"
41666,movel_fit,"[array([2027.26197341, 1072.91578473,  577.22816852])]","[array([ 0.77949787,  1.20395963, -0.61097713,  1.95773117, -1.64530678,
        2.11087849])]"
43333,movel_fit,"[array([2021.60681041, 1080.6594201 ,  656.04614913])]","[array([ 0.78572079,  1.18999295, -0.61758903,  1.90808814, -1.69236593,
        2.12196414])]"
45000,movel_fit,"[array([2021.32070217, 1095.20760497,  704.0786794 ])]","[array([ 0.79159087,  1.18056086, -0.6261037 ,  1.87919489, -1.70870237,
        2.12562343])]"
46666,movel_fit,"[array([2025.37753129, 1125.90961323,  714.82033621])]","[array([ 0.80121353,  1.1764602 , -0.63818237,  1.87867149, -1.68778656,
        2.12188976])]"
48333,movel_fit,"[array([2034.32495661, 1170.76930318,  683.47070241])]","[array([ 0.81271369,  1.17899326, -0.65165225,  1.90794777, -1.6294863 ,
        2.11023348])]"
50000,movel_fit,"[array([2050.9532498 , 1218.47067545,  615.56968485])]","[array([ 0.81962764,  1.18807401, -0.66256842,  1.95738683, -1.54143285,
        2.08959517])]"
