primitives,points,q_bp
movej_fit,"[array([ 3261.38813172, -1007.07367782,   719.49099326])]","[array([-0.02039572,  0.88039134, -0.28154464,  0.03882708,  1.10433581,
        0.01956642])]"
movel_fit,"[array([ 3258.54962291, -1007.30610416,   719.78936789])]","[array([-0.01924737,  0.87971021, -0.2829215 ,  0.03605333,  1.1067928 ,
        0.01839199])]"
movel_fit,"[array([ 3255.80491465, -1007.43954634,   720.11651895])]","[array([-0.01809646,  0.87903595, -0.28426139,  0.03334831,  1.10920952,
        0.0172211 ])]"
movel_fit,"[array([ 3253.15169377, -1007.4700686 ,   720.47756458])]","[array([-0.01693978,  0.87836643, -0.28556624,  0.03070734,  1.11159045,
        0.01605231])]"
movel_fit,"[array([ 3250.58990705, -1007.39805812,   720.87474203])]","[array([-0.01577707,  0.87770102, -0.28683618,  0.02812949,  1.11393618,
        0.01488582])]"
movel_fit,"[array([ 3248.11951288, -1007.22385553,   721.31021436])]","[array([-0.01460807,  0.87703909, -0.2880713 ,  0.02561386,  1.11624728,
        0.01372183])]"
movel_fit,"[array([ 3245.74047818, -1006.94775564,   721.78606552])]","[array([-0.01343253,  0.87638005, -0.28927168,  0.02315957,  1.11852427,
        0.0125605 ])]"
movel_fit,"[array([ 3243.4527752 , -1006.57000868,   722.30429634])]","[array([-0.0122502 ,  0.87572332, -0.29043741,  0.02076579,  1.12076768,
        0.01140201])]"
movel_fit,"[array([ 3241.25637854, -1006.0908215 ,   722.86682147])]","[array([-0.01106082,  0.87506835, -0.29156855,  0.01843173,  1.12297798,
        0.01024648])]"
movel_fit,"[array([ 3239.15126211, -1005.5103592 ,   723.47546712])]","[array([-0.00986416,  0.87441461, -0.29266514,  0.01615663,  1.12515565,
        0.00909404])]"
movel_fit,"[array([ 3237.13739627, -1004.8287468 ,   724.13196943])]","[array([-0.00865995,  0.8737616 , -0.29372723,  0.01393974,  1.12730112,
        0.00794482])]"
movel_fit,"[array([ 3235.21474489, -1004.04607115,   724.83797362])]","[array([-0.00744794,  0.87310883, -0.29475486,  0.01178035,  1.12941481,
        0.0067989 ])]"
movel_fit,"[array([ 3233.38326262, -1003.16238304,   725.59503359])]","[array([-0.00622788,  0.87245584, -0.29574808,  0.00967778,  1.13149711,
        0.00565637])]"
movel_fit,"[array([ 3231.64289214, -1002.17769944,   726.4046122 ])]","[array([-0.00499952,  0.87180218, -0.29670692,  0.00763137,  1.1335484 ,
        0.00451731])]"
movel_fit,"[array([ 3229.99356149, -1001.09200591,   727.2680818 ])]","[array([-0.00376262,  0.87114745, -0.29763141,  0.00564046,  1.13556902,
        0.0033818 ])]"
movel_fit,"[array([3228.43518147, -999.90525912,  728.18672548])]","[array([-0.00251691,  0.87049122, -0.2985216 ,  0.00370445,  1.13755933,
        0.00224988])]"
movel_fit,"[array([3226.96764318, -998.61738957,  729.16173843])]","[array([-1.26214649e-03,  8.69833133e-01, -2.99377535e-01,  1.82271551e-03,
        1.13951962e+00,  1.12161506e-03])]"
movel_fit,"[array([3225.59682732, -997.22671686,  730.19462002])]","[array([ 0.        ,  0.86917397, -0.30019663, -0.        ,  1.14144533,
        0.        ])]"
movel_fit,"[array([3226.59203174, -996.24555247,  730.19877473])]","[array([ 5.32726732e-04,  8.69696924e-01, -2.99072170e-01, -5.88081609e-04,
        1.14085477e+00,  2.34120225e-04])]"
movel_fit,"[array([3227.58923057, -995.26242183,  730.20293777])]","[array([ 1.06594252e-03,  8.70221601e-01, -2.97944285e-01, -1.17702566e-03,
        1.14026265e+00,  4.69239228e-04])]"
movel_fit,"[array([3228.58642939, -994.27929118,  730.20710081])]","[array([ 1.59857982e-03,  8.70746950e-01, -2.96815227e-01, -1.76565472e-03,
        1.13967015e+00,  7.04888876e-04])]"
