state,action,reward,next_state,next_action
20,17,-10,22,17
22,17,-10,3,4
3,4,-10,23,19
23,19,-10,4,9
4,9,-10,5,8
5,8,-10,7,6
7,6,-10,8,6
8,6,-10,9,8
9,8,-10,30,19
30,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,15,18
15,18,-10,36,18
36,18,-10,36,18
36,18,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,11,8
11,8,-10,32,18
32,18,-10,36,18
36,18,-10,38,9
38,9,-10,39,9
20,17,-10,0,9
0,9,-10,21,19
21,19,-10,23,19
23,19,-10,25,19
25,19,-10,8,6
8,6,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,37,19
20,17,-10,3,4
3,4,-10,23,19
23,19,-10,24,19
24,19,-10,5,8
5,8,-10,26,19
26,19,-10,28,19
28,19,-10,30,19
30,19,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,34,18
34,18,-10,35,17
35,17,-10,16,6
16,6,-10,17,1
17,1,-10,17,1
17,1,-10,17,1
17,1,-10,37,19
20,17,-10,21,19
21,19,-10,21,19
21,19,-10,3,4
3,4,-10,3,4
3,4,-10,4,9
4,9,-10,26,19
26,19,-10,28,19
28,19,-10,30,19
30,19,-10,12,7
12,7,-10,12,7
12,7,-10,33,19
33,19,-10,17,1
17,1,-10,37,19
20,17,-10,21,19
21,19,-10,22,17
22,17,-10,23,19
23,19,-10,5,8
5,8,-10,27,18
27,18,-10,29,19
29,19,-10,31,19
31,19,-10,32,18
32,18,-10,36,18
36,18,-10,39,9
20,17,-10,2,6
2,6,-10,22,17
22,17,-10,4,9
4,9,-10,5,8
5,8,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,37,19
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,29,19
29,19,-10,30,19
30,19,-10,11,8
11,8,-10,32,18
32,18,-10,34,18
34,18,-10,16,6
16,6,-10,17,1
17,1,-10,17,1
17,1,-10,37,19
37,19,-10,38,9
38,9,-10,19,9
19,9,-10,39,9
20,17,-10,1,8
1,8,-10,21,19
21,19,-10,23,19
23,19,-10,6,9
6,9,-10,9,8
9,8,-10,30,19
30,19,-10,33,19
33,19,-10,34,18
34,18,-10,38,9
38,9,-10,39,9
20,17,-10,1,8
1,8,-10,21,19
21,19,-10,2,6
2,6,-10,3,4
3,4,-10,4,9
4,9,-10,5,8
5,8,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,16,6
16,6,-10,16,6
16,6,-10,37,19
20,17,-10,22,17
22,17,-10,24,19
24,19,-10,8,6
8,6,-10,29,19
29,19,-10,12,7
12,7,-10,33,19
33,19,-10,37,19
37,19,-10,38,9
20,17,-10,23,19
23,19,-10,24,19
24,19,-10,5,8
5,8,-10,27,18
27,18,-10,29,19
29,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,37,19
20,17,-10,23,19
23,19,-10,26,19
26,19,-10,8,6
8,6,-10,30,19
30,19,-10,32,18
32,18,-10,34,18
34,18,-10,36,18
36,18,-10,37,19
37,19,-10,19,9
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,4,9
4,9,-10,25,19
25,19,-10,28,19
28,19,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,16,6
16,6,-10,36,18
36,18,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,11,8
11,8,-10,32,18
32,18,-10,34,18
34,18,-10,36,18
36,18,-10,37,19
37,19,-10,38,9
38,9,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,7,6
7,6,-10,28,19
28,19,-10,10,8
10,8,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,36,18
36,18,-10,36,18
36,18,-10,39,9
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,23,19
23,19,-10,6,9
6,9,-10,9,8
9,8,-10,30,19
30,19,-10,33,19
33,19,-10,37,19
37,19,-10,39,9
20,17,-10,1,8
1,8,-10,21,19
21,19,-10,3,4
3,4,-10,4,9
4,9,-10,6,9
6,9,-10,8,6
8,6,-10,9,8
9,8,-10,30,19
30,19,-10,32,18
32,18,-10,33,19
33,19,-10,35,17
35,17,-10,16,6
16,6,-10,17,1
17,1,-10,37,19
37,19,-10,38,9
38,9,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,27,18
27,18,-10,8,6
8,6,-10,10,8
10,8,-10,31,19
31,19,-10,33,19
33,19,-10,35,17
35,17,-10,16,6
16,6,-10,36,18
36,18,-10,37,19
37,19,-10,18,6
18,6,-10,39,9
20,17,-10,1,8
1,8,-10,21,19
21,19,-10,23,19
23,19,-10,6,9
6,9,-10,9,8
9,8,-10,30,19
30,19,-10,33,19
33,19,-10,34,18
34,18,-10,38,9
38,9,-10,39,9
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,24,19
24,19,-10,25,19
25,19,-10,27,18
27,18,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,35,17
35,17,-10,16,6
16,6,-10,37,19
20,17,-10,22,17
22,17,-10,24,19
24,19,-10,25,19
25,19,-10,8,6
8,6,-10,29,19
29,19,-10,13,1
13,1,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,37,19
20,17,-10,2,6
2,6,-10,2,6
2,6,-10,23,19
23,19,-10,4,9
4,9,-10,5,8
5,8,-10,26,19
26,19,-10,28,19
28,19,-10,30,19
30,19,-10,31,19
31,19,-10,13,1
13,1,-10,13,1
13,1,-10,33,19
33,19,-10,34,18
34,18,-10,37,19
20,17,-10,21,19
21,19,-10,3,4
3,4,-10,4,9
4,9,-10,26,19
26,19,-10,28,19
28,19,-10,11,8
11,8,-10,32,18
32,18,-10,34,18
34,18,-10,35,17
35,17,-10,17,1
17,1,-10,17,1
17,1,-10,17,1
17,1,-10,17,1
17,1,-10,37,19
37,19,-10,39,9
20,17,-10,23,19
23,19,-10,24,19
24,19,-10,5,8
5,8,-10,26,19
26,19,-10,28,19
28,19,-10,30,19
30,19,-10,31,19
31,19,-10,32,18
32,18,-10,13,1
13,1,-10,33,19
33,19,-10,35,17
35,17,-10,37,19
20,17,-10,2,6
2,6,-10,23,19
23,19,-10,25,19
25,19,-10,27,18
27,18,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,36,18
36,18,-10,17,1
17,1,-10,37,19
37,19,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,27,18
27,18,-10,8,6
8,6,-10,9,8
9,8,-10,30,19
30,19,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,16,6
16,6,-10,36,18
36,18,-10,37,19
20,17,-10,23,19
23,19,-10,26,19
26,19,-10,27,18
27,18,-10,29,19
29,19,-10,12,7
12,7,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,17,1
17,1,-10,38,9
38,9,-10,18,6
18,6,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,9,8
9,8,-10,10,8
10,8,-10,11,8
11,8,-10,32,18
32,18,-10,13,1
13,1,-10,13,1
13,1,-10,13,1
13,1,-10,33,19
33,19,-10,34,18
34,18,-10,15,18
15,18,-10,16,6
16,6,-10,36,18
36,18,-10,37,19
37,19,-10,18,6
18,6,-10,18,6
18,6,-10,38,9
20,17,-10,22,17
22,17,-10,23,19
23,19,-10,25,19
25,19,-10,7,6
7,6,-10,9,8
9,8,-10,31,19
31,19,-10,34,18
34,18,-10,35,17
35,17,-10,36,18
36,18,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,30,19
30,19,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,18,6
18,6,-10,39,9
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,23,19
23,19,-10,24,19
24,19,-10,25,19
25,19,-10,27,18
27,18,-10,29,19
29,19,-10,30,19
30,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,36,18
36,18,-10,16,6
16,6,-10,37,19
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,10,8
10,8,-10,31,19
31,19,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,37,19
37,19,-10,18,6
18,6,-10,18,6
18,6,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,31,19
31,19,-10,34,18
34,18,-10,36,18
36,18,-10,37,19
37,19,-10,38,9
20,17,-10,22,17
22,17,-10,3,4
3,4,-10,23,19
23,19,-10,4,9
4,9,-10,5,8
5,8,-10,25,19
25,19,-10,27,18
27,18,-10,8,6
8,6,-10,29,19
29,19,-10,30,19
30,19,-10,12,7
12,7,-10,32,18
32,18,-10,37,19
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,23,19
23,19,-10,4,9
4,9,-10,6,9
6,9,-10,8,6
8,6,-10,9,8
9,8,-10,10,8
10,8,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,36,18
36,18,-10,39,9
20,17,-10,22,17
22,17,-10,23,19
23,19,-10,5,8
5,8,-10,27,18
27,18,-10,30,19
30,19,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,18,6
18,6,-10,39,9
20,17,-10,23,19
23,19,-10,25,19
25,19,-10,26,19
26,19,-10,8,6
8,6,-10,30,19
30,19,-10,33,19
33,19,-10,34,18
34,18,-10,35,17
35,17,-10,36,18
36,18,-10,17,1
17,1,-10,37,19
37,19,-10,38,9
20,17,-10,2,6
2,6,-10,3,4
3,4,-10,23,19
23,19,-10,25,19
25,19,-10,7,6
7,6,-10,8,6
8,6,-10,30,19
30,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,35,17
35,17,-10,37,19
20,17,-10,3,4
3,4,-10,3,4
3,4,-10,23,19
23,19,-10,24,19
24,19,-10,5,8
5,8,-10,27,18
27,18,-10,28,19
28,19,-10,30,19
30,19,-10,31,19
31,19,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,36,18
36,18,-10,18,6
18,6,-10,18,6
18,6,-10,39,9
20,17,-10,2,6
2,6,-10,3,4
3,4,-10,23,19
23,19,-10,25,19
25,19,-10,6,9
6,9,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,13,1
13,1,-10,33,19
33,19,-10,34,18
34,18,-10,37,19
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,31,19
31,19,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,37,19
37,19,-10,39,9
20,17,-10,23,19
23,19,-10,5,8
5,8,-10,27,18
27,18,-10,29,19
29,19,-10,13,1
13,1,-10,33,19
33,19,-10,36,18
36,18,-10,39,9
20,17,-10,2,6
2,6,-10,3,4
3,4,-10,23,19
23,19,-10,25,19
25,19,-10,7,6
7,6,-10,28,19
28,19,-10,31,19
31,19,-10,32,18
32,18,-10,13,1
13,1,-10,34,18
34,18,-10,35,17
35,17,-10,16,6
16,6,-10,36,18
36,18,-10,39,9
20,17,-10,2,6
2,6,-10,3,4
3,4,-10,23,19
23,19,-10,25,19
25,19,-10,26,19
26,19,-10,8,6
8,6,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,35,17
35,17,-10,16,6
16,6,-10,17,1
17,1,-10,37,19
37,19,-10,38,9
20,17,-10,23,19
23,19,-10,4,9
4,9,-10,5,8
5,8,-10,26,19
26,19,-10,7,6
7,6,-10,8,6
8,6,-10,9,8
9,8,-10,30,19
30,19,-10,12,7
12,7,-10,12,7
12,7,-10,33,19
33,19,-10,14,8
14,8,-10,35,17
35,17,-10,37,19
20,17,-10,23,19
23,19,-10,26,19
26,19,-10,7,6
7,6,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,34,18
34,18,-10,35,17
35,17,-10,16,6
16,6,-10,36,18
36,18,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,8,6
8,6,-10,29,19
29,19,-10,32,18
32,18,-10,34,18
34,18,-10,35,17
35,17,-10,37,19
37,19,-10,19,9
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,23,19
23,19,-10,25,19
25,19,-10,6,9
6,9,-10,29,19
29,19,-10,32,18
32,18,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,17,1
17,1,-10,37,19
37,19,-10,38,9
38,9,-10,19,9
20,17,-10,22,17
22,17,-10,23,19
23,19,-10,7,6
7,6,-10,29,19
29,19,-10,12,7
12,7,-10,33,19
33,19,-10,37,19
37,19,-10,39,9
20,17,-10,1,8
1,8,-10,21,19
21,19,-10,23,19
23,19,-10,24,19
24,19,-10,26,19
26,19,-10,28,19
28,19,-10,10,8
10,8,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,15,18
15,18,-10,36,18
36,18,-10,39,9
20,17,-10,2,6
2,6,-10,22,17
22,17,-10,23,19
23,19,-10,4,9
4,9,-10,26,19
26,19,-10,28,19
28,19,-10,29,19
29,19,-10,31,19
31,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,15,18
15,18,-10,15,18
15,18,-10,35,17
35,17,-10,38,9
20,17,-10,2,6
2,6,-10,2,6
2,6,-10,22,17
22,17,-10,3,4
3,4,-10,4,9
4,9,-10,25,19
25,19,-10,7,6
7,6,-10,29,19
29,19,-10,30,19
30,19,-10,31,19
31,19,-10,32,18
32,18,-10,13,1
13,1,-10,14,8
14,8,-10,34,18
34,18,-10,37,19
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,37,19
37,19,-10,18,6
18,6,-10,38,9
20,17,-10,21,19
21,19,-10,3,4
3,4,-10,24,19
24,19,-10,6,9
6,9,-10,28,19
28,19,-10,31,19
31,19,-10,34,18
34,18,-10,35,17
35,17,-10,17,1
17,1,-10,17,1
17,1,-10,37,19
37,19,-10,38,9
20,17,-10,2,6
2,6,-10,23,19
23,19,-10,24,19
24,19,-10,27,18
27,18,-10,9,8
9,8,-10,31,19
31,19,-10,32,18
32,18,-10,35,17
35,17,-10,37,19
20,17,-10,23,19
23,19,-10,25,19
25,19,-10,7,6
7,6,-10,29,19
29,19,-10,32,18
32,18,-10,34,18
34,18,-10,36,18
36,18,-10,38,9
38,9,-10,39,9
20,17,-10,2,6
2,6,-10,3,4
3,4,-10,3,4
3,4,-10,3,4
3,4,-10,24,19
24,19,-10,25,19
25,19,-10,25,19
25,19,-10,27,18
27,18,-10,8,6
8,6,-10,9,8
9,8,-10,10,8
10,8,-10,12,7
12,7,-10,33,19
33,19,-10,34,18
34,18,-10,34,18
34,18,-10,37,19
20,17,-10,0,9
0,9,-10,1,8
1,8,-10,1,8
1,8,-10,2,6
2,6,-10,3,4
3,4,-10,4,9
4,9,-10,26,19
26,19,-10,28,19
28,19,-10,9,8
9,8,-10,30,19
30,19,-10,31,19
31,19,-10,34,18
34,18,-10,37,19
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,2,6
2,6,-10,23,19
23,19,-10,4,9
4,9,-10,5,8
5,8,-10,27,18
27,18,-10,8,6
8,6,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,16,6
16,6,-10,37,19
37,19,-10,38,9
38,9,-10,19,9
20,17,-10,23,19
23,19,-10,25,19
25,19,-10,7,6
7,6,-10,29,19
29,19,-10,32,18
32,18,-10,33,19
33,19,-10,35,17
35,17,-10,16,6
16,6,-10,37,19
20,17,-10,23,19
23,19,-10,4,9
4,9,-10,5,8
5,8,-10,6,9
6,9,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,39,9
20,17,-10,2,6
2,6,-10,22,17
22,17,-10,23,19
23,19,-10,24,19
24,19,-10,27,18
27,18,-10,9,8
9,8,-10,31,19
31,19,-10,32,18
32,18,-10,35,17
35,17,-10,38,9
38,9,-10,39,9
20,17,-10,23,19
23,19,-10,25,19
25,19,-10,7,6
7,6,-10,29,19
29,19,-10,12,7
12,7,-10,33,19
33,19,-10,36,18
36,18,-10,37,19
37,19,-10,38,9
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,23,19
23,19,-10,24,19
24,19,-10,6,9
6,9,-10,9,8
9,8,-10,30,19
30,19,-10,32,18
32,18,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,9,8
9,8,-10,9,8
9,8,-10,30,19
30,19,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,35,17
35,17,-10,16,6
16,6,-10,16,6
16,6,-10,17,1
17,1,-10,37,19
37,19,-10,18,6
18,6,-10,18,6
18,6,-10,39,9
20,17,-10,2,6
2,6,-10,2,6
2,6,-10,2,6
2,6,-10,23,19
23,19,-10,4,9
4,9,-10,24,19
24,19,-10,25,19
25,19,-10,27,18
27,18,-10,28,19
28,19,-10,9,8
9,8,-10,30,19
30,19,-10,31,19
31,19,-10,32,18
32,18,-10,33,19
33,19,-10,37,19
37,19,-10,39,9
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,4,9
4,9,-10,25,19
25,19,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,33,19
33,19,-10,35,17
35,17,-10,16,6
16,6,-10,36,18
36,18,-10,39,9
20,17,-10,22,17
22,17,-10,3,4
3,4,-10,23,19
23,19,-10,5,8
5,8,-10,26,19
26,19,-10,29,19
29,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,37,19
20,17,-10,22,17
22,17,-10,3,4
3,4,-10,23,19
23,19,-10,5,8
5,8,-10,26,19
26,19,-10,29,19
29,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,37,19
20,17,-10,2,6
2,6,-10,22,17
22,17,-10,4,9
4,9,-10,25,19
25,19,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,34,18
34,18,-10,35,17
35,17,-10,37,19
37,19,-10,38,9
38,9,-10,19,9
20,17,-10,2,6
2,6,-10,2,6
2,6,-10,22,17
22,17,-10,4,9
4,9,-10,5,8
5,8,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,34,18
34,18,-10,35,17
35,17,-10,16,6
16,6,-10,17,1
17,1,-10,17,1
17,1,-10,37,19
37,19,-10,39,9
20,17,-10,23,19
23,19,-10,25,19
25,19,-10,7,6
7,6,-10,28,19
28,19,-10,30,19
30,19,-10,33,19
33,19,-10,36,18
36,18,-10,37,19
20,17,-10,2,6
2,6,-10,3,4
3,4,-10,3,4
3,4,-10,23,19
23,19,-10,25,19
25,19,-10,26,19
26,19,-10,27,18
27,18,-10,8,6
8,6,-10,29,19
29,19,-10,31,19
31,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,15,18
15,18,-10,35,17
35,17,-10,37,19
20,17,-10,0,9
0,9,-10,1,8
1,8,-10,22,17
22,17,-10,2,6
2,6,-10,23,19
23,19,-10,24,19
24,19,-10,25,19
25,19,-10,27,18
27,18,-10,8,6
8,6,-10,9,8
9,8,-10,10,8
10,8,-10,11,8
11,8,-10,32,18
32,18,-10,13,1
13,1,-10,33,19
33,19,-10,34,18
34,18,-10,37,19
20,17,-10,23,19
23,19,-10,24,19
24,19,-10,25,19
25,19,-10,26,19
26,19,-10,7,6
7,6,-10,8,6
8,6,-10,9,8
9,8,-10,30,19
30,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,15,18
15,18,-10,15,18
15,18,-10,36,18
36,18,-10,39,9
20,17,-10,23,19
23,19,-10,25,19
25,19,-10,27,18
27,18,-10,29,19
29,19,-10,13,1
13,1,-10,13,1
13,1,-10,13,1
13,1,-10,33,19
33,19,-10,35,17
35,17,-10,35,17
35,17,-10,38,3
38,3,-10,38,9
20,17,-10,2,6
2,6,-10,22,17
22,17,-10,23,19
23,19,-10,5,8
5,8,-10,26,19
26,19,-10,28,19
28,19,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,15,18
15,18,-10,15,18
15,18,-10,36,18
36,18,-10,38,9
20,17,-10,22,17
22,17,-10,3,4
3,4,-10,24,19
24,19,-10,5,8
5,8,-10,7,6
7,6,-10,29,19
29,19,-10,32,18
32,18,-10,34,18
34,18,-10,36,18
36,18,-10,37,19
20,17,-10,2,6
2,6,-10,3,4
3,4,-10,23,19
23,19,-10,25,19
25,19,-10,7,6
7,6,-10,29,19
29,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,35,17
35,17,-10,16,6
16,6,-10,37,19
37,19,-10,39,9
20,17,-10,0,9
0,9,-10,1,8
1,8,-10,1,8
1,8,-10,2,6
2,6,-10,3,4
3,4,-10,4,9
4,9,-10,26,19
26,19,-10,28,19
28,19,-10,9,8
9,8,-10,30,19
30,19,-10,31,19
31,19,-10,34,18
34,18,-10,37,19
20,17,-10,23,19
23,19,-10,25,19
25,19,-10,26,19
26,19,-10,27,18
27,18,-10,28,19
28,19,-10,11,8
11,8,-10,32,18
32,18,-10,33,19
33,19,-10,13,1
13,1,-10,14,8
14,8,-10,14,8
14,8,-10,35,17
35,17,-10,37,19
20,17,-10,0,9
0,9,-10,21,19
21,19,-10,23,19
23,19,-10,6,9
6,9,-10,8,6
8,6,-10,29,19
29,19,-10,31,19
31,19,-10,14,8
14,8,-10,34,18
34,18,-10,35,17
35,17,-10,37,19
20,17,-10,0,9
0,9,-10,21,19
21,19,-10,22,17
22,17,-10,3,4
3,4,-10,4,9
4,9,-10,5,8
5,8,-10,7,6
7,6,-10,28,19
28,19,-10,29,19
29,19,-10,30,19
30,19,-10,12,7
12,7,-10,32,18
32,18,-10,36,18
36,18,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,15,18
15,18,-10,35,17
35,17,-10,38,9
38,9,-10,39,9
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,23,19
23,19,-10,4,9
4,9,-10,6,9
6,9,-10,8,6
8,6,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,14,8
14,8,-10,35,17
35,17,-10,38,9
38,9,-10,39,9
20,17,-10,22,17
22,17,-10,24,19
24,19,-10,6,9
6,9,-10,8,6
8,6,-10,29,19
29,19,-10,33,19
33,19,-10,34,18
34,18,-10,36,18
36,18,-10,37,19
20,17,-10,22,17
22,17,-10,3,4
3,4,-10,23,19
23,19,-10,4,9
4,9,-10,26,19
26,19,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,13,1
13,1,-10,33,19
33,19,-10,34,18
34,18,-10,37,19
20,17,-10,23,19
23,19,-10,4,9
4,9,-10,5,8
5,8,-10,26,19
26,19,-10,7,6
7,6,-10,7,6
7,6,-10,8,6
8,6,-10,9,8
9,8,-10,30,19
30,19,-10,32,18
32,18,-10,12,7
12,7,-10,33,19
33,19,-10,34,18
34,18,-10,15,18
15,18,-10,15,18
15,18,-10,36,18
36,18,-10,38,9
20,17,-10,2,6
2,6,-10,3,4
3,4,-10,3,4
3,4,-10,3,4
3,4,-10,24,19
24,19,-10,25,19
25,19,-10,26,19
26,19,-10,27,18
27,18,-10,8,6
8,6,-10,9,8
9,8,-10,31,19
31,19,-10,12,7
12,7,-10,13,1
13,1,-10,13,1
13,1,-10,13,1
13,1,-10,13,1
13,1,-10,14,8
14,8,-10,34,18
34,18,-10,15,18
15,18,-10,16,6
16,6,-10,16,6
16,6,-10,37,19
20,17,-10,23,19
23,19,-10,5,8
5,8,-10,5,8
5,8,-10,27,18
27,18,-10,28,19
28,19,-10,29,19
29,19,-10,31,19
31,19,-10,33,19
33,19,-10,34,18
34,18,-10,35,17
35,17,-10,36,18
36,18,-10,17,1
17,1,-10,17,1
17,1,-10,37,19
37,19,-10,38,9
38,9,-10,19,9
20,17,-10,1,8
1,8,-10,21,19
21,19,-10,23,19
23,19,-10,5,8
5,8,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,37,19
20,17,-10,21,19
21,19,-10,22,17
22,17,-10,22,17
22,17,-10,3,4
3,4,-10,24,19
24,19,-10,25,19
25,19,-10,27,18
27,18,-10,29,19
29,19,-10,31,19
31,19,-10,14,8
14,8,-10,34,18
34,18,-10,35,17
35,17,-10,36,18
36,18,-10,17,1
17,1,-10,37,19
20,17,-10,2,6
2,6,-10,23,19
23,19,-10,5,8
5,8,-10,6,9
6,9,-10,7,6
7,6,-10,29,19
29,19,-10,13,1
13,1,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,38,9
38,9,-10,19,9
20,17,-10,1,8
1,8,-10,22,17
22,17,-10,4,9
4,9,-10,25,19
25,19,-10,28,19
28,19,-10,30,19
30,19,-10,32,18
32,18,-10,33,19
33,19,-10,35,17
35,17,-10,16,6
16,6,-10,36,18
36,18,-10,39,9
20,17,-10,23,19
23,19,-10,25,19
25,19,-10,27,18
27,18,-10,28,19
28,19,-10,30,19
30,19,-10,31,19
31,19,-10,32,18
32,18,-10,33,19
33,19,-10,14,8
14,8,-10,35,17
35,17,-10,37,19
20,17,-10,22,17
22,17,-10,24,19
24,19,-10,6,9
6,9,-10,8,6
8,6,-10,29,19
29,19,-10,33,19
33,19,-10,34,18
34,18,-10,36,18
36,18,-10,37,19
20,17,-10,22,17
22,17,-10,23,19
23,19,-10,6,9
6,9,-10,28,19
28,19,-10,32,18
32,18,-10,34,18
34,18,-10,35,17
35,17,-10,17,1
17,1,-10,37,19
20,17,-10,21,19
21,19,-10,22,17
22,17,-10,23,19
23,19,-10,26,19
26,19,-10,28,19
28,19,-10,31,19
31,19,-10,32,18
32,18,-10,34,18
34,18,-10,36,18
36,18,-10,39,9
20,17,-10,21,19
21,19,-10,22,17
22,17,-10,3,4
3,4,-10,4,9
4,9,-10,26,19
26,19,-10,29,19
29,19,-10,31,19
31,19,-10,32,18
32,18,-10,33,19
33,19,-10,34,18
34,18,-10,16,6
16,6,-10,36,18
36,18,-10,37,19
20,17,-10,23,19
23,19,-10,25,19
25,19,-10,8,6
8,6,-10,29,19
29,19,-10,32,18
32,18,-10,34,18
34,18,-10,36,18
36,18,-10,17,1
17,1,-10,38,9
38,9,-10,39,9
20,17,-10,23,19
23,19,-10,6,9
6,9,-10,7,6
7,6,-10,8,6
8,6,-10,9,8
9,8,-10,30,19
30,19,-10,32,18
32,18,-10,34,18
34,18,-10,35,17
35,17,-10,17,1
17,1,-10,37,19
37,19,-10,38,9
38,9,-10,19,9
20,17,-10,0,9
0,9,-10,21,19
21,19,-10,23,19
23,19,-10,25,19
25,19,-10,7,6
7,6,-10,8,6
8,6,-10,29,19
29,19,-10,30,19
30,19,-10,34,18
34,18,-10,35,17
35,17,-10,38,9
38,9,-10,39,9
20,17,-10,23,19
23,19,-10,5,8
5,8,-10,26,19
26,19,-10,9,8
9,8,-10,31,19
31,19,-10,33,19
33,19,-10,35,17
35,17,-10,36,18
36,18,-10,37,19
37,19,-10,19,9
20,17,-10,0,9
0,9,-10,1,8
1,8,-10,1,8
1,8,-10,22,17
22,17,-10,2,6
2,6,-10,23,19
23,19,-10,24,19
24,19,-10,25,19
25,19,-10,26,19
26,19,-10,28,19
28,19,-10,29,19
29,19,-10,30,19
30,19,-10,31,19
31,19,-10,32,18
32,18,-10,37,19
20,17,-10,2,6
2,6,-10,22,17
