id,time,error,normal_error
0,3.7269999999999994,2.445004666364437,0.024610101127111896
1,4.107,3.2418012990261125,0.0477140346846711
2,3.7360000000000007,3.051741490723069,0.032475433169796675
3,3.7359999999999998,2.5558471418879884,0.019057831082031018
4,3.8840000000000003,2.873253416679025,0.020824551058868945
5,4.204,3.5037493444820655,0.0347049930147649
6,3.930999999999999,3.7542894184339044,0.022778180652121827
7,3.795,3.2921220640829953,0.014694086873750565
8,3.792,3.225841802731002,0.03498026871802278
9,3.8629999999999995,3.2860483462030676,0.01914198200317998
10,3.7430000000000003,3.0775409878137174,0.014556144709617741
11,3.8200000000000003,3.4398465158059635,0.01672057268458027
12,3.7440000000000007,2.5810955794763206,0.017412491271556606
13,3.8200000000000003,3.401516787053427,0.04036997913793684
14,3.784,2.896979738238883,0.020565452603899803
15,3.8599999999999994,3.399692371681377,0.025899543225068374
16,3.8080000000000007,3.4151428296565105,0.0203969384436595
17,3.792,2.941483737958624,0.027253977395359008
18,3.9670000000000005,2.9929446188203865,0.02949813798766349
19,3.8070000000000004,2.86913227550695,0.031177674820308452
20,3.867,3.758301697453553,0.029516414639840127
21,3.888000000000001,3.7631604271929358,0.04178654730730456
22,3.7510000000000003,2.8373375432171652,0.022880848565767057
23,3.6879999999999997,3.3913167994599056,0.011849996883538105
24,3.707,2.303181616933195,0.022758859662426075
25,3.739,2.4639968751010732,0.02210975841515374
26,3.7279999999999998,3.465310236710979,0.023006015426890424
27,3.7639999999999993,3.301247643101777,0.03269647942015074
28,3.7439999999999998,3.042549117813503,0.019769627597094604
29,4.071999999999999,2.7184726940082786,0.03765538918413387
30,3.724,2.4613183441726023,0.026143679786381546
31,3.7640000000000002,2.6670649072382617,0.020598675909828282
32,3.779,3.247451372070021,0.018093138541340533
33,3.7279999999999998,3.3754434465473704,0.017268301336845267
34,3.975999999999999,3.015400962658747,0.0356610686703295
35,3.7280000000000006,3.415863482617396,0.01528236587660513
36,3.896000000000001,2.9927334470074314,0.05190336861978307
37,3.8629999999999995,3.6834784144873804,0.04056175002333799
38,3.7639999999999993,3.053266047077353,0.024925595256515453
39,3.939,3.1855175281148345,0.0597129867719669
