id,time,error,normal_error
40,3.8999999999999995,3.434790991370507,0.04261851415565443
41,4.180000000000001,3.857273706936845,0.029090527317315085
42,3.7559999999999993,2.610561326911323,0.01696294151406886
43,3.928,3.059796957312478,0.02614772946477354
44,3.7680000000000007,3.0038745790675643,0.022130207180722283
45,3.944,3.5576084519459203,0.029095077491444906
46,3.7830000000000013,2.6598965369036605,0.018522732132473123
47,3.819,3.7430326277040034,0.022021393333698458
48,3.8000000000000007,2.6304590084280006,0.02410737504057438
49,3.944000000000001,3.701678348323362,0.023112576139454444
50,3.724,2.461683911097531,0.02647295608849251
51,3.96,2.981006230273261,0.039203638909860165
52,4.320000000000001,4.02788187394681,0.04635344337240832
53,3.8400000000000007,2.8160605474031364,0.02011366187734537
54,3.7750000000000012,3.187883910660116,0.023855455601337228
55,3.708000000000001,2.4771588232338124,0.016378996539594282
56,4.055000000000001,3.001953631240601,0.06486215465478395
57,3.7079999999999993,2.4766144473788136,0.014694086873750565
58,4.047999999999999,3.4038491925064474,0.046024506364563414
59,3.7830000000000013,3.2436815982797103,0.0282748863926162
60,3.755000000000001,2.574090577185518,0.027171892428592758
61,3.695000000000001,2.6577961262455463,0.024631327165714128
62,3.779000000000001,3.5639561072610255,0.02222909827248168
63,3.771000000000001,3.4003147435363203,0.013375950417794668
64,3.7199999999999998,2.4277576522642597,0.024672150461597
65,3.960000000000001,3.243753056931065,0.02519675639290829
66,4.028,3.8043858077398203,0.014997468192892697
67,3.836000000000001,2.4168599999497187,0.03141857525623847
68,3.8080000000000007,2.817110350407675,0.014694086873750565
69,3.7199999999999998,2.4277576522642597,0.02027264520864963
70,3.992000000000001,2.552003868437768,0.020164639184326632
71,3.872,2.73656702050854,0.03270304838593195
72,3.7350000000000003,2.5072545333896765,0.022279242072181252
73,3.7120000000000006,2.8357202537268473,0.014694086873750565
74,3.7559999999999993,2.7151105068408676,0.017877792195188296
75,3.756000000000001,3.717131557633416,0.021541796564361098
76,3.8840000000000003,2.927213733667667,0.03234608543139188
77,3.7909999999999995,3.0656230839875085,0.014694086873750565
78,3.7920000000000007,2.5467939516654323,0.04024749171191722
79,3.9240000000000004,2.48666358393374,0.014781490078958416
80,4.104,3.8532033003391377,0.037932872171889065
81,3.7670000000000012,2.8894036348167043,0.022492530641938534
82,4.040000000000001,2.995085835806124,0.03989399968067612
83,4.024,3.657330957812645,0.041828013511318214
84,3.7430000000000003,2.86858302610013,0.0250816916264037
85,4.071,2.699815900564566,0.02567066865699951
86,3.724,2.4277576522642597,0.021725900519033135
87,3.7200000000000006,3.5632485266580383,0.016697061764439542
88,3.8080000000000007,2.81459557815062,0.019894712075486768
89,3.7639999999999993,2.7159024327602306,0.019915564394678155
90,3.968,3.027139249034441,0.056694123112104984
91,3.7830000000000013,3.237309407473703,0.0358176058607391
92,3.8600000000000003,2.611307471916349,0.01917851054722131
93,3.784,2.497604521577879,0.023872746602211625
94,3.9400000000000004,3.1386640417382194,0.03437736543670878
95,3.872,3.5127156503124386,0.027044337390594517
96,3.9480000000000004,3.770654108858165,0.0329215272375208
97,3.7280000000000006,2.6993788841233135,0.021578055098806104
98,3.711000000000001,2.6314631285988557,0.011991213244902769
99,3.8150000000000004,3.177551694895967,0.014694086873750565
100,3.724,2.5985849698751218,0.017135082266246562
101,3.904,3.743451545895533,0.04961204605065978
102,3.7639999999999993,3.0205821355323117,0.027148519563769114
103,3.792,3.024273471904456,0.028241274529853283
104,4.066999999999999,3.526000510958949,0.06203098677110611
105,3.731,2.8528596042323096,0.024236484139534616
106,3.7200000000000006,2.9522907612102096,0.012374113324619108
107,3.850999999999999,2.7891550995847423,0.03182535607050269
108,3.7510000000000003,2.718871267530972,0.02750375147833287
109,3.896000000000001,2.9523675229373345,0.018786749912515846
110,3.9639999999999995,3.0527506187426114,0.037521483964378884
111,3.9349999999999996,2.494685165944798,0.026325438549472342
112,4.187000000000001,3.5965703707532604,0.04054570045654247
113,3.7640000000000002,2.8147028358281196,0.027287250434842737
114,3.7360000000000007,2.6732659733452757,0.015677937352206968
115,3.9000000000000004,3.1031059411316417,0.03826594646227622
116,3.7270000000000003,2.847346473589295,0.026232825976248663
117,3.827000000000001,2.655651017137781,0.022973500081099333
118,4.0200000000000005,2.449907688499816,0.030561425681076962
119,3.888000000000001,3.283314913742872,0.03650891182979289
120,3.8790000000000004,2.6084136568875853,0.03304882154718024
121,3.7279999999999998,3.474156702116058,0.01760867185223374
122,3.8679999999999994,3.420125549098395,0.022352983586531608
123,3.776,2.7745356439661637,0.031334187948312074
124,3.896000000000001,3.716838734915175,0.029043303380943457
125,3.732000000000001,2.8398642901852904,0.016352761044820873
126,3.7430000000000003,2.767860504949551,0.02332424088390956
127,3.7520000000000007,3.0495726485550376,0.021424862222037787
128,3.747,3.151499424080967,0.024452289550544685
129,4.004,3.662627263854247,0.02881447563264364
130,4.164000000000001,3.619885507702945,0.023938183592276976
131,3.875,2.8176329773642093,0.025102592040469125
132,3.984,3.455657008065193,0.030907184259757425
133,3.8360000000000003,2.7359305445083963,0.026138603472871395
134,3.7600000000000007,2.564791531870573,0.029800576766305868
135,3.8000000000000007,2.6673672315064443,0.036214501059582495
136,3.716,2.7459078814285562,0.014694086873750565
137,3.8000000000000007,2.9834037997141127,0.01813119786512938
138,4.08,3.7648474115298427,0.0451193152448182
139,3.864,3.739157384556874,0.02468522301516298
140,3.872,2.633055215486595,0.03850704992957385
141,3.74,3.1152560789734967,0.019335424371972904
142,4.052,3.088543291071603,0.04243055633942313
143,3.7439999999999998,2.427982157730547,0.019807926604899852
144,3.771000000000001,2.4575351280273923,0.017906552350363467
145,3.776,2.8386339121057698,0.021620547245965103
146,4.428,3.8102625075210432,0.04756812587307525
147,3.7199999999999998,2.4010822234150155,0.02950776082061979
148,3.724,2.6650906836067283,0.014888479967588434
149,3.74,2.785048376618837,0.018748213181314265
150,3.984,3.28341059349462,0.026007855808964375
151,3.732,2.7272095251819275,0.015717681629179366
152,3.7359999999999998,2.7641249572015116,0.02147805895852616
153,3.896000000000001,3.4728889029526524,0.02941642255085061
154,3.7279999999999998,2.7062254502749115,0.016273135637395394
155,3.842999999999999,2.605200936281514,0.024633087867458683
156,4.16,3.8099076365024604,0.05507096580375577
157,4.032000000000001,3.756623262538384,0.032839852999460455
158,3.8320000000000007,3.39426399120425,0.024853883877501797
159,3.919999999999999,3.1492411714745034,0.014694086873750565
160,3.856,2.7260648006922272,0.029083736922172462
161,3.864,3.110648667775597,0.018394165308444167
162,3.8549999999999995,3.725240921625703,0.019432914993543018
163,3.708,2.956540000967771,0.024244567884645005
164,3.7880000000000003,3.3064604126925814,0.02771758890553796
165,3.7119999999999997,3.177573487594528,0.014146280443592708
166,3.7280000000000006,2.5443011365607986,0.016729365327912978
167,3.811,3.216820199908932,0.023405279710444482
168,3.7880000000000003,2.688606737500839,0.02001946083494343
169,3.896000000000001,3.538703828189925,0.042250340584539574
170,4.004,3.682855160084693,0.04748834065275262
171,3.875,3.4678020431079464,0.0459001183037357
172,3.708,3.4989653394342297,0.014694086873750565
173,4.0360000000000005,4.215802944705569,0.01764353806527289
174,4.111999999999999,3.421030144618331,0.04787858724362613
175,3.944,3.3191770198797172,0.014584896033056035
176,3.7319999999999993,2.5537996182516234,0.02125972550674072
177,3.827,3.2919628201549367,0.022667131289221078
178,3.7199999999999998,2.419752968141596,0.025546228525036376
179,3.7639999999999993,2.8309742792112185,0.022675362112262797
180,3.7200000000000006,2.654756511424413,0.02568925976426507
181,3.7559999999999993,2.60547878270463,0.022534285064045922
182,3.792,3.251170031441977,0.042619695609596595
183,4.0200000000000005,2.3649782840840454,0.029741993866496882
184,3.723,2.846804929047507,0.019824285436981497
185,3.8709999999999996,3.1722354089123597,0.014694086873750565
186,3.992,3.9340130427541515,0.023104621351357865
187,3.832,3.738130291101823,0.029038646491063927
188,3.703000000000001,3.078013852934326,0.014942854073377077
189,3.7960000000000003,3.390364400422454,0.027618422600124266
190,3.7719999999999994,2.6132239801267025,0.021424362806246836
191,3.8040000000000003,3.5097500085506783,0.021059735323218996
192,3.848,2.6414202997450715,0.016246241044850736
193,3.7879999999999994,2.880674461833115,0.03606405386392668
194,4.172000000000001,3.257768880104328,0.045356638326117964
195,3.7440000000000007,2.610957670705915,0.02892399808404573
196,3.8120000000000003,2.8048885454265893,0.0267213434736357
197,4.196,3.501938768329659,0.025856422677247838
198,3.7470000000000008,2.4772168977947735,0.017621535857611684
199,4.276000000000001,3.9542235094832074,0.05617146146501956
200,3.7200000000000006,2.7180461826081896,0.0221401026564531
