breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
500,movel_fit,"[array([ 861.42295125, -829.64559913,  745.55879344])]","[array([-0.94769052, -0.0831547 , -0.30062258, -0.36795239, -1.37028378,
        2.92647063])]"
1000,movel_fit,"[array([ 862.1703926 , -820.23717173,  738.02146365])]","[array([-0.94416316, -0.0804431 , -0.30523723, -0.37043628, -1.37606879,
        2.9271971 ])]"
1500,movel_fit,"[array([ 863.39268384, -811.40279169,  728.3363737 ])]","[array([-0.94006588, -0.07550213, -0.30970737, -0.37220563, -1.38103885,
        2.92679141])]"
2000,movel_fit,"[array([ 864.87016037, -802.41888209,  718.19189344])]","[array([-0.93564024, -0.06990829, -0.31409716, -0.37395966, -1.38589802,
        2.92612936])]"
2500,movel_fit,"[array([ 866.51892726, -793.03032163,  708.37955892])]","[array([-0.93101348, -0.0643759 , -0.31841197, -0.37601339, -1.39091912,
        2.92560451])]"
3000,movel_fit,"[array([ 868.32044085, -783.21678101,  699.16080189])]","[array([-0.92623952, -0.05912386, -0.32263495, -0.37845664, -1.39615033,
        2.92533205])]"
3500,movel_fit,"[array([ 870.27991319, -773.04774543,  690.53466381])]","[array([-0.92133131, -0.0541335 , -0.32674451, -0.38126848, -1.40154676,
        2.9252921 ])]"
4000,movel_fit,"[array([ 872.40503644, -762.60821935,  682.41265279])]","[array([-0.91628617, -0.04931168, -0.33072133, -0.38439111, -1.40704274,
        2.9254215 ])]"
4500,movel_fit,"[array([ 874.69802083, -751.97054949,  674.71351758])]","[array([-0.91110207, -0.04457674, -0.3345496 , -0.38776951, -1.41258298,
        2.92566252])]"
5000,movel_fit,"[array([ 877.1548349 , -741.19067521,  667.40005896])]","[array([-0.9057855 , -0.03989055, -0.33821594, -0.39136641, -1.41812985,
        2.92598116])]"
5500,movel_fit,"[array([ 879.76731094, -730.31398378,  660.48015989])]","[array([-0.90035295, -0.03525858, -0.34170813, -0.39516244, -1.42365949,
        2.92636721])]"
6000,movel_fit,"[array([ 882.52558833, -719.38227715,  653.98982811])]","[array([-0.89482835, -0.03071438, -0.34501449, -0.39914912, -1.42915484,
        2.92682557])]"
6500,movel_fit,"[array([ 885.4197436 , -708.43797809,  647.97103493])]","[array([-0.88923857, -0.02629978, -0.34812432, -0.4033201 , -1.43459984,
        2.92736534])]"
7000,movel_fit,"[array([ 888.44035172, -697.52475904,  642.45257309])]","[array([-0.88360877, -0.02204798, -0.35102877, -0.4076639 , -1.43997634,
        2.92799066])]"
7500,movel_fit,"[array([ 891.57822189, -686.68551481,  637.43815179])]","[array([-0.8779587 , -0.01797291, -0.35372187, -0.4121598 , -1.44526366,
        2.92869519])]"
8000,movel_fit,"[array([ 894.8237403 , -675.95924101,  632.90268043])]","[array([-0.87230079, -0.01406563, -0.35620137, -0.41677702, -1.45044001,
        2.92946061])]"
8500,movel_fit,"[array([ 898.16622557, -665.37822784,  628.79544092])]","[array([-0.86663989, -0.01029659, -0.35846898, -0.42147657, -1.45548463,
        2.93025832])]"
9000,movel_fit,"[array([ 901.59355844, -654.96642671,  625.0477136 ])]","[array([-0.86097451, -0.00662183, -0.36053013, -0.42621464, -1.46037974,
        2.93105309])]"
9500,movel_fit,"[array([ 905.0921775 , -644.7392355 ,  621.58223195])]","[array([-0.85529885, -0.00299066, -0.36239331, -0.43094642, -1.46511187,
        2.93180747])]"
10000,movel_fit,"[array([ 908.64739637, -634.70449386,  618.32226036])]","[array([-8.49605162e-01,  6.46899637e-04, -3.64069116e-01, -4.35629595e-01,
       -1.46967230e+00,  2.93248582e+00])]"
10500,movel_fit,"[array([ 912.2439204 , -624.86423961,  615.19878641])]","[array([-0.84388588,  0.00433414, -0.36556925, -0.44022687, -1.47405685,
        2.93305741])]"
11000,movel_fit,"[array([ 915.8664203 , -615.2167292 ,  612.15505925])]","[array([-0.83813517,  0.00810402, -0.36690561, -0.44470736, -1.47826505,
        2.93349813])]"
11500,movel_fit,"[array([ 919.5000404 , -605.75830204,  609.14835795])]","[array([-0.83234989,  0.01197777, -0.36808966, -0.44904693, -1.4822992 ,
        2.93379107])]"
12000,movel_fit,"[array([ 923.13076198, -596.48481339,  606.14937504])]","[array([-0.82652972,  0.01596546, -0.36913204, -0.45322757, -1.48616329,
        2.9339259 ])]"
12500,movel_fit,"[array([ 926.74559165, -587.39252256,  603.13992029])]","[array([-0.82067688,  0.02006806, -0.3700425 , -0.4572362 , -1.48986215,
        2.93389765])]"
13000,movel_fit,"[array([ 930.33258863, -578.47846935,  600.10978041])]","[array([-0.81479543,  0.02428011, -0.37082994, -0.4610633 , -1.49340079,
        2.93370513])]"
13500,movel_fit,"[array([ 933.88077542, -569.74047431,  597.05352706])]","[array([-0.80889045,  0.0285925 , -0.37150266, -0.46470148, -1.49678401,
        2.9333493 ])]"
14000,movel_fit,"[array([ 937.37999078, -561.17694847,  593.96788749])]","[array([-0.80296729,  0.03299474, -0.37206854, -0.46814436, -1.5000162 ,
        2.9328321 ])]"
14500,movel_fit,"[array([ 940.82074201, -552.78669232,  590.85003734])]","[array([-0.79703108,  0.03747644, -0.37253515, -0.47138583, -1.50310124,
        2.93215549])]"
15000,movel_fit,"[array([ 944.19409894, -544.56881641,  587.69690427])]","[array([-0.79108655,  0.04202787, -0.37290984, -0.47441967, -1.50604249,
        2.93132118])]"
15500,movel_fit,"[array([ 947.49165055, -536.52284442,  584.50533675])]","[array([-0.78513807,  0.04663986, -0.37319971, -0.47723959, -1.50884276,
        2.93033064])]"
16000,movel_fit,"[array([ 950.70552147, -528.64898419,  581.27282892])]","[array([-0.77919005,  0.05130305, -0.37341151, -0.47983941, -1.51150429,
        2.92918544])]"
16500,movel_fit,"[array([ 953.82842658, -520.9484922 ,  577.99841624])]","[array([-0.7732473 ,  0.0560071 , -0.37355159, -0.48221341, -1.51402861,
        2.92788772])]"
17000,movel_fit,"[array([ 956.85372895, -513.42402282,  574.68336826])]","[array([-0.76731544,  0.06073993, -0.37362583, -0.48435653, -1.51641651,
        2.92644055])]"
17500,movel_fit,"[array([ 959.77546429, -506.07985187,  571.33139254])]","[array([-0.76140111,  0.06548753, -0.37363967, -0.48626445, -1.51866794,
        2.92484808])]"
18000,movel_fit,"[array([ 962.58830177, -498.92189276,  567.94820549])]","[array([-0.75551191,  0.0702342 , -0.37359818, -0.48793341, -1.52078193,
        2.92311537])]"
