primitives,points,q_bp
movej_fit,"[array([ 3273.19194001, -1225.64963669,   918.76204927])]","[array([-0.10931226,  0.86307631, -0.2139809 ,  0.0628219 ,  0.99812125,
        0.16545632])]"
movel_fit,"[array([ 3271.79208377, -1218.93131552,   913.21594844])]","[array([-0.106068  ,  0.86290848, -0.21698039,  0.06095242,  1.00226643,
        0.16070493])]"
movel_fit,"[array([ 3270.39222753, -1212.21299435,   907.6698476 ])]","[array([-0.10282499,  0.86276193, -0.2199501 ,  0.05908526,  1.00641515,
        0.15594578])]"
movel_fit,"[array([ 3268.99237129, -1205.49467318,   902.12374677])]","[array([-0.0995833 ,  0.86263663, -0.22289022,  0.05722031,  1.01056752,
        0.15117897])]"
movel_fit,"[array([ 3267.59251505, -1198.776352  ,   896.57764594])]","[array([-0.09634297,  0.86253254, -0.22580093,  0.05535749,  1.01472358,
        0.14640459])]"
movel_fit,"[array([ 3266.19265881, -1192.05803083,   891.03154511])]","[array([-0.09310405,  0.86244963, -0.2286824 ,  0.05349668,  1.01888344,
        0.14162273])]"
movel_fit,"[array([ 3264.79280257, -1185.33970966,   885.48544428])]","[array([-0.08986659,  0.86238787, -0.23153479,  0.05163779,  1.02304714,
        0.13683347])]"
movel_fit,"[array([ 3263.39294634, -1178.62138849,   879.93934345])]","[array([-0.08663064,  0.86234723, -0.23435828,  0.04978072,  1.02721478,
        0.1320369 ])]"
movel_fit,"[array([ 3261.9930901 , -1171.90306732,   874.39324262])]","[array([-0.08339626,  0.86232769, -0.23715303,  0.04792538,  1.03138641,
        0.12723309])]"
movel_fit,"[array([ 3260.59323386, -1165.18474615,   868.84714179])]","[array([-0.08016348,  0.86232922, -0.23991921,  0.04607167,  1.03556212,
        0.12242212])]"
movel_fit,"[array([ 3259.19337762, -1158.46642497,   863.30104096])]","[array([-0.07693237,  0.8623518 , -0.24265696,  0.04421949,  1.03974195,
        0.11760407])]"
movel_fit,"[array([ 3257.79352138, -1151.7481038 ,   857.75494013])]","[array([-0.07370296,  0.8623954 , -0.24536645,  0.04236875,  1.04392599,
        0.11277902])]"
movel_fit,"[array([ 3256.39366514, -1145.02978263,   852.2088393 ])]","[array([-0.0704753 ,  0.86246   , -0.24804782,  0.04051937,  1.04811428,
        0.10794702])]"
movel_fit,"[array([ 3254.9938089 , -1138.31146146,   846.66273847])]","[array([-0.06724945,  0.86254559, -0.25070124,  0.03867125,  1.05230691,
        0.10310815])]"
movel_fit,"[array([ 3253.59395266, -1131.59314029,   841.11663764])]","[array([-0.06402544,  0.86265215, -0.25332683,  0.03682429,  1.05650392,
        0.09826248])]"
movel_fit,"[array([ 3252.19409642, -1124.87481912,   835.57053681])]","[array([-0.06080333,  0.86277966, -0.25592475,  0.03497842,  1.06070538,
        0.09341006])]"
movel_fit,"[array([ 3250.79424018, -1118.15649794,   830.02443597])]","[array([-0.05758316,  0.86292811, -0.25849513,  0.03313355,  1.06491134,
        0.08855096])]"
movel_fit,"[array([ 3249.39438394, -1111.43817677,   824.47833514])]","[array([-0.05436496,  0.86309749, -0.26103811,  0.03128958,  1.06912186,
        0.08368523])]"
