breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1026.39179968,  -46.43478065, 2386.0285232 ])]","[array([-2.53738553,  0.12583923, -2.87109505, -1.78250328, -1.18237249,
        1.89753896])]"
1665,moveabsj,"[array([1059.37793522,  -21.8587733 , 2343.45688691])]","[array([-2.5331214 ,  0.10768015, -2.88252299, -1.77015744, -1.18075413,
        1.89938272])]"
3332,moveabsj,"[array([1091.96715469,    4.63252686, 2299.17989537])]","[array([-2.52674714,  0.08874913, -2.89258384, -1.75532749, -1.17921033,
        1.90261714])]"
4999,moveabsj,"[array([1124.31961759,   34.41292562, 2255.11276425])]","[array([-2.51897143,  0.06889042, -2.90172564, -1.74173233, -1.17515386,
        1.90498121])]"
6665,moveabsj,"[array([1156.35922877,   66.33473468, 2211.95995423])]","[array([-2.51095462,  0.0477074 , -2.9092819 , -1.73015624, -1.16890233,
        1.90660047])]"
8332,moveabsj,"[array([1188.21423   ,   99.37828909, 2170.59241547])]","[array([-2.50379803,  0.02490865, -2.91472099, -1.72163934, -1.16043313,
        1.90730955])]"
9999,moveabsj,"[array([1219.73965229,  132.65717423, 2131.48869728])]","[array([-2.49790051e+00,  7.02925996e-04, -2.91777883e+00, -1.71618577e+00,
       -1.15009589e+00,  1.90724935e+00])]"
11665,moveabsj,"[array([1250.485384  ,  165.79038679, 2094.46815645])]","[array([-2.49283588, -0.02427237, -2.91866724, -1.71279658, -1.13853735,
        1.90680312])]"
13332,moveabsj,"[array([1280.08365403,  198.74291987, 2059.14535047])]","[array([-2.48809569, -0.04947092, -2.91779795, -1.71060486, -1.12624987,
        1.90622662])]"
14999,moveabsj,"[array([1308.2772224 ,  231.4415557 , 2025.31036697])]","[array([-2.48342165, -0.07451134, -2.91554472, -1.70918132, -1.1135551 ,
        1.90561732])]"
16665,moveabsj,"[array([1334.89497349,  263.80064658, 1992.76637181])]","[array([-2.47866352, -0.0991329 , -2.91224364, -1.7082399 , -1.10072466,
        1.90504422])]"
18332,moveabsj,"[array([1359.86825026,  295.7648184 , 1961.28046243])]","[array([-2.47373292, -0.12320178, -2.90817462, -1.70757216, -1.08798431,
        1.90457339])]"
19999,moveabsj,"[array([1383.14558813,  327.1650834 , 1930.76005849])]","[array([-2.46863907, -0.14661353, -2.90354621, -1.70708362, -1.07554578,
        1.90425672])]"
21665,moveabsj,"[array([1404.65729398,  357.83095718, 1901.05782513])]","[array([-2.4633494 , -0.16926995, -2.89856998, -1.70659746, -1.0636786 ,
        1.90420404])]"
23332,moveabsj,"[array([1424.26558077,  387.67198786, 1871.79528398])]","[array([-2.45768728, -0.19107382, -2.89352663, -1.705704  , -1.0527806 ,
        1.90464903])]"
24999,moveabsj,"[array([1441.77861589,  416.4611806 , 1842.67940997])]","[array([-2.45151519, -0.211901  , -2.88868612, -1.70400407, -1.04332283,
        1.9058603 ])]"
26665,moveabsj,"[array([1457.141762  ,  443.80084761, 1813.74532975])]","[array([-2.44491417, -0.23169666, -2.88415889, -1.70142471, -1.03566278,
        1.90800215])]"
28332,moveabsj,"[array([1470.38429941,  469.24769283, 1785.16202122])]","[array([-2.43803741, -0.25044669, -2.87997537, -1.69803496, -1.03011687,
        1.91120152])]"
29999,moveabsj,"[array([1481.35550654,  492.30957989, 1756.95524634])]","[array([-2.4308846 , -0.26801361, -2.87630427, -1.69363752, -1.02722658,
        1.91572195])]"
31665,moveabsj,"[array([1489.81261707,  512.45993518, 1729.03420722])]","[array([-2.42338413, -0.28420886, -2.87340334, -1.68788943, -1.02765522,
        1.92189502])]"
33332,moveabsj,"[array([1495.70302515,  529.18928428, 1701.47976242])]","[array([-2.41564202, -0.29893358, -2.871427  , -1.68076243, -1.03180065,
        1.92984791])]"
34999,moveabsj,"[array([1499.12504524,  542.13136959, 1674.38514488])]","[array([-2.40786452, -0.3121441 , -2.87050811, -1.67240873, -1.03972288,
        1.93947821])]"
36665,moveabsj,"[array([1500.12729051,  551.22690887, 1647.27871691])]","[array([-2.40008262, -0.32385636, -2.87092846, -1.66262195, -1.05138464,
        1.95070426])]"
38332,moveabsj,"[array([1498.66086665,  556.65610054, 1619.06541467])]","[array([-2.39214408, -0.33418482, -2.87307529, -1.65073908, -1.06676598,
        1.96357286])]"
39999,moveabsj,"[array([1494.48237449,  558.57716048, 1588.24115642])]","[array([-2.38377944, -0.34326587, -2.87739577, -1.63563693, -1.08602273,
        1.97833306])]"
41665,moveabsj,"[array([1487.57043827,  557.20942308, 1553.42660944])]","[array([-2.37495135, -0.35144103, -2.88411321, -1.61650258, -1.10892995,
        1.99503172])]"
43332,moveabsj,"[array([1478.8818679 ,  553.35525493, 1514.26990867])]","[array([-2.36625303, -0.35952397, -2.8928065 , -1.59414819, -1.13376543,
        2.01276566])]"
44999,moveabsj,"[array([1469.01043074,  547.49406003, 1470.10809647])]","[array([-2.35809897, -0.36820019, -2.90323894, -1.56881693, -1.15934466,
        2.03103261])]"
46665,moveabsj,"[array([1458.73812586,  540.04860735, 1420.30055854])]","[array([-2.35106539, -0.3782508 , -2.91510186, -1.54085466, -1.18419864,
        2.04923598])]"
48332,moveabsj,"[array([1449.46159899,  531.84599455, 1365.68893656])]","[array([-2.34597599, -0.39045906, -2.92753506, -1.5118647 , -1.20597427,
        2.06621741])]"
49999,moveabsj,"[array([1443.71312152,  525.39569044, 1309.33117145])]","[array([-2.34353326, -0.40552579, -2.93876439, -1.48530325, -1.22058003,
        2.07982434])]"
