breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-495.85687636,  -61.97003017,  139.43690747])]","[array([-1.73494772,  0.03738611, -0.63808413, -2.3007039 ,  1.03643794,
        1.17726244])]"
4999,moveabsj,"[array([-507.42595085,   25.1866981 ,  162.32715249])]","[array([-1.71856507,  0.07558951, -0.59649866, -2.31303697,  0.99846459,
        1.13925015])]"
9999,moveabsj,"[array([-535.79866606,   94.71690529,  208.50119648])]","[array([-1.68297031,  0.11473677, -0.56004255, -2.35047973,  0.96610513,
        1.10450149])]"
14999,moveabsj,"[array([-565.51684915,  118.96064214,  253.84895911])]","[array([-1.6186008 ,  0.15878157, -0.53135521, -2.38870352,  0.94878843,
        1.08221569])]"
19999,moveabsj,"[array([-594.41915806,  102.78997557,  289.80399631])]","[array([-1.53002649,  0.20445368, -0.50426813, -2.40944575,  0.93090613,
        1.07447573])]"
24999,moveabsj,"[array([-617.89898591,   45.747085  ,  306.29971519])]","[array([-1.4229002 ,  0.24328752, -0.48131813, -2.40615714,  0.90505243,
        1.08664039])]"
29999,moveabsj,"[array([-623.11483677,  -59.26890374,  288.67351976])]","[array([-1.29636001,  0.2609875 , -0.46683623, -2.370544  ,  0.86044255,
        1.129138  ])]"
34999,moveabsj,"[array([-569.99600797, -218.0910896 ,  219.77218534])]","[array([-1.15072958,  0.23350052, -0.47334549, -2.29524187,  0.79456004,
        1.21211164])]"
39999,moveabsj,"[array([-424.77271907, -384.74510305,  134.92836232])]","[array([-1.00197857,  0.15659587, -0.49803135, -2.18975289,  0.71249751,
        1.31523182])]"
44999,moveabsj,"[array([-244.72820222, -474.56196028,   80.03911219])]","[array([-0.86119301,  0.07630776, -0.49612344, -2.0675561 ,  0.60899955,
        1.39849512])]"
49999,moveabsj,"[array([ -94.4823054 , -469.7871661 ,   29.96156668])]","[array([-0.73413566,  0.04672359, -0.45954163, -1.95107522,  0.51112056,
        1.46169032])]"
