primitives,points,q_bp
movej_fit,"[array([ 439.2062406 , -431.48602683, -285.65794551])]","[array([-1.49249179,  1.57817663, -0.07214967, -0.76469973, -1.25748494,
        0.04871174])]"
movel_fit,"[array([ 426.48782437, -451.46552554, -228.81623209])]","[array([-1.51613537,  1.54541699, -0.07877666, -0.74810123, -1.33166856,
        0.0543885 ])]"
movec_fit,"[array([ 414.99352133, -470.54798395, -175.29705716]), array([ 403.00305214, -490.8295775 , -119.25030848])]","[array([-1.535378  ,  1.52660689, -0.07254564, -0.73772235, -1.41352418,
        0.07108933]), array([-1.55365167,  1.50331396, -0.07158263, -0.73075938, -1.4943519 ,
        0.07378423])]"
movec_fit,"[array([ 398.03135727, -500.73987643,  -95.86766523]), array([ 393.20455937, -511.57901889,  -72.86528566])]","[array([-1.56423404,  1.49825238, -0.07044905, -0.73416674, -1.53110221,
        0.0796669 ]), array([-1.57352093,  1.49430004, -0.06672276, -0.73793201, -1.56893508,
        0.08380569])]"
movec_fit,"[array([ 389.0869034 , -521.96400539,  -52.96553307]), array([ 385.12969166, -533.14935826,  -33.55221443])]","[array([-1.58200313,  1.48727996, -0.06640598, -0.74238996, -1.59827157,
        0.08425176]), array([-1.58936758,  1.48176484, -0.06303958, -0.74717664, -1.62886257,
        0.08368236])]"
movec_fit,"[array([ 381.63919778, -543.99669485,  -16.19309689]), array([ 378.28907311, -555.35850769,    0.74562   ])]","[array([-1.59728728,  1.47598277, -0.0620528 , -0.75430442, -1.65485851,
        0.08492426]), array([-1.60433691,  1.47134755, -0.05899604, -0.76185962, -1.68158919,
        0.08529255])]"
movec_fit,"[array([ 375.34872422, -565.94519317,   15.80755151]), array([ 372.51887944, -576.83502021,   30.59624086])]","[array([-1.61064551,  1.46532765, -0.05735703, -0.76927156, -1.70363576,
        0.08527944]), array([-1.61643067,  1.46004247, -0.05453338, -0.77716758, -1.72602049,
        0.08445465])]"
movec_fit,"[array([ 370.19378793, -586.35161671,   43.00725718]), array([ 367.94904231, -595.99315531,   55.20483811])]","[array([-1.62132116,  1.45517177, -0.05231707, -0.78470795, -1.7443647 ,
        0.08460905]), array([-1.62588949,  1.45074605, -0.04951836, -0.79262955, -1.76274709,
        0.08416837])]"
movec_fit,"[array([ 366.26309294, -603.50383554,   64.51845193]), array([ 364.62949184, -611.06790392,   73.68853253])]","[array([-1.62928103,  1.44685973, -0.04748289, -0.79896035, -1.77631572,
        0.08398711]), array([-1.63249671,  1.44323929, -0.04512837, -0.80552089, -1.78985388,
        0.08344754])]"
movec_fit,"[array([ 363.62592458, -615.86847509,   79.40110395]), array([ 362.64287576, -620.68423455,   85.0547032 ])]","[array([-1.63448816,  1.440893  , -0.04365145, -0.809838  , -1.79818342,
        0.0833315 ]), array([-1.63641329,  1.43864783, -0.04206013, -0.81424437, -1.80648714,
        0.08307495])]"
