breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([1886.74812159,  245.39634378, -324.0004934 ])]","[array([ 1.42694708, -0.45381091,  0.65040288, -2.57337057,  1.56421059,
       -1.49468165])]"
1633,movel_fit,"[array([1835.31572253,  220.19354063, -326.78529894])]","[array([ 1.4104221 , -0.43499653,  0.65898928, -2.55273324,  1.56176162,
       -1.49408578])]"
3258,movel_fit,"[array([1782.24051717,  199.89663147, -332.62372592])]","[array([ 1.40029475, -0.41363889,  0.66632891, -2.52459775,  1.56500458,
       -1.4907482 ])]"
4914,movel_fit,"[array([1726.89239124,  184.34714269, -341.56597771])]","[array([ 1.38842647, -0.39810441,  0.67909551, -2.5024811 ,  1.5540516 ,
       -1.49099635])]"
6641,movel_fit,"[array([1668.44194783,  173.52127593, -353.78041316])]","[array([ 1.37816501, -0.37725602,  0.68973299, -2.47820143,  1.54811262,
       -1.4905602 ])]"
8491,movel_fit,"[array([1605.68199638,  167.54807565, -369.59420394])]","[array([ 1.36554378, -0.35554511,  0.70060983, -2.45820986,  1.53706987,
       -1.49149306])]"
10532,movel_fit,"[array([1536.82036773,  166.78655112, -389.57413341])]","[array([ 1.3507197 , -0.32953271,  0.70946468, -2.44158076,  1.52536217,
       -1.49199332])]"
12873,movel_fit,"[array([1458.71037715,  171.96686515, -414.75907935])]","[array([ 1.33452405, -0.2989614 ,  0.71663604, -2.4265581 ,  1.5120562 ,
       -1.49163873])]"
15755,movel_fit,"[array([1363.83349997,  184.79614849, -447.64524369])]","[array([ 1.31763348, -0.2606983 ,  0.72192499, -2.41002501,  1.49775035,
       -1.4892304 ])]"
20154,movel_fit,"[array([1220.58605479,  212.16701936, -498.66094302])]","[array([ 1.29756619, -0.20414158,  0.72532537, -2.38691668,  1.47839311,
       -1.48249458])]"
23480,movel_fit,"[array([1112.00263348,  235.14616813, -534.98841234])]","[array([ 1.28495995, -0.1599316 ,  0.72529848, -2.37203601,  1.47530165,
       -1.46765181])]"
26380,movel_fit,"[array([1015.63084153,  252.08159791, -563.23903114])]","[array([ 1.27598646, -0.12533456,  0.72327852, -2.35376988,  1.47382852,
       -1.45336151])]"
28692,movel_fit,"[array([ 937.28493658,  262.1301506 , -581.99408252])]","[array([ 1.2685889 , -0.0976417 ,  0.71979714, -2.33774001,  1.48079664,
       -1.43548836])]"
30688,movel_fit,"[array([ 868.50475341,  266.64061435, -594.70695814])]","[array([ 1.2614041 , -0.07608134,  0.7156104 , -2.32253213,  1.48926288,
       -1.41767747])]"
32478,movel_fit,"[array([ 806.12282105,  266.41559687, -602.4544126 ])]","[array([ 1.2544041 , -0.05731034,  0.7101487 , -2.30624666,  1.50168677,
       -1.39792628])]"
34135,movel_fit,"[array([ 748.23433023,  261.72424175, -606.01044008])]","[array([ 1.24690391, -0.04104895,  0.70390412, -2.28982534,  1.51575369,
       -1.37739412])]"
35713,movel_fit,"[array([ 693.56510811,  252.73619787, -605.71079386])]","[array([ 1.23883914, -0.02602157,  0.69691438, -2.27276614,  1.53142489,
       -1.35582671])]"
37254,movel_fit,"[array([ 641.26591237,  239.42269343, -601.75775492])]","[array([ 1.23036605, -0.01173297,  0.68966322, -2.25402456,  1.54772792,
       -1.33362353])]"
38799,movel_fit,"[array([ 590.56055075,  221.61834173, -594.16839874])]","[array([ 1.22167041,  0.002505  ,  0.68268456, -2.2321865 ,  1.56428709,
       -1.31060947])]"
40386,movel_fit,"[array([ 540.87126199,  199.00093093, -582.82804839])]","[array([ 1.21299183,  0.01722136,  0.67653485, -2.2052031 ,  1.58057436,
       -1.28664918])]"
42055,movel_fit,"[array([ 491.66202379,  171.08423104, -567.47293151])]","[array([ 1.20450595,  0.03329588,  0.67103459, -2.17104982,  1.59575   ,
       -1.26195794])]"
43843,movel_fit,"[array([ 442.56303038,  137.27667563, -547.75294347])]","[array([ 1.19556134,  0.05148513,  0.66629574, -2.13174552,  1.60786958,
       -1.23713501])]"
45781,movel_fit,"[array([ 393.4459321 ,   97.00084215, -523.29743865])]","[array([ 1.18596988,  0.0729283 ,  0.66202423, -2.08690415,  1.61556397,
       -1.21237531])]"
47915,movel_fit,"[array([ 343.9114489 ,   49.33063638, -493.50931514])]","[array([ 1.17589303,  0.09896698,  0.65623086, -2.03611096,  1.61584867,
       -1.18977016])]"
49999,movel_fit,"[array([ 2.99741711e+02,  1.64441165e-01, -4.62141473e+02])]","[array([ 1.16771695,  0.12789278,  0.64578673, -1.98916743,  1.608033  ,
       -1.17464414])]"
