breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 930.74108599, -506.7224347 ,  177.49447655])]","[array([-0.57690533, -0.02032105, -0.20929809, -0.22653717, -1.73657965,
        2.12480397])]"
9281,movec_fit,"[array([ 927.3845331 , -411.40034427,  177.62146934]), array([ 919.02539832, -316.4067174 ,  177.61762004])]","[array([-0.53047749, -0.14590787, -0.32108196, -0.2759444 , -1.67496043,
        2.15734184]), array([-0.48061086, -0.2741689 , -0.42876797, -0.32439386, -1.61755437,
        2.18666394])]"
12725,movel_fit,"[array([ 910.55499716, -246.13436886,  176.28219132])]","[array([-0.46981191, -0.46070231, -0.57778612, -0.40671709, -1.50333086,
        2.25407995])]"
17234,movec_fit,"[array([ 904.45695571, -200.20618656,  174.87842922]), array([ 899.35891659, -154.19029633,  173.09031809])]","[array([-0.44949402, -0.55657196, -0.65149155, -0.44600026, -1.45261084,
        2.24588529]), array([-0.42400112, -0.6540696 , -0.72404081, -0.48244032, -1.40061312,
        2.23307943])]"
22740,movec_fit,"[array([896.38559591, -97.70835755, 171.96160768]), array([899.23969467, -41.26127961, 173.08574674])]","[array([-0.37037173, -0.72739267, -0.77413539, -0.5033866 , -1.35182691,
        2.0805228 ]), array([-0.30331406, -0.79111886, -0.81471222, -0.51006251, -1.29165252,
        1.91503891])]"
26077,movec_fit,"[array([904.897353  ,  -7.47514782, 174.88876716]), array([912.71226819,  25.87304844, 176.36468264])]","[array([-0.22985847, -0.70370898, -0.74596548, -0.45203232, -1.32113224,
        1.71998426]), array([-0.17211548, -0.60845007, -0.67579602, -0.41652585, -1.36068281,
        1.54584376])]"
28750,movec_fit,"[array([920.42365783,  52.25184872, 176.4837581 ]), array([928.59414793,  78.45320081, 175.52263581])]","[array([-0.11984624, -0.47698747, -0.58015697, -0.37497839, -1.44068388,
        1.43421509]), array([-0.07862513, -0.34733152, -0.48853048, -0.35231296, -1.52699706,
        1.33718558])]"
31232,movec_fit,"[array([936.06880724, 102.73877661, 173.09462334]), array([942.99949219, 127.05020681, 169.87306274])]","[array([-0.04996365, -0.21715919, -0.4005705 , -0.34875832, -1.62402369,
        1.27551968]), array([-0.02562855, -0.09266846, -0.31963827, -0.35491573, -1.72130128,
        1.21853913])]"
33655,movec_fit,"[array([948.29556548, 151.14012183, 166.38520748]), array([952.08843996, 175.56315836, 163.44519146])]","[array([-0.00782393, -0.01124139, -0.27029253, -0.37431516, -1.79038139,
        1.24978667]), array([ 0.01216803,  0.06663865, -0.22381328, -0.39246276, -1.85956682,
        1.27930364])]"
37325,movec_fit,"[array([952.66069276, 213.21110713, 162.60945802]), array([946.66007216, 250.11766837, 166.75865333])]","[array([ 0.03912475,  0.09876053, -0.20573044, -0.42129771, -1.9025027 ,
        1.47854945]), array([ 0.06955904,  0.12335552, -0.1900478 , -0.44011046, -1.94979853,
        1.67665393])]"
39450,movec_fit,"[array([940.32508636, 270.70323022, 170.39512778]), array([932.3869399 , 290.79330117, 173.49341358])]","[array([ 0.09398172,  0.02122848, -0.24611898, -0.4197466 , -1.85615941,
        1.75675005]), array([ 0.11768897, -0.08919239, -0.31396441, -0.40482318, -1.75764636,
        1.8338438 ])]"
41122,movec_fit,"[array([925.33031686, 306.41032013, 175.01976854]), array([918.0245279 , 321.92459661, 175.7525161 ])]","[array([ 0.14167511, -0.19119939, -0.38002591, -0.38841982, -1.66280996,
        1.85449609]), array([ 0.1689092 , -0.29670209, -0.45139909, -0.37087   , -1.56546369,
        1.87066994])]"
42354,movel_fit,"[array([907.61382546, 345.00864657, 175.1345572 ])]","[array([ 0.21541505, -0.47488101, -0.57829413, -0.34431822, -1.39757299,
        1.84985415])]"
44284,movec_fit,"[array([900.39184104, 363.42621263, 173.47140294]), array([894.8554452 , 382.35921501, 171.63012936])]","[array([ 0.24959957, -0.58417997, -0.65985563, -0.33211714, -1.2877646 ,
        1.76618903]), array([ 0.29761447, -0.69091032, -0.73987532, -0.29798179, -1.17491219,
        1.66314304])]"
47181,movec_fit,"[array([892.310369  , 411.91340162, 170.69834343]), array([897.78794506, 440.99128517, 172.71352969])]","[array([ 0.34715214, -0.74980895, -0.78782042, -0.26896489, -1.06621426,
        1.32175553]), array([ 0.41459313, -0.78609006, -0.81959401, -0.17878024, -0.95930306,
        0.93398052])]"
47947,movel_fit,"[array([903.13616434, 455.75873107, 173.90165689])]","[array([ 0.39415638, -0.64617579, -0.71248247, -0.22305443, -1.06005913,
        0.87272514])]"
49766,movec_fit,"[array([911.18983497, 472.60401261, 175.02015367]), array([920.06013818, 489.04843176, 174.93798002])]","[array([ 0.38536597, -0.52705187, -0.62100284, -0.24742823, -1.1410274 ,
        0.7968446 ]), array([ 0.37238819, -0.41293236, -0.53402456, -0.27912151, -1.22246407,
        0.72699298])]"
49999,movel_fit,"[array([922.46252548, 493.18574277, 174.72834634])]","[array([ 0.35770701, -0.33790928, -0.47658016, -0.30792754, -1.29462953,
        0.7549608 ])]"
