j1,j2,j3,j4,j5,j6
-0.003378217,4.48E-05,0.005114704,-0.004930447,-0.007123975,-0.00038258
-0.00337852,4.42E-05,0.005115374,-0.004930292,-0.007123877,-0.000382922
-0.003378825,4.37E-05,0.005116028,-0.004930138,-0.007123793,-0.000383274
-0.003379132,4.32E-05,0.00511667,-0.004930075,-0.007124104,-0.00038374
-0.003379437,4.25E-05,0.005117377,-0.004929779,-0.00712337,-0.000383905
-0.003379742,4.21E-05,0.005117987,-0.004929769,-0.007123915,-0.000384439
-0.003380043,4.12E-05,0.005118722,-0.004929378,-0.007122782,-0.000384492
-0.003380353,4.08E-05,0.005119338,-0.004929351,-0.007123266,-0.000385013
-0.003380656,4.05E-05,0.005119963,-0.004929374,-0.007123928,-0.000385564
-0.003380961,3.95E-05,0.005120702,-0.004928916,-0.007122498,-0.000385544
-0.003381267,3.91E-05,0.005121319,-0.004928917,-0.007123103,-0.000386092
-0.003381571,3.85E-05,0.005121982,-0.004928735,-0.007122896,-0.000386409
-0.003381879,3.79E-05,0.005122668,-0.004928568,-0.007122678,-0.000386712
-0.003382182,3.74E-05,0.005123306,-0.004928409,-0.007122653,-0.0003871
-0.003382485,3.68E-05,0.005123969,-0.004928303,-0.007122726,-0.000387482
-0.003382793,3.61E-05,0.005124659,-0.004928033,-0.007122109,-0.000387692
-0.003383099,3.58E-05,0.005125274,-0.004928042,-0.007122772,-0.000388252
-0.003383397,3.48E-05,0.005126006,-0.00492765,-0.007121576,-0.000388283
-0.003383712,3.47E-05,0.005126581,-0.004927785,-0.007122811,-0.000389024
-0.003384012,3.37E-05,0.005127318,-0.00492735,-0.007121438,-0.000389006
-0.003384317,3.35E-05,0.00512792,-0.004927433,-0.007122398,-0.000389644
-0.003384617,3.25E-05,0.005128659,-0.004926984,-0.00712102,-0.000389641
-0.003384932,3.23E-05,0.005129244,-0.004927126,-0.007122204,-0.000390347
-0.003385232,3.15E-05,0.005129956,-0.004926802,-0.007121346,-0.000390477
-0.003385534,3.10E-05,0.005130596,-0.004926652,-0.007121323,-0.000390856
-0.003385844,3.05E-05,0.005131257,-0.004926582,-0.007121565,-0.000391292
-0.00338615,2.98E-05,0.005131931,-0.004926356,-0.007121123,-0.000391543
-0.003386448,2.93E-05,0.005132576,-0.004926243,-0.007121264,-0.000391964
-0.003386758,2.86E-05,0.005133274,-0.004925965,-0.007120578,-0.000392144
-0.003387061,2.82E-05,0.005133903,-0.004925922,-0.007121016,-0.000392645
-0.003387367,2.75E-05,0.005134583,-0.004925701,-0.007120562,-0.000392888
-0.00338767,2.69E-05,0.005135251,-0.004925553,-0.007120531,-0.000393255
-0.003387979,2.65E-05,0.005135883,-0.004925492,-0.007120837,-0.000393719
-0.003388283,2.58E-05,0.005136555,-0.004925274,-0.007120449,-0.00039399
-0.003388583,2.52E-05,0.005137233,-0.004925106,-0.007120299,-0.000394314
-0.003388893,2.46E-05,0.005137891,-0.004924952,-0.007120203,-0.000394666
-0.003389196,2.39E-05,0.005138563,-0.004924705,-0.007119687,-0.000394902
-0.003389503,2.36E-05,0.005139187,-0.00492475,-0.007120476,-0.000395494
-0.0033898,2.27E-05,0.005139912,-0.004924331,-0.007119216,-0.000395515
-0.003390114,2.24E-05,0.005140528,-0.004924395,-0.007120037,-0.000396121
-0.003390418,2.18E-05,0.005141188,-0.004924165,-0.007119657,-0.000396397
-0.003390719,2.12E-05,0.00514186,-0.004924076,-0.007119794,-0.000396796
-0.003391023,2.04E-05,0.005142546,-0.004923711,-0.007118818,-0.000396914
-0.00339133,2.00E-05,0.005143201,-0.004923703,-0.007119305,-0.00039741
-0.003391638,1.96E-05,0.005143813,-0.004923646,-0.007119673,-0.0003979
-0.003391938,1.87E-05,0.00514454,-0.004923267,-0.007118585,-0.000397971
-0.003392243,1.83E-05,0.005145173,-0.004923237,-0.00711901,-0.000398456
-0.003392553,1.77E-05,0.005145833,-0.004923094,-0.007118965,-0.000398829
-0.003392849,1.70E-05,0.005146514,-0.004922864,-0.00711853,-0.000399068
-0.003393158,1.64E-05,0.005147187,-0.004922643,-0.00711813,-0.000399342
-0.003393467,1.61E-05,0.005147793,-0.004922696,-0.007118965,-0.000399954
-0.003393768,1.54E-05,0.0051485,-0.004922447,-0.007118401,-0.00040016
-0.003394074,1.47E-05,0.005149161,-0.004922216,-0.00711801,-0.000400433
-0.003394376,1.43E-05,0.005149798,-0.004922179,-0.00711838,-0.000400907
-0.003394681,1.35E-05,0.00515049,-0.004921896,-0.007117754,-0.000401115
-0.00339499,1.30E-05,0.00515115,-0.004921793,-0.007117827,-0.000401501
-0.003395289,1.24E-05,0.00515181,-0.00492159,-0.007117558,-0.000401808
-0.0033956,1.19E-05,0.005152461,-0.004921508,-0.007117742,-0.000402232
-0.0033959,1.13E-05,0.005153125,-0.004921354,-0.007117652,-0.000402577
-0.003396206,1.07E-05,0.005153797,-0.004921132,-0.007117255,-0.000402849
-0.003396514,1.03E-05,0.005154435,-0.004921102,-0.007117676,-0.000403338
-0.003396813,9.47E-06,0.005155134,-0.0049208,-0.007116944,-0.000403505
-0.003397122,8.99E-06,0.005155778,-0.004920716,-0.007117126,-0.000403931
-0.003397421,8.33E-06,0.005156445,-0.004920488,-0.007116743,-0.000404206
-0.003397734,7.77E-06,0.005157117,-0.004920369,-0.00711675,-0.000404576
-0.003398032,7.24E-06,0.005157764,-0.004920241,-0.007116772,-0.000404958
-0.003398337,6.50E-06,0.005158458,-0.004919966,-0.007116145,-0.000405158
-0.003398648,6.22E-06,0.005159062,-0.004920029,-0.007116976,-0.000405766
-0.003398949,5.50E-06,0.005159747,-0.004919763,-0.007116405,-0.000405985
-0.003399249,4.76E-06,0.005160455,-0.004919511,-0.007115843,-0.000406192
-0.003399557,4.40E-06,0.005161059,-0.004919498,-0.007116387,-0.000406722
-0.003399862,3.68E-06,0.005161756,-0.004919252,-0.007115869,-0.00040696
-0.003400168,2.99E-06,0.005162431,-0.00491901,-0.007115357,-0.000407189
-0.003400469,2.62E-06,0.005163072,-0.004919016,-0.007115963,-0.00040772
-0.003400778,2.21E-06,0.005163685,-0.004918961,-0.007116326,-0.000408215
-0.00340108,1.25E-06,0.005164419,-0.004918548,-0.007115052,-0.000408225
-0.003401381,7.04E-07,0.005165092,-0.004918427,-0.007115076,-0.000408593
-0.003401692,2.68E-07,0.005165708,-0.004918358,-0.007115372,-0.000409072
-0.003401992,-3.12E-07,0.005166376,-0.004918205,-0.007115278,-0.000409415
-0.003402298,-1.01E-06,0.005167071,-0.00491798,-0.007114818,-0.000409648
-0.003402604,-1.50E-06,0.005167693,-0.004917868,-0.007114954,-0.00041008
-0.003402906,-2.11E-06,0.005168388,-0.004917716,-0.00711479,-0.00041039
-0.003403212,-2.64E-06,0.005169021,-0.004917576,-0.00711481,-0.000410783
-0.003403514,-3.37E-06,0.00516972,-0.004917325,-0.007114231,-0.000410987
-0.003403823,-3.88E-06,0.005170371,-0.004917225,-0.007114364,-0.000411398
-0.003404126,-4.43E-06,0.005171021,-0.004917074,-0.007114322,-0.000411776
-0.003404427,-5.05E-06,0.005171699,-0.004916912,-0.007114099,-0.000412068
-0.003404736,-5.51E-06,0.005172326,-0.004916822,-0.007114349,-0.000412529
-0.003405039,-6.26E-06,0.00517303,-0.004916561,-0.007113717,-0.000412715
-0.003405343,-6.71E-06,0.005173676,-0.004916498,-0.007114021,-0.000413175
-0.003405646,-7.56E-06,0.005174364,-0.004916137,-0.007113043,-0.000413289
-0.003405954,-7.81E-06,0.00517499,-0.004916233,-0.007113988,-0.000413911
-0.003406256,-8.53E-06,0.005175661,-0.00491597,-0.007113422,-0.000414136
-0.003406558,-9.18E-06,0.005176351,-0.004915781,-0.007113137,-0.000414423
-0.003406867,-9.80E-06,0.005177003,-0.004915583,-0.007112858,-0.000414728
-0.003407172,-1.01E-05,0.005177624,-0.004915673,-0.007113804,-0.000415361
-0.003407471,-1.11E-05,0.005178356,-0.004915167,-0.007112185,-0.000415286
-0.003407779,-1.13E-05,0.005178963,-0.004915279,-0.007113185,-0.000415939
-0.003408082,-1.21E-05,0.005179649,-0.004915008,-0.007112616,-0.000416155
-0.003408388,-1.27E-05,0.005180333,-0.004914796,-0.007112216,-0.000416412
-0.003408692,-1.30E-05,0.005180937,-0.004914841,-0.007112992,-0.000417008
-0.003408995,-1.39E-05,0.005181656,-0.004914488,-0.007112001,-0.000417104
-0.003409298,-1.44E-05,0.00518231,-0.004914374,-0.007112084,-0.000417496
-0.003409607,-1.50E-05,0.00518296,-0.004914204,-0.007111905,-0.000417834
-0.003409907,-1.55E-05,0.005183614,-0.004914151,-0.00711222,-0.000418282
-0.003410214,-1.62E-05,0.005184294,-0.004913903,-0.007111697,-0.000418518
-0.003410517,-1.68E-05,0.005184949,-0.004913745,-0.007111595,-0.000418864
-0.003410821,-1.72E-05,0.005185616,-0.004913685,-0.007111839,-0.000419292
-0.003411127,-1.80E-05,0.005186292,-0.004913344,-0.007110969,-0.000419443
-0.00341143,-1.84E-05,0.005186928,-0.004913345,-0.00711151,-0.00041996
-0.003411732,-1.92E-05,0.005187621,-0.004913085,-0.007110937,-0.00042017
-0.003412041,-1.95E-05,0.005188244,-0.004913109,-0.00711159,-0.000420722
-0.003412341,-2.05E-05,0.005188963,-0.004912657,-0.007110189,-0.000420717
-0.003412649,-2.07E-05,0.005189577,-0.004912732,-0.007111084,-0.000421337
-0.003412952,-2.13E-05,0.00519023,-0.004912618,-0.007111151,-0.000421729
-0.003413251,-2.23E-05,0.00519098,-0.00491212,-0.00710952,-0.000421644
-0.003413563,-2.23E-05,0.005191535,-0.004912402,-0.007111289,-0.000422509
-0.003413862,-2.34E-05,0.005192283,-0.004911892,-0.007109652,-0.000422433
-0.003414167,-2.36E-05,0.00519289,-0.004911967,-0.007110549,-0.000423055
-0.003414473,-2.44E-05,0.005193587,-0.004911658,-0.00710973,-0.000423202
-0.003414776,-2.49E-05,0.005194227,-0.00491161,-0.007110099,-0.000423673
-0.00341508,-2.55E-05,0.005194893,-0.004911442,-0.007109929,-0.000424004
-0.003415386,-2.63E-05,0.005195582,-0.004911147,-0.007109173,-0.000424169
-0.003415683,-2.67E-05,0.005196234,-0.004911088,-0.007109481,-0.000424617
-0.003416002,-2.71E-05,0.005196851,-0.004911089,-0.007110067,-0.000425171
-0.003416291,-2.81E-05,0.005197601,-0.004910596,-0.007108443,-0.000425079
-0.0034166,-2.85E-05,0.005198214,-0.004910628,-0.007109152,-0.000425649
-0.003416912,-2.89E-05,0.005198843,-0.004910579,-0.007109508,-0.000426136
-0.003417204,-2.98E-05,0.005199572,-0.004910216,-0.007108468,-0.000426207
-0.003417517,-3.02E-05,0.005200201,-0.004910199,-0.007108936,-0.000426713
-0.003417812,-3.10E-05,0.005200897,-0.004909869,-0.007108078,-0.000426846
-0.003418126,-3.12E-05,0.005201492,-0.004909982,-0.00710913,-0.000427523
-0.003418423,-3.21E-05,0.005202209,-0.00490963,-0.007108149,-0.00042761
-0.003418731,-3.26E-05,0.005202863,-0.004909509,-0.007108149,-0.000427991
-0.003419034,-3.31E-05,0.005203516,-0.004909395,-0.007108218,-0.00042838
-0.003419337,-3.38E-05,0.005204197,-0.004909158,-0.007107755,-0.000428628
-0.00341964,-3.45E-05,0.00520487,-0.004908968,-0.00710747,-0.000428917
-0.003419945,-3.49E-05,0.005205504,-0.004908922,-0.007107835,-0.000429397
-0.003420253,-3.53E-05,0.005206139,-0.004908905,-0.007108301,-0.000429897
-0.003420552,-3.64E-05,0.005206873,-0.004908401,-0.00710667,-0.000429823
-0.003420858,-3.66E-05,0.005207501,-0.004908525,-0.007107732,-0.000430474
-0.003421158,-3.75E-05,0.005208187,-0.004908088,-0.007106452,-0.000430515
-0.003421469,-3.78E-05,0.005208812,-0.004908208,-0.00710745,-0.000431147
-0.00342177,-3.84E-05,0.005209485,-0.004907992,-0.007107107,-0.000431432
-0.003422073,-3.91E-05,0.005210162,-0.004907763,-0.007106642,-0.000431678
-0.003422376,-3.97E-05,0.005210841,-0.004907567,-0.007106359,-0.000431965
-0.003422682,-4.01E-05,0.005211456,-0.00490755,-0.007106832,-0.00043248
-0.003422987,-4.10E-05,0.005212181,-0.004907239,-0.007106011,-0.000432615
-0.003423286,-4.14E-05,0.005212795,-0.00490716,-0.007106263,-0.000433067
-0.003423595,-4.19E-05,0.005213464,-0.004907094,-0.007106494,-0.0004335
-0.003423891,-4.28E-05,0.005214175,-0.004906704,-0.007105333,-0.000433539
-0.003424207,-4.31E-05,0.005214775,-0.004906771,-0.007106208,-0.000434177
-0.003424503,-4.38E-05,0.005215472,-0.004906503,-0.007105574,-0.00043436
-0.003424809,-4.44E-05,0.005216129,-0.004906389,-0.007105638,-0.000434754
-0.003425113,-4.50E-05,0.005216783,-0.004906224,-0.007105467,-0.000435084
-0.003425418,-4.55E-05,0.005217456,-0.004906084,-0.007105408,-0.000435431
-0.003425718,-4.62E-05,0.005218122,-0.004905864,-0.007105013,-0.000435703
-0.003426025,-4.68E-05,0.005218791,-0.004905729,-0.007104942,-0.000436049
-0.003426323,-4.73E-05,0.005219446,-0.0049056,-0.007104968,-0.000436429
-0.003426636,-4.80E-05,0.005220114,-0.004905397,-0.007104602,-0.000436705
-0.003426931,-4.86E-05,0.005220783,-0.004905242,-0.007104495,-0.000437046
-0.003427243,-4.90E-05,0.005221414,-0.004905181,-0.007104794,-0.000437508
-0.003427542,-4.97E-05,0.005222111,-0.004904939,-0.007104267,-0.000437726
-0.003427846,-5.02E-05,0.005222756,-0.004904856,-0.007104451,-0.000438149
-0.003428152,-5.10E-05,0.005223434,-0.004904563,-0.007103742,-0.000438335
-0.003428455,-5.14E-05,0.005224087,-0.004904536,-0.007104163,-0.000438817
-0.003428754,-5.21E-05,0.005224759,-0.004904304,-0.007103697,-0.000439057
-0.003429062,-5.28E-05,0.005225448,-0.004904072,-0.007103224,-0.000439301
-0.003429365,-5.32E-05,0.005226059,-0.004904071,-0.007103825,-0.000439849
-0.003429671,-5.37E-05,0.00522672,-0.004903967,-0.007103879,-0.000440231
-0.003429971,-5.46E-05,0.005227448,-0.004903568,-0.00710265,-0.000440252
-0.003430279,-5.48E-05,0.005228028,-0.004903708,-0.007103885,-0.000440985
-0.003430576,-5.59E-05,0.005228784,-0.004903193,-0.007102126,-0.000440855
-0.003430888,-5.61E-05,0.005229372,-0.004903312,-0.007103244,-0.000441551
-0.003431187,-5.68E-05,0.005230074,-0.004903077,-0.007102719,-0.000441765
-0.003431488,-5.75E-05,0.005230733,-0.004902863,-0.007102371,-0.000442046
-0.003431796,-5.80E-05,0.00523139,-0.004902752,-0.007102432,-0.000442441
-0.003432099,-5.85E-05,0.005232042,-0.004902642,-0.007102486,-0.000442822
-0.003432401,-5.93E-05,0.005232755,-0.00490233,-0.007101665,-0.000442966
-0.003432707,-5.96E-05,0.005233337,-0.004902433,-0.007102676,-0.000443626
-0.003433009,-6.04E-05,0.005234062,-0.00490208,-0.007101672,-0.000443708
-0.003433312,-6.10E-05,0.005234709,-0.004901961,-0.007101729,-0.000444109
-0.003433615,-6.16E-05,0.005235378,-0.004901775,-0.007101442,-0.000444399
-0.003433922,-6.20E-05,0.005236024,-0.004901731,-0.007101793,-0.000444862
-0.003434218,-6.29E-05,0.005236727,-0.004901347,-0.007100676,-0.000444931
-0.003434533,-6.31E-05,0.005237337,-0.004901481,-0.007101799,-0.000445615
-0.00343483,-6.40E-05,0.005238043,-0.004901139,-0.007100851,-0.000445715
-0.003435132,-6.45E-05,0.005238689,-0.004901011,-0.007100861,-0.000446101
-0.003435435,-6.52E-05,0.005239365,-0.004900824,-0.007100564,-0.000446385
-0.003435744,-6.56E-05,0.005240012,-0.00490075,-0.007100796,-0.000446823
-0.003436048,-6.62E-05,0.005240652,-0.004900647,-0.00710092,-0.000447237
-0.003436344,-6.70E-05,0.005241375,-0.004900315,-0.007099974,-0.000447334
-0.003436653,-6.75E-05,0.005242013,-0.004900214,-0.007100092,-0.000447746
-0.003436954,-6.80E-05,0.005242663,-0.004900128,-0.007100273,-0.000448167
-0.003437261,-6.87E-05,0.005243337,-0.004899909,-0.007099855,-0.000448426
-0.003437557,-6.93E-05,0.005244018,-0.004899729,-0.007099623,-0.000448725
-0.003437869,-6.98E-05,0.005244649,-0.004899673,-0.007099918,-0.000449191
-0.003438169,-7.05E-05,0.005245323,-0.004899438,-0.007099444,-0.000449426
-0.003438468,-7.12E-05,0.005246019,-0.004899207,-0.007098971,-0.000449667
-0.003438776,-7.16E-05,0.005246652,-0.004899163,-0.00709933,-0.000450138
-0.003439085,-7.21E-05,0.005247296,-0.004899098,-0.007099556,-0.000450571
-0.003439379,-7.29E-05,0.00524799,-0.004898744,-0.007098618,-0.000450692
-0.003439687,-7.35E-05,0.005248667,-0.004898644,-0.007098675,-0.000451067
-0.003439991,-7.39E-05,0.00524929,-0.004898567,-0.00709891,-0.000451514
-0.003440291,-7.47E-05,0.005249999,-0.004898272,-0.007098138,-0.000451667
-0.003440596,-7.51E-05,0.005250622,-0.004898234,-0.007098559,-0.00045216
-0.003440901,-7.58E-05,0.00525131,-0.004898049,-0.007098252,-0.000452444
-0.0034412,-7.64E-05,0.005251968,-0.004897851,-0.007097963,-0.000452735
-0.00344151,-7.69E-05,0.005252612,-0.004897827,-0.007098371,-0.000453218
-0.003441808,-7.77E-05,0.005253313,-0.004897451,-0.007097308,-0.000453304
-0.00344211,-7.82E-05,0.00525396,-0.004897401,-0.0070976,-0.00045375
-0.003442419,-7.87E-05,0.005254608,-0.004897355,-0.007097951,-0.00045422
-0.00344272,-7.94E-05,0.005255286,-0.004897051,-0.007097186,-0.000454382
-0.003443017,-8.01E-05,0.005255983,-0.004896825,-0.007096711,-0.000454614
-0.003443329,-8.05E-05,0.005256586,-0.004896869,-0.007097471,-0.000455209
-0.003443631,-8.11E-05,0.005257273,-0.004896655,-0.007097058,-0.00045546
-0.003443931,-8.18E-05,0.005257954,-0.004896431,-0.007096643,-0.000455716
-0.003444236,-8.24E-05,0.005258592,-0.004896309,-0.007096637,-0.000456093
-0.003444536,-8.30E-05,0.005259293,-0.004896119,-0.007096341,-0.000456367
-0.003444847,-8.34E-05,0.005259905,-0.004896085,-0.007096752,-0.000456871
-0.003445141,-8.42E-05,0.005260615,-0.004895775,-0.007095922,-0.000456998
-0.003445449,-8.48E-05,0.00526126,-0.004895656,-0.00709598,-0.000457395
-0.003445752,-8.53E-05,0.005261917,-0.004895553,-0.007096029,-0.00045778
-0.003446055,-8.59E-05,0.005262588,-0.004895367,-0.007095796,-0.000458085
-0.003446356,-8.67E-05,0.00526328,-0.004895114,-0.007095193,-0.000458287
-0.003446663,-8.70E-05,0.00526389,-0.004895164,-0.007095965,-0.000458875
-0.003446965,-8.77E-05,0.005264561,-0.004894928,-0.007095486,-0.000459119
-0.00344726,-8.86E-05,0.005265304,-0.004894519,-0.007094241,-0.000459135
-0.003447579,-8.86E-05,0.005265855,-0.004894805,-0.007096009,-0.000460003
-0.003447871,-8.97E-05,0.00526659,-0.004894323,-0.007094468,-0.000459953
-0.003448174,-9.02E-05,0.005267256,-0.004894221,-0.007094525,-0.000460321
-0.003448485,-9.06E-05,0.005267854,-0.004894217,-0.007095106,-0.000460882
-0.003448779,-9.14E-05,0.005268589,-0.004893902,-0.007094221,-0.000460985
-0.003449088,-9.19E-05,0.005269221,-0.004893829,-0.007094452,-0.000461426
-0.003449386,-9.26E-05,0.005269906,-0.00489355,-0.00709379,-0.000461621
-0.003449694,-9.31E-05,0.005270563,-0.004893476,-0.007093965,-0.000462031
-0.003449993,-9.36E-05,0.005271195,-0.004893382,-0.007094145,-0.000462464
-0.003450301,-9.43E-05,0.005271875,-0.004893193,-0.007093836,-0.000462744
-0.003450596,-9.52E-05,0.005272596,-0.004892844,-0.007092825,-0.000462829
-0.003450909,-9.52E-05,0.005273164,-0.004893051,-0.007094305,-0.000463618
-0.003451205,-9.63E-05,0.005273899,-0.004892562,-0.007092694,-0.000463545
-0.003451505,-9.68E-05,0.005274567,-0.004892456,-0.007092753,-0.000463923
-0.003451819,-9.71E-05,0.00527516,-0.004892529,-0.007093628,-0.000464552
-0.003452117,-9.79E-05,0.005275858,-0.004892257,-0.007092977,-0.000464732
-0.003452416,-9.87E-05,0.005276556,-0.004891949,-0.007092141,-0.00046487
-0.003452721,-9.91E-05,0.005277191,-0.004891922,-0.007092607,-0.000465379
-0.003453026,-9.96E-05,0.005277856,-0.004891807,-0.007092603,-0.000465741
-0.003453327,-0.000100373,0.005278529,-0.004891541,-0.007092003,-0.000465951
-0.003453629,-0.000100947,0.005279192,-0.004891409,-0.007091937,-0.0004663
-0.003453937,-0.000101465,0.005279841,-0.004891304,-0.007092043,-0.000466708
-0.003454234,-0.000102037,0.005280506,-0.004891174,-0.00709199,-0.000467057
-0.003454538,-0.000102861,0.005281211,-0.004890855,-0.007091143,-0.000467193
-0.003454845,-0.000103161,0.005281814,-0.004890908,-0.007091909,-0.000467785
-0.003455142,-0.00010398,0.005282513,-0.004890591,-0.007091074,-0.000467923
-0.003455451,-0.000104484,0.005283174,-0.004890514,-0.007091238,-0.000468331
-0.003455747,-0.000105188,0.005283853,-0.004890277,-0.007090765,-0.000468573
-0.003456053,-0.000105679,0.005284484,-0.004890191,-0.007090932,-0.000469002
-0.003456361,-0.000106225,0.005285157,-0.004890088,-0.007090981,-0.000469374
-0.003456656,-0.000106997,0.005285838,-0.004889791,-0.007090265,-0.000469552
-0.003456966,-0.000107411,0.005286482,-0.004889787,-0.007090726,-0.00047005
-0.003457258,-0.000108311,0.005287179,-0.004889389,-0.007089601,-0.000470113
-0.003457572,-0.000108557,0.005287802,-0.00488951,-0.007090588,-0.000470749
-0.003457871,-0.000109254,0.00528847,-0.004889272,-0.007090119,-0.000471001
-0.00345817,-0.000110077,0.005289174,-0.004888959,-0.007089267,-0.000471125
-0.003458479,-0.000110449,0.005289807,-0.004888969,-0.007089858,-0.000471666
-0.003458774,-0.0001112,0.005290481,-0.004888693,-0.0070892,-0.000471857
-0.003459088,-0.000111463,0.005291106,-0.004888793,-0.007090135,-0.00047248
-0.003459377,-0.000112616,0.005291846,-0.004888226,-0.00708823,-0.000472329
-0.003459689,-0.000112726,0.005292443,-0.004888433,-0.007089647,-0.000473089
-0.003459989,-0.000113595,0.005293139,-0.004888076,-0.007088624,-0.000473181
-0.003460294,-0.000114119,0.005293801,-0.004887984,-0.007088732,-0.000473574
-0.00346059,-0.000114765,0.005294465,-0.004887786,-0.007088438,-0.000473867
-0.003460903,-0.000115151,0.005295095,-0.004887783,-0.007088947,-0.000474387
-0.003461195,-0.00011618,0.005295832,-0.004887323,-0.007087463,-0.000474333
-0.003461503,-0.000116587,0.005296464,-0.004887309,-0.007087923,-0.00047484
-0.003461807,-0.00011691,0.005297073,-0.004887338,-0.00708863,-0.000475411
-0.003462108,-0.000117772,0.005297792,-0.004887011,-0.007087667,-0.000475503
-0.003462412,-0.000118234,0.005298425,-0.004886945,-0.007087957,-0.000475966
-0.003462712,-0.000119113,0.005299143,-0.004886596,-0.007086925,-0.000476042
-0.003463012,-0.000119513,0.005299764,-0.004886574,-0.007087409,-0.000476551
-0.003463322,-0.000120078,0.00530043,-0.004886454,-0.007087381,-0.000476916
-0.003463617,-0.000120816,0.005301112,-0.004886194,-0.007086788,-0.000477113
-0.003463923,-0.000121357,0.005301768,-0.004886082,-0.007086832,-0.000477508
-0.00346423,-0.000121874,0.005302417,-0.004885989,-0.007086935,-0.000477901
-0.003464525,-0.000122679,0.005303116,-0.004885685,-0.007086156,-0.000478056
-0.00346483,-0.000123104,0.005303752,-0.004885656,-0.007086564,-0.000478537
-0.003465132,-0.000123881,0.005304435,-0.004885371,-0.00708584,-0.000478716
-0.003465441,-0.000124122,0.005305051,-0.004885476,-0.007086832,-0.000479354
-0.003465736,-0.000125079,0.00530577,-0.004885068,-0.007085575,-0.000479378
-0.003466042,-0.000125572,0.00530641,-0.004884981,-0.00708574,-0.000479798
-0.003466336,-0.000126286,0.005307101,-0.004884754,-0.007085258,-0.000480028
-0.003466652,-0.000126671,0.005307727,-0.00488475,-0.007085776,-0.000480549
-0.003466947,-0.000127436,0.005308414,-0.004884476,-0.007085109,-0.00048073
-0.003467249,-0.000127996,0.005309073,-0.004884349,-0.007085102,-0.000481104
-0.003467558,-0.000128455,0.005309714,-0.004884302,-0.00708538,-0.000481547
-0.003467851,-0.000129302,0.005310418,-0.00488396,-0.007084483,-0.000481673
-0.003468157,-0.000129777,0.005311057,-0.004883902,-0.007084702,-0.000482101
-0.003468463,-0.000130398,0.005311733,-0.004883736,-0.007084513,-0.000482419
-0.003468757,-0.000131083,0.005312405,-0.004883513,-0.007084092,-0.00048267
-0.00346907,-0.000131478,0.00531304,-0.004883516,-0.007084597,-0.000483185
-0.003469362,-0.00013246,0.005313749,-0.004883071,-0.007083224,-0.000483181
-0.003469671,-0.000132632,0.005314365,-0.004883243,-0.007084467,-0.000483881
-0.003469975,-0.000133429,0.005315047,-0.004882941,-0.007083667,-0.000484042
-0.003470272,-0.0001341,0.005315718,-0.004882725,-0.007083305,-0.000484312
-0.003470573,-0.00013459,0.005316377,-0.004882665,-0.007083535,-0.000484736
-0.003470883,-0.00013522,0.005317042,-0.004882488,-0.007083269,-0.000485037
-0.003471178,-0.000135985,0.005317722,-0.004882204,-0.007082607,-0.000485233
-0.003471488,-0.000136203,0.005318331,-0.004882338,-0.007083664,-0.000485884
-0.003471779,-0.000137316,0.005319083,-0.004881811,-0.007081929,-0.000485777
-0.003472093,-0.000137489,0.005319667,-0.004881962,-0.007083098,-0.000486478
-0.003472388,-0.000138336,0.005320375,-0.004881633,-0.007082195,-0.000486592
