breakpoints,primitives,points,q_bp
0,movej_fit,"[array([303.324433  , -18.8479778 , 777.22646361])]","[array([-0.64719776, -0.75829402, -0.2955223 , -0.178693  , -1.92415257,
       -1.26204177])]"
1666,movel_fit,"[array([334.18233904, -33.64763352, 778.18967477])]","[array([-0.61739704, -0.72702814, -0.2890197 , -0.17242864, -1.8770307 ,
       -1.25268096])]"
3332,movel_fit,"[array([365.26147305, -47.96211995, 779.54578064])]","[array([-0.57059098, -0.69989206, -0.27956187, -0.1534638 , -1.82458721,
       -1.23892092])]"
4998,movel_fit,"[array([396.55352241, -61.76560273, 781.26074213])]","[array([-0.50945791, -0.67564508, -0.26845207, -0.12087328, -1.76870301,
       -1.22102798])]"
6664,movel_fit,"[array([428.05982728, -75.03074687, 783.27494136])]","[array([-0.436958  , -0.65280152, -0.25691845, -0.07459238, -1.71164242,
       -1.19879373])]"
8330,movel_fit,"[array([459.78154218, -87.73785694, 785.50065246])]","[array([-0.35736397, -0.62944415, -0.24574129, -0.01620079, -1.65624672,
       -1.17192302])]"
9996,movel_fit,"[array([491.71165587, -99.89331058, 787.82331864])]","[array([-0.27654232, -0.60335228, -0.23489442,  0.05057957, -1.6055654 ,
       -1.14055295])]"
11662,movel_fit,"[array([ 523.82671451, -111.5570399 ,  790.11034098])]","[array([-0.20115432, -0.57252618, -0.22349243,  0.12024039, -1.56197754,
       -1.10580769])]"
13328,movel_fit,"[array([ 556.07724115, -122.87749106,  792.2294201 ])]","[array([-0.13720629, -0.53589301, -0.21018731,  0.18669188, -1.52634108,
       -1.06997347])]"
14994,movel_fit,"[array([ 588.36960717, -134.12680472,  794.0740692 ])]","[array([-0.08900873, -0.49370491, -0.19371274,  0.24448763, -1.49782444,
       -1.03606619])]"
16660,movel_fit,"[array([ 620.55344197, -145.73017345,  795.58899291])]","[array([-0.05914299, -0.44731121, -0.17313301,  0.28927473, -1.47450121,
       -1.00711684])]"
18326,movel_fit,"[array([ 652.39791543, -158.26183817,  796.77813566])]","[array([-0.04925356, -0.39851266, -0.14773244,  0.31729235, -1.45427388,
       -0.98572291])]"
19992,movel_fit,"[array([ 683.57030218, -172.37269034,  797.6737503 ])]","[array([-0.06108314, -0.34884664, -0.11677872,  0.32427427, -1.43571179,
       -0.97399506])]"
21658,movel_fit,"[array([ 713.6863826 , -188.6292855 ,  798.24995413])]","[array([-0.09734693, -0.29882577, -0.07932835,  0.30413803, -1.41881445,
       -0.97354107])]"
23324,movel_fit,"[array([ 742.41051495, -207.25522642,  798.29827477])]","[array([-0.16212455, -0.24709722, -0.03433596,  0.24790806, -1.40606747,
       -0.9848615 ])]"
24990,movel_fit,"[array([ 769.66994203, -227.94918553,  797.35711129])]","[array([-0.2599764 , -0.1896269 ,  0.01826033,  0.14433916, -1.403646  ,
       -1.00546024])]"
26656,movel_fit,"[array([ 795.79977276, -249.92546634,  794.80479154])]","[array([-0.3909952 , -0.1204696 ,  0.07377012, -0.01354365, -1.42048671,
       -1.02761673])]"
28322,movel_fit,"[array([ 821.45446327, -272.11875119,  790.15270724])]","[array([-0.53901526, -0.03624059,  0.11883286, -0.21178968, -1.46034209,
       -1.04102139])]"
29988,movel_fit,"[array([ 847.37834007, -293.45647359,  783.48652046])]","[array([-0.66908519,  0.05844271,  0.14226482, -0.40824411, -1.51188306,
       -1.0410447 ])]"
31654,movel_fit,"[array([ 874.2867151 , -313.21594567,  775.87602213])]","[array([-0.75518148,  0.15178996,  0.15295938, -0.56279597, -1.55577187,
       -1.02922082])]"
33320,movel_fit,"[array([ 902.74971637, -331.14966992,  769.57371549])]","[array([-0.79696907,  0.23077177,  0.17038047, -0.66131254, -1.57851224,
       -1.00841091])]"
34986,movel_fit,"[array([ 932.90166249, -347.14428962,  767.66498615])]","[array([-0.80346776,  0.28500531,  0.20805499, -0.70161006, -1.57304315,
       -0.98064999])]"
36652,movel_fit,"[array([ 964.01202673, -360.5548172 ,  772.19196548])]","[array([-0.77731718,  0.30859984,  0.27020301, -0.67545477, -1.53564977,
       -0.9446134 ])]"
38318,movel_fit,"[array([ 995.35067547, -370.4209879 ,  781.73190092])]","[array([-0.71105333,  0.30580492,  0.35132822, -0.56724142, -1.46869273,
       -0.89208095])]"
39984,movel_fit,"[array([1027.26670815, -376.40750917,  792.55548597])]","[array([-0.59658846,  0.29465653,  0.43535647, -0.37158268, -1.38734289,
       -0.80798437])]"
41650,movel_fit,"[array([1060.22343618, -379.38926967,  801.29300202])]","[array([-0.45906103,  0.30272563,  0.50707963, -0.14060003, -1.32460848,
       -0.68640829])]"
43316,movel_fit,"[array([1093.94636304, -382.16023965,  806.43818441])]","[array([-0.35423275,  0.34592255,  0.58143826,  0.03129009, -1.30489208,
       -0.55432567])]"
44982,movel_fit,"[array([1127.16297498, -389.81698519,  808.60701722])]","[array([-0.31216966,  0.41608698,  0.67924807,  0.09741244, -1.31840457,
       -0.45367789])]"
46648,movel_fit,"[array([1156.50730419, -407.12150499,  808.96751781])]","[array([-0.34333452,  0.49429304,  0.79247689,  0.04041483, -1.34338455,
       -0.41090802])]"
48314,movel_fit,"[array([1180.10491212, -431.73505421,  806.62255627])]","[array([-0.44402584,  0.56662191,  0.88209232, -0.14495459, -1.36569547,
       -0.43346612])]"
49980,movel_fit,"[array([1201.1500153 , -457.77539641,  799.58760635])]","[array([-0.58230773,  0.63943389,  0.9111754 , -0.42386816, -1.38700818,
       -0.51073315])]"
