breakpoints,primitives,points,q_bp
0,movej_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([-1.53946245e-16,  8.42994029e-01, -1.22173048e-01, -5.41184726e-17,
        9.73893723e-01,  8.97582637e-17])]"
500,movel_fit,"[array([2572.95378283,  515.04607503,  744.05288347])]","[array([ 3.11505787e-03,  8.43067359e-01, -1.21617407e-01,  4.49857922e-04,
        9.73632676e-01,  4.21390004e-04])]"
1000,movel_fit,"[array([2571.55388903,  523.4611007 ,  744.69022023])]","[array([ 6.29294338e-03,  8.43004245e-01, -1.21110814e-01,  9.77015826e-04,
        9.73770285e-01,  7.05604455e-04])]"
1500,movel_fit,"[array([2570.04469553,  532.03470355,  745.8260554 ])]","[array([ 9.52113712e-03,  8.42803497e-01, -1.20655680e-01,  1.57953170e-03,
        9.74309647e-01,  8.49023345e-04])]"
2000,movel_fit,"[array([2568.4244317 ,  540.76435311,  747.46376184])]","[array([ 1.27990766e-02,  8.42464656e-01, -1.20251700e-01,  2.25630188e-03,
        9.75251916e-01,  8.49553256e-04])]"
2500,movel_fit,"[array([2566.69172036,  549.64523965,  749.60699649])]","[array([ 1.61254728e-02,  8.41987494e-01, -1.19898200e-01,  3.00530931e-03,
        9.76597967e-01,  7.04683124e-04])]"
3000,movel_fit,"[array([2564.84547   ,  558.67108488,  752.25962027])]","[array([ 1.94986183e-02,  8.41372041e-01, -1.19594075e-01,  3.82366104e-03,
        9.78348293e-01,  4.11585770e-04])]"
3500,movel_fit,"[array([2562.88509435,  567.83322442,  755.42519698])]","[array([ 2.29160482e-02,  8.40618692e-01, -1.19337805e-01,  4.70749127e-03,
        9.80502654e-01, -3.27440706e-05])]"
4000,movel_fit,"[array([2560.81004943,  577.12289156,  759.10751854])]","[array([ 2.63753936e-02,  8.39728063e-01, -1.19127389e-01,  5.65217688e-03,
        9.83060429e-01, -6.31476106e-04])]"
4500,movel_fit,"[array([2558.62048631,  586.52824853,  763.30929528])]","[array([ 0.02987328,  0.83870129, -0.11896043,  0.00665206,  0.98601973,
       -0.00138766])]"
5000,movel_fit,"[array([2556.3168638 ,  596.03630417,  768.03244128])]","[array([ 0.03340602,  0.83753991, -0.11883411,  0.00770065,  0.98937759,
       -0.00230417])]"
5500,movel_fit,"[array([2553.90018875,  605.63196492,  773.27723257])]","[array([ 0.0369693 ,  0.83624605, -0.1187452 ,  0.00879055,  0.99312945,
       -0.00338339])]"
6000,movel_fit,"[array([2551.37214182,  615.29774213,  779.04150798])]","[array([ 0.04055804,  0.83482255, -0.11869013,  0.0099135 ,  0.99726859,
       -0.00462698])]"
6500,movel_fit,"[array([2548.73475599,  625.01518129,  785.32084241])]","[array([ 0.04416689,  0.83327287, -0.118665  ,  0.01106056,  1.00178637,
       -0.00603576])]"
7000,movel_fit,"[array([2545.99070441,  634.76392547,  792.10733115])]","[array([ 0.04778992,  0.83160132, -0.11866565,  0.01222217,  1.00667141,
       -0.00760932])]"
7500,movel_fit,"[array([2543.1432785 ,  644.52209376,  799.38898106])]","[array([ 0.0514207 ,  0.8298131 , -0.11868777,  0.01338826,  1.01190932,
       -0.00934577])]"
8000,movel_fit,"[array([2540.19645065,  654.2664181 ,  807.14887681])]","[array([ 0.05505236,  0.82791447, -0.11872692,  0.01454846,  1.0174822 ,
       -0.01124143])]"
8500,movel_fit,"[array([2537.15419571,  663.97480783,  815.36635826])]","[array([ 0.05867846,  0.8259123 , -0.11877869,  0.01569256,  1.02336963,
       -0.01329105])]"
9000,movel_fit,"[array([2534.02203559,  673.62180939,  824.01227384])]","[array([ 0.06229129,  0.82381525, -0.11883877,  0.01681019,  1.02954546,
       -0.01548655])]"
9500,movel_fit,"[array([2530.80507157,  683.18540452,  833.05375096])]","[array([ 0.06588437,  0.8216324 , -0.1189031 ,  0.01789182,  1.03598135,
       -0.01781819])]"
10000,movel_fit,"[array([2527.50890477,  692.64447918,  842.45135374])]","[array([ 0.06945141,  0.819374  , -0.11896796,  0.01892868,  1.04264495,
       -0.02027385])]"
10500,movel_fit,"[array([2524.1404429 ,  701.97724028,  852.15643002])]","[array([ 0.07298569,  0.81705196, -0.11903007,  0.01991285,  1.04949811,
       -0.02283835])]"
11000,movel_fit,"[array([2520.70559776,  711.16828643,  862.11760028])]","[array([ 0.07648266,  0.81467833, -0.1190867 ,  0.02083818,  1.05650168,
       -0.02549527])]"
