,breakpoints,primitives,J1,J2,J3,J4,J5,J6
0,0,movej_fit,-0.9521510593980391,-0.08149648488731309,-0.29734833970461483,-0.36664306830517657,-1.3613448006795454,2.927739811621355
1,1036,movel_fit,-0.9571239264511933,-0.09530228053599205,-0.3284951384311281,-0.404123310788998,-1.3740271358713048,2.8978822487379383
2,2064,movel_fit,-0.9508090134819192,-0.10395221324702517,-0.349597776011652,-0.4245468572171706,-1.391472161566964,2.841277513145934
3,3093,movel_fit,-0.9457130963387748,-0.11255400287357746,-0.370849272240277,-0.4497010836554409,-1.408940976621647,2.789375273170759
4,4131,movel_fit,-0.9393627644570071,-0.12089316710665383,-0.39113598048095,-0.47570726910996075,-1.4264244889890028,2.736875300189331
5,5190,movel_fit,-0.9318141580765378,-0.12942005981308466,-0.41103823536523043,-0.503057305235895,-1.4436309320222394,2.6849714811341023
6,6281,movel_fit,-0.9220125840029185,-0.13818163811995407,-0.4301925781961784,-0.5305907604405706,-1.460459304149785,2.632132971062893
7,7416,movel_fit,-0.9101132182282168,-0.1480554779270901,-0.44948510811883025,-0.559202351461316,-1.4761764828300348,2.5799457508238577
8,8609,movel_fit,-0.8955198057183011,-0.15961501148189053,-0.46912020730300186,-0.5887836209687167,-1.4902825175014778,2.5282273316081794
9,9876,movel_fit,-0.877209861676155,-0.17292606950079553,-0.4886206484062674,-0.6187444892734201,-1.5026670823785973,2.476010177831676
10,11244,movel_fit,-0.8534509430416026,-0.18738510306128642,-0.5067120641496654,-0.6480548512556636,-1.5137310206949797,2.4209136117190333
11,12753,movel_fit,-0.8221463884797613,-0.2021751486210313,-0.5219135108778279,-0.6759743902119929,-1.5238828124077142,2.360522963039049
12,14462,movel_fit,-0.7806061085827798,-0.21651006298715325,-0.5326667576226345,-0.7020934770940108,-1.5331762941259066,2.2925517044330306
13,16503,movel_fit,-0.7234939998090253,-0.22945374796123943,-0.536699172793623,-0.7262159111675492,-1.541464254929083,2.21258738961687
14,19263,movel_fit,-0.6351000745198121,-0.23839992799383558,-0.5275595458204139,-0.7471941375774169,-1.548524127753833,2.107478736334474
15,22020,movel_fit,-0.534573094280276,-0.23703042782673264,-0.5019386135028268,-0.7523075615748283,-1.5515947477075427,2.007550015158689
16,24270,movel_fit,-0.44358943407003615,-0.2261403023756111,-0.46837446391369486,-0.7426408374753986,-1.5537765888898674,1.9281773197675511
17,26072,movel_fit,-0.36449637156179193,-0.2090632297642866,-0.4319951533013673,-0.7240900072191119,-1.5579891657795224,1.8648314627803726
18,27625,movel_fit,-0.2918064227322965,-0.18936641484330047,-0.3948972410208438,-0.6997683231875776,-1.563291335999847,1.811036029103523
19,29013,movel_fit,-0.22280487083277478,-0.1676100565160705,-0.35718865238751096,-0.6704807835848013,-1.570143061108762,1.7633144302171129
20,30280,movel_fit,-0.15617932156537861,-0.1438477985149322,-0.3189522641062279,-0.6369414219124897,-1.5790887983823887,1.719612805087504
21,31457,movel_fit,-0.09101624352805437,-0.11789346960729771,-0.280146027047274,-0.5997103541248313,-1.5906936862632455,1.6785302991413575
22,32566,movel_fit,-0.026845487340164453,-0.08999655181823726,-0.24119708553407415,-0.5594833776272875,-1.6049595211448808,1.6394026641772526
23,33622,movel_fit,0.03645060909175646,-0.06045302245133887,-0.2026620784604567,-0.517048293056841,-1.621743184351752,1.601910769769512
24,34639,movel_fit,0.09892367070495567,-0.02932534184913746,-0.16492217192665937,-0.47317356771548447,-1.6410072031472887,1.5656784912687196
25,35632,movel_fit,0.1606663820301124,0.003682947216052196,-0.12805513596190599,-0.4285545203773844,-1.6629694537462771,1.530137211074154
26,36610,movel_fit,0.22134402558752875,0.038836768153432503,-0.09221977654930491,-0.384183669190148,-1.6878061267826008,1.4948364065652036
27,37584,movel_fit,0.2806790874913907,0.07655900146310171,-0.057387077479967186,-0.3410193179811149,-1.7157573326147313,1.459195545873143
28,38562,movel_fit,0.33816454126527606,0.11729750892402466,-0.023484183490118493,-0.30018723266573155,-1.7470668033161478,1.4226111019693868
29,39554,movel_fit,0.39335433344510307,0.1617589487589051,0.009817722538301377,-0.26280488836852156,-1.7821822712487385,1.3842121899030797
30,40571,movel_fit,0.4457854415264513,0.21063234350872675,0.04282061483784272,-0.2300602334557347,-1.8214701751216953,1.3429633550215971
31,41619,movel_fit,0.49476085253174684,0.263709477250983,0.07514459337534629,-0.20326538980858078,-1.8643272531325275,1.2982410292413051
32,42712,movel_fit,0.5401663690566862,0.3203049197964099,0.10601137970316743,-0.18322577878216076,-1.9094607836005226,1.2495496293366721
33,43858,movel_fit,0.5817274574664317,0.3797504304776717,0.13468995560862873,-0.1708376526432212,-1.9556779914115832,1.1963727694747264
34,45062,movel_fit,0.6188717255239617,0.4425491539445257,0.16125111675306325,-0.16761812810249918,-2.003142194088109,1.1371276516731237
35,46341,movel_fit,0.6514405062027437,0.5083931416952153,0.18483560812525068,-0.17510456494590984,-2.0508033907232743,1.0701570531520563
36,47701,movel_fit,0.6795871060144609,0.5751990536716156,0.2035321955786884,-0.1937775190531893,-2.095757167714745,0.9955938601715827
37,49155,movel_fit,0.7043105456813628,0.6400504371490636,0.2151988019922868,-0.22271516993980262,-2.133919384994073,0.9154086613709387
38,49999,movel_fit,0.7161501500247875,0.6746023836211011,0.21803021336889117,-0.2436588658026525,-2.151290092476979,0.8683296512329287
