average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
293.9824664561518,303.48278526736647,249.13976958484008,12.66061742921442,0.1603693374991456,0.29176553628459273,0.01881999494488369,0.07975348090556543,0.0007397682701648151,0.005883085499036819,3.9403592797876815e-05,0.0006106962234085027
