primitives,points,q_bp
movej_fit,"[array([ 777.4073664 , -484.59478022,  493.7680646 ])]","[array([ 0.07842216,  0.76376172, -0.61376732,  1.42432878, -1.83786153,
       -0.34592791])]"
movel_fit,"[array([ 759.57020724, -448.32295431,  523.19917736])]","[array([ 0.12160266,  0.70633899, -0.65171201,  1.38700972, -1.8496498 ,
       -0.3274668 ])]"
movel_fit,"[array([ 741.85672435, -412.13674691,  552.7825386 ])]","[array([ 0.16644642,  0.64866005, -0.68121937,  1.34773109, -1.86320649,
       -0.30170819])]"
movel_fit,"[array([ 725.21329257, -378.21169926,  580.4206338 ])]","[array([ 0.19052064,  0.65000182, -0.68630365,  1.3147129 , -1.92483497,
       -0.30890274])]"
movel_fit,"[array([ 705.83926035, -342.68381023,  604.0178617 ])]","[array([ 0.21464541,  0.65825351, -0.70089241,  1.27866133, -1.98791535,
       -0.31250603])]"
movel_fit,"[array([ 684.09485767, -306.02031057,  623.39373154])]","[array([ 0.23648438,  0.67224739, -0.70900044,  1.23022443, -2.04877227,
       -0.32097093])]"
movel_fit,"[array([ 660.37419838, -268.62530661,  638.5941198 ])]","[array([ 0.25710464,  0.68912643, -0.7150384 ,  1.17139471, -2.1045677 ,
       -0.33413181])]"
movel_fit,"[array([ 635.11902644, -230.85821256,  649.89399604])]","[array([ 0.27780968,  0.70585778, -0.71916403,  1.10284766, -2.15237605,
       -0.35122734])]"
movel_fit,"[array([ 608.74971265, -192.97831483,  657.72972773])]","[array([ 0.29989111,  0.72104215, -0.72315697,  1.02686293, -2.19099575,
       -0.37075902])]"
movel_fit,"[array([ 581.62406861, -155.14131375,  662.6164309 ])]","[array([ 0.32395198,  0.7353521 , -0.7293582 ,  0.94601199, -2.22091948,
       -0.39109112])]"
movel_fit,"[array([ 554.04195036, -117.42276946,  665.08806501])]","[array([ 0.35038319,  0.7497264 , -0.73867941,  0.86230436, -2.24288793,
       -0.41109991])]"
movel_fit,"[array([526.20955217, -79.78995325, 665.65132381])]","[array([ 0.3799243 ,  0.76462545, -0.75107716,  0.77759016, -2.25744233,
       -0.43002241])]"
movel_fit,"[array([498.3077953 , -42.19565497, 664.7822865 ])]","[array([ 0.41362145,  0.78036144, -0.76626707,  0.6939499 , -2.26523021,
       -0.44694157])]"
movel_fit,"[array([470.50962661,  -4.58056082, 662.93701122])]","[array([ 0.452834  ,  0.79713896, -0.78376282,  0.61363205, -2.26713128,
       -0.46066575])]"
movel_fit,"[array([442.93586446,  33.16187651, 660.53560143])]","[array([ 0.49939048,  0.81489659, -0.80272507,  0.5388774 , -2.2642582 ,
       -0.46970816])]"
movel_fit,"[array([415.71452112,  71.14455257, 657.99093612])]","[array([ 0.55537606,  0.83349682, -0.82214864,  0.47186861, -2.25815202,
       -0.4721219 ])]"
movel_fit,"[array([388.98673929, 109.47404581, 655.72613707])]","[array([ 0.62298426,  0.85279361, -0.84121219,  0.41470519, -2.25068494,
       -0.46541589])]"
movel_fit,"[array([362.87695658, 148.30088468, 654.16920861])]","[array([ 0.70476076,  0.87180633, -0.85878649,  0.36967664, -2.2438161 ,
       -0.44637892])]"
movel_fit,"[array([337.60498528, 187.68746796, 653.80808333])]","[array([ 0.80278171,  0.88742068, -0.87246736,  0.33957056, -2.23976209,
       -0.41144102])]"
movel_fit,"[array([313.40151016, 227.71389625, 655.15967616])]","[array([ 0.91718596,  0.89464147, -0.87889648,  0.32693021, -2.24077552,
       -0.35790922])]"
movel_fit,"[array([290.57846881, 268.38048385, 658.80176167])]","[array([ 1.04491947,  0.8881197 , -0.87493799,  0.33377823, -2.2483049 ,
       -0.28522346])]"
movel_fit,"[array([269.48388614, 309.6579861 , 665.34358412])]","[array([ 1.17979528,  0.86366328, -0.85761176,  0.36122924, -2.26212596,
       -0.1963959 ])]"
movel_fit,"[array([250.60256333, 351.27816188, 675.39721959])]","[array([ 1.31217284,  0.82009517, -0.82354681,  0.40839881, -2.2802194 ,
       -0.10026239])]"
movel_fit,"[array([234.41161994, 392.86136283, 689.46300921])]","[array([ 1.43221171,  0.76157567, -0.77056122,  0.47193328, -2.29902073,
       -0.00878578])]"
movel_fit,"[array([221.35106742, 433.84372206, 707.81971883])]","[array([ 1.53440742,  0.6958842 , -0.70026321,  0.54761806, -2.31402925,
        0.06961166])]"
movel_fit,"[array([211.68671742, 473.65160339, 730.45692277])]","[array([ 1.61891431,  0.6297058 , -0.61761286,  0.6316288 , -2.32123673,
        0.13306526])]"
movel_fit,"[array([205.50052103, 511.6940745 , 757.03799294])]","[array([ 1.68980399,  0.56530487, -0.52988112,  0.72098671, -2.31701866,
        0.18465135])]"
movel_fit,"[array([202.57853491, 547.59675318, 786.92935908])]","[array([ 1.75104291,  0.50199625, -0.44317191,  0.81146123, -2.29913619,
        0.22747706])]"
