breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 83.44524467, 514.06306411, 575.50313247])]","[array([-0.0743168 , -0.31213098, -1.96677885, -2.96357195,  1.18524716,
       -1.09099924])]"
5969,moveabsj_fit,"[array([ 79.43005393, 538.47816634, 625.54847928])]","[array([-0.03063897, -0.35328611, -2.00687847, -2.96721933,  1.23431028,
       -1.11384156])]"
9068,moveabsj_fit,"[array([ 67.11115732, 553.61059812, 650.03289642])]","[array([-2.88646790e-03, -3.69075904e-01, -2.02284879e+00, -2.96846653e+00,
        1.25531245e+00, -1.12968086e+00])]"
11975,moveabsj_fit,"[array([ 48.70244708, 564.6420857 , 665.0887197 ])]","[array([ 0.02758082, -0.38013489, -2.03329974, -2.96601983,  1.26872507,
       -1.14092253])]"
14672,moveabsj_fit,"[array([ 27.0123481 , 571.86426306, 673.10833035])]","[array([ 0.06036697, -0.38784549, -2.04131495, -2.95690384,  1.27994053,
       -1.1468759 ])]"
16772,moveabsj_fit,"[array([  7.88578879, 575.29300001, 675.50754275])]","[array([ 0.08836011, -0.39216352, -2.04661803, -2.9449167 ,  1.28838099,
       -1.14838633])]"
18116,moveabsj_fit,"[array([ -5.11977296, 576.35951061, 675.19942613])]","[array([ 0.10721489, -0.39409626, -2.04951378, -2.93496373,  1.29360698,
       -1.14785577])]"
21263,moveabsj_fit,"[array([-37.15825767, 574.74252471, 668.09498377])]","[array([ 0.15374571, -0.39566703, -2.05417027, -2.9045102 ,  1.30453085,
       -1.14162304])]"
24163,moveabsj_fit,"[array([-68.06029039, 567.30892796, 653.12591925])]","[array([ 0.19971706, -0.39278024, -2.05550248, -2.86607754,  1.31301076,
       -1.12909611])]"
28079,moveabsj_fit,"[array([-111.25262051,  544.82689022,  617.70740695])]","[array([ 0.2675941 , -0.37970591, -2.05082571, -2.7943041 ,  1.32024278,
       -1.09990667])]"
31272,moveabsj_fit,"[array([-147.24034495,  509.7457527 ,  572.33044556])]","[array([ 0.32869792, -0.3576699 , -2.03734506, -2.71640911,  1.31642109,
       -1.06360759])]"
34661,moveabsj_fit,"[array([-185.67640924,  448.24782362,  510.01964495])]","[array([ 0.40075133, -0.32083379, -2.01075388, -2.61445599,  1.29748314,
       -1.01302155])]"
40865,moveabsj_fit,"[array([-233.16783371,  274.75293997,  404.00119624])]","[array([ 0.55149032, -0.23739639, -1.94652148, -2.40187767,  1.23370545,
       -0.90189857])]"
43827,moveabsj_fit,"[array([-224.48977267,  190.15586375,  374.661554  ])]","[array([ 0.63050631, -0.20782439, -1.92668156, -2.29895572,  1.20793615,
       -0.84249896])]"
46843,moveabsj_fit,"[array([-192.28723067,  121.16913563,  357.38359832])]","[array([ 0.71170576, -0.19223394, -1.91832322, -2.19894097,  1.18687638,
       -0.78044946])]"
49999,moveabsj_fit,"[array([-146.43232915,   71.92272426,  348.78248468])]","[array([ 0.79124847, -0.19183484, -1.91844303, -2.10582848,  1.16626791,
       -0.72227539])]"
