breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
500,movel_fit,"[array([ 857.90386729, -833.16536363,  740.2809109 ])]","[array([-0.9554062 , -0.07964054, -0.30350239, -0.37385503, -1.37024034,
        2.93557824])]"
1000,movel_fit,"[array([ 854.50165028, -825.01108299,  733.13268157])]","[array([-0.955867  , -0.07649976, -0.30732808, -0.37654298, -1.38038405,
        2.93703159])]"
1500,movel_fit,"[array([ 851.42117206, -816.66465128,  726.41117858])]","[array([-0.95426351, -0.07207385, -0.30898326, -0.37626228, -1.39193963,
        2.93380804])]"
2000,movel_fit,"[array([ 848.66388462, -808.14139573,  720.12646464])]","[array([-0.95200784, -0.06689668, -0.30955618, -0.37549182, -1.40437817,
        2.92930127])]"
2500,movel_fit,"[array([ 846.22967263, -799.45804179,  714.28679705])]","[array([-0.94972665, -0.0613068 , -0.30962652, -0.3753076 , -1.41733287,
        2.92500395])]"
3000,movel_fit,"[array([ 844.11668394, -790.63236375,  708.89827063])]","[array([-0.94759725, -0.05548318, -0.30943495, -0.37599485, -1.43059109,
        2.92134317])]"
3500,movel_fit,"[array([ 842.32126994, -781.68278331,  703.96458896])]","[array([-0.94558519, -0.04949731, -0.30903278, -0.377474  , -1.44405358,
        2.9182563 ])]"
4000,movel_fit,"[array([ 840.83801184, -772.62796209,  699.48695136])]","[array([-0.94359272, -0.04336988, -0.30839726, -0.37956016, -1.45767863,
        2.91553963])]"
4500,movel_fit,"[array([ 839.6598124 , -763.48641824,  695.46404061])]","[array([-0.94153471, -0.03711544, -0.30750453, -0.38209189, -1.47143474,
        2.91302115])]"
5000,movel_fit,"[array([ 838.77803537, -754.2761857 ,  691.89209556])]","[array([-0.93936538, -0.03076807, -0.30636411, -0.3849738 , -1.4852725 ,
        2.91061824])]"
5500,movel_fit,"[array([ 838.18267753, -745.01452537,  688.76505175])]","[array([-0.93707651, -0.02438916, -0.30502497, -0.38817123, -1.49911591,
        2.90833161])]"
6000,movel_fit,"[array([ 837.86256076, -735.71769174,  686.07473401])]","[array([-0.93468283, -0.01806176, -0.30356388, -0.39168468, -1.51286828,
        2.90621153])]"
6500,movel_fit,"[array([ 837.80553332, -726.40075345,  683.81108539])]","[array([-0.93220495, -0.01187728, -0.30206601, -0.39552155, -1.52642651,
        2.90431962])]"
7000,movel_fit,"[array([ 837.99867168, -717.07746447,  681.96241832])]","[array([-0.9296557 , -0.00592032, -0.30060558, -0.3996748 , -1.53969737,
        2.9026987 ])]"
7500,movel_fit,"[array([ 838.42847588, -707.76018039,  680.51567533])]","[array([-9.27032585e-01, -2.55915229e-04, -2.99231663e-01, -4.04112038e-01,
       -1.55261072e+00,  2.90135606e+00])]"
8000,movel_fit,"[array([ 839.08105305, -698.45981425,  679.45668855])]","[array([-0.92431622,  0.00507777, -0.29796157, -0.40877455, -1.56512686,
        2.90025969])]"
8500,movel_fit,"[array([ 839.9422848 , -689.18582603,  678.77042926])]","[array([-0.92147334,  0.01007092, -0.29678158, -0.41358334, -1.57723738,
        2.89934447])]"
9000,movel_fit,"[array([ 840.997976  , -679.94624055,  678.44124032])]","[array([-0.9184624 ,  0.01473836, -0.29565328, -0.41844886, -1.58896063,
        2.89852404])]"
9500,movel_fit,"[array([ 842.23398301, -670.74768871,  678.45304691])]","[array([-0.91523994,  0.01911262, -0.29452298, -0.42328123, -1.60033371,
        2.89770438])]"
10000,movel_fit,"[array([ 843.63632088, -661.59546787,  678.78954191])]","[array([-0.91176613,  0.02323559, -0.29333179, -0.42799893, -1.61140339,
        2.89679601])]"
10500,movel_fit,"[array([ 845.19124964, -652.49361748,  679.43434467])]","[array([-0.90800884,  0.0271507 , -0.2920244 , -0.43253471, -1.62221761,
        2.8957231 ])]"
11000,movel_fit,"[array([ 846.88534043, -643.44500633,  680.37113276])]","[array([-0.90394573,  0.03089681, -0.29055534, -0.43683837, -1.63281907,
        2.89442865])]"
11500,movel_fit,"[array([ 848.70552316, -634.45142847,  681.58374763])]","[array([-0.89956459,  0.03450441, -0.28889221, -0.44087665, -1.64324132,
        2.8928757 ])]"
12000,movel_fit,"[array([ 850.63911728, -625.51370449,  683.05627589])]","[array([-0.89486213,  0.03799431, -0.28701612, -0.44463094, -1.65350758,
        2.89104558])]"
12500,movel_fit,"[array([ 852.67384797, -616.63178547,  684.77310871])]","[array([-0.8898419 ,  0.04137835, -0.28491994, -0.44809376, -1.66363151,
        2.88893395])]"
13000,movel_fit,"[array([ 854.79785   , -607.80485647,  686.71898194])]","[array([-0.88451185,  0.04466149, -0.28260517, -0.4512648 , -1.67361956,
        2.88654607])]"
13500,movel_fit,"[array([ 856.99966142, -599.03143716,  688.87899986])]","[array([-0.878882  ,  0.04784441, -0.28007861, -0.45414727, -1.68347364,
        2.88389219])]"
14000,movel_fit,"[array([ 859.26820949, -590.30947673,  691.23864549])]","[array([-0.87296262,  0.05092597, -0.27734935, -0.45674524, -1.69319376,
        2.88098398])]"
14500,movel_fit,"[array([ 861.59279054, -581.63644112,  693.78377983])]","[array([-0.86676316,  0.05390491, -0.27442684, -0.45906195, -1.70277968,
        2.87783225])]"
15000,movel_fit,"[array([ 863.96304582, -573.00939061,  696.50063262])]","[array([-0.86029169,  0.05678055, -0.27132004, -0.46109914, -1.71223173,
        2.87444608])]"
15500,movel_fit,"[array([ 866.36893446, -564.42504648,  699.37578626])]","[array([-0.85355512,  0.05955257, -0.26803762, -0.46285727, -1.72155045,
        2.87083315])]"
16000,movel_fit,"[array([ 868.80070475, -555.87984636,  702.39615452])]","[array([-0.84655955,  0.06222004, -0.2645889 , -0.46433604, -1.73073571,
        2.86700072])]"
16500,movel_fit,"[array([ 871.24886444, -547.36998807,  705.54895708])]","[array([-0.83931085,  0.06478019, -0.26098502, -0.4655351 , -1.73978535,
        2.86295683])]"
17000,movel_fit,"[array([ 873.70415038, -538.89146314,  708.82169055])]","[array([-0.83181494,  0.06722738, -0.2572398 , -0.46645442, -1.74869417,
        2.85871116])]"
