primitives,points,q_bp
movej_fit,"[array([ 3318.64030746, -1083.46367943,   897.38102411])]","[array([-0.07612147,  0.86356181, -0.23040652,  0.10674114,  1.05446818,
        0.08183981])]"
movel_fit,"[array([ 3312.06410992, -1079.1789557 ,   884.93536897])]","[array([-0.07156321,  0.86421525, -0.23558376,  0.0995501 ,  1.06040542,
        0.07717967])]"
movel_fit,"[array([ 3305.61771363, -1074.78056069,   872.85325251])]","[array([-0.06701403,  0.86482783, -0.24061555,  0.0924876 ,  1.06622781,
        0.07250485])]"
movel_fit,"[array([ 3299.29930313, -1070.26136879,   861.12620014])]","[array([-0.06246713,  0.86539766, -0.24550819,  0.08554243,  1.07194581,
        0.06780828])]"
movel_fit,"[array([ 3293.11202327, -1065.62766463,   849.74616874])]","[array([-0.05792452,  0.86592545, -0.25026295,  0.07871358,  1.07755993,
        0.06309013])]"
movel_fit,"[array([ 3287.05875269, -1060.88534058,   838.70534292])]","[array([-0.05338807,  0.86641186, -0.25488115,  0.07199996,  1.08307076,
        0.05835066])]"
movel_fit,"[array([ 3281.14210868, -1056.03992205,   827.99613962])]","[array([-0.04885956,  0.86685746, -0.25936418,  0.06540046,  1.08847896,
        0.05359019])]"
movel_fit,"[array([ 3275.36445237, -1051.09659223,   817.61121182])]","[array([-0.04434067,  0.86726279, -0.26371348,  0.05891395,  1.09378528,
        0.04880908])]"
movel_fit,"[array([ 3269.7278937 , -1046.06021586,   807.54345137])]","[array([-0.03983299,  0.86762831, -0.26793058,  0.05253923,  1.09899052,
        0.04400777])]"
movel_fit,"[array([ 3264.23429592, -1040.93536198,   797.78599045])]","[array([-0.03533802,  0.86795443, -0.27201702,  0.04627508,  1.10409558,
        0.03918676])]"
movel_fit,"[array([ 3258.885281  , -1035.72632619,   788.33220341])]","[array([-0.03085719,  0.86824151, -0.27597442,  0.04012026,  1.1091014 ,
        0.0343466 ])]"
movel_fit,"[array([ 3253.68223411, -1030.43715181,   779.17570682])]","[array([-0.02639183,  0.86848988, -0.27980446,  0.03407347,  1.114009  ,
        0.02948788])]"
movel_fit,"[array([ 3248.62630842, -1025.07165011,   770.31035938])]","[array([-0.02194321,  0.86869978, -0.28350883,  0.02813337,  1.11881946,
        0.02461129])]"
movel_fit,"[array([ 3243.71843012, -1019.63342001,   761.73026115])]","[array([-0.0175125 ,  0.86887144, -0.28708929,  0.02229862,  1.1235339 ,
        0.01971754])]"
movel_fit,"[array([ 3238.95930325, -1014.12586657,   753.42975222])]","[array([-0.01310083,  0.86900503, -0.29054765,  0.01656781,  1.12815353,
        0.0148074 ])]"
movel_fit,"[array([ 3234.34941464, -1008.55221887,   745.4034109 ])]","[array([-0.00870925,  0.8691007 , -0.29388575,  0.0109395 ,  1.13267957,
        0.00988169])]"
movel_fit,"[array([ 3229.88903897, -1002.91554687,   737.64605125])]","[array([-0.00433875,  0.86915853, -0.29710545,  0.00541224,  1.13711333,
        0.00494129])]"
movel_fit,"[array([3225.59682732, -997.22671686,  730.19462002])]","[array([ 0.        ,  0.86917397, -0.30019663, -0.        ,  1.14144533,
        0.        ])]"
movel_fit,"[array([3226.9834544 , -989.06632164,  728.74850079])]","[array([ 0.00438484,  0.86985955, -0.29883854, -0.00478215,  1.13975148,
        0.00194011])]"
movel_fit,"[array([3228.37286029, -980.88957293,  727.29948352])]","[array([ 0.00877277,  0.87056571, -0.29743554, -0.00957497,  1.13803944,
        0.00389073])]"
movel_fit,"[array([3229.76226618, -972.71282422,  725.85046625])]","[array([ 0.01315484,  0.87129113, -0.29599031, -0.01436886,  1.13631261,
        0.00584822])]"
movel_fit,"[array([3231.15167208, -964.53607551,  724.40144898])]","[array([ 0.01753088,  0.87203581, -0.29450283, -0.01916377,  1.13457106,
        0.00781284])]"
movel_fit,"[array([3232.54107797, -956.3593268 ,  722.95243171])]","[array([ 0.02190072,  0.87279978, -0.29297312, -0.02395968,  1.13281483,
        0.00978486])]"
movel_fit,"[array([3233.93048386, -948.18257809,  721.50341445])]","[array([ 0.0262642 ,  0.87358306, -0.29140115, -0.02875656,  1.13104396,
        0.01176454])]"
movel_fit,"[array([3235.31988976, -940.00582938,  720.05439718])]","[array([ 0.03062116,  0.87438567, -0.28978694, -0.03355439,  1.12925852,
        0.01375214])]"
movel_fit,"[array([3236.70929565, -931.82908067,  718.60537991])]","[array([ 0.03497144,  0.87520763, -0.28813046, -0.03835315,  1.12745854,
        0.01574791])]"
movel_fit,"[array([3238.09870154, -923.65233196,  717.15636264])]","[array([ 0.03931488,  0.87604898, -0.28643173, -0.04315281,  1.1256441 ,
        0.01775213])]"
movel_fit,"[array([3239.48810744, -915.47558325,  715.70734537])]","[array([ 0.04365133,  0.87690972, -0.28469072, -0.04795338,  1.12381524,
        0.01976505])]"
movel_fit,"[array([3240.87751333, -907.29883454,  714.25832811])]","[array([ 0.04798062,  0.87778989, -0.28290744, -0.05275483,  1.12197203,
        0.02178693])]"
movel_fit,"[array([3242.26691922, -899.12208583,  712.80931084])]","[array([ 0.0523026 ,  0.87868951, -0.28108188, -0.05755716,  1.12011452,
        0.02381805])]"
movel_fit,"[array([3243.65632512, -890.94533712,  711.36029357])]","[array([ 0.05661713,  0.87960861, -0.27921402, -0.06236037,  1.11824279,
        0.02585866])]"
movel_fit,"[array([3245.04573101, -882.76858841,  709.9112763 ])]","[array([ 0.06092405,  0.88054722, -0.27730386, -0.06716446,  1.11635688,
        0.02790903])]"
movel_fit,"[array([3246.4351369 , -874.5918397 ,  708.46225903])]","[array([ 0.06522321,  0.88150536, -0.27535139, -0.07196942,  1.11445688,
        0.02996941])]"
movel_fit,"[array([3247.8245428 , -866.41509099,  707.01324177])]","[array([ 0.06951447,  0.88248306, -0.2733566 , -0.07677528,  1.11254285,
        0.03204009])]"
movel_fit,"[array([3249.21394869, -858.23834228,  705.5642245 ])]","[array([ 0.07379767,  0.88348035, -0.27131947, -0.08158204,  1.11061485,
        0.03412131])]"
movel_fit,"[array([3250.60335458, -850.06159357,  704.11520723])]","[array([ 0.07807268,  0.88449727, -0.26924   , -0.08638971,  1.10867296,
        0.03621336])]"
movel_fit,"[array([3251.99276048, -841.88484486,  702.66618996])]","[array([ 0.08233936,  0.88553384, -0.26711818, -0.09119831,  1.10671726,
        0.03831649])]"
movel_fit,"[array([3253.38216637, -833.70809615,  701.21717269])]","[array([ 0.08659756,  0.8865901 , -0.26495398, -0.09600787,  1.10474781,
        0.04043096])]"
movel_fit,"[array([3254.77157226, -825.53134744,  699.76815543])]","[array([ 0.09084715,  0.88766609, -0.26274739, -0.10081841,  1.1027647 ,
        0.04255706])]"
movel_fit,"[array([3256.16097816, -817.35459873,  698.31913816])]","[array([ 0.09508798,  0.88876182, -0.2604984 , -0.10562995,  1.10076799,
        0.04469504])]"
movel_fit,"[array([3257.55038405, -809.17785002,  696.87012089])]","[array([ 0.09931993,  0.88987735, -0.25820698, -0.11044255,  1.09875778,
        0.04684517])]"
movel_fit,"[array([3258.93978995, -801.00110131,  695.42110362])]","[array([ 0.10354287,  0.89101271, -0.25587313, -0.11525622,  1.09673413,
        0.04900773])]"
movel_fit,"[array([3260.32919584, -792.8243526 ,  693.97208635])]","[array([ 0.10775665,  0.89216793, -0.25349682, -0.12007101,  1.09469714,
        0.05118298])]"
movel_fit,"[array([3261.71860173, -784.64760389,  692.52306909])]","[array([ 0.11196116,  0.89334305, -0.25107803, -0.12488697,  1.09264688,
        0.05337119])]"
movel_fit,"[array([3263.10800763, -776.47085518,  691.07405182])]","[array([ 0.11615626,  0.89453812, -0.24861673, -0.12970415,  1.09058344,
        0.05557263])]"
movel_fit,"[array([3264.49741352, -768.29410647,  689.62503455])]","[array([ 0.12034184,  0.89575317, -0.24611291, -0.1345226 ,  1.08850691,
        0.05778757])]"
movel_fit,"[array([3265.88681941, -760.11735776,  688.17601728])]","[array([ 0.12451776,  0.89698824, -0.24356654, -0.13934237,  1.08641736,
        0.06001629])]"
movel_fit,"[array([3267.27622531, -751.94060905,  686.72700001])]","[array([ 0.12868391,  0.89824339, -0.24097759, -0.14416353,  1.0843149 ,
        0.06225906])]"
movel_fit,"[array([3268.6656312 , -743.76386034,  685.27798275])]","[array([ 0.13284016,  0.89951864, -0.23834603, -0.14898615,  1.0821996 ,
        0.06451614])]"
movel_fit,"[array([3270.05503709, -735.58711163,  683.82896548])]","[array([ 0.13698641,  0.90081405, -0.23567183, -0.15381028,  1.08007156,
        0.06678783])]"
movel_fit,"[array([3271.44444299, -727.41036292,  682.37994821])]","[array([ 0.14112253,  0.90212965, -0.23295497, -0.15863601,  1.07793088,
        0.06907438])]"
movel_fit,"[array([3272.83384888, -719.23361421,  680.93093094])]","[array([ 0.14524841,  0.90346551, -0.2301954 , -0.16346342,  1.07577763,
        0.07137608])]"
movel_fit,"[array([3274.22325477, -711.0568655 ,  679.48191368])]","[array([ 0.14936394,  0.90482167, -0.2273931 , -0.16829259,  1.07361192,
        0.0736932 ])]"
movel_fit,"[array([3275.61266067, -702.88011679,  678.03289641])]","[array([ 0.15346901,  0.90619817, -0.22454802, -0.17312359,  1.07143385,
        0.07602602])]"
movel_fit,"[array([3277.00206656, -694.70336808,  676.58387914])]","[array([ 0.15756352,  0.90759506, -0.22166013, -0.17795653,  1.06924349,
        0.07837482])]"
movel_fit,"[array([3278.39147245, -686.52661937,  675.13486187])]","[array([ 0.16164736,  0.90901241, -0.21872939, -0.18279151,  1.06704097,
        0.08073989])]"
movel_fit,"[array([3279.78087835, -678.34987066,  673.6858446 ])]","[array([ 0.16572042,  0.91045026, -0.21575574, -0.18762861,  1.06482636,
        0.08312149])]"
movel_fit,"[array([3281.17028424, -670.17312195,  672.23682734])]","[array([ 0.1697826 ,  0.91190866, -0.21273915, -0.19246794,  1.06259977,
        0.08551991])]"
