breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1026.39179968,  -46.43478065, 2386.0285232 ])]","[array([-2.53738553,  0.12583923, -2.87109505, -1.78250328, -1.18237249,
        1.89753896])]"
4999,movel,"[array([1124.31961759,   34.41292562, 2255.11276425])]","[array([-2.51897143,  0.06889042, -2.90172564, -1.74173233, -1.17515386,
        1.90498121])]"
9999,movel,"[array([1219.73965229,  132.65717423, 2131.48869728])]","[array([-2.49790051e+00,  7.02925996e-04, -2.91777883e+00, -1.71618577e+00,
       -1.15009589e+00,  1.90724935e+00])]"
14999,movel,"[array([1308.2772224 ,  231.4415557 , 2025.31036697])]","[array([-2.48342165, -0.07451134, -2.91554472, -1.70918132, -1.1135551 ,
        1.90561732])]"
19999,movel,"[array([1383.14558813,  327.1650834 , 1930.76005849])]","[array([-2.46863907, -0.14661353, -2.90354621, -1.70708362, -1.07554578,
        1.90425672])]"
24999,movel,"[array([1441.77861589,  416.4611806 , 1842.67940997])]","[array([-2.45151519, -0.211901  , -2.88868612, -1.70400407, -1.04332283,
        1.9058603 ])]"
29999,movel,"[array([1481.35550654,  492.30957989, 1756.95524634])]","[array([-2.4308846 , -0.26801361, -2.87630427, -1.69363752, -1.02722658,
        1.91572195])]"
34999,movel,"[array([1499.12504524,  542.13136959, 1674.38514488])]","[array([-2.40786452, -0.3121441 , -2.87050811, -1.67240873, -1.03972288,
        1.93947821])]"
39999,movel,"[array([1494.48237449,  558.57716048, 1588.24115642])]","[array([-2.38377944, -0.34326587, -2.87739577, -1.63563693, -1.08602273,
        1.97833306])]"
44999,movel,"[array([1469.01043074,  547.49406003, 1470.10809647])]","[array([-2.35809897, -0.36820019, -2.90323894, -1.56881693, -1.15934466,
        2.03103261])]"
49999,movel,"[array([1443.71312152,  525.39569044, 1309.33117145])]","[array([-2.34353326, -0.40552579, -2.93876439, -1.48530325, -1.22058003,
        2.07982434])]"
