breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 647.22400859, -672.87849026,  573.76316765])]","[array([-1.00971447,  0.05765019, -0.11346878,  2.78253314,  1.42398033,
       -0.17889267])]"
1999,movel_fit,"[array([ 641.05939977, -620.43646987,  554.71619267])]","[array([-1.01485953,  0.02990281, -0.18125088,  2.72560859,  1.44645352,
       -0.25290354])]"
3998,movel_fit,"[array([ 638.91274173, -565.96986839,  541.31303827])]","[array([-1.00591764,  0.0112809 , -0.23115358,  2.68042913,  1.47637184,
       -0.35261212])]"
5997,movel_fit,"[array([ 640.62784783, -510.38988137,  533.62407305])]","[array([-0.99296223, -0.00658442, -0.27691353,  2.63285603,  1.50518501,
       -0.44779765])]"
7996,movel_fit,"[array([ 645.74527345, -454.53206286,  531.26399573])]","[array([-0.97423566, -0.02632074, -0.31968742,  2.58579346,  1.52986529,
       -0.53593188])]"
9995,movel_fit,"[array([ 653.6322447 , -398.98644154,  533.53192882])]","[array([-0.94883883, -0.04951544, -0.35960604,  2.54084774,  1.54874912,
       -0.61609825])]"
11994,movel_fit,"[array([ 663.6155438 , -344.06241073,  539.59984757])]","[array([-0.91403337, -0.07280274, -0.39141856,  2.50175622,  1.56356494,
       -0.69405671])]"
13993,movel_fit,"[array([ 675.06286702, -289.83490406,  548.64845018])]","[array([-0.86901901, -0.09290808, -0.41178972,  2.46982141,  1.57567289,
       -0.77273701])]"
15992,movel_fit,"[array([ 687.4093351 , -236.22108645,  559.92836436])]","[array([-0.81462417, -0.10836405, -0.42035338,  2.44460425,  1.58528595,
       -0.85195948])]"
17991,movel_fit,"[array([ 700.14965677, -183.05017956,  572.76865924])]","[array([-0.7517844 , -0.1181944 , -0.41734674,  2.42584732,  1.59251739,
       -0.93121411])]"
19990,movel_fit,"[array([ 712.81658441, -130.10518716,  586.55969751])]","[array([-0.68136401, -0.12205217, -0.40342731,  2.41362473,  1.59736573,
       -1.0097482 ])]"
21989,movel_fit,"[array([724.95449545, -77.1414073 , 600.7241671 ])]","[array([-0.60365657, -0.11928148, -0.37860032,  2.4088483 ,  1.60029912,
       -1.08745251])]"
23988,movel_fit,"[array([736.08855843, -23.90489409, 614.68072518])]","[array([-0.51812531, -0.10756156, -0.3410757 ,  2.41351849,  1.60324316,
       -1.1655847 ])]"
25987,movel_fit,"[array([745.69156852,  29.83652857, 627.80441365])]","[array([-0.42425808, -0.08500263, -0.28938578,  2.42960365,  1.60843716,
       -1.24496291])]"
27986,movel_fit,"[array([753.15510251,  84.25727536, 639.38865359])]","[array([-0.32170269, -0.05175837, -0.22384125,  2.45874633,  1.61721506,
       -1.32515735])]"
29985,movel_fit,"[array([757.77282233, 139.42759007, 648.61393863])]","[array([-0.20952541, -0.00683269, -0.14393413,  2.50305246,  1.63218035,
       -1.40657525])]"
31984,movel_fit,"[array([758.75215705, 195.22221118, 654.54226932])]","[array([-0.08701386,  0.05271697, -0.04832707,  2.56390361,  1.65812187,
       -1.49028319])]"
33983,movel_fit,"[array([755.29331687, 251.19143671, 656.18403391])]","[array([ 0.04448693,  0.12794909,  0.06090521,  2.63965316,  1.69868215,
       -1.57525363])]"
35982,movel_fit,"[array([746.76997539, 306.50804116, 652.67941885])]","[array([ 0.18043887,  0.21882882,  0.17877679,  2.72438465,  1.75581696,
       -1.65940745])]"
37981,movel_fit,"[array([732.95826126, 360.09554087, 643.55256429])]","[array([ 0.31281064,  0.3262199 ,  0.30081869,  2.80762796,  1.83046771,
       -1.74227052])]"
39980,movel_fit,"[array([714.15827717, 410.89022327, 628.88946036])]","[array([ 0.43217399,  0.45171636,  0.42594776,  2.87687227,  1.92241162,
       -1.82643203])]"
41979,movel_fit,"[array([691.09702112, 458.14192451, 609.29241346])]","[array([ 0.53134905,  0.59454531,  0.55469602,  2.92168199,  2.02841853,
       -1.91673746])]"
43978,movel_fit,"[array([664.6625893 , 501.60849794, 585.61496499])]","[array([ 0.6087643 ,  0.74497666,  0.68049028,  2.93802883,  2.13713312,
       -2.01542597])]"
45977,movel_fit,"[array([635.66559313, 541.41662401, 558.6993472 ])]","[array([ 0.66596871,  0.89904496,  0.8021337 ,  2.9233491 ,  2.24342248,
       -2.12849778])]"
47976,movel_fit,"[array([604.77550351, 577.87710737, 529.27636892])]","[array([ 0.70665174,  1.0465383 ,  0.90883511,  2.87814596,  2.33646768,
       -2.2580998 ])]"
49975,movel_fit,"[array([572.48446427, 611.37221288, 497.91289348])]","[array([ 0.73672792,  1.16435046,  0.97139891,  2.81435594,  2.39445626,
       -2.39037605])]"
