breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1035.99450106, -932.7818586 , 1010.35751342])]","[array([-0.82457791, -0.20915569,  0.5124371 ,  0.23850019,  1.1739654 ,
       -2.90692977])]"
500,movel_fit,"[array([1019.3221425 , -825.12419429,  966.20116589])]","[array([-0.85398833, -0.24581969,  0.59528129,  0.40270869,  1.21453814,
       -2.87183364])]"
1000,movel_fit,"[array([1016.20908179, -809.02134149,  959.91073106])]","[array([-0.85496185, -0.25013048,  0.60604482,  0.41918102,  1.22212801,
       -2.85539673])]"
1500,movel_fit,"[array([1015.72329843, -792.51222795,  954.0521055 ])]","[array([-0.85241226, -0.25204764,  0.614056  ,  0.4324658 ,  1.22981363,
       -2.83230076])]"
2000,movel_fit,"[array([1014.66159094, -775.54558734,  949.02024083])]","[array([-0.8495797 , -0.25436193,  0.62165561,  0.44489172,  1.23858285,
       -2.8076793 ])]"
2500,movel_fit,"[array([1013.51958838, -758.71055692,  944.15439384])]","[array([-0.84701077, -0.25649293,  0.62923362,  0.45762772,  1.24741444,
       -2.78354796])]"
3000,movel_fit,"[array([1012.69101793, -741.73399296,  939.73606791])]","[array([-0.84442995, -0.25859206,  0.63673292,  0.47091608,  1.25621551,
       -2.75994791])]"
3500,movel_fit,"[array([1011.88887852, -724.68759862,  935.57801954])]","[array([-0.84199277, -0.26080539,  0.64441182,  0.48463655,  1.26489606,
       -2.73711329])]"
4000,movel_fit,"[array([1011.78464625, -707.46154597,  932.1319269 ])]","[array([-0.83908882, -0.26285732,  0.65161421,  0.49857346,  1.27352362,
       -2.71427749])]"
4500,movel_fit,"[array([1012.07825308, -690.13606283,  929.19593467])]","[array([-0.83584338, -0.26483992,  0.65853862,  0.51253719,  1.28204713,
       -2.69156637])]"
5000,movel_fit,"[array([1012.15577849, -672.81335588,  926.35957868])]","[array([-0.83263213, -0.26701356,  0.66570765,  0.5263877 ,  1.29038718,
       -2.66945404])]"
5500,movel_fit,"[array([1012.87184031, -655.39018061,  924.19843597])]","[array([-0.82881848, -0.26903535,  0.67233375,  0.54011017,  1.29858851,
       -2.64726048])]"
6000,movel_fit,"[array([1013.87038589, -637.94548453,  922.44934242])]","[array([-0.82466164, -0.27108288,  0.67877009,  0.55369727,  1.30654251,
       -2.62540636])]"
6500,movel_fit,"[array([1015.31242263, -620.45676343,  921.28185043])]","[array([-0.82004293, -0.27316356,  0.68486052,  0.56717156,  1.31424752,
       -2.60382197])]"
7000,movel_fit,"[array([1016.58919627, -602.97877012,  920.17456968])]","[array([-0.81537117, -0.27559214,  0.69128499,  0.58051662,  1.3215215 ,
       -2.5831296 ])]"
7500,movel_fit,"[array([1018.30467213, -585.50994593,  919.6303799 ])]","[array([-0.81024465, -0.27811038,  0.69738109,  0.59374268,  1.32845057,
       -2.56283953])]"
8000,movel_fit,"[array([1020.29988871, -568.058046  ,  919.50133788])]","[array([-0.80473664, -0.28080492,  0.7033117 ,  0.60680621,  1.33497281,
       -2.54306804])]"
8500,movel_fit,"[array([1022.6276882 , -550.62921116,  919.8439656 ])]","[array([-0.79877573, -0.28363977,  0.70896108,  0.61964736,  1.34110992,
       -2.52369193])]"
9000,movel_fit,"[array([1024.8495859 , -533.20797184,  920.28725242])]","[array([-0.79257983, -0.28681722,  0.71476518,  0.632163  ,  1.34680665,
       -2.50496783])]"
9500,movel_fit,"[array([1027.40863643, -515.85794582,  921.16425095])]","[array([-0.78586316, -0.29000896,  0.72014564,  0.64430108,  1.35215224,
       -2.48646515])]"
10000,movel_fit,"[array([1030.39458629, -498.59918325,  922.54529207])]","[array([-0.77854257, -0.2930941 ,  0.72491492,  0.65599647,  1.35719666,
       -2.46801232])]"
10500,movel_fit,"[array([1033.30299422, -481.34048409,  924.04250271])]","[array([-0.77084242, -0.296351  ,  0.72958859,  0.66715731,  1.3619224 ,
       -2.44985817])]"
11000,movel_fit,"[array([1036.08418015, -464.0940529 ,  925.66088172])]","[array([-0.76277613, -0.29975826,  0.73412032,  0.6777276 ,  1.36640584,
       -2.43194232])]"
11500,movel_fit,"[array([1039.41869889, -446.96812948,  927.77947983])]","[array([-0.75398275, -0.30277435,  0.73776544,  0.68775285,  1.37063714,
       -2.41383246])]"
12000,movel_fit,"[array([1042.89059111, -429.90739199,  930.14886411])]","[array([-0.74468271, -0.30564591,  0.74091269,  0.69718322,  1.37465617,
       -2.39574998])]"
12500,movel_fit,"[array([1046.32818814, -412.87315966,  932.66915034])]","[array([-0.73495933, -0.30847646,  0.74371788,  0.70600589,  1.37849092,
       -2.37776874])]"
13000,movel_fit,"[array([1049.86817612, -395.89351391,  935.40663769])]","[array([-0.72475704, -0.31113416,  0.74602457,  0.71424644,  1.38214109,
       -2.35982055])]"
13500,movel_fit,"[array([1053.49936327, -378.96695545,  938.34645723])]","[array([-0.71409389, -0.31360476,  0.74783485,  0.72191922,  1.38561349,
       -2.34191967])]"
14000,movel_fit,"[array([1057.21089804, -362.09141647,  941.47415323])]","[array([-0.70298817, -0.31587648,  0.74915335,  0.72903904,  1.38891386,
       -2.32408109])]"
14500,movel_fit,"[array([1060.99225119, -345.26434764,  944.77568127])]","[array([-0.69145741, -0.31793832,  0.74998538,  0.73561914,  1.39204831,
       -2.30631809])]"
15000,movel_fit,"[array([1064.83319318, -328.48279573,  948.23739779])]","[array([-0.67951794, -0.31977924,  0.75033604,  0.74167041,  1.39502382,
       -2.28864143])]"
15500,movel_fit,"[array([1068.7237687 , -311.74347016,  951.84604324])]","[array([-0.66718499, -0.32138835,  0.75021026,  0.74720157,  1.39784818,
       -2.27105982])]"
16000,movel_fit,"[array([1072.65426907, -295.04279829,  955.58872024])]","[array([-0.65447296, -0.3227558 ,  0.74961344,  0.75221988,  1.40052928,
       -2.25358113])]"
16500,movel_fit,"[array([1076.61520348, -278.37696926,  959.4528677 ])]","[array([-0.6413957 , -0.32387394,  0.74855233,  0.75673192,  1.40307413,
       -2.23621376])]"
17000,movel_fit,"[array([1080.59726924, -261.74196743,  963.42623167])]","[array([-0.62796669, -0.3247384 ,  0.7470357 ,  0.76074413,  1.40548794,
       -2.21896749])]"
17500,movel_fit,"[array([1084.59132139, -245.13359683,  967.49683334])]","[array([-0.6141989 , -0.32534857,  0.7450745 ,  0.76426276,  1.40777365,
       -2.20185371])]"
18000,movel_fit,"[array([1088.58834132, -228.54749894,  971.65293443])]","[array([-0.60010446, -0.32570719,  0.74268132,  0.76729327,  1.40993211,
       -2.18488466])]"
18500,movel_fit,"[array([1092.57940436, -211.97916609,  975.88299983])]","[array([-0.58569404, -0.32581905,  0.73986926,  0.76983907,  1.41196299,
       -2.16807195])]"
19000,movel_fit,"[array([1096.55564603, -195.42395343,  980.1756579 ])]","[array([-0.57097621, -0.32568892,  0.7366502 ,  0.77190018,  1.41386637,
       -2.15142466])]"
19500,movel_fit,"[array([1100.50822656, -178.87709194,  984.51965818])]","[array([-0.55595681, -0.32531909,  0.73303301,  0.77347172,  1.41564473,
       -2.13494734])]"
20000,movel_fit,"[array([1104.42829372, -162.33370482,  988.90382686])]","[array([-0.54063861, -0.32470703,  0.72902183,  0.77454287,  1.41730494,
       -2.11863841])]"
20500,movel_fit,"[array([1108.30694377, -145.78882911,  993.31702033])]","[array([-0.52502113, -0.3238436 ,  0.72461511,  0.77509651,  1.41885997,
       -2.10248935])]"
21000,movel_fit,"[array([1112.13518093, -129.2374434 ,  997.74807699])]","[array([-0.50910092, -0.32271235,  0.71980526,  0.77510942,  1.42032969,
       -2.08648485])]"
21500,movel_fit,"[array([1115.90387553, -112.67450182, 1002.18576814])]","[array([-0.49287203, -0.32129009,  0.71457948,  0.77455347,  1.42174073,
       -2.07060392])]"
22000,movel_fit,"[array([1119.60372154,  -96.09497372, 1006.61874817])]","[array([-0.47632674, -0.31954881,  0.70892135,  0.77339723,  1.42312518,
       -2.05482197])]"
22500,movel_fit,"[array([1123.22519411,  -79.49388761, 1011.03550481])]","[array([-0.4594564 , -0.31745864,  0.70281324,  0.77160802,  1.42451823,
       -2.0391135 ])]"
23000,movel_fit,"[array([1126.75850785,  -62.8663775 , 1015.42430974])]","[array([-0.44225211, -0.31499152,  0.69623908,  0.7691539 ,  1.42595504,
       -2.0234549 ])]"
23500,movel_fit,"[array([1130.19357655,  -46.20772975, 1019.77317006])]","[array([-0.4247053 , -0.3121249 ,  0.68918703,  0.76600537,  1.42746747,
       -2.0078271 ])]"
24000,movel_fit,"[array([1133.51997507,  -29.51342863, 1024.06978068])]","[array([-0.40680792, -0.30884475,  0.68165161,  0.76213627,  1.42908108,
       -1.99221735])]"
24500,movel_fit,"[array([1136.72690384,  -12.77919968, 1028.30147794])]","[array([-0.38855232, -0.30514725,  0.67363481,  0.75752389,  1.43081319,
       -1.97661996])]"
25000,movel_fit,"[array([1139.80315657,    3.99894916, 1032.45519427])]","[array([-0.36993082, -0.30103873,  0.66514602,  0.75214808,  1.43267241,
       -1.96103562])]"
25500,movel_fit,"[array([1142.73709133,   20.82468726, 1036.51741415])]","[array([-0.35093496, -0.29653369,  0.65620059,  0.7459897 ,  1.43465995,
       -1.94546948])]"
26000,movel_fit,"[array([1145.51660553,   37.70131913, 1040.47413159])]","[array([-0.33155474, -0.29165112,  0.64681735,  0.73902854,  1.43677267,
       -1.92992824])]"
26500,movel_fit,"[array([1148.12911514,   54.63173619, 1044.31080963])]","[array([-0.31177789, -0.2864099 ,  0.63701564,  0.73124141,  1.43900719,
       -1.9144167 ])]"
27000,movel_fit,"[array([1150.56153907,   71.6183576 , 1048.01234319])]","[array([-0.29158947, -0.28082401,  0.62681229,  0.7226008 ,  1.44136458,
       -1.89893456])]"
27500,movel_fit,"[array([1152.80029001,   88.66305477, 1051.56302696])]","[array([-0.27097177, -0.27489855,  0.61621942,  0.71307433,  1.44385449,
       -1.88347396])]"
