breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([2196.73113733,  769.98819282, 2025.58568626])]","[array([ 0.07842658,  0.92571473, -0.9625211 , -0.99053127, -1.54122539,
        2.7887494 ])]"
1000,moveabsj,"[array([2205.64617053,  778.74457643, 2030.54498977])]","[array([ 0.08244782,  0.92535207, -0.9629742 , -0.98566501, -1.5227919 ,
        2.78803424])]"
2000,moveabsj,"[array([2214.93276975,  787.30649069, 2035.08857702])]","[array([ 0.08627279,  0.92496155, -0.963583  , -0.9816725 , -1.50385641,
        2.78680561])]"
3000,moveabsj,"[array([2224.56708385,  795.66742872, 2039.16553562])]","[array([ 0.08990002,  0.92455125, -0.96433679, -0.97858355, -1.48447844,
        2.78506081])]"
4000,moveabsj,"[array([2234.54164763,  803.83735781, 2042.7362236 ])]","[array([ 0.09333664,  0.92412847, -0.96522595, -0.97641636, -1.46468216,
        2.78279657])]"
5000,moveabsj,"[array([2244.84054764,  811.82707834, 2045.76165748])]","[array([ 0.09659171,  0.92370175, -0.9662416 , -0.97518521, -1.44450321,
        2.78001336])]"
6000,moveabsj,"[array([2255.43642038,  819.64497891, 2048.20347827])]","[array([ 0.09967544,  0.92328182, -0.96737471, -0.97489638, -1.42399649,
        2.77671873])]"
7000,moveabsj,"[array([2266.28974018,  827.29494861, 2050.02589185])]","[array([ 0.10259885,  0.92288251, -0.96861524, -0.97554141, -1.40323967,
        2.77293115])]"
8000,moveabsj,"[array([2277.34945828,  834.7740821 , 2051.19877152])]","[array([ 0.10537344,  0.92252148, -0.96995121, -0.97708904, -1.38233472,
        2.76868412])]"
9000,moveabsj,"[array([2288.55574206,  842.070521  , 2051.70181007])]","[array([ 0.10801077,  0.9222205 , -0.97136784, -0.97947664, -1.36140562,
        2.76402993])]"
10000,moveabsj,"[array([2299.8431564 ,  849.16051495, 2051.52938349])]","[array([ 0.11052158,  0.92200524, -0.97284671, -0.98260167, -1.34059511,
        2.759043  ])]"
11000,moveabsj,"[array([2311.14838076,  856.00789853, 2050.69569624])]","[array([ 0.11291558,  0.92190438, -0.97436562, -0.98631556, -1.32005205,
        2.7538206 ])]"
12000,moveabsj,"[array([2322.41955363,  862.56476176, 2049.23837751])]","[array([ 0.11520136,  0.92194817, -0.97589905, -0.99042175, -1.29991502,
        2.74848077])]"
13000,moveabsj,"[array([2333.62220545,  868.77149667, 2047.219909  ])]","[array([ 0.11738596,  0.92216697, -0.97741883, -0.99467719, -1.28030084,
        2.74315944])]"
14000,moveabsj,"[array([2344.74809948,  874.5608565 , 2044.72522455])]","[array([ 0.11947562,  0.92258999, -0.97889572, -0.99880029, -1.26128702,
        2.73800353])]"
15000,moveabsj,"[array([2355.81566066,  879.85982372, 2041.85722578])]","[array([ 0.12147588,  0.92324447, -0.98030071, -1.00248015, -1.24290868,
        2.73316598])]"
16000,moveabsj,"[array([2366.873652  ,  884.59474046, 2038.72982289])]","[array([ 0.12339313,  0.92415571, -0.98160712, -1.00538843, -1.22514972,
        2.72879876])]"
17000,moveabsj,"[array([2377.99112742,  888.68974029, 2035.46596844])]","[array([ 0.12523433,  0.92534649, -0.98279156, -1.00718436, -1.20795643,
        2.72505296])]"
18000,moveabsj,"[array([2389.25141764,  892.06561926, 2032.20012565])]","[array([ 0.12700771,  0.92683612, -0.98383626, -1.00751615, -1.19124273,
        2.72207929])]"
19000,moveabsj,"[array([2400.74075699,  894.63305147, 2029.09035386])]","[array([ 0.12872232,  0.92863781, -0.98473199, -1.00601459, -1.17490144,
        2.72003324])]"
20000,moveabsj,"[array([2412.52853043,  896.2810663 , 2026.34131012])]","[array([ 0.13038592,  0.93075264, -0.98548224, -1.00228471, -1.15882338,
        2.71908259])]"
21000,moveabsj,"[array([2424.67376598,  896.86638675, 2024.22753054])]","[array([ 0.13200621,  0.93316655, -0.98611118, -0.99588819, -1.14287724,
        2.71941267])]"
22000,moveabsj,"[array([2437.19159494,  896.19441978, 2023.12788046])]","[array([ 0.13358601,  0.93584002, -0.98667009, -0.98633724, -1.12694351,
        2.72123584])]"
23000,moveabsj,"[array([2450.03288281,  894.01211438, 2023.54242248])]","[array([ 0.13512165,  0.93870052, -0.98724511, -0.97310825, -1.11092887,
        2.72478896])]"
24000,moveabsj,"[array([2463.07337838,  890.0120232 , 2026.08228267])]","[array([ 0.13660449,  0.94164207, -0.98796192, -0.95566688, -1.0947754 ,
        2.73032532])]"
25000,moveabsj,"[array([2476.07884038,  883.86425033, 2031.41482524])]","[array([ 0.13802229,  0.94452696, -0.98898196, -0.93355293, -1.07851069,
        2.73808552])]"
26000,moveabsj,"[array([2488.67413407,  875.29953697, 2040.12894616])]","[array([ 0.1393633 ,  0.94719701, -0.99048462, -0.90655225, -1.06230964,
        2.74822758])]"
27000,moveabsj,"[array([2500.35837527,  864.24907094, 2052.50311925])]","[array([ 0.140622  ,  0.94950176, -0.99262751, -0.87494894, -1.04652786,
        2.76070957])]"
28000,moveabsj,"[array([2510.61074832,  851.01835537, 2068.19939442])]","[array([ 0.14180031,  0.95134169, -0.99547954, -0.83981711, -1.03165886,
        2.77513331])]"
29000,moveabsj,"[array([2519.13491582,  836.35760449, 2086.07034377])]","[array([ 0.14289881,  0.95271392, -0.99895094, -0.80308271, -1.01812715,
        2.79066584])]"
30000,moveabsj,"[array([2526.09576994,  821.29625259, 2104.31413722])]","[array([ 0.14389061,  0.95371728, -1.00277165, -0.76717933, -1.00602989,
        2.80615221])]"
31000,moveabsj,"[array([2532.13707125,  806.75827337, 2121.02312533])]","[array([ 0.14469171,  0.95450053, -1.00656177, -0.73436064, -0.99503327,
        2.82043269])]"
32000,moveabsj,"[array([2538.12519936,  793.29794558, 2134.68202375])]","[array([ 0.14515305,  0.95518646, -1.00993551, -0.70628183, -0.98454354,
        2.83258304])]"
33000,moveabsj,"[array([2544.88940672,  781.06114268, 2144.3719511 ])]","[array([ 0.1450906 ,  0.95582696, -1.01257723, -0.68391719, -0.97388784,
        2.84199295])]"
34000,moveabsj,"[array([2553.0924428 ,  770.01055481, 2149.57367896])]","[array([ 0.14433345,  0.95640015, -1.01423301, -0.66789275, -0.96242444,
        2.84822703])]"
35000,moveabsj,"[array([2563.21526524,  760.24037785, 2149.84741071])]","[array([ 0.14279272,  0.95684556, -1.01466418, -0.65882626, -0.94958305,
        2.85086752])]"
36000,moveabsj,"[array([2575.59551744,  752.22215102, 2144.58906997])]","[array([ 0.14054603,  0.95712651, -1.01362086, -0.65741943, -0.93486234,
        2.8494702 ])]"
37000,moveabsj,"[array([2590.43532075,  746.89249518, 2132.92716171])]","[array([ 0.13789278,  0.95729018, -1.01085584, -0.66437686, -0.91786398,
        2.84360626])]"
38000,moveabsj,"[array([2607.7525483 ,  745.49163027, 2113.78158424])]","[array([ 0.1353187 ,  0.95749594, -1.00617393, -0.68027855, -0.89839195,
        2.83292913])]"
39000,moveabsj,"[array([2627.06086202,  749.23178727, 2086.25619529])]","[array([ 0.13338629,  0.95801431, -0.99954278, -0.70533722, -0.87692123,
        2.81735196])]"
40000,moveabsj,"[array([2646.84573621,  758.58408458, 2050.73262665])]","[array([ 0.13251539,  0.95916502, -0.99130934, -0.73860939, -0.85537181,
        2.79756579])]"
41000,moveabsj,"[array([2664.69941084,  772.16104345, 2010.30771575])]","[array([ 0.13265457,  0.96108353, -0.9823695 , -0.77684883, -0.83688436,
        2.77563327])]"
42000,moveabsj,"[array([2678.95738358,  786.56395857, 1970.34085519])]","[array([ 0.13324873,  0.9635551 , -0.97393795, -0.81457136, -0.82343344,
        2.75464158])]"
43000,moveabsj,"[array([2690.03983929,  798.21445738, 1935.45982801])]","[array([ 0.13371073,  0.96632672, -0.96700284, -0.84618841, -0.8141641 ,
        2.73733211])]"
44000,moveabsj,"[array([2699.7249494 ,  804.96234103, 1907.72032904])]","[array([ 0.13376809,  0.96942963, -0.96206243, -0.86787425, -0.80664623,
        2.72528723])]"
45000,moveabsj,"[array([2709.79681449,  805.82919018, 1887.63632756])]","[array([ 0.13339449,  0.97307907, -0.95934416, -0.87723296, -0.79857788,
        2.7193631 ])]"
46000,moveabsj,"[array([2721.23628201,  800.14563347, 1875.89815156])]","[array([ 0.13260426,  0.97735824, -0.95910846, -0.87246015, -0.78854589,
        2.72026897])]"
47000,moveabsj,"[array([2733.90260859,  787.21112183, 1873.81900119])]","[array([ 0.13128565,  0.98199316, -0.96169014, -0.85273406, -0.77632639,
        2.72844913])]"
48000,moveabsj,"[array([2746.72675302,  766.25639146, 1882.80730958])]","[array([ 0.12915959,  0.98646497, -0.96740122, -0.81845853, -0.76283232,
        2.74395686])]"
49000,moveabsj,"[array([2757.96059053,  736.92157215, 1903.57183252])]","[array([ 0.1259195 ,  0.99025822, -0.97635478, -0.77130582, -0.75000318,
        2.7663716 ])]"
50000,moveabsj,"[array([2765.57489924,  700.91927869, 1934.1825887 ])]","[array([ 0.12154505,  0.99308525, -0.98793293, -0.71591761, -0.74051794,
        2.79377456])]"
