breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 468.8665679 , 1074.33307784, 2331.62884489])]","[array([ 1.42817397, -0.4491161 ,  0.64793294, -2.57121433,  1.57131682,
       -1.49493769])]"
1812,movel_fit,"[array([ 508.35821129, 1099.77991027, 2294.76077209])]","[array([ 1.40978801, -0.43043834,  0.65842136, -2.54855882,  1.56532119,
       -1.49393859])]"
3646,movel_fit,"[array([ 545.51121326, 1124.86126358, 2253.17976144])]","[array([ 1.39736886, -0.41115451,  0.66977885, -2.51958162,  1.56087336,
       -1.49084807])]"
5600,movel_fit,"[array([ 583.49218996, 1154.78402301, 2204.83197857])]","[array([ 1.38444555, -0.38952014,  0.68343811, -2.49262528,  1.55227298,
       -1.49097137])]"
7653,movel_fit,"[array([ 621.65087166, 1185.58759542, 2153.56424078])]","[array([ 1.37154138, -0.36553902,  0.69645465, -2.46681615,  1.5424759 ,
       -1.49084643])]"
9791,movel_fit,"[array([ 660.36060218, 1217.61416283, 2102.74546083])]","[array([ 1.3561269 , -0.33865966,  0.70699475, -2.44749853,  1.53041001,
       -1.49169322])]"
12016,movel_fit,"[array([ 698.49669825, 1249.28872551, 2053.25159716])]","[array([ 1.34027823, -0.30947861,  0.71446641, -2.43196652,  1.51805588,
       -1.49145245])]"
14397,movel_fit,"[array([ 736.00085547, 1281.25955581, 2002.61614775])]","[array([ 1.3252115 , -0.27773468,  0.71988422, -2.41778831,  1.50589675,
       -1.48984628])]"
16953,movel_fit,"[array([ 772.45713994, 1313.12558922, 1950.65948135])]","[array([ 1.31140852, -0.24360562,  0.72339669, -2.4041746 ,  1.49455463,
       -1.48624761])]"
19724,movel_fit,"[array([ 808.04031609, 1344.52104014, 1896.91357909])]","[array([ 1.29887822, -0.20694959,  0.72515523, -2.39039862,  1.48464153,
       -1.48009547])]"
22717,movel_fit,"[array([ 842.95472457, 1373.88191773, 1842.70968771])]","[array([ 1.28726818, -0.16814716,  0.72482001, -2.37611717,  1.47745177,
       -1.47029493])]"
25999,movel_fit,"[array([ 878.25446212, 1397.86398058, 1787.71308545])]","[array([ 1.27667125, -0.12748615,  0.72289466, -2.35739759,  1.47592837,
       -1.45412321])]"
29031,movel_fit,"[array([ 910.18019207, 1409.05367496, 1744.51875481])]","[array([ 1.26716726, -0.09249204,  0.71891217, -2.33609471,  1.4829022 ,
       -1.43215286])]"
31431,movel_fit,"[array([ 936.64999074, 1408.92407868, 1718.57511446])]","[array([ 1.25833312, -0.06678197,  0.71294373, -2.31671314,  1.49524459,
       -1.40910142])]"
33416,movel_fit,"[array([ 959.74498179, 1402.01046934, 1702.16925069])]","[array([ 1.25006542, -0.04702811,  0.70635792, -2.29757434,  1.51023356,
       -1.38596684])]"
35135,movel_fit,"[array([ 981.02256859, 1391.55224353, 1691.82251197])]","[array([ 1.2416735 , -0.03078075,  0.69901975, -2.27947579,  1.52605412,
       -1.36350814])]"
36729,movel_fit,"[array([1001.6901166 , 1378.65838384, 1683.43550845])]","[array([ 1.23319144, -0.01618705,  0.69149735, -2.26055753,  1.54219698,
       -1.34120058])]"
38274,movel_fit,"[array([1022.47374614, 1363.71781475, 1674.50831087])]","[array([ 1.22462414e+00, -2.21326758e-03,  6.84152155e-01, -2.23946754e+00,
        1.55834079e+00, -1.31874559e+00])]"
39836,movel_fit,"[array([1044.00808485, 1346.5250413 , 1662.3860249 ])]","[array([ 1.21609315,  0.01195248,  0.67750522, -2.21412918,  1.57426013,
       -1.29562746])]"
41457,movel_fit,"[array([1066.78740348, 1326.81883741, 1644.72590416])]","[array([ 1.20764703,  0.02691904,  0.67199013, -2.18270171,  1.58939605,
       -1.27162958])]"
43166,movel_fit,"[array([1091.14263601, 1305.93392151, 1620.30786928])]","[array([ 1.19903672,  0.04353415,  0.66734007, -2.14580896,  1.60220395,
       -1.24745488])]"
44988,movel_fit,"[array([1117.35360252, 1285.33249682, 1588.26138497])]","[array([ 1.19003919,  0.06267199,  0.66308012, -2.10440391,  1.61109712,
       -1.2238053 ])]"
46985,movel_fit,"[array([1146.50923009, 1265.21696284, 1546.05014009])]","[array([ 1.18030002,  0.08563132,  0.65882266, -2.05714168,  1.61446212,
       -1.20066255])]"
49190,movel_fit,"[array([1178.52715316, 1250.08665092, 1494.7372544 ])]","[array([ 1.16967501,  0.11386968,  0.652668  , -2.00903087,  1.60963809,
       -1.17989553])]"
49999,movel_fit,"[array([1189.82118018, 1248.12891255, 1475.13887207])]","[array([ 1.16617724,  0.12518802,  0.64976889, -1.99414789,  1.60512627,
       -1.17409908])]"
