primitives,points,q_bp
movej_fit,"[array([ 470.48507776, -399.17538672, -401.2891875 ])]","[array([-1.43804013,  1.73437079,  0.06630117, -0.79836037, -1.21310925,
        0.06303445])]"
movel_fit,"[array([ 426.31443767, -450.57897891, -228.648086  ])]","[array([-1.51295001,  1.54851572, -0.07265126, -0.74486538, -1.33637659,
        0.06202394])]"
movel_fit,"[array([ 417.69200366, -464.1906597 , -190.3676539 ])]","[array([-1.5304867 ,  1.53056353, -0.07666764, -0.73955208, -1.38869305,
        0.06745324])]"
movel_fit,"[array([ 408.53184673, -476.7716761 , -149.53346377])]","[array([-1.54451658,  1.5133974 , -0.07848523, -0.73290315, -1.44652812,
        0.07567586])]"
movel_fit,"[array([ 399.95126493, -493.03683135, -108.82138176])]","[array([-1.55988735,  1.50075339, -0.07560962, -0.73237387, -1.50870709,
        0.0806169 ])]"
movel_fit,"[array([ 391.63139905, -511.82457072,  -68.8754627 ])]","[array([-1.57578897,  1.48997371, -0.0715303 , -0.73727228, -1.57111024,
        0.08405758])]"
movel_fit,"[array([ 383.76432636, -533.47034127,  -30.35900103])]","[array([-1.59186341,  1.47911757, -0.06707726, -0.74771849, -1.63109024,
        0.0858235 ])]"
movel_fit,"[array([ 376.46422498, -557.72242151,    6.48432839])]","[array([-1.60735026,  1.46709265, -0.06207794, -0.76306718, -1.68744787,
        0.08612448])]"
movel_fit,"[array([ 369.78074387, -583.86980384,   41.78122456])]","[array([-1.62138795,  1.45419837, -0.0556901 , -0.78246527, -1.74060476,
        0.08549194])]"
movel_fit,"[array([ 363.68733722, -611.38219496,   75.7579432 ])]","[array([-1.63371984,  1.44096099, -0.0474832 , -0.80556719, -1.79109172,
        0.08423626])]"
movel_fit,"[array([ 358.17708979, -639.91427852,  108.44374696])]","[array([-1.64445288,  1.42770157, -0.03742342, -0.83235152, -1.83880448,
        0.08244949])]"
movel_fit,"[array([ 353.28570518, -669.32144054,  139.81721302])]","[array([-1.65371168,  1.41474643, -0.02526715, -0.86291141, -1.88358361,
        0.08006628])]"
movel_fit,"[array([ 348.9816503 , -699.46120082,  170.03198397])]","[array([-1.66169987,  1.40205816, -0.0110977 , -0.8972675 , -1.92517883,
        0.07712307])]"
movel_fit,"[array([ 345.31104304, -730.28837783,  199.01160003])]","[array([-1.6685479 ,  1.38981794,  0.00547222, -0.93540146, -1.96314723,
        0.07358678])]"
movel_fit,"[array([ 342.23567008, -761.64749947,  226.86428276])]","[array([-1.67439631,  1.3780174 ,  0.0246324 , -0.97702277, -1.9971376 ,
        0.06962277])]"
