breakpoints,primitives,points
0,movej_fit,"[array([-0.01010314,  0.45892603,  0.80005146, -0.02635728, -1.7836503 ,
        0.00901538])]"
7110,movel_fit,"[array([1974.81267684,    5.00372068, 1146.00225279])]"
16227,movel_fit,"[array([1980.20365681,   26.04490369, 1332.20979393])]"
19445,movel_fit,"[array([1984.2261298 ,   30.47906293, 1398.06362912])]"
22830,movel_fit,"[array([1981.75678454,   27.44082264, 1467.62215199])]"
26524,movel_fit,"[array([1975.59367794,   12.00496941, 1541.79401986])]"
29895,movel_fit,"[array([1974.59103316,  -10.12855881, 1607.50814219])]"
32948,movel_fit,"[array([1981.60869716,  -27.13172454, 1667.58157885])]"
35208,movel_fit,"[array([1983.95640952,  -30.69303271, 1713.95390115])]"
37440,movel_fit,"[array([1979.90711341,  -23.54766695, 1759.22519565])]"
40097,movel_fit,"[array([1973.84770639,   -3.63081242, 1809.82956212])]"
42751,movel_fit,"[array([1977.42826006,   19.53646417, 1859.19351034])]"
44674,movel_fit,"[array([1983.4709658 ,   29.68205462, 1897.01718034])]"
46331,movel_fit,"[array([1983.01199775,   29.40246085, 1931.24823997])]"
48405,movel_fit,"[array([1976.85437735,   16.25508469, 1971.50391613])]"
50000,movel_fit,"[array([ 1.97408891e+03, -1.68049910e-01,  1.99986546e+03])]"
