breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1886.53799647,  245.76501643, -324.25851767])]","[array([-2.53738553,  0.12583923, -2.87109505, -1.78250328, -1.18237249,
        1.89753896])]"
1665,movel,"[array([1834.08383773,  220.12545469, -327.1312668 ])]","[array([-2.5331214 ,  0.10768015, -2.88252299, -1.77015744, -1.18075413,
        1.89938272])]"
3332,movel,"[array([1779.65269478,  199.50194398, -333.21149144])]","[array([-2.52674714,  0.08874913, -2.89258384, -1.75532749, -1.17921033,
        1.90261714])]"
4999,movel,"[array([1723.92917524,  184.1158618 , -342.34400261])]","[array([-2.51897143,  0.06889042, -2.90172564, -1.74173233, -1.17515386,
        1.90498121])]"
6665,movel,"[array([1667.57783386,  173.85118028, -354.19645884])]","[array([-2.51095462,  0.0477074 , -2.9092819 , -1.73015624, -1.16890233,
        1.90660047])]"
8332,movel,"[array([1611.05582937,  168.30439885, -368.35229509])]","[array([-2.50379803,  0.02490865, -2.91472099, -1.72163934, -1.16043313,
        1.90730955])]"
9999,movel,"[array([1554.76318659,  166.91863027, -384.33894655])]","[array([-2.49790051e+00,  7.02925996e-04, -2.91777883e+00, -1.71618577e+00,
       -1.15009589e+00,  1.90724935e+00])]"
11665,movel,"[array([1498.93670139,  169.05373077, -401.69698807])]","[array([-2.49283588, -0.02427237, -2.91866724, -1.71279658, -1.13853735,
        1.90680312])]"
13332,movel,"[array([1443.57473207,  174.07295656, -420.04372347])]","[array([-2.48809569, -0.04947092, -2.91779795, -1.71060486, -1.12624987,
        1.90622662])]"
14999,movel,"[array([1388.67569031,  181.37229233, -439.01590132])]","[array([-2.48342165, -0.07451134, -2.91554472, -1.70918132, -1.1135551 ,
        1.90561732])]"
16665,movel,"[array([1334.17307102,  190.38960754, -458.29157752])]","[array([-2.47866352, -0.0991329 , -2.91224364, -1.7082399 , -1.10072466,
        1.90504422])]"
18332,movel,"[array([1279.86511921,  200.62327963, -477.61404328])]","[array([-2.47373292, -0.12320178, -2.90817462, -1.70757216, -1.08798431,
        1.90457339])]"
19999,movel,"[array([1225.6249072 ,  211.58743255, -496.70938688])]","[array([-2.46863907, -0.14661353, -2.90354621, -1.70708362, -1.07554578,
        1.90425672])]"
21665,movel,"[array([1171.30902539,  222.80965006, -515.30882989])]","[array([-2.4633494 , -0.16926995, -2.89856998, -1.70659746, -1.0636786 ,
        1.90420404])]"
23332,movel,"[array([1116.66911485,  233.83368082, -533.16666807])]","[array([-2.45768728, -0.19107382, -2.89352663, -1.705704  , -1.0527806 ,
        1.90464903])]"
24999,movel,"[array([1061.56258694,  244.15814531, -549.97624379])]","[array([-2.45151519, -0.211901  , -2.88868612, -1.70400407, -1.04332283,
        1.9058603 ])]"
26665,movel,"[array([1005.87398036,  253.23904486, -565.39038295])]","[array([-2.44491417, -0.23169666, -2.88415889, -1.70142471, -1.03566278,
        1.90800215])]"
28332,movel,"[array([ 949.43223073,  260.48676508, -579.03397723])]","[array([-2.43803741, -0.25044669, -2.87997537, -1.69803496, -1.03011687,
        1.91120152])]"
29999,movel,"[array([ 892.24080617,  265.22180896, -590.44082204])]","[array([-2.4308846 , -0.26801361, -2.87630427, -1.69363752, -1.02722658,
        1.91572195])]"
31665,movel,"[array([ 834.4338548 ,  266.70591356, -599.09036757])]","[array([-2.42338413, -0.28420886, -2.87340334, -1.68788943, -1.02765522,
        1.92189502])]"
33332,movel,"[array([ 776.239953  ,  264.18512976, -604.44596348])]","[array([-2.41564202, -0.29893358, -2.871427  , -1.68076243, -1.03180065,
        1.92984791])]"
34999,movel,"[array([ 718.22923937,  256.9840526 , -605.99634398])]","[array([-2.40786452, -0.3121441 , -2.87050811, -1.67240873, -1.03972288,
        1.93947821])]"
36665,movel,"[array([ 661.16913112,  244.65859393, -603.3926968 ])]","[array([-2.40008262, -0.32385636, -2.87092846, -1.66262195, -1.05138464,
        1.95070426])]"
38332,movel,"[array([ 605.80850985,  227.08357231, -596.53516952])]","[array([-2.39214408, -0.33418482, -2.87307529, -1.65073908, -1.06676598,
        1.96357286])]"
39999,movel,"[array([ 552.93624753,  204.53732198, -585.61517644])]","[array([-2.38377944, -0.34326587, -2.87739577, -1.63563693, -1.08602273,
        1.97833306])]"
41665,movel,"[array([ 503.11555058,  177.61292669, -571.07011207])]","[array([-2.37495135, -0.35144103, -2.88411321, -1.61650258, -1.10892995,
        1.99503172])]"
43332,movel,"[array([ 456.50075992,  146.98477756, -553.43258834])]","[array([-2.36625303, -0.35952397, -2.8928065 , -1.59414819, -1.13376543,
        2.01276566])]"
44999,movel,"[array([ 413.08469211,  113.35139784, -533.25555571])]","[array([-2.35809897, -0.36820019, -2.90323894, -1.56881693, -1.15934466,
        2.03103261])]"
46665,movel,"[array([ 372.72127066,   77.34606922, -511.04340432])]","[array([-2.35106539, -0.3782508 , -2.91510186, -1.54085466, -1.18419864,
        2.04923598])]"
48332,movel,"[array([ 335.10858829,   39.42303347, -487.17903209])]","[array([-2.34597599, -0.39045906, -2.92753506, -1.5118647 , -1.20597427,
        2.06621741])]"
49999,movel,"[array([ 2.99997376e+02,  1.10850460e-04, -4.62000471e+02])]","[array([-2.34353326, -0.40552579, -2.93876439, -1.48530325, -1.22058003,
        2.07982434])]"
