breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 1471.63514266, -1331.42596454,   225.49560454])]","[array([-0.84681033,  0.67413463,  0.18938478, -2.74274548, -0.58759018,
       -2.13369261])]"
4234,movec_fit,"[array([ 1426.45795955, -1197.1556397 ,   291.95025623]), array([ 1402.8803932 , -1084.2049229 ,   386.14203102])]","[array([-0.85498697,  0.65376833,  0.17793845, -2.68723013, -0.83094733,
       -2.2644806 ]), array([-0.83271656,  0.5688828 ,  0.231833  , -2.68494682, -0.92315187,
       -2.26479294])]"
7063,movec_fit,"[array([ 1400.27713057, -1048.28036827,   426.01112999]), array([ 1399.91488424, -1020.05559549,   461.90504004])]","[array([-0.82890769,  0.56023057,  0.21852012, -2.67489348, -0.99603283,
       -2.30082644]), array([-0.82559372,  0.55246984,  0.20714195, -2.66511321, -1.05521752,
       -2.31662373])]"
8994,movec_fit,"[array([ 1400.45753614, -1000.83733033,   489.8608956 ]), array([1401.89330908, -982.7987836 ,  518.53067839])]","[array([-0.82401514,  0.54592557,  0.19970334, -2.65394138, -1.0958368 ,
       -2.33309238]), array([-0.82212081,  0.54037602,  0.19038954, -2.64346011, -1.13669757,
       -2.34778914])]"
10910,movec_fit,"[array([1404.09583233, -965.68790464,  547.45777855]), array([1406.91257692, -949.62616329,  576.84300988])]","[array([-0.81988874,  0.53310295,  0.1828671 , -2.63273301, -1.17291524,
       -2.35884506]), array([-0.81740236,  0.52687747,  0.17350975, -2.6227085 , -1.20949496,
       -2.3685614 ])]"
12830,movec_fit,"[array([1410.35892399, -934.49467949,  606.82843606]), array([1414.20938756, -920.17734696,  637.03766333])]","[array([-0.81443837,  0.51968981,  0.16429374, -2.61304032, -1.24310323,
       -2.38066763]), array([-0.81127061,  0.51344501,  0.1535738 , -2.60385623, -1.27689719,
       -2.39173034])]"
14705,movec_fit,"[array([1418.29590908, -906.73480189,  666.84426463]), array([1422.73980747, -894.02937582,  696.86189098])]","[array([-0.80753112,  0.50645429,  0.14313836, -2.59600403, -1.3074087 ,
       -2.40274517]), array([-0.80363571,  0.50039918,  0.13116553, -2.58849714, -1.33816205,
       -2.41292841])]"
16386,movec_fit,"[array([1426.86713456, -883.02126346,  723.96759746]), array([1431.18034542, -872.45502319,  751.17284977])]","[array([-0.79968984,  0.49432022,  0.12035891, -2.58256424, -1.36384699,
       -2.42309708]), array([-0.79560266,  0.48888913,  0.1084672 , -2.57690673, -1.38961275,
       -2.43268409])]"
19039,movec_fit,"[array([1439.23589039, -853.47595882,  802.10733676]), array([1444.85740995, -840.77193065,  837.69066744])]","[array([-0.78707818,  0.47778796,  0.08566812, -2.56834597, -1.43419283,
       -2.45113897]), array([-0.78096488,  0.47099151,  0.06823354, -2.56262373, -1.46514121,
       -2.46335851])]"
20911,movec_fit,"[array([1449.57032523, -830.00567265,  868.41876366]), array([1454.14294407, -819.37755287,  899.13909099])]","[array([-0.77496781,  0.46364374,  0.05346325, -2.55955661, -1.48871903,
       -2.47443857]), array([-0.76885068,  0.45675326,  0.03789116, -2.55671602, -1.51220134,
       -2.48515213])]"
24061,movec_fit,"[array([1463.19619646, -796.49670022,  964.43690164]), array([1467.73648517, -783.16106333, 1002.75439186])]","[array([-0.75420554,  0.44060287,  0.00365624, -2.55457141, -1.55781352,
       -2.50847343]), array([-0.74519554,  0.43143977, -0.01780415, -2.55469181, -1.58392668,
       -2.52218247])]"
26145,movec_fit,"[array([1471.2843286 , -770.63547483, 1037.00993953]), array([1474.22555053, -757.73909972, 1071.08467668])]","[array([-0.73538344,  0.42156712, -0.03767863, -2.55935685, -1.60446378,
       -2.53575762]), array([-0.72537151,  0.41179634, -0.0578466 , -2.56439707, -1.62464731,
       -2.5494131 ])]"
28145,movec_fit,"[array([1476.26288618, -744.91157938, 1103.72729876]), array([1477.60933571, -731.47381946, 1136.13742356])]","[array([-0.71447718,  0.40056374, -0.07711292, -2.57307583, -1.64127907,
       -2.56261303]), array([-0.70326745,  0.38898955, -0.09610812, -2.5822633 , -1.65719906,
       -2.57597546])]"
30012,movec_fit,"[array([1477.9430774 , -718.24494491, 1166.16370651]), array([1477.43608861, -704.34434439, 1195.84542285])]","[array([-0.69107418,  0.37533029, -0.11297488, -2.59601243, -1.66814603,
       -2.58831272]), array([-0.67852208,  0.36110557, -0.1290946 , -2.61039065, -1.67831171,
       -2.60105617])]"
31894,movec_fit,"[array([1475.76976684, -689.60154655, 1225.41654428]), array([1473.03202681, -674.02194718, 1254.429832  ])]","[array([-0.66379423,  0.3437343 , -0.14414628, -2.6308341 , -1.68461261,
       -2.61384213]), array([-0.64855559,  0.32555957, -0.15779129, -2.65201515, -1.68999642,
       -2.62721432])]"
