average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
61.01845554475302,65.00774848072747,57.09759576063582,1.1790098719324216,0.13160931946717017,0.4731930709269781,0.008337840202010149,0.06980158023258372,0.0008789899753787715,0.0029073244830851224,7.205457536889589e-05,0.0006618881355174381
