breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 352.66831224, -211.55330099,  196.71468387])]","[array([-0.07940168,  0.26379708,  0.26226991,  1.15436169, -0.12710342,
       -4.64963459])]"
999,moveabsj,"[array([ 345.37005678, -210.917246  ,  191.71633615])]","[array([-0.08156173,  0.27092709,  0.27072498,  1.154453  , -0.12642154,
       -4.64804563])]"
1999,moveabsj,"[array([ 337.95451649, -209.80820947,  186.6500433 ])]","[array([-0.08214961,  0.27858745,  0.27953239,  1.15421021, -0.12384624,
       -4.64671248])]"
2999,moveabsj,"[array([ 330.41795925, -208.27861381,  181.55515672])]","[array([-0.08116638,  0.28677167,  0.28867546,  1.15363069, -0.11937178,
       -4.64567039])]"
3999,moveabsj,"[array([ 322.74457094, -206.39084709,  176.46650065])]","[array([-0.07862186,  0.29548391,  0.29815222,  1.15270766, -0.11299637,
       -4.64495996])]"
4999,moveabsj,"[array([ 314.91053683, -204.22120387,  171.41816878])]","[array([-0.0745435 ,  0.30473404,  0.30797   ,  1.15143241, -0.10473204,
       -4.64462961])]"
5999,moveabsj,"[array([ 306.88613027, -201.86116778,  166.44458792])]","[array([-0.06898569,  0.31453488,  0.31814335,  1.14979645, -0.09461586,
       -4.64473317])]"
6999,moveabsj,"[array([ 298.63726413, -199.41736829,  161.58055812])]","[array([-0.06204081,  0.32489967,  0.32869269,  1.14779435, -0.08272326,
       -4.64532536])]"
7999,moveabsj,"[array([ 290.1281707 , -197.0095472 ,  156.86120992])]","[array([-0.05385009,  0.33583843,  0.33964155,  1.14542704, -0.06918217,
       -4.6464554 ])]"
8999,moveabsj,"[array([ 281.32535525, -194.76598523,  152.32192947])]","[array([-0.04461174,  0.34735315,  0.35101216,  1.14270509, -0.05418591,
       -4.64815927])]"
9999,moveabsj,"[array([ 272.20439766, -192.816812  ,  147.99908993])]","[array([-0.03458595,  0.35942974,  0.36281688,  1.13965172, -0.03800531,
       -4.65045153])]"
10999,moveabsj,"[array([ 262.75585592, -191.28506446,  143.9297324 ])]","[array([-0.02409118,  0.37203173,  0.37505035,  1.13630365, -0.02099236,
       -4.65331888])]"
11999,moveabsj,"[array([ 252.99071966, -190.27769727,  140.15096867])]","[array([-1.34920795e-02,  3.85095055e-01,  3.87681730e-01,  1.13270947e+00,
       -3.57576583e-03, -4.65671793e+00])]"
12999,moveabsj,"[array([ 242.9472865 , -189.87861765,  136.69983762])]","[array([-3.18399893e-03,  3.98521364e-01,  4.00644915e-01,  1.12892673e+00,
        1.37457060e-02, -4.66057679e+00])]"
13999,moveabsj,"[array([ 232.6914141 , -190.1442929 ,  133.61055174])]","[array([ 0.00643036,  0.41217998,  0.4138374 ,  1.12501593,  0.03042257,
       -4.66480278])]"
14999,moveabsj,"[array([ 222.31803902, -191.1033065 ,  130.91245323])]","[array([ 0.01495857,  0.42590747,  0.42711771,  1.12103622,  0.04586825,
       -4.66929096])]"
15999,moveabsj,"[array([ 211.94291866, -192.75971942,  128.62569034])]","[array([ 0.02203606,  0.43951852,  0.44031516,  1.11703979,  0.05948013,
       -4.67393546])]"
16999,moveabsj,"[array([ 201.70137101, -195.09846968,  126.75989183])]","[array([ 0.02732642,  0.45280522,  0.45322977,  1.11307236,  0.07063864,
       -4.67863427])]"
17999,moveabsj,"[array([ 191.73909515, -198.09280005,  125.31215002])]","[array([ 0.03051747,  0.46554412,  0.46564088,  1.10917349,  0.07870639,
       -4.68329303])]"
18999,moveabsj,"[array([ 182.20484749, -201.71241206,  124.26747037])]","[array([ 0.03130612,  0.47749824,  0.47731155,  1.10537996,  0.08301305,
       -4.6878245 ])]"
19999,moveabsj,"[array([ 173.24579931, -205.92951465,  123.60133064])]","[array([ 0.02938039,  0.4884139 ,  0.48798817,  1.10173175,  0.08283693,
       -4.69214366])]"
20999,moveabsj,"[array([ 164.97731862, -210.73526779,  123.28285852])]","[array([ 0.02439617,  0.49804712,  0.49742919,  1.09826879,  0.07738927,
       -4.69617354])]"
21999,moveabsj,"[array([ 157.47738739, -216.14355736,  123.283362  ])]","[array([ 0.0159564 ,  0.50615756,  0.50540239,  1.09503867,  0.06579897,
       -4.69983781])]"
22999,moveabsj,"[array([ 150.75681561, -222.19667298,  123.58452697])]","[array([ 3.60833486e-03,  5.12532260e-01,  5.11712132e-01,  1.09209639e+00,
        4.71435970e-02, -4.70306426e+00])]"
23999,moveabsj,"[array([ 144.71604814, -228.97142605,  124.18797203])]","[array([-0.01315706,  0.51702359,  0.51624133,  1.08950006,  0.0205003 ,
       -4.70579527])]"
24999,moveabsj,"[array([ 139.11205659, -236.56217246,  125.12189839])]","[array([-0.03485772,  0.51958145,  0.51898809,  1.08731136, -0.01491552,
       -4.70799706])]"
25999,moveabsj,"[array([ 133.53424869, -245.03489182,  126.43776141])]","[array([-0.06188556,  0.52030138,  0.52011392,  1.08559283, -0.05946637,
       -4.7096779 ])]"
26999,moveabsj,"[array([ 127.41884141, -254.34941166,  128.19101646])]","[array([-0.09426107,  0.51948526,  0.51999181,  1.08439368, -0.11266633,
       -4.7109168 ])]"
27999,moveabsj,"[array([ 120.15829315, -264.25298902,  130.40125064])]","[array([-0.13126768,  0.51768668,  0.51921441,  1.08372003, -0.17266434,
       -4.71188357])]"
28999,moveabsj,"[array([ 111.31089411, -274.21545099,  133.00167071])]","[array([-0.17121223,  0.51568377,  0.51851009,  1.08350232, -0.23607234,
       -4.71280046])]"
29999,moveabsj,"[array([ 100.81759404, -283.466387  ,  135.79622561])]","[array([-0.21157756,  0.51434179,  0.51857071,  1.08361099, -0.29846   ,
       -4.71380191])]"
30999,moveabsj,"[array([  89.03457469, -291.17346108,  138.46217825])]","[array([-0.24967829,  0.51442662,  0.51990523,  1.08393224, -0.35549206,
       -4.71478679])]"
31999,moveabsj,"[array([  76.59766632, -296.63757459,  140.607801  ])]","[array([-0.28321043,  0.51649007,  0.52280936,  1.08442604, -0.40370118,
       -4.71541701])]"
32999,moveabsj,"[array([  64.20339262, -299.42044365,  141.86680394])]","[array([-0.31050465,  0.52086564,  0.52741687,  1.085108  , -0.44071441,
       -4.71524699])]"
33999,moveabsj,"[array([  52.50685476, -299.31606118,  141.95753526])]","[array([-0.33027062,  0.52773002,  0.53374987,  1.0859809 , -0.4647202 ,
       -4.71384067])]"
