breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1211.11671711,  685.15865359,  733.14168439])]","[array([ 0.0950036 ,  0.30616557,  0.57621514, -2.08637403, -1.39853735,
        2.07151449])]"
500,movel_fit,"[array([1283.45600922,  759.58879105,  696.01175146])]","[array([ 0.13824519,  0.38842796,  0.49751397, -2.05935867, -1.36838957,
        2.08094764])]"
1000,movel_fit,"[array([1290.24614202,  766.43842553,  692.4893073 ])]","[array([ 0.14219247,  0.3958441 ,  0.48962276, -2.05770624, -1.36552961,
        2.08162833])]"
1500,movel_fit,"[array([1297.01184011,  773.2921591 ,  688.98981748])]","[array([ 0.1463029 ,  0.40293006,  0.4815306 , -2.05669742, -1.36235664,
        2.08196589])]"
2000,movel_fit,"[array([1303.63188305,  780.57146232,  685.8943703 ])]","[array([ 0.15084285,  0.40940879,  0.47322805, -2.05620701, -1.35885659,
        2.08230784])]"
2500,movel_fit,"[array([1310.33705399,  787.67097886,  682.65568962])]","[array([ 0.15542134,  0.41574024,  0.46467023, -2.05644587, -1.35505886,
        2.08216997])]"
3000,movel_fit,"[array([1317.11643118,  794.6206467 ,  679.30553527])]","[array([ 0.16005889,  0.4219046 ,  0.45586139, -2.05741164, -1.35096597,
        2.08158266])]"
3500,movel_fit,"[array([1323.84109065,  801.6450395 ,  676.03763477])]","[array([ 0.16490394,  0.42772044,  0.44686893, -2.05903265, -1.34655646,
        2.08070721])]"
4000,movel_fit,"[array([1330.38013244,  809.05732532,  673.12172633])]","[array([ 0.1701565 ,  0.43297618,  0.43772768, -2.0612195 , -1.34181097,
        2.0797807 ])]"
4500,movel_fit,"[array([1337.03278223,  816.28650319,  670.06724504])]","[array([ 0.17544676,  0.43813795,  0.42831077, -2.06417366, -1.33679446,
        2.07839961])]"
5000,movel_fit,"[array([1343.75009005,  823.41620626,  666.96517536])]","[array([ 0.18083117,  0.44313419,  0.41864397, -2.06787413, -1.33151402,
        2.07664289])]"
5500,movel_fit,"[array([1350.51719033,  830.34252998,  663.74282346])]","[array([ 0.18625213,  0.44799576,  0.40878528, -2.07234797, -1.32598118,
        2.07443525])]"
6000,movel_fit,"[array([1356.86884548,  837.99831861,  661.01170732])]","[array([ 0.19230481,  0.45216069,  0.39893861, -2.07727884, -1.32005123,
        2.07232416])]"
6500,movel_fit,"[array([1363.4608431 ,  845.45187704,  658.19711635])]","[array([ 0.19837197,  0.45634692,  0.38868705, -2.08302518, -1.31396344,
        2.06987201])]"
7000,movel_fit,"[array([1370.06322592,  852.77954504,  655.30742037])]","[array([ 0.20452311,  0.46040867,  0.37827686, -2.0895149 , -1.3076619 ,
        2.06704943])]"
7500,movel_fit,"[array([1376.74126984,  859.95129944,  652.35354736])]","[array([ 0.21073152,  0.46440089,  0.36765069, -2.09675791, -1.30120007,
        2.06389406])]"
8000,movel_fit,"[array([1383.07975515,  867.65072985,  649.68027581])]","[array([ 0.21743167,  0.46795158,  0.35704502, -2.10449613, -1.29443462,
        2.06073394])]"
8500,movel_fit,"[array([1389.52011554,  875.18827732,  646.94119558])]","[array([ 0.22417094,  0.47150363,  0.34620947, -2.11296113, -1.28757693,
        2.05729613])]"
9000,movel_fit,"[array([1396.14249224,  882.54097954,  644.1672889 ])]","[array([ 0.23091712,  0.47511887,  0.33506774, -2.1221459 , -1.2807039 ,
        2.05364745])]"
9500,movel_fit,"[array([1402.59940037,  890.05136255,  641.43957221])]","[array([ 0.23789584,  0.47858173,  0.32391544, -2.13185695, -1.2736928 ,
        2.04987187])]"
10000,movel_fit,"[array([1408.7680517 ,  897.84611592,  638.79447872])]","[array([ 0.24517958,  0.48183668,  0.31285616, -2.14200031, -1.26652823,
        2.04603733])]"
10500,movel_fit,"[array([1415.1798195 ,  905.43356431,  636.14621281])]","[array([ 0.25240593,  0.48526681,  0.30145726, -2.15275247, -1.25950776,
        2.04213398])]"
11000,movel_fit,"[array([1421.63118026,  912.92172247,  633.49954253])]","[array([ 0.25964324,  0.48876625,  0.28993386, -2.16398093, -1.25258753,
        2.0381769 ])]"
11500,movel_fit,"[array([1427.75126543,  920.795248  ,  630.81239929])]","[array([ 0.26718494,  0.49220796,  0.27858528, -2.17539889, -1.24555321,
        2.03423595])]"
12000,movel_fit,"[array([1433.98502157,  928.52767814,  628.15309354])]","[array([ 0.27465356,  0.49581309,  0.26706332, -2.18717223, -1.2387533 ,
        2.03036473])]"
