,breakpoints,primitives,J1,J2,J3,J4,J5,J6
0,0,movej_fit,-0.9553037142899967,-0.08296830693112357,-0.3003967190912853,-0.371518678673758,-1.359450236161687,2.9351542803075903
1,2186,movel_fit,-0.9529969779513827,-0.1064533388522916,-0.3550782349684354,-0.4314126468952188,-1.3918319828375914,2.841620137666407
2,4379,movel_fit,-0.9371403592697547,-0.12244399436184215,-0.3956197973739617,-0.48069586197245795,-1.4305748093761246,2.721833246993294
3,6681,movel_fit,-0.9192865439841835,-0.1420234683607208,-0.4385352969180092,-0.5422835369427572,-1.4657132905764003,2.6146789247603106
4,9206,movel_fit,-0.8877018921996109,-0.16530414129965051,-0.4788939924611466,-0.6035486412863226,-1.4967077810802383,2.5018366855903995
5,12144,movel_fit,-0.8369389794268782,-0.19702454587849239,-0.5183697242476595,-0.6675117304632848,-1.5195633433207185,2.385578426306076
6,15923,movel_fit,-0.7421282563930047,-0.2266518174166785,-0.538531487693604,-0.722790914538428,-1.5390914446089383,2.2347725045276623
7,22335,movel_fit,-0.5278837805922372,-0.23633169135728335,-0.5028112994457503,-0.7615345180225395,-1.5513630584496245,1.9955527197018101
8,25977,movel_fit,-0.36825349349580083,-0.20995637598270406,-0.4328915898674415,-0.7242148618409328,-1.557954483783895,1.868933084502852
9,29049,movel_fit,-0.2235865929388572,-0.16678185933892706,-0.3572916706608633,-0.6740185292587273,-1.5703567814098776,1.7620972647274245
10,31605,movel_fit,-0.08320580966195656,-0.11429857634464506,-0.27474855879425153,-0.595563988321486,-1.5924691436087102,1.6740489916314027
11,33872,movel_fit,0.05049860885852908,-0.05278827474483715,-0.1932302188412367,-0.5084808699435679,-1.6263033948775316,1.5934520820426932
12,35986,movel_fit,0.18241751203039058,0.016277274433889134,-0.11436379689628673,-0.41300191161235444,-1.6717119111491328,1.5182060953377572
13,38049,movel_fit,0.3082859548369865,0.09561719285308004,-0.040487538261787304,-0.32141956245511377,-1.7302142777549077,1.442962270435508
14,40156,movel_fit,0.42547568120631585,0.19014624510845976,0.03012675043449753,-0.24200797931107934,-1.8048949463229635,1.3616406662636957
15,42399,movel_fit,0.5285040560336873,0.3045218031816429,0.09865537149965586,-0.18720810412746816,-1.8971864776182714,1.265287988011359
16,44868,movel_fit,0.6142770403820905,0.43295358571522125,0.15844535215074784,-0.16621492147294584,-1.996309857405511,1.1486201378664864
17,47658,movel_fit,0.679664903598987,0.5745157633252789,0.2047979883328197,-0.19207051259803473,-2.096169030747043,0.999137176042425
18,49999,movel_fit,0.7164192462145236,0.6756129719476094,0.21895580222283595,-0.2435662909672313,-2.152491470220684,0.8680141881863841
