average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
1200.1595645440016,1246.5883609184636,1079.0355493941724,22.358613032491746,0.05245343274626289,0.37213755482841965,0.000824354959868186,0.07690620450206416,0.0018052424192685247,0.007614408075298891,0.0002653432890412079,0.0016655290774632327
