breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([1775.86688996, -559.99775394,  292.88559464])]","[array([-0.44920628,  0.61401203,  0.2305977 , -2.70622154, -0.74584949,
       -2.21577141])]"
665,moveabsj_fit,"[array([1763.99896035, -544.40291508,  305.59555443])]","[array([-0.45011439,  0.60555218,  0.23597235, -2.69368615, -0.77135603,
       -2.21863785])]"
1332,moveabsj_fit,"[array([1752.72790532, -528.9256029 ,  319.09325634])]","[array([-0.44829496,  0.59745519,  0.23799508, -2.69205486, -0.7975153 ,
       -2.22689243])]"
1998,moveabsj_fit,"[array([1742.13059394, -513.66628302,  333.30473534])]","[array([-0.44588403,  0.59016031,  0.23787464, -2.69258793, -0.82512113,
       -2.23717009])]"
2665,moveabsj_fit,"[array([1732.19563036, -498.60991192,  348.25065073])]","[array([-0.44365027,  0.58361041,  0.23641369, -2.69212868, -0.85407536,
       -2.24801154])]"
3332,moveabsj_fit,"[array([1722.95379871, -483.80911592,  363.88130958])]","[array([-0.44172844,  0.5776884 ,  0.23399101, -2.69014176, -0.88391775,
       -2.25892784])]"
3998,moveabsj_fit,"[array([1714.42467352, -469.31239239,  380.13697175])]","[array([-0.44003123,  0.57231115,  0.23072868, -2.68696955, -0.91427868,
       -2.26986587])]"
4665,moveabsj_fit,"[array([1706.58247444, -455.09947254,  397.02693931])]","[array([-0.43844785,  0.56740223,  0.22666232, -2.68298813, -0.945017  ,
       -2.28089385])]"
5332,moveabsj_fit,"[array([1699.43301371, -441.21126548,  414.48441467])]","[array([-0.43692303,  0.56289715,  0.2218902 , -2.67839564, -0.97586085,
       -2.29194455])]"
5998,moveabsj_fit,"[array([1692.9711051 , -427.68200977,  432.43728017])]","[array([-0.43544419,  0.55869218,  0.21659139, -2.67323261, -1.00649873,
       -2.30284999])]"
6665,moveabsj_fit,"[array([1687.15686676, -414.4804436 ,  450.89406637])]","[array([-0.43400886,  0.55463549,  0.21096082, -2.66746214, -1.03673377,
       -2.31344821])]"
7332,moveabsj_fit,"[array([1681.97480115, -401.63187978,  469.78323282])]","[array([-0.43261477,  0.55059344,  0.20519715, -2.66110542, -1.06625724,
       -2.32355713])]"
7998,moveabsj_fit,"[array([1677.40140841, -389.15522905,  489.0320535 ])]","[array([-0.43124181,  0.54646287,  0.19943098, -2.65426026, -1.0948403 ,
       -2.33307677])]"
8665,moveabsj_fit,"[array([1673.38981178, -377.00961853,  508.65698323])]","[array([-0.42984695,  0.54217175,  0.19367879, -2.64705879, -1.12248193,
       -2.34204278])]"
9331,moveabsj_fit,"[array([1669.91662806, -365.22473154,  528.56060105])]","[array([-0.42838671,  0.53772454,  0.18791467, -2.63970766, -1.14910521,
       -2.35051072])]"
9998,moveabsj_fit,"[array([1666.9344141 , -353.75560321,  548.76708271])]","[array([-0.42680987,  0.53313771,  0.18203105, -2.63236556, -1.17486042,
       -2.35862957])]"
10665,moveabsj_fit,"[array([1664.41087436, -342.60827159,  569.21437766])]","[array([-0.42508037,  0.52846638,  0.17593361, -2.62519157, -1.1998058 ,
       -2.36651485])]"
11331,moveabsj_fit,"[array([1662.31068443, -331.78499651,  589.84227289])]","[array([-0.42317559,  0.52376633,  0.16954409, -2.61829764, -1.22400207,
       -2.37426169])]"
11998,moveabsj_fit,"[array([1660.58955915, -321.23810021,  610.68685189])]","[array([-0.42107686,  0.51906016,  0.16278443, -2.61171943, -1.24759742,
       -2.38196577])]"
12665,moveabsj_fit,"[array([1659.21340749, -310.96781832,  631.69440951])]","[array([-0.4187839 ,  0.5143756 ,  0.15563546, -2.6054891 , -1.27060469,
       -2.38965475])]"
13331,moveabsj_fit,"[array([1658.14676148, -300.97200842,  652.81300571])]","[array([-0.41630363,  0.50972678,  0.14810286, -2.59961619, -1.29301953,
       -2.39733293])]"
13998,moveabsj_fit,"[array([1657.3504304 , -291.20326207,  674.0883979 ])]","[array([-0.41363397,  0.50509907,  0.14016978, -2.59407641, -1.31492682,
       -2.40502793])]"
14665,moveabsj_fit,"[array([1656.79108924, -281.65914017,  695.47342982])]","[array([-0.41078367,  0.50049631,  0.13185574, -2.5888729 , -1.33630706,
       -2.41273088])]"
15331,moveabsj_fit,"[array([1656.43487725, -272.33580261,  716.92211503])]","[array([-0.40776124,  0.49592218,  0.12318136, -2.5840108 , -1.35714457,
       -2.42043503])]"
15998,moveabsj_fit,"[array([1656.2473512 , -263.18764711,  738.48672116])]","[array([-0.40456031,  0.49135887,  0.11412786, -2.57947688, -1.37751632,
       -2.42816918])]"
16665,moveabsj_fit,"[array([1656.19654105, -254.21133815,  760.12427392])]","[array([-0.40118768,  0.48680507,  0.10471939, -2.57528095, -1.39739942,
       -2.43592395])]"
