breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 706.95849094, -468.17898751,  472.76400327])]","[array([-1.22251961,  0.91794614,  0.70633827,  0.16797474,  1.16598595,
       -4.69807569])]"
3171,movel_fit,"[array([ 715.88539245, -461.9227459 ,  460.55799271])]","[array([-1.20594282,  0.9243278 ,  0.70813818,  0.17778859,  1.1646991 ,
       -4.6843448 ])]"
6356,movel_fit,"[array([ 726.42557134, -448.23801972,  459.88017407])]","[array([-1.18347162,  0.92067098,  0.71828432,  0.18740725,  1.17175978,
       -4.67547532])]"
9658,movel_fit,"[array([ 738.4627649 , -426.77436567,  470.07834565])]","[array([-1.15462445,  0.90738544,  0.73670457,  0.19752093,  1.18734684,
       -4.67105176])]"
13655,movel_fit,"[array([ 752.99448454, -394.09975523,  489.34778617])]","[array([-1.1150253 ,  0.88594664,  0.76403303,  0.20942167,  1.21206207,
       -4.67004802])]"
16297,movel_fit,"[array([ 761.8354623 , -372.23152276,  498.59144694])]","[array([-1.08889143,  0.8761456 ,  0.779033  ,  0.2164538 ,  1.22623539,
       -4.67047582])]"
18501,movel_fit,"[array([ 768.67803216, -356.50403828,  499.43182026])]","[array([-1.06899289,  0.87545452,  0.78560432,  0.22143719,  1.23296643,
       -4.67076343])]"
20232,movel_fit,"[array([ 773.77533735, -347.03752656,  493.36079605])]","[array([-1.05551547,  0.88213655,  0.78486715,  0.22452102,  1.23299125,
       -4.67065159])]"
21788,movel_fit,"[array([ 778.13338617, -341.35768512,  481.21013331])]","[array([-1.04561948,  0.89531662,  0.77829854,  0.22635943,  1.22757933,
       -4.67015329])]"
23313,movel_fit,"[array([ 782.05441058, -338.60514332,  461.70375473])]","[array([-1.03838071,  0.91642523,  0.76513798,  0.22686851,  1.21588696,
       -4.66928031])]"
24912,movel_fit,"[array([ 785.478956  , -338.11054437,  431.76722458])]","[array([-1.03342962,  0.94898271,  0.74293217,  0.22535858,  1.19528972,
       -4.6682097 ])]"
26605,movel_fit,"[array([ 787.89946651, -337.63477691,  388.93111095])]","[array([-1.02984255,  0.99631936,  0.70940181,  0.22066732,  1.16279359,
       -4.66790407])]"
28289,movel_fit,"[array([ 788.95664244, -331.83720681,  337.76653202])]","[array([-1.02425548,  1.05455794,  0.66777615,  0.21304694,  1.12013864,
       -4.67042403])]"
29985,movel_fit,"[array([ 789.22026691, -315.72618264,  285.61616678])]","[array([-1.01201398,  1.11615508,  0.62394003,  0.20522521,  1.07188742,
       -4.67708277])]"
31620,movel_fit,"[array([ 789.30897608, -292.25160956,  243.61759495])]","[array([-0.99374877,  1.16726763,  0.58789331,  0.2010087 ,  1.02884338,
       -4.68562635])]"
32954,movel_fit,"[array([ 789.4937703 , -272.48652387,  219.27209105])]","[array([-0.97744864,  1.1971865 ,  0.5670623 ,  0.20069522,  1.00204354,
       -4.69176688])]"
34048,movel_fit,"[array([ 789.94487821, -259.23921512,  207.09685499])]","[array([-0.96566695,  1.21182455,  0.55713566,  0.20208676,  0.98837288,
       -4.69498926])]"
35048,movel_fit,"[array([ 790.84242218, -251.28170367,  202.66387078])]","[array([-0.95755156,  1.21640885,  0.55445205,  0.20424611,  0.98386335,
       -4.69582392])]"
36048,movel_fit,"[array([ 792.44055647, -248.13318817,  205.0342894 ])]","[array([-0.95255188,  1.2119179 ,  0.55845353,  0.20707438,  0.98771324,
       -4.6942037 ])]"
37048,movel_fit,"[array([ 794.91507518, -249.56686307,  214.42046494])]","[array([-0.95029905,  1.19803743,  0.56952159,  0.21074809,  0.99992212,
       -4.68993061])]"
38187,movel_fit,"[array([ 798.92022416, -254.87939941,  233.55243219])]","[array([-0.94920667,  1.17101725,  0.59081369,  0.21675738,  1.02312367,
       -4.68199759])]"
39443,movel_fit,"[array([ 804.80144232, -260.67586869,  263.99295671])]","[array([-0.94576899,  1.12919317,  0.6239762 ,  0.22710147,  1.05782067,
       -4.67063798])]"
40703,movel_fit,"[array([ 811.80590887, -260.34441651,  300.78930648])]","[array([-0.93551404,  1.08014824,  0.66342562,  0.24183069,  1.09743019,
       -4.65948245])]"
41981,movel_fit,"[array([ 818.74264837, -250.89841033,  337.63806542])]","[array([-0.91771288,  1.03289262,  0.70225334,  0.25842911,  1.13537976,
       -4.65202005])]"
43168,movel_fit,"[array([ 823.76523339, -236.99709773,  364.98093515])]","[array([-0.89873014,  0.9991109 ,  0.7308627 ,  0.27162832,  1.16311433,
       -4.64942471])]"
44168,movel_fit,"[array([ 826.61872051, -225.11078057,  379.77304398])]","[array([-0.88437647,  0.98129213,  0.74663977,  0.27951281,  1.17861343,
       -4.64962671])]"
