breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 647.2030007 , -672.89408012,  573.73418919])]","[array([-1.0194345 ,  0.05038263, -0.12609305,  2.76766223,  1.41688172,
       -0.16127027])]"
6242,movec_fit,"[array([ 639.38222877, -590.05714706,  546.48074422]), array([ 641.16580808, -503.54640853,  533.11724246])]","[array([-1.00906842,  0.02084285, -0.2075943 ,  2.70272253,  1.46475915,
       -0.30883417]), array([-0.99352628, -0.01146567, -0.28616059,  2.62272466,  1.50613326,
       -0.46123309])]"
9564,movec_fit,"[array([ 645.4702057 , -457.10119971,  531.22088025]), array([ 651.81713101, -410.93360209,  532.74150557])]","[array([-0.97511873, -0.02679682, -0.31904094,  2.58807845,  1.52753654,
       -0.53066108]), array([-0.9553159 , -0.04137441, -0.34921217,  2.54958243,  1.54744142,
       -0.60174088])]"
12711,movec_fit,"[array([ 659.16686585, -367.49831252,  536.54221396]), array([ 667.67340126, -324.55897324,  542.58022819])]","[array([-0.9289839 , -0.06237167, -0.37777114,  2.51921511,  1.5578961 ,
       -0.66087185]), array([-0.90131191, -0.081893  , -0.40281962,  2.48631783,  1.56732432,
       -0.72171847])]"
15568,movec_fit,"[array([ 676.00906215, -285.8772347 ,  549.36361439]), array([ 684.83540696, -247.57628864,  557.4043136 ])]","[array([-0.86485456, -0.09447763, -0.41274646,  2.46827284,  1.57606845,
       -0.77830172]), array([-0.82767122, -0.10477246, -0.4195892 ,  2.44828303,  1.58398674,
       -0.83562836])]"
17552,movec_fit,"[array([ 691.10361643, -221.06367125,  563.41998253]), array([ 697.43889822, -194.72432675,  569.85181162])]","[array([-0.79726123, -0.11146153, -0.4202885 ,  2.43888463,  1.58759556,
       -0.8746186 ]), array([-0.76663793, -0.1167804 , -0.41944941,  2.42881729,  1.59087446,
       -0.91376475])]"
19468,movel_fit,"[array([ 709.51668596, -143.89175546,  582.80734078])]","[array([-0.70100625, -0.12152832, -0.40862924,  2.41541693,  1.59643301,
       -0.98939158])]"
23184,movec_fit,"[array([721.02529875, -94.67935893, 595.94558854]), array([731.78975225, -45.35926037, 609.0875773 ])]","[array([-0.62870425, -0.12077399, -0.3868184 ,  2.41143819,  1.5993023 ,
       -1.06190585]), array([-0.55656239, -0.11447011, -0.3611061 ,  2.40630378,  1.60163078,
       -1.1333734 ])]"
27490,movec_fit,"[array([742.79644562,  12.32482964, 623.63181939]), array([751.63075594,  70.6649613 , 636.73631776])]","[array([-0.4535216 , -0.0928655 , -0.30557976,  2.42584139,  1.60644914,
       -1.21995248]), array([-0.35234635, -0.06244091, -0.24583485,  2.44433415,  1.61408337,
       -1.30334943])]"
30906,movec_fit,"[array([756.34980146, 117.64939001, 645.29163154]), array([758.80603438, 165.06725813, 651.85872385])]","[array([-0.25351976, -0.02563778, -0.17589   ,  2.4854802 ,  1.62537284,
       -1.37511238]), array([-0.15706435,  0.01760216, -0.10451091,  2.52535771,  1.64188797,
       -1.44317378])]"
34545,movec_fit,"[array([758.0249499 , 216.00605555, 655.67221848]), array([753.50692246, 266.86486084, 655.80837197])]","[array([-0.03687178,  0.07992293, -0.0068207 ,  2.59350755,  1.67201516,
       -1.52363673]), array([ 0.07833356,  0.14947022,  0.08896075,  2.65722471,  1.71110514,
       -1.5955541 ])]"
39889,movec_fit,"[array([738.88938858, 339.92877559, 647.62502387]), array([715.14605763, 408.65911631, 629.65313031])]","[array([ 0.2637522 ,  0.28703504,  0.25782248,  2.77723806,  1.80270851,
       -1.71810468]), array([ 0.42826594,  0.43667779,  0.41110479,  2.87632979,  1.91055474,
       -1.8076182 ])]"
44013,movec_fit,"[array([691.46385456, 457.53590762, 609.57166054]), array([664.15163902, 502.27382505, 585.09464311])]","[array([ 0.52850835,  0.59103951,  0.55105103,  2.91898019,  2.02503924,
       -1.9176447 ]), array([ 0.61306727,  0.75114697,  0.68673264,  2.94266197,  2.14320375,
       -2.01256936])]"
47682,movec_fit,"[array([637.63295881, 538.9724083 , 560.51818956]), array([609.39927346, 572.63688175, 533.67232574])]","[array([ 0.66202911,  0.88910842,  0.79442362,  2.9239815 ,  2.23645394,
       -2.12280832]), array([ 0.70297043,  1.02645891,  0.89573396,  2.88898513,  2.32532795,
       -2.23408079])]"
49999,movec_fit,"[array([590.97845135, 592.7304414 , 515.91085422]), array([572.08971328, 611.71574266, 497.48543674])]","[array([ 0.72087963,  1.10145311,  0.94213573,  2.85246978,  2.3661039 ,
       -2.31515481]), array([ 0.73662388,  1.17149805,  0.97811911,  2.81090933,  2.40026639,
       -2.39688566])]"
