breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 776.4292065 , -155.57930335,  275.62804871])]","[array([ 0.3130936 , -0.47856758, -0.64246868,  0.76282036, -1.70848691,
       -0.49336695])]"
499,movel_fit,"[array([ 785.63515994, -159.78471008,  274.11416401])]","[array([ 0.3060428 , -0.46723973, -0.63657104,  0.76543244, -1.70045443,
       -0.49393713])]"
999,movel_fit,"[array([ 794.88906097, -163.96777418,  272.55072565])]","[array([ 0.2994902 , -0.45546512, -0.6307168 ,  0.76865502, -1.69285363,
       -0.4941787 ])]"
1499,movel_fit,"[array([ 804.15388605, -168.11174991,  270.94350844])]","[array([ 0.29345508, -0.44329684, -0.62492918,  0.77249042, -1.68571813,
       -0.4940889 ])]"
1999,movel_fit,"[array([ 813.42943276, -172.21697641,  269.29216595])]","[array([ 0.28792558, -0.43074263, -0.61920832,  0.77694883, -1.67904845,
       -0.49366857])]"
2499,movel_fit,"[array([ 822.71465496, -176.28360547,  267.59636312])]","[array([ 0.28288842, -0.41781066, -0.61355555,  0.78203842, -1.67284561,
       -0.49291937])]"
2999,movel_fit,"[array([ 832.00861691, -180.31203834,  265.85562227])]","[array([ 0.27832826, -0.40450843, -0.60797257,  0.78776553, -1.66711032,
       -0.49184377])]"
3499,movel_fit,"[array([ 841.30962452, -184.3025599 ,  264.06950036])]","[array([ 0.2742281 , -0.3908441 , -0.60246198,  0.79413385, -1.66184333,
       -0.49044529])]"
3999,movel_fit,"[array([ 850.61761005, -188.25637133,  262.23714647])]","[array([ 0.27056815, -0.37682324, -0.59702561,  0.8011458 , -1.65704394,
       -0.48872825])]"
4499,movel_fit,"[array([ 859.93116491, -192.17432347,  260.3578865 ])]","[array([ 0.26732717, -0.36245332, -0.59166619,  0.80880021, -1.65271154,
       -0.48669826])]"
4999,movel_fit,"[array([ 869.24952265, -196.05777654,  258.43086367])]","[array([ 0.26448149, -0.34774106, -0.58638595,  0.81709331, -1.64884426,
       -0.48436207])]"
5499,movel_fit,"[array([ 878.57161829, -199.90821019,  256.45525159])]","[array([ 0.26200541, -0.33269412, -0.58118696,  0.82601765, -1.64543919,
       -0.4817279 ])]"
5999,movel_fit,"[array([ 887.89579045, -203.72711583,  254.43036024])]","[array([ 0.25987111, -0.31732199, -0.57607103,  0.83556126, -1.6424921 ,
       -0.47880575])]"
6499,movel_fit,"[array([ 897.22108293, -207.51653904,  252.35539786])]","[array([ 0.25804838, -0.30163416, -0.57103873,  0.84570846, -1.63999669,
       -0.47560713])]"
6999,movel_fit,"[array([ 906.54618808, -211.27864683,  250.22974169])]","[array([ 0.25650494, -0.28564225, -0.56608964,  0.85643842, -1.63794461,
       -0.47214559])]"
7499,movel_fit,"[array([ 915.86959673, -215.01579219,  248.05296518])]","[array([ 0.25520652, -0.26936013, -0.561222  ,  0.86772488, -1.63632503,
       -0.46843676])]"
7999,movel_fit,"[array([ 925.18942807, -218.73044344,  245.82494596])]","[array([ 0.25411701, -0.25280467, -0.55643244,  0.87953547, -1.63512432,
       -0.46449864])]"
8499,movel_fit,"[array([ 934.50549787, -222.42599489,  243.54543403])]","[array([ 0.25319859, -0.23599233, -0.55171458,  0.89183417, -1.63432555,
       -0.46035071])]"
8999,movel_fit,"[array([ 943.81449428, -226.10483352,  241.21530335])]","[array([ 0.25241253, -0.21894817, -0.54706126,  0.90457482, -1.63390865,
       -0.45601615])]"
9499,movel_fit,"[array([ 953.11595113, -229.77068543,  238.83518125])]","[array([ 0.25171911, -0.20169541, -0.54246117,  0.91770892, -1.63384972,
       -0.45151913])]"
9999,movel_fit,"[array([ 962.40924235, -233.42738819,  236.40625876])]","[array([ 0.25107845, -0.18426093, -0.5379002 ,  0.93118187, -1.63412128,
       -0.44688609])]"
