breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1355.05509548, -501.08321048, 1039.35422666])]","[array([ 0.05148643,  1.09424432,  0.99276991,  1.96872242, -1.54070811,
       -0.86438281])]"
999,movel_fit,"[array([1329.87706759, -494.34773536, 1028.93682875])]","[array([ 0.05677488,  1.0875305 ,  0.96579281,  1.9660159 , -1.59923015,
       -0.91420836])]"
1998,movel_fit,"[array([1305.54331486, -486.88397388, 1017.11073042])]","[array([ 0.06026966,  1.08702471,  0.93953461,  1.96979702, -1.659244  ,
       -0.94666807])]"
2997,movel_fit,"[array([1282.15971212, -478.70959332, 1003.91550598])]","[array([ 0.06404656,  1.08902655,  0.91984961,  1.96717498, -1.71470245,
       -0.96474615])]"
3996,movel_fit,"[array([1259.81583501, -469.85599457,  989.42027564])]","[array([ 0.06831767,  1.09250782,  0.90541307,  1.95845427, -1.76577609,
       -0.97406473])]"
4995,movel_fit,"[array([1238.57523756, -460.36624793,  973.71960132])]","[array([ 0.07290064,  1.09731598,  0.89459021,  1.94554277, -1.81336424,
       -0.97769559])]"
5994,movel_fit,"[array([1218.47077509, -450.29162745,  956.92612942])]","[array([ 0.0776983 ,  1.10315546,  0.88613521,  1.92951036, -1.85802443,
       -0.97830938])]"
6993,movel_fit,"[array([1199.50441798, -439.68779583,  939.16254777])]","[array([ 0.08269633,  1.1094613 ,  0.87874949,  1.91089692, -1.90013994,
       -0.9790722 ])]"
7992,movel_fit,"[array([1181.65026554, -428.6112533 ,  920.5542432 ])]","[array([ 0.08787167,  1.11570158,  0.87110958,  1.89019557, -1.94007838,
       -0.98275784])]"
8991,movel_fit,"[array([1164.85934594, -417.11639444,  901.22334233])]","[array([ 0.09316249,  1.12165066,  0.86225884,  1.86794387, -1.97815922,
       -0.99070267])]"
9990,movel_fit,"[array([1149.0650109 , -405.25334338,  881.2844052 ])]","[array([ 0.0984937 ,  1.12741222,  0.85182985,  1.84460778, -2.01458601,
       -1.00269887])]"
10989,movel_fit,"[array([1134.18809767, -393.06661368,  860.84178959])]","[array([ 0.10381069,  1.13324518,  0.83990241,  1.82048912, -2.04944544,
       -1.01771932])]"
11988,movel_fit,"[array([1120.14139248, -380.59453944,  839.98853243])]","[array([ 0.10909589,  1.1393716 ,  0.82669907,  1.79571981, -2.08275396,
       -1.03475044])]"
12987,movel_fit,"[array([1106.83321112, -367.86934386,  818.80647053])]","[array([ 0.11436653,  1.14588993,  0.81237288,  1.7703101 , -2.11450048,
       -1.05319549])]"
13986,movel_fit,"[array([1094.17008555, -354.91765604,  797.36724133])]","[array([ 0.11966173,  1.152798  ,  0.79696685,  1.74421033, -2.14466591,
       -1.07281393])]"
14985,movel_fit,"[array([1082.05862655, -341.76126562,  775.73377668])]","[array([ 0.12502892,  1.16005619,  0.78046825,  1.71736049, -2.17322861,
       -1.09348768])]"
15984,movel_fit,"[array([1070.40665406, -328.41792388,  753.96193978])]","[array([ 0.13051711,  1.16762264,  0.76284837,  1.68971334, -2.20016543,
       -1.11509084])]"
16983,movel_fit,"[array([1059.12368912, -314.90205669,  732.10205417])]","[array([ 0.13617969,  1.17544119,  0.74404264,  1.66123018, -2.22544748,
       -1.13752594])]"
17982,movel_fit,"[array([1048.12091064, -301.22533383,  710.20021306])]","[array([ 0.14208235,  1.18341228,  0.72390683,  1.63186501, -2.24902774,
       -1.16080349])]"
18981,movel_fit,"[array([1037.31070515, -287.39712009,  688.29940011])]","[array([ 0.1483072 ,  1.19139188,  0.70221412,  1.60156363, -2.27082913,
       -1.1850178 ])]"
19980,movel_fit,"[array([1026.60596641, -273.42489089,  666.44055567])]","[array([ 0.15494572,  1.19923808,  0.67872056,  1.57029573, -2.29075044,
       -1.21019246])]"
20979,movel_fit,"[array([1015.91931299, -259.31471105,  644.66375226])]","[array([ 0.1620822 ,  1.20687991,  0.65325822,  1.53810864, -2.30869927,
       -1.23611162])]"
21978,movel_fit,"[array([1005.1623655 , -245.07184685,  623.00959162])]","[array([ 0.16977922,  1.21435501,  0.62577826,  1.50516389, -2.32463519,
       -1.2622901 ])]"
22977,movel_fit,"[array([ 994.24516035, -230.70152321,  601.52082804])]","[array([ 0.17808043,  1.22177627,  0.59629307,  1.47171889, -2.3385853 ,
       -1.28813633])]"
23976,movel_fit,"[array([ 983.07569489, -216.20977983,  580.24411113])]","[array([ 0.18703703,  1.2292351 ,  0.56474111,  1.43805532, -2.35060315,
       -1.31321055])]"
24975,movel_fit,"[array([ 971.55954358, -201.60435758,  559.23168822])]","[array([ 0.19797487,  1.23321116,  0.527111  ,  1.40134885, -2.35619449,
       -1.32972241])]"
25974,movel_fit,"[array([ 959.59950577, -186.89558065,  538.54294953])]","[array([ 0.21078602,  1.23476693,  0.48484112,  1.36319053, -2.35619449,
       -1.3386283 ])]"
26973,movel_fit,"[array([ 947.09535752, -172.09728372,  518.24582322])]","[array([ 0.22412715,  1.23802744,  0.44197014,  1.32758991, -2.35619449,
       -1.35009635])]"
27972,movel_fit,"[array([ 933.94398234, -157.22792466,  498.41815885])]","[array([ 0.23820144,  1.24264855,  0.39750067,  1.29449102, -2.35619449,
       -1.3649409 ])]"
28971,movel_fit,"[array([ 920.04033555, -142.31204952,  479.14924884])]","[array([ 0.25321446,  1.24839636,  0.35061756,  1.26387289, -2.3561542 ,
       -1.38346341])]"
29970,movel_fit,"[array([ 905.27977602, -127.38217672,  460.54143581])]","[array([ 0.26973173,  1.25428818,  0.30005072,  1.23517953, -2.3546774 ,
       -1.40282698])]"
30969,movel_fit,"[array([ 889.56215433, -112.48092367,  442.71133371])]","[array([ 0.28813242,  1.25995882,  0.24522969,  1.2083853 , -2.35113982,
       -1.42153762])]"
31968,movel_fit,"[array([872.79766851, -97.66288013, 425.7897123 ])]","[array([ 0.30866408,  1.26542883,  0.1859852 ,  1.18370912, -2.34552047,
       -1.43967343])]"
32967,movel_fit,"[array([854.91398323, -82.99548873, 409.91885738])]","[array([ 0.33162378,  1.27064401,  0.12224751,  1.16124707, -2.33768573,
       -1.45742083])]"
33966,movel_fit,"[array([835.86364808, -68.55819786, 395.24652786])]","[array([ 0.35727929,  1.27561565,  0.05422404,  1.14099306, -2.32753644,
       -1.47492735])]"
34965,movel_fit,"[array([815.63063768, -54.43949642, 381.91658114])]","[array([ 0.38577998,  1.28055105, -0.01750517,  1.12282614, -2.31515743,
       -1.49219781])]"
35964,movel_fit,"[array([794.23492459, -40.73203071, 370.05762552])]","[array([ 0.4171209 ,  1.2858761 , -0.09203066,  1.10647119, -2.30084055,
       -1.50909569])]"
36963,movel_fit,"[array([771.73423492, -27.526558  , 359.77200971])]","[array([ 0.45116239,  1.29218067, -0.16823648,  1.09148679, -2.28500451,
       -1.52539914])]"
37962,movel_fit,"[array([748.22228126, -14.90569197, 351.12740762])]","[array([ 0.48765351,  1.30019605, -0.24493084,  1.07731035, -2.2681368 ,
       -1.54082318])]"
38961,movel_fit,"[array([723.82278012,  -2.93816852, 344.15213947])]","[array([ 0.52624171,  1.31082611, -0.32096825,  1.06332893, -2.25078227,
       -1.55500522])]"
39960,movel_fit,"[array([698.67887386,   8.32594644, 338.8340823 ])]","[array([ 0.56653889,  1.32507603, -0.39535493,  1.04892161, -2.23342206,
       -1.56756934])]"
40959,movel_fit,"[array([672.93891368,  18.8585315 , 335.12285747])]","[array([ 0.60830921,  1.34374029, -0.46728509,  1.03347876, -2.21614876,
       -1.57834358])]"
41958,movel_fit,"[array([646.74200233,  28.65395676, 332.9360725 ])]","[array([ 0.65167949,  1.36707009, -0.53610028,  1.01647591, -2.19840727,
       -1.58756245])]"
42957,movel_fit,"[array([620.20855276,  37.72568134, 332.17050623])]","[array([ 0.69709338,  1.39500477, -0.60128393,  0.9976151 , -2.17929058,
       -1.59570205])]"
43956,movel_fit,"[array([593.43929951,  46.09971482, 332.71552816])]","[array([ 0.74495138,  1.42799398, -0.66252518,  0.97686002, -2.15824217,
       -1.60298283])]"
44955,movel_fit,"[array([566.51979655,  53.80885478, 334.46124852])]","[array([ 0.79555956,  1.46704694, -0.71961425,  0.95429496, -2.13501346,
       -1.60935937])]"
45954,movel_fit,"[array([539.52235595,  60.89086061, 337.29804035])]","[array([ 0.84975785,  1.51254011, -0.77222961,  0.93013769, -2.10876944,
       -1.61523106])]"
46953,movel_fit,"[array([512.50282218,  67.38694475, 341.11912841])]","[array([ 0.90923652,  1.56446469, -0.82023532,  0.90497086, -2.07815967,
       -1.62145699])]"
47952,movel_fit,"[array([485.50023728,  73.33710458, 345.83225521])]","[array([ 0.97644969,  1.62341419, -0.86370424,  0.87965255, -2.04177095,
       -1.62900536])]"
48951,movel_fit,"[array([458.54307643,  78.78258977, 351.35020408])]","[array([ 1.05595702,  1.68744108, -0.90199919,  0.85525174, -1.99681422,
       -1.64058135])]"
49950,movel_fit,"[array([431.66545795,  83.75893934, 357.59635838])]","[array([ 1.15143713,  1.75978732, -0.9346419 ,  0.83227841, -1.9427767 ,
       -1.65706516])]"
