breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1361.95158229, -201.08962878, 1067.66349159])]","[array([ 0.11820869,  0.01818874,  0.33687904,  2.58470576, -1.37948413,
       -3.03233077])]"
500,movel_fit,"[array([1453.50949453, -252.70904031, 1034.08359086])]","[array([ 0.08296077,  0.10507572,  0.27847441,  2.56180007, -1.34145032,
       -3.03173882])]"
1000,movel_fit,"[array([1461.60068788, -259.42709936, 1032.2790593 ])]","[array([ 0.07898894,  0.11273634,  0.27231808,  2.55894952, -1.33900991,
       -3.03357356])]"
1500,movel_fit,"[array([1470.97631548, -260.97133401, 1026.92328322])]","[array([ 0.07855127,  0.12293512,  0.26673715,  2.55567595, -1.3362708 ,
       -3.03159996])]"
2000,movel_fit,"[array([1479.28185666, -266.36846737, 1024.17730149])]","[array([ 0.07605718,  0.13165236,  0.26075596,  2.5515431 , -1.33454982,
       -3.03307943])]"
2500,movel_fit,"[array([1487.44778641, -273.09838514, 1022.21867536])]","[array([ 0.07306064,  0.14027819,  0.25444964,  2.5466566 , -1.33340524,
       -3.03594061])]"
3000,movel_fit,"[array([1496.58277965, -275.09383641, 1017.31573168])]","[array([ 0.07327429,  0.15098882,  0.24864165,  2.54135252, -1.33228185,
       -3.03552488])]"
3500,movel_fit,"[array([1505.02810606, -280.44412673, 1014.35944896])]","[array([ 0.07173816,  0.16072565,  0.24248158,  2.53516622, -1.33184851,
       -3.03797512])]"
4000,movel_fit,"[array([1513.42850754, -285.24929761, 1011.06201907])]","[array([ 0.07083527,  0.17080485,  0.23650038,  2.52832824, -1.33181747,
       -3.04034072])]"
4500,movel_fit,"[array([1522.54822269, -287.97866309, 1006.56050031])]","[array([ 0.071447  ,  0.1822031 ,  0.23031935,  2.52095614, -1.33218296,
       -3.04157422])]"
5000,movel_fit,"[array([1530.43354598, -295.10227885, 1004.900026  ])]","[array([ 0.06971515,  0.19184372,  0.22395691,  2.51264354, -1.33337698,
       -3.046452  ])]"
5500,movel_fit,"[array([1539.08573907, -298.23169413,  999.9137261 ])]","[array([ 0.07062605,  0.20343726,  0.21852644,  2.50382274, -1.3341614 ,
       -3.04823537])]"
6000,movel_fit,"[array([1548.49672844, -299.32795071,  994.28087824])]","[array([ 0.07294963,  0.21626801,  0.21246043,  2.49459071, -1.33576417,
       -3.04922933])]"
6500,movel_fit,"[array([1556.60398428, -308.20355232,  994.82830424])]","[array([ 0.07092068,  0.22621514,  0.20464863,  2.48431623, -1.33915897,
       -3.05696933])]"
7000,movel_fit,"[array([1564.72401714, -311.992563  ,  989.36689206])]","[array([ 0.07212839,  0.23816232,  0.20006507,  2.47344204, -1.34068105,
       -3.05962052])]"
7500,movel_fit,"[array([1574.40210047, -311.06694548,  982.58063054])]","[array([ 0.07621021,  0.25240133,  0.19411729,  2.46260624, -1.34361942,
       -3.06013593])]"
8000,movel_fit,"[array([1582.72693947, -320.52897639,  983.79098145])]","[array([ 0.07443944,  0.26294266,  0.18586597,  2.45050296, -1.34836803,
       -3.0692674 ])]"
8500,movel_fit,"[array([1590.301982  , -325.92194158,  978.93834244])]","[array([ 0.07523054,  0.27480973,  0.18168152,  2.43777013, -1.35083945,
       -3.07351215])]"
9000,movel_fit,"[array([1600.43252802, -323.20799874,  971.83438264])]","[array([ 0.08068277,  0.29031037,  0.17516483,  2.42575951, -1.35550265,
       -3.07404664])]"
9500,movel_fit,"[array([1607.62937357, -329.74522023,  967.32811889])]","[array([ 0.08103066,  0.30205222,  0.17132782,  2.41198298, -1.35843009,
       -3.07918823])]"
10000,movel_fit,"[array([1616.3279183 , -338.62344629,  968.50556438])]","[array([ 0.08005708,  0.31351223,  0.16296064,  2.39807922, -1.36446946,
       -3.08879123])]"
10500,movel_fit,"[array([1625.83583456, -337.11237218,  960.81126257])]","[array([ 0.08495601,  0.32901853,  0.15751347,  2.38480262, -1.36922195,
       -3.08989861])]"
11000,movel_fit,"[array([1633.30866587, -340.92886958,  954.36917226])]","[array([ 0.08692886,  0.34211888,  0.15421925,  2.37041531, -1.37272795,
       -3.09324566])]"
11500,movel_fit,"[array([1642.24040409, -350.03732996,  955.96654713])]","[array([ 0.08585314,  0.35376867,  0.14565573,  2.35573583, -1.37936519,
       -3.10338965])]"
12000,movel_fit,"[array([1650.74193691, -350.64376044,  948.71819865])]","[array([ 0.08946787,  0.36834455,  0.14126932,  2.34170983, -1.38402618,
       -3.10544136])]"
12500,movel_fit,"[array([1659.0609728 , -352.38313684,  942.0329986 ])]","[array([ 0.09235367,  0.38254177,  0.13685346,  2.32756048, -1.38867739,
       -3.10812933])]"
13000,movel_fit,"[array([1667.6393307 , -361.99477507,  943.06660448])]","[array([ 0.09079016,  0.39384037,  0.12925807,  2.31261957, -1.39468549,
       -3.11779798])]"
13500,movel_fit,"[array([1675.88084369, -363.54605038,  936.0058302 ])]","[array([ 0.09351158,  0.40798291,  0.12503243,  2.29876645, -1.39915329,
       -3.11995767])]"
14000,movel_fit,"[array([1684.48629229, -364.28160548,  929.07769305])]","[array([ 0.0964696 ,  0.42239098,  0.1200778 ,  2.28544196, -1.40401386,
       -3.12192412])]"
14500,movel_fit,"[array([1693.05494441, -373.88403833,  930.29704321])]","[array([ 0.09445246,  0.43312493,  0.11246633,  2.27123059, -1.40956333,
       -3.13106445])]"
15000,movel_fit,"[array([1700.51726452, -377.03735345,  923.35039633])]","[array([ 0.09576127,  0.44599932,  0.10901962,  2.25814747, -1.41289862,
       -3.1328336 ])]"
15500,movel_fit,"[array([1710.47635449, -375.89360131,  917.09060053])]","[array([ 0.09899489,  0.4609408 ,  0.10149255,  2.24680517, -1.41844324,
       -3.13441452])]"
16000,movel_fit,"[array([1718.04563401, -384.92713914,  916.22348685])]","[array([ 0.09669424,  0.47078145,  0.09575482,  2.23406255, -1.42192622,
       -3.14075003])]"
16500,movel_fit,"[array([1724.68257693, -391.7577561 ,  910.91200947])]","[array([ 0.09536881,  0.48128233,  0.09260867,  2.2221391 , -1.42348487,
       -3.14300488])]"
17000,movel_fit,"[array([1735.940882  , -388.80500478,  905.31030549])]","[array([ 0.09868957,  0.4963128 ,  0.08234955,  2.21359134, -1.42909096,
       -3.14390168])]"
17500,movel_fit,"[array([1742.90915411, -396.44364027,  901.76895596])]","[array([ 0.09638494,  0.5056465 ,  0.07775681,  2.20336422, -1.43021905,
       -3.14652503])]"
18000,movel_fit,"[array([1750.72112925, -405.09740095,  901.28819027])]","[array([ 0.09323235,  0.51404959,  0.0708113 ,  2.19415412, -1.43187298,
       -3.15094718])]"
18500,movel_fit,"[array([1760.66785378, -403.59223866,  893.72096245])]","[array([ 0.09496071,  0.5272834 ,  0.06230529,  2.18811467, -1.43400796,
       -3.14890094])]"
19000,movel_fit,"[array([1768.8169341 , -408.01040105,  889.22457367])]","[array([ 0.09338301,  0.53685151,  0.05534192,  2.18198595, -1.43415055,
       -3.14870031])]"
19500,movel_fit,"[array([1776.5994362 , -416.67470772,  889.2544725 ])]","[array([ 0.08931103,  0.54351032,  0.04738385,  2.17645894, -1.43373819,
       -3.15128431])]"
20000,movel_fit,"[array([1785.09558764, -420.96690618,  885.38383199])]","[array([ 0.0871167 ,  0.55202664,  0.0390446 ,  2.17320209, -1.43258271,
       -3.14998317])]"
20500,movel_fit,"[array([1794.08750261, -423.81190366,  880.4932945 ])]","[array([ 0.08527279,  0.56084471,  0.02986662,  2.17181886, -1.43071922,
       -3.14706874])]"
21000,movel_fit,"[array([1803.20148626, -426.97701387,  876.31904325])]","[array([ 0.08286313,  0.56880999,  0.01989593,  2.1721285 , -1.42806231,
       -3.14376289])]"
21500,movel_fit,"[array([1811.09222408, -434.75462357,  876.08387102])]","[array([ 0.07773725,  0.57322201,  0.01021422,  2.17345144, -1.42397432,
       -3.14230673])]"
22000,movel_fit,"[array([1818.68103879, -442.52292242,  876.33031172])]","[array([ 7.21702281e-02,  5.76508434e-01,  2.77593982e-04,  2.17687276e+00,
       -1.41889163e+00, -3.13992354e+00])]"
22500,movel_fit,"[array([1829.77142576, -441.53938298,  869.08552586])]","[array([ 0.07038522,  0.58540075, -0.01296948,  2.18406872, -1.41356991,
       -3.13136947])]"
23000,movel_fit,"[array([1837.2552676 , -449.18679833,  868.5327568 ])]","[array([ 0.06381696,  0.58737571, -0.02341958,  2.19203558, -1.40575147,
       -3.1260116 ])]"
23500,movel_fit,"[array([1844.52307248, -458.18644095,  872.12319278])]","[array([ 0.05595413,  0.586868  , -0.03555646,  2.20272101, -1.39792068,
       -3.12208007])]"
24000,movel_fit,"[array([1855.95327582, -457.35150016,  863.31584384])]","[array([ 0.05220599,  0.59406972, -0.04988212,  2.21727421, -1.38807589,
       -3.10874713])]"
24500,movel_fit,"[array([1863.00793795, -465.8792428 ,  864.63314925])]","[array([ 0.04313321,  0.5926183 , -0.06180876,  2.23352472, -1.37680522,
       -3.10043585])]"
25000,movel_fit,"[array([1870.06159344, -474.46194564,  868.77177534])]","[array([ 0.03318732,  0.589544  , -0.07538879,  2.25324869, -1.36560823,
       -3.09235848])]"
25500,movel_fit,"[array([1881.51872191, -474.8842016 ,  859.9045623 ])]","[array([ 0.02631576,  0.59410326, -0.09034698,  2.27643252, -1.35123849,
       -3.0747251 ])]"
26000,movel_fit,"[array([1888.5287035 , -483.0592358 ,  862.18613415])]","[array([ 0.01469499,  0.59019934, -0.10364055,  2.30243732, -1.33698495,
       -3.06237295])]"
26500,movel_fit,"[array([1895.01138899, -492.31266201,  866.50776136])]","[array([ 1.52849610e-03,  5.84739907e-01, -1.17350018e-01,  2.33177512e+00,
       -1.32237226e+00, -3.04984870e+00])]"
27000,movel_fit,"[array([1906.21590208, -493.61669425,  857.67150699])]","[array([-0.00871126,  0.58688687, -0.1315189 ,  2.36385361, -1.30423805,
       -3.02778971])]"
27500,movel_fit,"[array([1912.6350704 , -502.26329176,  860.8064831 ])]","[array([-0.02353205,  0.58100588, -0.14434356,  2.39887346, -1.28789328,
       -3.01169686])]"
28000,movel_fit,"[array([1918.78804073, -511.43580068,  864.41721165])]","[array([-0.0394694 ,  0.57483142, -0.15690498,  2.43624188, -1.2715048 ,
       -2.99492231])]"
28500,movel_fit,"[array([1929.89170843, -513.20788845,  855.16061169])]","[array([-0.05231349,  0.57624069, -0.16887108,  2.47440163, -1.25158527,
       -2.96954255])]"
29000,movel_fit,"[array([1935.37868304, -523.32912333,  859.38753849])]","[array([-0.06981361,  0.56993129, -0.17996378,  2.51436315, -1.23575149,
       -2.95203845])]"
29500,movel_fit,"[array([1941.3759663 , -532.43606181,  861.64502784])]","[array([-0.08695344,  0.56525309, -0.19033266,  2.55434625, -1.22023769,
       -2.93331665])]"
30000,movel_fit,"[array([1952.63162939, -533.78709855,  851.27628726])]","[array([-0.09988776,  0.56827172, -0.19952407,  2.59238361, -1.201534  ,
       -2.90723867])]"
30500,movel_fit,"[array([1957.14301598, -545.09576526,  856.98215602])]","[array([-0.11755281,  0.56353938, -0.20937109,  2.63062456, -1.19001183,
       -2.89187147])]"
31000,movel_fit,"[array([1963.01895657, -554.01834055,  857.09086305])]","[array([-0.13325665,  0.56213389, -0.21751157,  2.66604051, -1.17763869,
       -2.87462336])]"
31500,movel_fit,"[array([1974.4262111 , -554.86626107,  846.67199678])]","[array([-0.14368275,  0.56797558, -0.22561909,  2.69743798, -1.16337658,
       -2.85215763])]"
32000,movel_fit,"[array([1980.92781073, -564.22623484,  851.28909024])]","[array([-0.15739492,  0.56879355, -0.23773615,  2.72748328, -1.15821585,
       -2.84045641])]"
32500,movel_fit,"[array([1985.52625886, -574.42126842,  850.13893279])]","[array([-0.1703411 ,  0.57004904, -0.24404647,  2.75291031, -1.14992824,
       -2.82910051])]"
33000,movel_fit,"[array([1992.52861605, -581.55981786,  846.59037285])]","[array([-0.18017444,  0.57468847, -0.25210777,  2.77401218, -1.14326429,
       -2.8183371 ])]"
33500,movel_fit,"[array([2001.73531989, -585.29492302,  842.65836364])]","[array([-0.18662622,  0.58201599, -0.26280231,  2.79060878, -1.13948199,
       -2.80876424])]"
34000,movel_fit,"[array([2008.26915322, -593.45646087,  839.82256736])]","[array([-0.19378206,  0.58839072, -0.27203791,  2.80267776, -1.13664201,
       -2.80444583])]"
34500,movel_fit,"[array([2017.00271529, -599.47561235,  838.65672655])]","[array([-0.19797328,  0.59736019, -0.28578003,  2.80990673, -1.13810777,
       -2.80289802])]"
35000,movel_fit,"[array([2027.03222597, -598.5766278 ,  830.49098108])]","[array([-0.19696467,  0.60829531, -0.29559061,  2.81054871, -1.13710985,
       -2.79931245])]"
35500,movel_fit,"[array([2033.81265739, -610.78137137,  832.41234245])]","[array([-0.20054451,  0.61825038, -0.31181195,  2.80739766, -1.14319984,
       -2.80835188])]"
36000,movel_fit,"[array([2045.74183084, -603.04563416,  824.21466772])]","[array([-0.19237562,  0.63198355, -0.32411724,  2.79619192, -1.14735564,
       -2.80856998])]"
36500,movel_fit,"[array([2053.03016937, -617.40902368,  825.88252851])]","[array([-0.19297614,  0.64529783, -0.343275  ,  2.78115177, -1.15731122,
       -2.82578127])]"
37000,movel_fit,"[array([2061.55853053, -618.46775186,  818.63024744])]","[array([-0.18529883,  0.65976877, -0.35516261,  2.75800923, -1.16413816,
       -2.83728929])]"
37500,movel_fit,"[array([2073.20050514, -610.21016048,  815.11098173])]","[array([-0.17114867,  0.67676779, -0.37266083,  2.72886954, -1.17863998,
       -2.84943939])]"
38000,movel_fit,"[array([2080.65366831, -623.34448446,  811.82609176])]","[array([-0.16531175,  0.6948464 , -0.39009769,  2.69404034, -1.19155741,
       -2.8744222 ])]"
38500,movel_fit,"[array([2090.0864036 , -622.88790817,  806.64177828])]","[array([-0.15137871,  0.71446273, -0.40593961,  2.65239806, -1.20784564,
       -2.89551681])]"
39000,movel_fit,"[array([2100.39505297, -614.18363625,  801.93126089])]","[array([-0.13222974,  0.73545533, -0.42160344,  2.60515568, -1.22854243,
       -2.91597482])]"
39500,movel_fit,"[array([2107.72362778, -627.24922924,  796.78754886])]","[array([-0.12206028,  0.75796867, -0.43626073,  2.55264919, -1.24596627,
       -2.94681711])]"
40000,movel_fit,"[array([2117.31779394, -623.20674095,  791.65945799])]","[array([-0.1035284 ,  0.78183925, -0.45000373,  2.49662992, -1.26890907,
       -2.97230591])]"
40500,movel_fit,"[array([2126.24408313, -619.1962346 ,  785.57154486])]","[array([-0.08517964,  0.80618385, -0.46081959,  2.43833397, -1.29192889,
       -2.99780191])]"
41000,movel_fit,"[array([2133.33079182, -630.1334826 ,  780.10733637])]","[array([-0.07427776,  0.83004966, -0.46917109,  2.37866252, -1.31086179,
       -3.02775545])]"
41500,movel_fit,"[array([2143.27767134, -627.14584744,  775.17568866])]","[array([-0.05839326,  0.85560035, -0.47968151,  2.3217848 , -1.33436102,
       -3.05333765])]"
42000,movel_fit,"[array([2150.68831476, -628.15998683,  767.94343797])]","[array([-0.04602739,  0.8784768 , -0.48363283,  2.26721993, -1.35309928,
       -3.07571088])]"
42500,movel_fit,"[array([2157.63866076, -626.8498535 ,  759.46755106])]","[array([-0.03452128,  0.90008578, -0.48552624,  2.21741141, -1.37024221,
       -3.09385224])]"
43000,movel_fit,"[array([2164.72912698, -630.16437065,  752.37096446])]","[array([-0.02693319,  0.92038748, -0.48870767,  2.17292733, -1.38475996,
       -3.1110028 ])]"
43500,movel_fit,"[array([2171.79477735, -633.4204398 ,  745.30688015])]","[array([-0.02114154,  0.93909816, -0.49240978,  2.13481673, -1.39701145,
       -3.12455323])]"
44000,movel_fit,"[array([2181.64559935, -637.00449209,  741.98648663])]","[array([-0.01716765,  0.95804959, -0.50399552,  2.10426173, -1.40912062,
       -3.13848361])]"
44500,movel_fit,"[array([2186.33544274, -646.33464673,  735.29378821])]","[array([-0.0172815 ,  0.97044126, -0.50555128,  2.07917481, -1.41298954,
       -3.1433287 ])]"
45000,movel_fit,"[array([2198.44133273, -642.84541599,  730.4752195 ])]","[array([-0.0132964 ,  0.98854174, -0.52438578,  2.06517118, -1.42200224,
       -3.14792342])]"
45500,movel_fit,"[array([2203.60778015, -657.3050792 ,  731.73569892])]","[array([-0.0184885 ,  0.99478802, -0.53303999,  2.05628984, -1.42054295,
       -3.14863724])]"
46000,movel_fit,"[array([2215.98419632, -652.09505903,  721.98682759])]","[array([-0.0166223 ,  1.01098246, -0.5558505 ,  2.05949052, -1.42258757,
       -3.14034617])]"
46500,movel_fit,"[array([2221.24192964, -665.35724747,  727.86788492])]","[array([-0.02415223,  1.01185398, -0.5708886 ,  2.06928723, -1.41691185,
       -3.13293661])]"
47000,movel_fit,"[array([2233.48157888, -664.72393321,  721.52292795])]","[array([-0.02724463,  1.02338923, -0.60011658,  2.09040726, -1.41315179,
       -3.11703021])]"
47500,movel_fit,"[array([2241.87261172, -671.30477128,  720.87149406])]","[array([-0.03511734,  1.02716361, -0.62563774,  2.11967455, -1.40501031,
       -3.0975404 ])]"
