primitives,points,q_bp
movej_fit,"[array([ 3319.35099789, -1083.07270175,   895.68928879])]","[array([-0.07620066,  0.8639252 , -0.23019244,  0.10727746,  1.05358683,
        0.08178516])]"
movel_fit,"[array([ 3312.69330361, -1078.82568185,   883.40688291])]","[array([-0.07163287,  0.86454333, -0.23539581,  0.10002718,  1.05962037,
        0.07712705])]"
movel_fit,"[array([ 3306.17101118, -1074.46309139,   871.47945277])]","[array([-0.06707466,  0.86512245, -0.24045179,  0.09290914,  1.0655329 ,
        0.07245444])]"
movel_fit,"[array([ 3299.78211651, -1069.97784482,   859.89886854])]","[array([-0.06251928,  0.86566063, -0.24536674,  0.08591204,  1.07133514,
        0.06776023])]"
movel_fit,"[array([ 3293.52964146, -1065.37622867,   848.6571498 ])]","[array([-0.05796874,  0.86615858, -0.25014196,  0.0790348 ,  1.0770277 ,
        0.06304459])]"
movel_fit,"[array([ 3287.41634404, -1060.66413834,   837.74654641])]","[array([-0.05342494,  0.86661691, -0.25477884,  0.07227631,  1.08261126,
        0.05830777])]"
movel_fit,"[array([ 3281.44472341, -1055.84710366,   827.15954326])]","[array([-0.04888968,  0.86703619, -0.25927882,  0.06563542,  1.08808659,
        0.05355007])]"
movel_fit,"[array([ 3275.61702498, -1050.9303136 ,   816.88886391])]","[array([-0.04436465,  0.86741694, -0.26364338,  0.05911096,  1.0934545 ,
        0.04877187])]"
movel_fit,"[array([ 3269.93524551, -1045.91863998,   806.92747316])]","[array([-0.03985147,  0.86775959, -0.2678741 ,  0.0527017 ,  1.09871592,
        0.0439736 ])]"
movel_fit,"[array([ 3264.4011378 , -1040.8166604 ,   797.26857891])]","[array([-0.03535166,  0.86806456, -0.27197258,  0.04640639,  1.10387181,
        0.03915575])]"
movel_fit,"[array([ 3259.01621584, -1035.62868057,   787.90563371])]","[array([-0.03086664,  0.86833217, -0.27594049,  0.04022374,  1.10892321,
        0.03431888])]"
movel_fit,"[array([ 3253.78175957, -1030.35875543,   778.83233484])]","[array([-0.02639778,  0.86856273, -0.27977952,  0.03415244,  1.11387121,
        0.02946361])]"
movel_fit,"[array([ 3248.69881975, -1025.01070951,   770.04262406])]","[array([-0.02194634,  0.86875647, -0.28349144,  0.02819113,  1.11871696,
        0.02459061])]"
movel_fit,"[array([ 3243.76822297, -1019.58815662,   761.53068715])]","[array([-0.01751354,  0.86891361, -0.28707805,  0.02233841,  1.12346169,
        0.01970062])]"
movel_fit,"[array([ 3238.99057644, -1014.09451846,   753.29095222])]","[array([-0.01310049,  0.86903428, -0.29054118,  0.01659286,  1.12810663,
        0.0147944 ])]"
movel_fit,"[array([ 3234.36627325, -1008.53304262,   745.31808808])]","[array([-0.00870827,  0.86911862, -0.29388272,  0.01095303,  1.13265312,
        0.00987282])]"
movel_fit,"[array([ 3229.8954973 , -1002.90681951,   737.60700187])]","[array([-0.00433788,  0.8691667 , -0.29710457,  0.00541741,  1.1371025 ,
        0.00493674])]"
movel_fit,"[array([3225.59682732, -997.22671686,  730.19462002])]","[array([-1.31102104e-16,  8.69173967e-01, -3.00196631e-01, -1.35623095e-16,
        1.14144533e+00,  1.23207862e-16])]"
movel_fit,"[array([3221.45867453, -991.53767216,  723.0624837 ])]","[array([ 0.00428678,  0.86914664, -0.30316365, -0.00529325,  1.14567118,
       -0.00491306])]"
movel_fit,"[array([3222.67253988, -982.27928324,  712.54357114])]","[array([ 0.00796771,  0.87025041, -0.30417929, -0.00660754,  1.14516961,
       -0.00901545])]"
movel_fit,"[array([3225.91675514, -971.75439024,  699.97036436])]","[array([ 0.01136286,  0.87193595, -0.30438998, -0.00633679,  1.14262657,
       -0.01295787])]"
movel_fit,"[array([3229.51945555, -961.07118431,  686.19547419])]","[array([ 0.01466074,  0.87389625, -0.30436826, -0.00570974,  1.13946592,
       -0.01707435])]"
