breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-130.64884307, -381.69265451,  518.29613979])]","[array([-1.48664501, -0.80234083,  0.44872856,  4.34490541, -1.00983857,
       -1.77899818])]"
999,movel,"[array([-134.50274321, -381.59787267,  515.68550396])]","[array([-1.49028792, -0.79825503,  0.45224277,  4.34084927, -1.00801178,
       -1.78090818])]"
1999,movel,"[array([-137.8410982 , -381.30365397,  512.02608544])]","[array([-1.49272083, -0.7936791 ,  0.45682526,  4.33622694, -1.00823664,
       -1.78240709])]"
2999,movel,"[array([-140.63580752, -380.80086299,  507.32955503])]","[array([-1.49391799, -0.7886361 ,  0.46247339,  4.33107096, -1.01051712,
       -1.78349049])]"
3999,movel,"[array([-142.87009563, -380.07159273,  501.6118982 ])]","[array([-1.49386458, -0.78314453,  0.46918175,  4.32541721, -1.01483573,
       -1.78415873])]"
4999,movel,"[array([-144.53138175, -379.09029687,  494.90152281])]","[array([-1.49255051, -0.77722879,  0.47693297,  4.31931406, -1.02115568,
       -1.78441438])]"
5999,movel,"[array([-145.61419976, -377.8258683 ,  487.24545229])]","[array([-1.48997694, -0.77092245,  0.48569168,  4.31282494, -1.02941112,
       -1.78426448])]"
6999,movel,"[array([-146.1248063 , -376.24490446,  478.71556215])]","[array([-1.48616535, -0.7642709 ,  0.49539852,  4.30602944, -1.03949556,
       -1.78372349])]"
7999,movel,"[array([-146.08638299, -374.31633303,  469.41422042])]","[array([-1.48116807, -0.75733353,  0.50596452,  4.2990228 , -1.0512503 ,
       -1.78281642])]"
8999,movel,"[array([-145.54406507, -372.01719567,  459.4777938 ])]","[array([-1.47507911, -0.75018481,  0.51726711,  4.29191296, -1.06445498,
       -1.78158129])]"
9999,movel,"[array([-144.56897169, -369.33943964,  449.07850709])]","[array([-1.46804523, -0.74291514,  0.52914678,  4.28481626, -1.07881977,
       -1.7800705 ])]"
10999,movel,"[array([-143.26000347, -366.29583145,  438.41997778])]","[array([-1.46027323, -0.73562826,  0.54140943,  4.27784943, -1.09398577,
       -1.77834959])]"
11999,movel,"[array([-141.74231543, -362.92374883,  427.72792382])]","[array([-1.45203234, -0.72843693,  0.55383287,  4.27112057, -1.10953289,
       -1.77649317])]"
12999,movel,"[array([-140.1629443 , -359.28683455,  417.24083967])]","[array([-1.44365374, -0.72145951,  0.56617245,  4.26472299, -1.12498916,
       -1.77457893])]"
13999,movel,"[array([-138.68328733, -355.47168392,  407.19530255])]","[array([-1.43552151, -0.71481349,  0.5781731 ,  4.25872916, -1.13985037,
       -1.77267944])]"
14999,movel,"[array([-137.47125827, -351.5829652 ,  397.81789147])]","[array([-1.42806387, -0.70861303,  0.58957482,  4.25319156, -1.15359306,
       -1.77085514])]"
15999,movel,"[array([-136.69370013, -347.7342764 ,  389.31521997])]","[array([-1.42173901, -0.70296432,  0.6001226 ,  4.24814423, -1.16569265,
       -1.76914813])]"
16999,movel,"[array([-136.51289796, -344.04234747,  381.87849047])]","[array([-1.41703105, -0.697969  ,  0.60956101,  4.24361299, -1.17562096,
       -1.76758055])]"
17999,movel,"[array([-137.08593199, -340.61984956,  375.6875289 ])]","[array([-1.41444591, -0.69372583,  0.61763126,  4.23962449, -1.18284351,
       -1.76615498])]"
18999,movel,"[array([-138.56787718, -337.57055164,  370.92181963])]","[array([-1.41451404, -0.69033562,  0.62406094,  4.23621787, -1.18680426,
       -1.76485791])]"
19999,movel,"[array([-141.11541257, -334.98588662,  367.77435501])]","[array([-1.41779111, -0.68790731,  0.62855088,  4.23345742, -1.1869078 ,
       -1.76366562])]"
20999,movel,"[array([-144.8970287 , -332.93332617,  366.45672338])]","[array([-1.42486159, -0.68655657,  0.63077532,  4.23143701, -1.18250404,
       -1.76254833])]"
21999,movel,"[array([-150.09681958, -331.44971605,  367.21490236])]","[array([-1.43633044, -0.6864113 ,  0.63036851,  4.2302924 , -1.17287042,
       -1.76147863])]"
22999,movel,"[array([-156.91350006, -330.52046248,  370.32520919])]","[array([-1.4527885 , -0.6876033 ,  0.62693809,  4.23020248, -1.15722895,
       -1.76043626])]"
