breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([-905.25881303, -201.75041969,  520.21131414])]","[array([-0.2947775 , -0.51566591, -3.16338293,  0.62559706,  0.5020781 ,
        0.53171846])]"
4766,movej_fit,"[array([-899.09746966, -231.34272979,  540.03647382])]","[array([-0.26268278, -0.50008726, -3.14673714,  0.61626685,  0.50346611,
        0.53381853])]"
8984,movel_fit,"[array([-895.46069068, -257.48245886,  590.97639362])]","[array([-0.23159785, -0.46428264, -3.10914458,  0.60632265,  0.51920404,
        0.53849485])]"
13461,movel_fit,"[array([-887.44708611, -283.46938289,  666.16872016])]","[array([-0.20027129, -0.41392112, -3.05791575,  0.59552672,  0.54535901,
        0.5477639 ])]"
18165,movej_fit,"[array([-871.7912779 , -308.44363347,  733.95560273])]","[array([-0.17150939, -0.3683567 , -3.01736653,  0.5868648 ,  0.5682575 ,
        0.56035687])]"
20721,movej_fit,"[array([-865.62202273, -323.10024072,  738.14608604])]","[array([-0.15528287, -0.36766534, -3.01366585,  0.5871112 ,  0.56403178,
        0.56376282])]"
23055,movel_fit,"[array([-860.19592825, -338.27979233,  723.18150349])]","[array([-0.13893535, -0.37800637, -3.02573401,  0.58904011,  0.55143072,
        0.56733322])]"
25437,movel_fit,"[array([-856.34453294, -355.26779305,  670.37052589])]","[array([-0.12172327, -0.41611122, -3.06151935,  0.59616434,  0.51958568,
        0.56884977])]"
28637,movel_fit,"[array([-842.20439774, -378.33225414,  549.6029176 ])]","[array([-0.10149023, -0.50938822, -3.14245158,  0.6127359 ,  0.45005293,
        0.57080861])]"
31133,movel_fit,"[array([-813.60274056, -394.65743447,  445.7935168 ])]","[array([-0.09000486, -0.59238533, -3.22203769,  0.62617315,  0.38659361,
        0.5739533 ])]"
33571,movej_fit,"[array([-787.28398306, -409.61550247,  392.55212695])]","[array([-0.07720822, -0.63586381, -3.2669528 ,  0.63147924,  0.34872891,
        0.57387324])]"
35056,movej_fit,"[array([-780.24428693, -417.84460125,  384.81627762])]","[array([-0.06813112, -0.64276814, -3.26942538,  0.62878963,  0.3434157 ,
        0.57241717])]"
36650,movel_fit,"[array([-778.70284107, -426.0370576 ,  396.5620303 ])]","[array([-0.05740251, -0.6283928 , -3.26005986,  0.62342737,  0.3517307 ,
        0.56915067])]"
38984,movel_fit,"[array([-791.40634056, -437.12164405,  461.39503453])]","[array([-0.03973216, -0.56634058, -3.20381332,  0.60472131,  0.39621684,
        0.56092296])]"
41369,movel_fit,"[array([-803.76719489, -450.86980406,  584.90799386])]","[array([-0.01732801, -0.46167459, -3.10056164,  0.57076022,  0.46896494,
        0.54861374])]"
43334,movel_fit,"[array([-794.86380745, -464.43613949,  676.25968593])]","[array([ 2.79202832e-03, -3.85567886e-01, -3.03578825e+00,  5.46945824e-01,
        5.15298365e-01,  5.43129207e-01])]"
44792,movej_fit,"[array([-786.76915039, -472.85306916,  709.35424121])]","[array([ 0.01437727, -0.36038846, -3.01258145,  0.53752277,  0.53063281,
        0.54485738])]"
45939,movej_fit,"[array([-782.37669613, -479.17556587,  712.69621439])]","[array([ 0.02232923, -0.35871163, -3.01037768,  0.53795758,  0.52945978,
        0.54600865])]"
47252,movel_fit,"[array([-779.88177889, -485.13891354,  688.19019167])]","[array([ 0.02890058, -0.37791863, -3.03198368,  0.54657724,  0.51421955,
        0.55073097])]"
49590,movel_fit,"[array([-774.2000788 , -493.85824557,  584.28434295])]","[array([ 0.03639129, -0.46678808, -3.11453841,  0.57991248,  0.45017458,
        0.56670928])]"
49999,movel_fit,"[array([-767.3548904 , -496.00485125,  552.25232984])]","[array([ 0.0386279 , -0.49015314, -3.14860891,  0.59134077,  0.42971108,
        0.5717817 ])]"
