x,y,z,R1,R2,R3,R4,R5,R6,R7,R8,R9
224.82788355648916,479.6989582445365,1063.3517742311262,-0.10939516644245056,0.027537295457920455,0.9936168249973888,0.9155526879851168,0.39201373713150484,0.08993611856989824,-0.387034847374569,0.9195471316137387,-0.06809625289756746
224.87515863889578,479.6714907176016,1063.3632982695094,-0.1092730016724074,0.027573596045837083,0.9936292607942878,0.9154952921208356,0.39217959473935426,0.08979719135174544,-0.3872050893390843,0.9194753190114332,-0.06809813887864306
224.9224337213024,479.6440231906667,1063.3748223078924,-0.1091508416885803,0.02760991881165106,0.9936416789476418,0.915437849366996,0.392345434491591,0.08965826219559266,-0.3873753189156525,0.9194034764002248,-0.06809999910556414
224.969708803709,479.6165556637318,1063.3863463462756,-0.10902868649712193,0.027646263753534312,0.9936540794568209,0.9153803597264906,0.39251125637986606,0.08951933110842587,-0.38754553609571263,0.9193316037837321,-0.06810183357823556
225.01698388611564,479.5890881367969,1063.3978703846587,-0.1089065361041846,0.027682630869657672,0.9936664623211966,0.9153228232022126,0.3926770603958315,0.08938039809723107,-0.3877157408707042,0.9192597011655753,-0.0681036422965635
225.06425896852227,479.5616206098619,1063.409394423042,-0.10878439051592051,0.027719020158190822,0.9936788275401411,0.915265239797059,0.3928428465311404,0.08924146316899446,-0.38788593323206744,0.9191877685493758,-0.06810542526045547
225.1115340509289,479.534153082927,1063.420918461425,-0.10866224973848149,0.02775543161730236,0.9936911751130272,0.9152076095139283,0.3930086147774464,0.08910252633070223,-0.38805611317124317,0.9191158059387565,-0.06810718246982018
225.15880913333552,479.5066855559921,1063.432442499808,-0.10854011377801923,0.02779186524515975,0.9937035050392291,0.915149932355722,0.3931743651264043,0.08896358758934073,-0.38822628067967285,0.9190438133373423,-0.06810891392456772
225.20608421574212,479.47921802905717,1063.4439665381913,-0.10841798264068513,0.02782832103992934,0.9937158173181218,0.9150922083253433,0.39334009756966976,0.08882464695189642,-0.38839643574879845,0.9189717907487591,-0.06811061962460943
225.25335929814875,479.45175050212225,1063.4554905765744,-0.10829585633263036,0.027864798999776376,0.9937281119490805,0.9150344374256982,0.3935058120988993,0.08868570442535577,-0.38856657837006287,0.9188997381766346,-0.06811229956985798
225.30063438055538,479.42428297518734,1063.4670146149574,-0.10817373486000582,0.02790129912286496,0.9937403889314822,0.914976619659695,0.39367150870575035,0.08854676001670546,-0.38873670853490927,0.9188276556245979,-0.06811395376022732
225.347909462962,479.3968154482524,1063.4785386533406,-0.1080516182289622,0.02793782140735809,0.9937526482647043,0.9149187550302442,0.3938371873818814,0.0884078137329322,-0.3889068262347816,0.9187555430962794,-0.0681155821956327
225.39518454536864,479.3693479213175,1063.4900626917238,-0.10792950644564997,0.027974365851417687,0.9937648899481252,0.9148608435402588,0.3940028481189513,0.08826886558102277,-0.3890769314611246,0.9186834005953115,-0.0681171848759906
225.44245962777524,479.3418803943826,1063.501586730107,-0.10780739951621926,0.02801093245320448,0.9937771139811241,0.9148028851926541,0.39416849090862066,0.08812991556796414,-0.38924702420538326,0.9186112281253275,-0.06811876180121891
225.48973471018186,479.31441286744763,1063.51311076849,-0.10768529744682007,0.028047521210878126,0.9937893203630813,0.9147448799903477,0.3943341157425503,0.08799096370074326,-0.3894171044590035,0.9185390256899628,-0.06812031297123677
225.5370097925885,479.2869453405127,1063.524634806873,-0.10756320024360205,0.0280841321225972,0.9938015090933777,0.9146868279362597,0.3944997226124021,0.08785200998634725,-0.3895871722134319,0.9184667932928541,-0.06812183838596457
225.58428487499512,479.2594778135778,1063.5361588452563,-0.10744110791271475,0.02812076518651911,0.9938136801713955,0.9146287290333123,0.394665311509839,0.08771305443176326,-0.3897572274601155,0.9183945309376392,-0.068123338045324
225.63155995740175,479.2320102866429,1063.5476828836395,-0.10731902046030731,0.02815742040080016,0.9938258335965172,0.9145705832844304,0.39483088242652475,0.08757409704397863,-0.3899272701905019,0.9183222386279579,-0.06812481194923811
225.67883503980838,479.204542759708,1063.5592069220224,-0.1071969378925287,0.028194097763595518,0.9938379693681269,0.9145123906925413,0.39499643535412415,0.08743513782998072,-0.39009730039603957,0.9182499163674517,-0.06812626009763124
225.72611012221498,479.17707523277306,1063.5707309604056,-0.10707486021552766,0.028230797273059268,0.993850087485609,0.9144541512605743,0.3951619702843026,0.08729617679675698,-0.3902673180681775,0.9181775641597628,-0.06812768249042898
225.7733852046216,479.14960770583815,1063.5822549987888,-0.10695278743545268,0.0282675189273444,0.9938621879483488,0.9143958649914611,0.3953274872087267,0.08715721395129498,-0.39043732319836527,0.9181051820085356,-0.0681290791275582
225.82066028702823,479.12214017890324,1063.593779037172,-0.10683071955845197,0.028304262724602732,0.993874270755733,0.9143375318881358,0.3954929861190637,0.08701824930058238,-0.3906073157780531,0.9180327699174158,-0.0681304500089471
225.86793536943486,479.0946726519683,1063.605303075555,-0.10670865659067351,0.028341028662985004,0.9938863359071486,0.9142791519535353,0.395658467006982,0.08687928285160693,-0.3907772957986919,0.9179603278900503,-0.06813179513452519
225.9152104518415,479.06720512503335,1063.6168271139381,-0.1065865985382651,0.028377816740640865,0.9938983834019839,0.9142207251905979,0.39582392986415066,0.08674031461135641,-0.39094726325173323,0.9178878559300883,-0.06813311450422321
225.9624855342481,479.03973759809844,1063.6283511523213,-0.10646454540737414,0.02841462695571874,0.9939104132396281,0.9141622516022654,0.39598937468224,0.08660134458681883,-0.39111721812862915,0.9178153540411795,-0.06813440811797333
226.00976061665472,479.0122700711635,1063.6398751907045,-0.1063424972041479,0.028451459306366052,0.993922425419471,0.9141037311914811,0.3961548014529209,0.08646237278498213,-0.39128716042083245,0.917742822226976,-0.06813567597570887
226.05703569906134,478.9848025442286,1063.6513992290875,-0.10622045393473342,0.028488313790729115,0.9939344199409034,0.9140451639611911,0.3963202101678653,0.08632339921283445,-0.3914570901197966,0.9176702604911309,-0.06813691807736447
226.10431078146797,478.9573350172937,1063.6629232674707,-0.10609841560527741,0.028525190406953026,0.9939463968033169,0.9139865499143435,0.39648560081874606,0.086184423877364,-0.3916270072169757,0.9175976688372988,-0.06813813442287615
