primitives,points,q_bp
movej_fit,"[array([232.14959881,  17.65402677, 776.41353106])]","[array([-0.68172739, -0.87992242, -0.30082011, -0.17604576, -1.98519054,
       -1.13981587])]"
movec_fit,"[array([315.14992181, -24.59413255, 777.55599795]), array([399.82921111, -63.1858611, 781.47544219])]","[array([-0.65626165, -0.73905553, -0.29417333, -0.18711769, -1.91547992,
       -1.26780846]), array([-0.51919777, -0.67039894, -0.26786686, -0.12814438, -1.76708956, -1.21827745])]"
movel_fit,"[array([414.84878942, -69.55918487, 782.3845678 ])]","[array([-0.46076974, -0.66381476, -0.26174858, -0.09011064, -1.73345482,
       -1.20876687])]"
movec_fit,"[array([445.82087641, -82.21808621, 784.48793486]), array([476.94889699, -94.34878347, 786.74180578])]","[array([-0.38729053, -0.63948372, -0.24990626, -0.03889734, -1.68003822, -1.18498974]), array([-0.32368869, -0.61678309, -0.24104989, 0.01073914, -1.62798633, -1.15462934])]"
movec_fit,"[array([500.38922658, -103.09689364, 788.43405252]), array([523.88654884, -111.57382118, 790.10727118])]","[array([-0.25702063, -0.59467378, -0.23137006, 0.06798845, -1.59377636, -1.13190429]), array([-0.19762778, -0.57438143, -0.22492754, 0.12333229, -1.56022899, -1.1045998])]"
movel_fit,"[array([ 542.93483592, -118.31184273,  791.40764777])]","[array([-0.16309917, -0.55090396, -0.21538275,  0.15899526, -1.54041516,
       -1.08478333])]"
movel_fit,"[array([ 570.79128518, -127.98838335,  793.12854286])]","[array([-0.11182944, -0.51838961, -0.20407292,  0.21556673, -1.51160555,
       -1.05312276])]"
movel_fit,"[array([ 593.75748832, -136.00863512,  794.36120979])]","[array([-0.0826409 , -0.48605149, -0.19044131,  0.25299673, -1.49376621,
       -1.03073084])]"
movel_fit,"[array([ 612.33265763, -142.67616344,  795.24153052])]","[array([-0.0644081 , -0.45977756, -0.1791249 ,  0.27976764, -1.47986665,
       -1.01355631])]"
movel_fit,"[array([ 627.69039395, -148.39982573,  795.88595684])]","[array([-0.05494939, -0.4365389 , -0.16789194,  0.29728732, -1.46984743,
       -1.00152406])]"
movel_fit,"[array([ 641.14636434, -153.64348784,  796.39511891])]","[array([-0.0500703 , -0.41608596, -0.15745173,  0.30980383, -1.46116543,
       -0.99215238])]"
movel_fit,"[array([ 653.27699916, -158.60913554,  796.80989215])]","[array([-0.04905246, -0.3971285 , -0.14696777,  0.31800779, -1.45376695,
       -0.98516906])]"
movel_fit,"[array([ 664.42731491, -163.41874734,  797.15704198])]","[array([-0.05084965, -0.37957195, -0.13663933,  0.32296587, -1.44701553,
       -0.97989162])]"
movel_fit,"[array([ 674.8223766 , -168.15274283,  797.45109045])]","[array([-0.05516524, -0.36296031, -0.12619799,  0.32495775, -1.44086345,
       -0.97615561])]"
movel_fit,"[array([ 684.6099191 , -172.86381553,  797.70127887])]","[array([-0.06166265, -0.34716845, -0.11566079,  0.32430806, -1.43512098,
       -0.97371017])]"
movel_fit,"[array([ 693.94558965, -177.6148122 ,  797.91329697])]","[array([-0.07026209, -0.33190808, -0.10486622,  0.32109027, -1.42973939,
       -0.9724457 ])]"
movel_fit,"[array([ 702.94010352, -182.45485204,  798.08901013])]","[array([-0.08094167, -0.31700334, -0.09373298,  0.31529901, -1.4246592 ,
       -0.97226536])]"
movel_fit,"[array([ 711.6056421 , -187.38293739,  798.22590112])]","[array([-0.09366614, -0.30239285, -0.08224846,  0.30687868, -1.41992799,
       -0.97311954])]"
movel_fit,"[array([ 720.08217147, -192.4710771 ,  798.32145178])]","[array([-0.10862398, -0.28779842, -0.07023589,  0.29560388, -1.41553214,
       -0.97496887])]"
movel_fit,"[array([ 728.43643906, -197.75909595,  798.36832641])]","[array([-0.12604105, -0.27302966, -0.05757444,  0.28114176, -1.41153776,
       -0.97780853])]"
movel_fit,"[array([ 736.68153533, -203.25270804,  798.35598712])]","[array([-0.14607932, -0.2579696 , -0.04422137,  0.26317577, -1.40807078,
       -0.98160847])]"
movel_fit,"[array([ 744.84997303, -208.9678463 ,  798.27117645])]","[array([-0.16897587, -0.2424403 , -0.03010771,  0.24129347, -1.40529066,
       -0.98632875])]"
movel_fit,"[array([ 753.07327519, -214.99199859,  798.09481152])]","[array([-0.1953308 , -0.22603432, -0.01499338,  0.21467573, -1.40338776,
       -0.99197401])]"
movel_fit,"[array([ 761.38167145, -221.34510821,  797.8019516 ])]","[array([-2.25579333e-01, -2.08476451e-01,  1.17905800e-03,  1.82577977e-01,
       -1.40267716e+00, -9.98462290e-01])]"
movel_fit,"[array([ 769.7754743 , -228.01531441,  797.36442416])]","[array([-0.26000564, -0.18951797,  0.01833573,  0.14437305, -1.40354906,
       -1.00560606])]"
movel_fit,"[array([ 778.21265627, -234.94477379,  796.75442838])]","[array([-0.29857937, -0.16899709,  0.03619489,  0.0997719 , -1.40641985,
       -1.01307961])]"
movel_fit,"[array([ 786.69220897, -242.09363477,  795.94346275])]","[array([-0.3411671 , -0.14669133,  0.05439045,  0.04862475, -1.41167783,
       -1.02049841])]"
movel_fit,"[array([ 795.18585154, -249.38814758,  794.90865032])]","[array([-0.38717223, -0.12251063,  0.07232768, -0.00863752, -1.41959377,
       -1.02739866])]"
movel_fit,"[array([ 803.59571052, -256.68346186,  793.64742125])]","[array([-0.43514904, -0.09671036,  0.08914417, -0.07044272, -1.43012235,
       -1.03328482])]"
movel_fit,"[array([ 811.91586561, -263.91019933,  792.16116328])]","[array([-0.48374298, -0.06946342,  0.10416878, -0.13521259, -1.44299182,
       -1.03786706])]"
movel_fit,"[array([ 820.19046295, -271.04600311,  790.45132843])]","[array([-0.53171911, -0.0408909 ,  0.11695491, -0.20145608, -1.45778562,
       -1.04101068])]"
movel_fit,"[array([ 828.49011135, -278.09483596,  788.52034433])]","[array([-0.57794637, -0.01110542,  0.12729578, -0.26776682, -1.47398439,
       -1.04268971])]"
movel_fit,"[array([ 836.88415987, -285.06167411,  786.37690892])]","[array([-0.62135308,  0.01971101,  0.13522988, -0.3327444 , -1.49098157,
       -1.04292792])]"
movel_fit,"[array([ 845.44615589, -291.95556856,  784.03785007])]","[array([-0.66104366,  0.0513207 ,  0.14106238, -0.39512508, -1.50813541,
       -1.04176946])]"
movel_fit,"[array([ 854.19402785, -298.74229464,  781.54882741])]","[array([-0.6961328 ,  0.08321365,  0.14531622, -0.45346131, -1.52469854,
       -1.03926861])]"
movel_fit,"[array([ 862.98598474, -305.27723013,  779.01994569])]","[array([-0.72563317,  0.11427791,  0.14865961, -0.50576747, -1.53972656,
       -1.03557164])]"
movel_fit,"[array([ 871.51534165, -311.33128442,  776.61960237])]","[array([-0.74891893,  0.14297514,  0.15175888, -0.55013378, -1.55231484,
       -1.03101119])]"
movel_fit,"[array([ 879.55774975, -316.78191972,  774.47698278])]","[array([-0.76645827,  0.16839312,  0.15510413, -0.58626431, -1.56215101,
       -1.02597825])]"
movel_fit,"[array([ 887.05977114, -321.6456755 ,  772.64374979])]","[array([-0.77935459,  0.19045763,  0.15895745, -0.6151623 , -1.56944209,
       -1.02074532])]"
movel_fit,"[array([ 894.0467852 , -325.98995934,  771.12708983])]","[array([-0.78868127,  0.20945174,  0.16340432, -0.63809172, -1.57455304,
       -1.01547344])]"
movel_fit,"[array([ 900.58026896, -329.89611283,  769.91119849])]","[array([-0.79530303,  0.22578199,  0.16844227, -0.65621055, -1.57785288,
       -1.01024142])]"
movel_fit,"[array([ 906.81268942, -333.48689717,  768.96061171])]","[array([-0.79991032,  0.24003106,  0.17411742, -0.67062438, -1.57966944,
       -1.00500706])]"
movel_fit,"[array([ 912.8367737 , -336.83537524,  768.25825794])]","[array([-0.80290154,  0.2525392 ,  0.18046141, -0.68196176, -1.58018531,
       -0.99973504])]"
movel_fit,"[array([ 918.65463414, -339.95779178,  767.79870772])]","[array([-0.80451634,  0.26342224,  0.18742002, -0.69053486, -1.57952604,
       -0.99445016])]"
movel_fit,"[array([ 924.3448565 , -342.90803476,  767.56809215])]","[array([-0.80495222,  0.27292795,  0.19503121, -0.69669342, -1.57778776,
       -0.98909527])]"
movel_fit,"[array([ 929.96553608, -345.72206565,  767.56126804])]","[array([-0.8043084 ,  0.28120867,  0.20334154, -0.70060823, -1.57500642,
       -0.98361347])]"
movel_fit,"[array([ 935.54523143, -348.41699468,  767.77584986])]","[array([-0.8026324 ,  0.28834541,  0.21237168, -0.70234228, -1.57120022,
       -0.97796429])]"
movel_fit,"[array([ 941.08560067, -350.99454289,  768.20782806])]","[array([-0.79994575,  0.2943742 ,  0.22210383, -0.70189979, -1.56639046,
       -0.97212432])]"
movel_fit,"[array([ 946.64611165, -353.48122254,  768.85673482])]","[array([-0.79621253,  0.29938704,  0.23262524, -0.69923602, -1.56053705,
       -0.96599886])]"
movel_fit,"[array([ 952.31427856, -355.90980236,  769.73303473])]","[array([-0.79130545,  0.3034528 ,  0.24410827, -0.6941549 , -1.55351772,
       -0.95943853])]"
movel_fit,"[array([ 958.1228237 , -358.28322468,  770.84466245])]","[array([-0.78507036,  0.30656104,  0.25664141, -0.68636829, -1.54523182,
       -0.95232784])]"
movel_fit,"[array([ 964.10544168, -360.60124886,  772.19818051])]","[array([-0.777304  ,  0.30869712,  0.27031412, -0.67550595, -1.53556484,
       -0.94452278])]"
movel_fit,"[array([ 970.27957758, -362.85337431,  773.79402098])]","[array([-0.76776886,  0.30984084,  0.28517224, -0.66113727, -1.52442049,
       -0.9358663 ])]"
movel_fit,"[array([ 976.73934614, -365.0520785 ,  775.64902898])]","[array([-0.7560384 ,  0.30999087,  0.301428  , -0.64254034, -1.51155862,
       -0.9260452 ])]"
movel_fit,"[array([ 983.50746521, -367.17632549,  777.7584438 ])]","[array([-0.74169548,  0.30914112,  0.31910393, -0.618997  , -1.49686522,
       -0.91477571])]"
movel_fit,"[array([ 990.57077408, -369.19268356,  780.09381989])]","[array([-0.72437135,  0.30735843,  0.33805611, -0.58990833, -1.48037059,
       -0.90177959])]"
movel_fit,"[array([ 997.9788304 , -371.08522043,  782.63538234])]","[array([-0.70353952,  0.30477707,  0.35821355, -0.55445937, -1.46204935,
       -0.88660606])]"
movel_fit,"[array([1005.65160781, -372.8056427 ,  785.30758916])]","[array([-0.67908652,  0.30168903,  0.3790759 , -0.51258593, -1.44233354,
       -0.86902134])]"
movel_fit,"[array([1013.43091031, -374.3078386 ,  787.99743562])]","[array([-0.65147491,  0.29855234,  0.39985315, -0.46525774, -1.42205342,
       -0.84907994])]"
movel_fit,"[array([1021.26843019, -375.58905302,  790.63218372])]","[array([-0.62117285,  0.29583347,  0.4200501 , -0.41345011, -1.40187407,
       -0.82674008])]"
movel_fit,"[array([1029.11132467, -376.65729561,  793.1458235 ])]","[array([-0.58894956,  0.2940079 ,  0.43928564, -0.3586067 , -1.38253053,
       -0.80211791])]"
movel_fit,"[array([1037.00140591, -377.54349707,  795.51295145])]","[array([-0.55541432,  0.29347263,  0.45753543, -0.30184177, -1.36449544,
       -0.7751871 ])]"
movel_fit,"[array([1044.97496873, -378.27987526,  797.71158936])]","[array([-0.52130975,  0.29460779,  0.47495479, -0.24444625, -1.34824961,
       -0.74602933])]"
movel_fit,"[array([1053.07013709, -378.90493274,  799.72534054])]","[array([-0.48744457,  0.29773742,  0.49185848, -0.1877859 , -1.33420477,
       -0.71484651])]"
movel_fit,"[array([1061.22405319, -379.45783248,  801.52021466])]","[array([-0.45502238,  0.30306911,  0.50853717, -0.13385853, -1.32283663,
       -0.68237318])]"
movel_fit,"[array([1069.42494248, -379.99296294,  803.08837036])]","[array([-0.42487177,  0.31065343,  0.52542757, -0.08400893, -1.3142808 ,
       -0.64927832])]"
movel_fit,"[array([1077.60240614, -380.56882343,  804.42104253])]","[array([-0.39781081,  0.32038523,  0.54288591, -0.03954861, -1.30856509,
       -0.61650608])]"
movel_fit,"[array([1085.41626146, -381.22527282,  805.48961057])]","[array([-0.37510418,  0.33160228,  0.56054944, -0.00249179, -1.30556773,
       -0.58600112])]"
movel_fit,"[array([1092.70874576, -381.99369154,  806.32245358])]","[array([-0.35683902,  0.34357881,  0.57809002,  0.02711399, -1.30466551,
       -0.55867838])]"
movel_fit,"[array([1099.38250392, -382.88383975,  806.95851605])]","[array([-0.34269606,  0.35570872,  0.59520625,  0.04987138, -1.30525919,
       -0.53494322])]"
movel_fit,"[array([1105.56780719, -383.91462064,  807.45332242])]","[array([-0.33182371,  0.36783782,  0.6120395 ,  0.06722542, -1.306836  ,
       -0.51421219])]"
movel_fit,"[array([1111.23494946, -385.0757112 ,  807.83487464])]","[array([-0.32382907,  0.3796588 ,  0.62837387,  0.07985254, -1.30905607,
       -0.49643727])]"
movel_fit,"[array([1116.55549642, -386.38769393,  808.13904331])]","[array([-0.31807151,  0.39131203,  0.64451625,  0.08880929, -1.31170654,
       -0.48088938])]"
movel_fit,"[array([1121.62020592, -387.87102726,  808.38465779])]","[array([-0.31425384,  0.40288986,  0.66066237,  0.09457817, -1.31468994,
       -0.46720978])]"
movel_fit,"[array([1126.41917925, -389.51790842,  808.58189933])]","[array([-0.31221466,  0.41427229,  0.67667748,  0.09742329, -1.31787383,
       -0.45532748])]"
movel_fit,"[array([1131.00242558, -391.33699998,  808.74019072])]","[array([-0.31179074,  0.42550719,  0.69264027,  0.09759821, -1.32120218,
       -0.44502643])]"
movel_fit,"[array([1135.39761582, -393.33333361,  808.86481642])]","[array([-0.31288897,  0.43660807,  0.7085649 ,  0.0952377 , -1.32462618,
       -0.43618143])]"
movel_fit,"[array([1139.66872435, -395.53204007,  808.95926493])]","[array([-0.31547717,  0.44769886,  0.7246121 ,  0.09036481, -1.32814629,
       -0.42862679])]"
movel_fit,"[array([1143.83260748, -397.94331592,  809.02284837])]","[array([-0.3195751 ,  0.45879732,  0.74077731,  0.08291471, -1.33173796,
       -0.42233592])]"
movel_fit,"[array([1147.8889145 , -400.56512107,  809.05263329])]","[array([-0.32519699,  0.46987902,  0.75697644,  0.07282711, -1.33536715,
       -0.41731872])]"
movel_fit,"[array([1151.90059692, -403.43775338,  809.0436156 ])]","[array([-0.33247785,  0.48109882,  0.77336617,  0.05981931, -1.3390619 ,
       -0.41353704])]"
movel_fit,"[array([1155.91915478, -406.60735661,  808.98598038])]","[array([-0.34164666,  0.49259208,  0.79004176,  0.04343305, -1.34284278,
       -0.41105294])]"
movel_fit,"[array([1159.96307198, -410.10010681,  808.86527574])]","[array([-0.35293278,  0.50440576,  0.80691834,  0.02319215, -1.34669831,
       -0.410021  ])]"
movel_fit,"[array([1164.03563201, -413.92622307,  808.66276959])]","[array([-0.36654683,  0.51654061,  0.82377586, -0.00136971, -1.3505975 ,
       -0.41064804])]"
movel_fit,"[array([1168.18674081, -418.13552492,  808.35150932])]","[array([-0.38287312,  0.52913569,  0.84048915, -0.03106609, -1.35454915,
       -0.413211  ])]"
movel_fit,"[array([1172.43837152, -422.7501334 ,  807.89692607])]","[array([-0.40224601,  0.54225199,  0.85668106, -0.06667214, -1.35853235,
       -0.41808429])]"
movel_fit,"[array([1176.80290923, -427.76759384,  807.25828257])]","[array([-0.42489158,  0.55593358,  0.87179654, -0.10883345, -1.36252993,
       -0.42567544])]"
movel_fit,"[array([1181.2255997 , -433.08473284,  806.40351195])]","[array([-0.45049382,  0.5700445 ,  0.88499529, -0.15725792, -1.36650746,
       -0.43619384])]"
movel_fit,"[array([1185.66751565, -438.58486689,  805.31113316])]","[array([-0.47844829,  0.58453228,  0.89562664, -0.21115146, -1.37050898,
       -0.44956711])]"
movel_fit,"[array([1190.07435661, -444.11595962,  803.98176649])]","[array([-0.50773896,  0.59932957,  0.90330077, -0.26892808, -1.37462868,
       -0.46528879])]"
movel_fit,"[array([1194.40570219, -449.54067208,  802.4372713 ])]","[array([-0.53720768,  0.61439805,  0.90804094, -0.32864176, -1.37897793,
       -0.48249067])]"
movel_fit,"[array([1198.72190083, -454.85992149,  800.67884913])]","[array([-0.56634616,  0.6299783 ,  0.91018854, -0.38956343, -1.38369693,
       -0.50049524])]"
movel_fit,"[array([1201.39011128, -458.06396269,  799.47865987])]","[array([-0.58387288,  0.64030557,  0.91110566, -0.42727163, -1.38726501,
       -0.51173751])]"
movel_fit,"[array([1204.0638337 , -461.27462307,  798.27599417])]","[array([-0.60091766,  0.64890382,  0.90792581, -0.46485926, -1.38893653,
       -0.52240244])]"
movel_fit,"[array([1206.73755792, -464.48528893,  797.07332415])]","[array([-0.61743087,  0.65581407,  0.90079297, -0.50227492, -1.3888407 ,
       -0.53230599])]"
movel_fit,"[array([1209.41128215, -467.69595479,  795.87065414])]","[array([-0.63340144,  0.66116256,  0.88997538, -0.53954324, -1.38717182,
       -0.5413337 ])]"
movel_fit,"[array([1212.08500638, -470.90662065,  794.66798412])]","[array([-0.64881997,  0.6651184 ,  0.87582292, -0.57668701, -1.38415854,
       -0.54941609])]"
movel_fit,"[array([1214.7587306 , -474.11728652,  793.46531411])]","[array([-0.66367858,  0.66787227,  0.85872666, -0.61372749, -1.38004241,
       -0.5565228 ])]"
movel_fit,"[array([1217.43245483, -477.32795238,  792.26264409])]","[array([-0.6779707 ,  0.66961793,  0.83908365, -0.65068466, -1.37506035,
       -0.5626543 ])]"
movel_fit,"[array([1220.10617906, -480.53861824,  791.05997408])]","[array([-0.69169099,  0.67053891,  0.81727168, -0.68757733, -1.36943291,
       -0.56783336])]"
movel_fit,"[array([1222.77990328, -483.7492841 ,  789.85730407])]","[array([-0.7048351 ,  0.67080076,  0.79363445, -0.7244233 , -1.363358  ,
       -0.57209775])]"
movel_fit,"[array([1225.45362751, -486.95994997,  788.65463405])]","[array([-0.71739958,  0.67054767,  0.76847519, -0.76123936, -1.35700879,
       -0.57549458])]"
movel_fit,"[array([1228.12735173, -490.17061583,  787.45196404])]","[array([-0.72938172,  0.66990222,  0.74205612, -0.79804125, -1.35053437,
       -0.5780763 ])]"
movel_fit,"[array([1230.80107596, -493.38128169,  786.24929402])]","[array([-0.74077941,  0.66896679,  0.7146011 , -0.83484371, -1.34406177,
       -0.57989809])]"
movel_fit,"[array([1233.47480019, -496.59194755,  785.04662401])]","[array([-0.75159097,  0.66782586,  0.68629994, -0.87166038, -1.3376987 ,
       -0.58101621])]"
movel_fit,"[array([1236.14852441, -499.80261342,  783.84395399])]","[array([-0.7618151 ,  0.66654849,  0.65731317, -0.90850386, -1.33153624,
       -0.58148711])]"
movel_fit,"[array([1238.82224864, -503.01327928,  782.64128398])]","[array([-0.77145072,  0.66519073,  0.62777666, -0.9453856 , -1.32565142,
       -0.58136688])]"
movel_fit,"[array([1241.49597287, -506.22394514,  781.43861396])]","[array([-0.78049687,  0.66379784,  0.59780573, -0.98231598, -1.32010947,
       -0.58071111])]"
movel_fit,"[array([1244.16969709, -509.434611  ,  780.23594395])]","[array([-0.78895262,  0.66240612,  0.56749876, -1.01930429, -1.31496574,
       -0.57957486])]"
movel_fit,"[array([1246.84342132, -512.64527687,  779.03327393])]","[array([-0.79681698,  0.6610445 ,  0.53694025, -1.05635874, -1.31026722,
       -0.57801273])]"
movel_fit,"[array([1249.51714555, -515.85594273,  777.83060392])]","[array([-0.80408882,  0.65973583,  0.50620331, -1.09348655, -1.30605391,
       -0.57607901])]"
movel_fit,"[array([1252.19086977, -519.06660859,  776.62793391])]","[array([-0.81076681,  0.65849797,  0.47535179, -1.13069392, -1.30235978,
       -0.57382781])]"
movel_fit,"[array([1254.864594  , -522.27727445,  775.42526389])]","[array([-0.81684934,  0.65734463,  0.44444195, -1.16798621, -1.29921364,
       -0.57131325])]"
movel_fit,"[array([1257.53831822, -525.48794032,  774.22259388])]","[array([-0.8223345 ,  0.65628606,  0.41352389, -1.20536791, -1.29663975,
       -0.56858957])]"
movel_fit,"[array([1260.21204245, -528.69860618,  773.01992386])]","[array([-0.82722001,  0.65532963,  0.38264271, -1.24284284, -1.29465832,
       -0.56571132])]"
