breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([408.57826679, -18.13927865, 816.49763983])]","[array([-1.26224026, -1.10103357, -1.07071716, -2.14896135, -2.18229648,
       -0.02039814])]"
4484,movel_fit,"[array([484.03716687, -64.80917902, 928.81658222])]","[array([-1.21524693, -0.94517952, -0.88062476, -2.07970541, -2.09408951,
        0.03708548])]"
9044,movel_fit,"[array([ 529.34979482,  -94.63834757, 1005.29289238])]","[array([-1.24186976, -0.87996257, -0.73749238, -2.01340303, -2.01893352,
        0.08696029])]"
14888,movel_fit,"[array([ 583.98000347, -129.27896522, 1106.52046426])]","[array([-1.29228077, -0.81695906, -0.53032012, -1.89768019, -1.90158615,
        0.16095429])]"
17620,movel_fit,"[array([ 610.70643763, -144.30162962, 1153.5810053 ])]","[array([-1.28517026, -0.77481474, -0.43638397, -1.85357648, -1.8501152 ,
        0.18944382])]"
20158,movel_fit,"[array([ 637.93033444, -160.30435903, 1195.15609314])]","[array([-1.25798301, -0.72632607, -0.36261594, -1.83178064, -1.80660601,
        0.20465352])]"
22343,movel_fit,"[array([ 664.19338111, -176.1962227 , 1228.00796484])]","[array([-1.21286668, -0.66855564, -0.31387541, -1.84235839, -1.78433669,
        0.2053463 ])]"
24531,movel_fit,"[array([ 693.33617777, -194.07106926, 1257.29923744])]","[array([-1.14868998, -0.59548829, -0.28267362, -1.89074859, -1.78146818,
        0.18926068])]"
26903,movel_fit,"[array([ 728.29178026, -213.67722157, 1285.10485224])]","[array([-1.047827  , -0.49235668, -0.26662693, -2.0005771 , -1.81246085,
        0.14743665])]"
29222,movel_fit,"[array([ 765.4362802 , -229.6763762 , 1310.45688879])]","[array([-0.9152962 , -0.37005738, -0.25067472, -2.1598027 , -1.8769831 ,
        0.08415066])]"
31566,movel_fit,"[array([ 803.42467187, -241.02378439, 1338.08530525])]","[array([-0.78455465, -0.25140459, -0.20739155, -2.31972157, -1.94220039,
        0.02243201])]"
33322,movel_fit,"[array([ 829.67072982, -248.46325358, 1362.03130158])]","[array([-0.72216876, -0.18490985, -0.1581337 , -2.39816353, -1.96252233,
       -0.00277402])]"
34766,movel_fit,"[array([ 848.35690351, -256.74887618, 1383.87558211])]","[array([-0.69935404, -0.14536443, -0.11286431, -2.42995753, -1.95883031,
       -0.00997475])]"
36110,movel_fit,"[array([ 861.96570588, -266.89732527, 1405.98712615])]","[array([-7.07315106e-01, -1.23234178e-01, -6.80323828e-02, -2.42269361e+00,
       -1.93634671e+00,  4.63259726e-04])]"
37592,movel_fit,"[array([ 872.12715041, -280.27372217, 1431.71962144])]","[array([-0.74769346, -0.11634857, -0.01621105, -2.37131117, -1.89029645,
        0.03006369])]"
39327,movel_fit,"[array([ 878.83447402, -295.58934078, 1463.50240211])]","[array([-0.83092226, -0.13131873,  0.05627511, -2.24993075, -1.80686213,
        0.08997068])]"
41062,movel_fit,"[array([ 883.06956295, -306.55547561, 1497.44165575])]","[array([-0.92572302, -0.15845885,  0.15616179, -2.08090295, -1.70337563,
        0.16914603])]"
42829,movel_fit,"[array([ 889.15079441, -312.52350598, 1533.0120938 ])]","[array([-0.98789817, -0.16665261,  0.28073521, -1.92114369, -1.61533249,
        0.24399412])]"
44186,movel_fit,"[array([ 897.85942359, -316.11989921, 1559.62339098])]","[array([-1.00264631, -0.14644618,  0.37440741, -1.84539374, -1.57601028,
        0.28105209])]"
45301,movel_fit,"[array([ 908.79547304, -321.80530906, 1579.52063662])]","[array([-1.00085091, -0.11737282,  0.43786391, -1.82017956, -1.55718454,
        0.29541562])]"
46356,movel_fit,"[array([ 922.13833223, -330.08454775, 1595.20647602])]","[array([-0.98918755, -0.07939947,  0.48000796, -1.83786209, -1.55424007,
        0.29264128])]"
47565,movel_fit,"[array([ 939.94509258, -341.89778155, 1608.54892159])]","[array([-0.96384339, -0.02964914,  0.50089305, -1.90621554, -1.56576384,
        0.27025383])]"
49034,movel_fit,"[array([ 964.21286712, -356.32094538, 1619.94403701])]","[array([-0.90743846,  0.04197183,  0.49839979, -2.05269499, -1.60287448,
        0.21718428])]"
49999,movel_fit,"[array([1027.10936885, -381.95182201, 1643.93935513])]","[array([-0.68151853,  0.22406498,  0.49728279, -2.50943552, -1.70867327,
        0.02919197])]"
