breakpoints,primitives,points
0,movej_fit,"[array([ 0.39877549,  0.69007334,  0.10870754, -0.42971467, -0.56094611,
       -1.31225361])]"
6022,movec_fit,"[array([2368.48737085,  992.6763766 ,  703.91091995]), array([2351.11240247,  891.77439616,  677.70463159])]"
9106,movec_fit,"[array([2338.97171418,  839.40062969,  670.48553609]), array([2324.98476868,  787.15962723,  667.30006671])]"
11991,movec_fit,"[array([2310.6858503 ,  738.47911845,  667.16303037]), array([2295.38268588,  690.20904082,  669.71583368])]"
14657,movec_fit,"[array([2280.66059088,  645.85601301,  673.7763157 ]), array([2265.50764596,  601.90347254,  679.46743618])]"
16760,movec_fit,"[array([2253.38292378,  567.34558617,  684.69442211]), array([2241.17555654,  532.96864624,  690.62598414])]"
18094,movel_fit,"[array([2225.81556166,  489.37921506,  698.67029649])]"
21257,movec_fit,"[array([2207.62142107,  437.83358847,  709.01674715]), array([2189.77870638,  386.26933021,  719.68823591])]"
24029,movec_fit,"[array([2174.57904406,  340.85526833,  728.9337084 ]), array([2160.11240061,  295.2295192 ,  737.93910458])]"
27998,movec_fit,"[array([2140.82056136,  229.17235322,  749.60487501]), array([2123.77308344,  162.19490767,  759.10820156])]"
31207,movec_fit,"[array([2112.2799047 ,  107.1835005 ,  764.24301264]), array([2103.07698588,   51.59613727,  766.71278119])]"
34575,movec_fit,"[array([2096.70679   ,   -7.27736886,  765.32012868]), array([2093.95565647,  -66.0899009 ,  759.50563805])]"
40857,movec_fit,"[array([2100.4221797 , -173.27526999,  734.43427976]), array([2121.39531234, -272.55618513,  691.45627892])]"
43773,movec_fit,"[array([2135.36779463, -315.06292663,  666.38324945]), array([2151.61930418, -354.91099767,  638.6068774 ])]"
46766,movec_fit,"[array([2170.14547   , -393.44402117,  607.91218733]), array([2190.34094608, -429.40870616,  575.27535819])]"
50000,movec_fit,"[array([2213.57214203, -465.94595204,  538.37158225]), array([2238.08514216, -499.95082842,  500.01360571])]"
