average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
80.293441607789,166.44558870318266,73.76197034721932,6.737737576126439,0.19872440240620032,0.4704089113077417,0.0095483746925961,0.07163756385982337,0.01053024885538396,0.03924349668729057,6.180203387469896e-05,0.008416155169384008
