breakpoints,primitives,points
0,movej_fit,"[array([-0.5771445 , -0.01209907,  0.38829217, -2.80559258, -1.63802579,
        0.98003753])]"
10322,movec_fit,"[array([1086.11489037, -400.73498415,  994.24070141]), array([1075.95019634, -295.17846538,  994.03813429])]"
16332,movel_fit,"[array([1060.45035758, -172.6625073 ,  990.4770508 ])]"
20989,movec_fit,"[array([1056.58183423, -124.98585714,  989.02747761]), array([1055.85964687,  -77.15737205,  988.74710652])]"
24346,movec_fit,"[array([1058.65959791,  -42.7810068 ,  989.833366  ]), array([1063.92796088,   -8.73984509,  991.50079423])]"
26981,movec_fit,"[array([1070.11307167,   17.61154378,  992.66241024]), array([1077.28075285,   43.70968098,  993.29403036])]"
30095,movec_fit,"[array([1086.77532347,   74.27118841,  992.21165918]), array([1096.27154796,  104.69105218,  989.53817743])]"
33057,movec_fit,"[array([1103.96457433,  133.86580454,  985.33894204]), array([1110.00223964,  163.38965532,  981.17134631])]"
35807,movec_fit,"[array([1112.44131569,  191.46314792,  979.03272947]), array([1111.63856856,  219.66860416,  979.40059052])]"
38511,movec_fit,"[array([1106.85025007,  246.86059561,  982.57376255]), array([1098.83247296,  273.03614355,  987.12111304])]"
41001,movec_fit,"[array([1089.21530626,  296.48827861,  990.71597055]), array([1078.44869392,  319.61524846,  992.30899255])]"
42523,movel_fit,"[array([1065.66812166,  348.17442746,  991.548677  ])]"
43673,movel_fit,"[array([1057.28531783,  370.15356033,  989.09256131])]"
46173,movec_fit,"[array([1052.34094129,  395.27753726,  987.21744888]), array([1052.46029744,  420.91074805,  987.27392135])]"
47089,movel_fit,"[array([1056.37631451,  439.27340927,  988.87283179])]"
48301,movel_fit,"[array([1065.43214425,  462.39894852,  991.18795309])]"
49581,movel_fit,"[array([1077.67851102,  485.68870552,  991.99081034])]"
50000,movel_fit,"[array([1081.88219638,  493.19205993,  991.140299  ])]"
