breakpoints,primitives,points,q_bp
0,moveabsj,"[array([1196.96529999, 1426.3852095 ,  292.88559464])]","[array([ 0.72889096,  0.61401203,  0.2305977 , -2.70622154, -0.74584949,
       -2.21577141])]"
500,movel_fit,"[array([1182.73920469, 1422.59504818,  302.33313129])]","[array([ 0.72782805,  0.60765959,  0.23500062, -2.69527159, -0.76500711,
       -2.2172314 ])]"
1000,movel_fit,"[array([1168.67194463, 1419.08076572,  312.24123167])]","[array([ 0.7287287 ,  0.60140822,  0.2373212 , -2.69222692, -0.78428819,
       -2.22236392])]"
1500,movel_fit,"[array([1154.83702442, 1415.86342912,  322.567567  ])]","[array([ 0.73039794,  0.59554912,  0.23812647, -2.69217703, -0.8042946 ,
       -2.22936063])]"
2000,movel_fit,"[array([1141.25028074, 1412.94722243,  333.30473534])]","[array([ 0.73221679,  0.59014995,  0.23787331, -2.69258833, -0.82516367,
       -2.23718615])]"
2500,movel_fit,"[array([1127.9269114 , 1410.33490584,  344.44307005])]","[array([ 0.73392123,  0.58517715,  0.23687588, -2.69238945, -0.84677081,
       -2.24529913])]"
3000,movel_fit,"[array([1114.88100234, 1408.02760306,  355.97072211])]","[array([ 0.7354446 ,  0.58057335,  0.23530975, -2.69131067, -0.86893123,
       -2.25347566])]"
3500,movel_fit,"[array([1102.12512681, 1406.02469331,  367.8738645 ])]","[array([ 0.73681049,  0.57629229,  0.2332504 , -2.68944033, -0.89148787,
       -2.26166497])]"
4000,movel_fit,"[array([1089.67003228, 1404.32378873,  380.13697175])]","[array([ 0.73806846,  0.57230344,  0.23072317, -2.6869641 , -0.91432456,
       -2.26988234])]"
4500,movel_fit,"[array([1077.52442023, 1402.92077996,  392.74313984])]","[array([ 0.73926216,  0.56858279,  0.22774534, -2.68404019, -0.93734775,
       -2.27814318])]"
5000,movel_fit,"[array([1065.69481654, 1401.80993439,  405.67442076])]","[array([ 0.74041862,  0.56510178,  0.22435181, -2.68076022, -0.96046448,
       -2.28643226])]"
5500,movel_fit,"[array([1054.18552438, 1400.98403299,  418.91215369])]","[array([ 0.74154914,  0.56182033,  0.22060363, -2.67715597, -0.98356953,
       -2.29469864])]"
6000,movel_fit,"[array([1042.99864864, 1400.43453367,  432.43728017])]","[array([ 0.74265525,  0.55868602,  0.21658314, -2.67322441, -1.00654447,
       -2.30286617])]"
6500,movel_fit,"[array([1032.13417892, 1400.15175044,  446.23063474])]","[array([ 0.74373546,  0.55563858,  0.21238112, -2.66895475, -1.02926628,
       -2.31085096])]"
7000,movel_fit,"[array([1021.59011773, 1400.12503925,  460.27320585])]","[array([ 0.74479069,  0.55261748,  0.20808167, -2.66434865, -1.05162047,
       -2.318579  ])]"
7500,movel_fit,"[array([1011.36264105, 1400.34298311,  474.54636369])]","[array([ 0.74582725,  0.54956983,  0.20374949, -2.65943069, -1.07351372,
       -2.32599935])]"
8000,movel_fit,"[array([1001.44627951, 1400.79357026,  489.0320535 ])]","[array([ 0.7468575 ,  0.54645656,  0.19942235, -2.65424968, -1.09488249,
       -2.33309062])]"
8500,movel_fit,"[array([ 991.83410997, 1401.46436059,  503.71295401])]","[array([ 0.74789874,  0.54325539,  0.19510955, -2.6488735 , -1.11569572,
       -2.33986097])]"
9000,movel_fit,"[array([ 982.51794915, 1402.34263701,  518.57260141])]","[array([ 0.74897113,  0.53996059,  0.19079559, -2.64338044, -1.13595227,
       -2.3463428 ])]"
9500,movel_fit,"[array([ 973.48854264, 1403.41553921,  533.59548021])]","[array([ 0.75009522,  0.53658002,  0.18644727, -2.63784994, -1.15567423,
       -2.35258455])]"
10000,movel_fit,"[array([ 964.73574444, 1404.67017877,  548.76708271])]","[array([ 0.75128984,  0.53313075,  0.18202209, -2.63235465, -1.1748984 ,
       -2.35864154])]"
10500,movel_fit,"[array([ 956.2486836 , 1406.09373494,  564.07393948])]","[array([ 0.75257055,  0.52963406,  0.17747634, -2.62695491, -1.19366766,
       -2.36456787])]"
11000,movel_fit,"[array([ 948.01591606, 1407.67353177,  579.50362381])]","[array([ 0.75394882,  0.5261111 ,  0.17277131, -2.62169613, -1.21202384,
       -2.37041035])]"
11500,movel_fit,"[array([ 940.02556051, 1409.39709737,  595.04473321])]","[array([ 0.75543199,  0.5225798 ,  0.16787711, -2.61660868, -1.23000283,
       -2.37620521])]"
12000,movel_fit,"[array([ 932.26541809, 1411.25220681,  610.68685189])]","[array([ 0.75702368,  0.51905312,  0.16277401, -2.61170983, -1.24763234,
       -2.3819773 ])]"
12500,movel_fit,"[array([ 924.72307631, 1413.22691044,  626.42049789])]","[array([ 0.75872463,  0.51553888,  0.15745166, -2.60700689, -1.26493186,
       -2.38774141])]"
13000,movel_fit,"[array([ 917.38599758, 1415.30954964,  642.23705912])]","[array([ 0.76053369,  0.51204055,  0.15190689, -2.60250071, -1.28191421,
       -2.39350486])]"
13500,movel_fit,"[array([ 910.24159344, 1417.48876185,  658.1287222 ])]","[array([ 0.76244875,  0.50855864,  0.14614108, -2.59818891, -1.29858787,
       -2.39927052])]"
14000,movel_fit,"[array([ 903.27728496, 1419.753477  ,  674.0883979 ])]","[array([ 0.76446741,  0.50509215,  0.1401576 , -2.59406836, -1.31495927,
       -2.40503947])]"
14500,movel_fit,"[array([ 896.48055043, 1422.09290701,  690.10964678])]","[array([ 0.76658755,  0.50163967,  0.13396008, -2.59013667, -1.33103448,
       -2.41081284])]"
15000,movel_fit,"[array([ 889.83896097, 1424.49653   ,  706.18660769])]","[array([ 0.76880748,  0.49819987,  0.12755168, -2.58639284, -1.34681992,
       -2.41659255])]"
15500,movel_fit,"[array([ 883.34020487, 1426.95407044,  722.31393146])]","[array([ 0.77112592,  0.49477135,  0.1209352 , -2.5828371 , -1.36232207,
       -2.42238114])]"
16000,movel_fit,"[array([ 876.97210157, 1429.4554764 ,  738.48672116])]","[array([ 0.77354186,  0.49135203,  0.11411402, -2.57947034, -1.37754649,
       -2.42818079])]"
16500,movel_fit,"[array([ 870.72260604, 1431.9908944 ,  754.7004794 ])]","[array([ 0.77605429,  0.48793821,  0.1070932 , -2.57629353, -1.39249655,
       -2.43399219])]"
17000,movel_fit,"[array([ 864.57980472, 1434.55064261,  770.95106235])]","[array([ 0.77866209,  0.48452381,  0.09988048, -2.57330727, -1.40717224,
       -2.43981358])]"
17500,movel_fit,"[array([ 858.53190417, 1437.12518237,  787.23463961])]","[array([ 0.78136389,  0.48109992,  0.09248667, -2.57051179, -1.42156963,
       -2.44564033])]"
18000,movel_fit,"[array([ 852.56721378, 1439.7050884 ,  803.54765803])]","[array([ 0.78415825,  0.47765499,  0.08492531, -2.5679074 , -1.43568114,
       -2.45146539])]"
18500,movel_fit,"[array([ 846.67412399, 1442.28101736,  819.88680763])]","[array([ 0.78704396,  0.47417556,  0.07721147, -2.56549539, -1.44949678,
       -2.45728055])]"
19000,movel_fit,"[array([ 840.84108171, 1444.84367505,  836.24898722])]","[array([ 0.7900204 ,  0.47064763,  0.06935998, -2.56327928, -1.46300604,
       -2.46307826])]"
19500,movel_fit,"[array([ 835.05656425, 1447.383782  ,  852.63126766])]","[array([ 0.79308812,  0.4670582 ,  0.06138328, -2.56126599, -1.47620028,
       -2.46885391])]"
20000,movel_fit,"[array([ 829.30905352, 1449.89203753,  869.03085097])]","[array([ 0.79624926,  0.46339683,  0.05328949, -2.55946697, -1.48907486,
       -2.47460772])]"
20500,movel_fit,"[array([ 823.58701135, 1452.3590825 ,  885.44502385])]","[array([ 0.79950797,  0.45965676,  0.045081  , -2.55789886, -1.50163087,
       -2.48034626])]"
21000,movel_fit,"[array([ 817.87885714, 1454.77546102,  901.8711052 ])]","[array([ 0.80287053,  0.45583537,  0.03675409, -2.55658357, -1.51387561,
       -2.48608282])]"
21500,movel_fit,"[array([ 812.17294805, 1457.1315814 ,  918.3063877 ])]","[array([ 0.8063453 ,  0.45193372,  0.02829959, -2.55554784, -1.52582198,
       -2.49183677])]"
22000,movel_fit,"[array([ 806.45756192, 1459.41767699,  934.74807438])]","[array([ 0.80994237,  0.44795513,  0.01970477, -2.5548222 , -1.53748646,
       -2.49763169])]"
22500,movel_fit,"[array([ 800.72088258, 1461.62376738,  951.19321162])]","[array([ 0.81367303,  0.44390312,  0.01095626, -2.55443951, -1.54888598,
       -2.50349254])]"
23000,movel_fit,"[array([ 794.95098679, 1463.7396205 ,  967.63862042])]","[array([ 8.17549020e-01,  4.39778653e-01,  2.04343385e-03, -2.55443337e+00,
       -1.56003410e+00, -2.50944239e+00])]"
23500,movel_fit,"[array([ 789.13583196, 1465.75471628,  984.08082785])]","[array([ 0.82158184,  0.43557751, -0.00703809, -2.55483654, -1.57093722,
       -2.51549904])]"
24000,movel_fit,"[array([ 783.26324405, 1467.6582123 , 1000.5160002 ])]","[array([ 0.82578212,  0.43128797, -0.01628347, -2.55567987, -1.58159119,
       -2.52167231])]"
