average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
293.4638569502204,303.08958374223914,243.48839779706165,13.560964208293788,0.1629527639548577,0.29341868568924734,0.025264634589047857,0.0807752495856028,0.0006774122299646692,0.0055875412922292535,2.6994390208023234e-05,0.0005890984911053648
