breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
1000,movel_fit,"[array([ 869.81701747, -827.33955217,  752.03754133])]","[array([-0.94374678, -0.0840522 , -0.29682305, -0.37391272, -1.36852007,
        2.92721579])]"
2000,movel_fit,"[array([ 877.03141824, -812.57282086,  754.99417987])]","[array([-0.93662304, -0.08706962, -0.29845566, -0.38369513, -1.3756996 ,
        2.9231044 ])]"
3000,movel_fit,"[array([ 879.72950882, -800.24453116,  752.74950077])]","[array([-0.93035821, -0.08762555, -0.30125139, -0.38710615, -1.38305723,
        2.91662195])]"
4000,movel_fit,"[array([ 883.07988057, -784.28464444,  753.4674627 ])]","[array([-0.9242885 , -0.09189134, -0.30580326, -0.3956409 , -1.39159197,
        2.90808722])]"
5000,movel_fit,"[array([ 888.88297807, -755.22792545,  755.04940845])]","[array([-0.9131542 , -0.09969244, -0.31406152, -0.41136893, -1.40694325,
        2.89090966])]"
6000,movel_fit,"[array([ 891.67953423, -737.50837722,  755.48662425])]","[array([-0.90610637, -0.10411043, -0.31913467, -0.42145206, -1.41616128,
        2.86571429])]"
7000,movel_fit,"[array([ 893.46462957, -725.52790226,  755.86444541])]","[array([-0.9009777 , -0.10689331, -0.32219274, -0.42933458, -1.42205249,
        2.83266088])]"
8000,movel_fit,"[array([ 897.01677064, -700.64839442,  757.39658606])]","[array([-0.89095343, -0.1132919 , -0.32886396, -0.44406559, -1.43474167,
        2.7912233 ])]"
9000,movel_fit,"[array([ 898.01571528, -683.92449826,  757.80653491])]","[array([-0.88401902, -0.11735727, -0.33335693, -0.45428341, -1.4431774 ,
        2.74179948])]"
10000,movel_fit,"[array([ 899.76570903, -662.66692669,  758.81350321])]","[array([-0.87543708, -0.12252504, -0.33908481, -0.46681805, -1.45392997,
        2.69630794])]"
11000,movel_fit,"[array([ 903.77732677, -633.17664438,  755.91046075])]","[array([-0.86348097, -0.12433262, -0.34734537, -0.48410568, -1.46943557,
        2.65946712])]"
12000,movel_fit,"[array([ 908.64475687, -595.30353704,  757.81177779])]","[array([-0.85106007, -0.12763912, -0.35571745, -0.51004209, -1.49359   ,
        2.63127642])]"
13000,movel_fit,"[array([ 913.52585143, -558.72550368,  772.08329726])]","[array([-0.8441685 , -0.13537126, -0.35955354, -0.54427934, -1.52278903,
        2.61142771])]"
14000,movel_fit,"[array([ 920.06612399, -525.54603459,  785.07177072])]","[array([-0.83532953, -0.1414327 , -0.36269696, -0.57539592, -1.5458282 ,
        2.58862576])]"
15000,movel_fit,"[array([ 929.61144093, -496.08878529,  793.33049997])]","[array([-0.8203395 , -0.14288141, -0.36346109, -0.59786389, -1.56021861,
        2.55717415])]"
16000,movel_fit,"[array([ 940.94632814, -471.47808394,  798.32968876])]","[array([-0.80167952, -0.14057815, -0.36100359, -0.61227366, -1.56757324,
        2.51886806])]"
17000,movel_fit,"[array([ 947.01362149, -447.850004  ,  801.14362181])]","[array([-0.78435244, -0.13922034, -0.36018647, -0.62103819, -1.5771745 ,
        2.48664543])]"
18000,movel_fit,"[array([ 951.26284615, -430.46326501,  800.58922353])]","[array([-0.77066354, -0.13787485, -0.36135904, -0.62609918, -1.58181533,
        2.46306476])]"
19000,movel_fit,"[array([ 954.23331123, -415.72132963,  798.60590007])]","[array([-0.75832902, -0.13660444, -0.36315289, -0.62822605, -1.58518743,
        2.44812005])]"
20000,movel_fit,"[array([ 956.87706606, -401.97924234,  794.57404279])]","[array([-0.74591425, -0.134413  , -0.36562392, -0.62811967, -1.58769459,
        2.44177268])]"
