breakpoints,primitives,points,q_bp
0,moveabsj_fit,"[array([ 1455.02103706, -1292.47929551,   240.14707324])]","[array([-0.84638406,  0.65949499,  0.19965429, -2.73633572, -0.63725699,
       -2.16077266])]"
4234,movec_fit,"[array([ 1420.40133423, -1177.19184509,   305.77511652]), array([ 1402.89995638, -1083.92584311,   385.69957771])]","[array([-0.84928727,  0.63171719,  0.19935831, -2.69096521, -0.82933388,
       -2.2570293 ]), array([-0.83310846,  0.56730607,  0.23492505, -2.68184045, -0.91928527,
       -2.26621452])]"
7063,movec_fit,"[array([ 1400.26631521, -1048.04483295,   425.79655247]), array([ 1399.81981889, -1019.86687925,   461.45182649])]","[array([-0.82872997,  0.56012685,  0.21880823, -2.67508108, -0.9956612 ,
       -2.30066159]), array([-0.82483061,  0.55018199,  0.20990061, -2.66619873, -1.05057836,
       -2.31628466])]"
8994,movec_fit,"[array([ 1400.48067413, -1000.42297065,   489.58986795]), array([1401.97713158, -982.24864489,  518.15582357])]","[array([-0.82380818,  0.54587121,  0.20002966, -2.65395382, -1.09555285,
       -2.3330808 ]), array([-0.82186351,  0.54053789,  0.19055977, -2.64347445, -1.13668962,
       -2.3478922 ])]"
10910,movec_fit,"[array([1403.97222625, -965.47260362,  547.33787827]), array([1406.81998305, -949.42404454,  576.72944053])]","[array([-0.81983066,  0.53301756,  0.18310162, -2.63279618, -1.17282847,
       -2.35890771]), array([-0.81740461,  0.52685741,  0.17373218, -2.62256729, -1.20948381,
       -2.36873453])]"
12830,movec_fit,"[array([1410.22454749, -934.2111602 ,  606.70802632]), array([1414.06413143, -919.84383922,  636.92478861])]","[array([-0.81437861,  0.5195276 ,  0.16466336, -2.61302194, -1.24294776,
       -2.38075752]), array([-0.81125417,  0.51329913,  0.15398985, -2.60366328, -1.27679581,
       -2.39190432])]"
14705,movec_fit,"[array([1418.19394722, -906.48898383,  666.74247345]), array([1422.58262856, -893.76051913,  696.76828256])]","[array([-0.80747131,  0.50631869,  0.14343859, -2.59599175, -1.30727471,
       -2.4028091 ]), array([-0.80364194,  0.50025307,  0.13155075, -2.58832764, -1.33807402,
       -2.41308213])]"
16386,movec_fit,"[array([1426.73012822, -882.78636966,  723.89182595]), array([1430.9645541 , -872.19035352,  751.09685577])]","[array([-0.79964485,  0.49415647,  0.12067235, -2.5825661 , -1.36373473,
       -2.42316767]), array([-0.79563177,  0.48869961,  0.10890444, -2.57675363, -1.38953954,
       -2.43285373])]"
19039,movec_fit,"[array([1439.09490933, -853.16321471,  802.03013519]), array([1444.69686354, -840.40791895,  837.6095415 ])]","[array([-0.78699654,  0.47756255,  0.08606195, -2.56835819, -1.43404557,
       -2.45120286]), array([-0.78094092,  0.47079075,  0.06870213, -2.5624301 , -1.46505803,
       -2.46349191])]"
20911,movec_fit,"[array([1449.42225633, -829.77855358,  868.365455  ]), array([1453.99798916, -819.0918586 ,  899.07089349])]","[array([-0.77491704,  0.4634575 ,  0.05376479, -2.55959585, -1.48863266,
       -2.47450228]), array([-0.7688474 ,  0.45659351,  0.03827597, -2.55655091, -1.51216267,
       -2.48526957])]"
