breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 436.50285726,  870.70413828, 1158.63289326])]","[array([ 0.51857555, -0.09193019,  0.77497141,  1.01529843,  1.83413629,
       -0.34127077])]"
1665,movel_fit,"[array([ 436.84907779,  900.83955557, 1142.47455857])]","[array([ 0.54119457, -0.06901044,  0.76524801,  1.02137201,  1.80942959,
       -0.34434664])]"
3332,movel_fit,"[array([ 437.20492517,  931.34291735, 1126.87063926])]","[array([ 0.56583962, -0.04766642,  0.74943983,  1.02144062,  1.78367609,
       -0.35103162])]"
4999,movel_fit,"[array([ 437.53084649,  962.14155782, 1111.8568032 ])]","[array([ 0.59236143, -0.0281755 ,  0.72802185,  1.01540272,  1.75678492,
       -0.3612335 ])]"
6665,movel_fit,"[array([ 437.76362545,  993.19982767, 1097.43466816])]","[array([ 0.62069205, -0.01066047,  0.70166543,  1.00329939,  1.72869074,
       -0.37476666])]"
8332,movel_fit,"[array([ 437.82159433, 1024.52988628, 1083.55936449])]","[array([ 0.65078194,  0.00498141,  0.67127393,  0.98544573,  1.69941601,
       -0.39129133])]"
9999,movel_fit,"[array([ 437.61647267, 1056.07303012, 1070.17736402])]","[array([ 0.68236737,  0.01908517,  0.63813842,  0.96269283,  1.66925501,
       -0.41016387])]"
11665,movel_fit,"[array([ 437.07814137, 1087.75046698, 1057.18120673])]","[array([ 0.71487773,  0.03228759,  0.60385928,  0.93659449,  1.638772  ,
       -0.43039068])]"
13332,movel_fit,"[array([ 436.18865635, 1119.51803983, 1044.36798984])]","[array([ 0.74740477,  0.04551474,  0.57010988,  0.90938498,  1.60872015,
       -0.45068516])]"
14999,movel_fit,"[array([ 435.02807669, 1151.24311325, 1031.47114612])]","[array([ 0.77858448,  0.05983404,  0.53853089,  0.88393907,  1.58005785,
       -0.46948858])]"
16665,movel_fit,"[array([ 433.8133805 , 1182.75788362, 1018.12670565])]","[array([ 0.80676463,  0.07635712,  0.51049303,  0.86348171,  1.55376171,
       -0.4851401 ])]"
18332,movel_fit,"[array([ 432.90627455, 1213.8956335 , 1003.85955448])]","[array([ 0.83018047,  0.096196  ,  0.48708694,  0.85140876,  1.53072501,
       -0.49596344])]"
