breakpoints,primitives,points
0,movej_fit,"[array([ 0.1031454 ,  0.66930146,  0.38448834, -0.21390422, -1.57110436,
        0.03788535])]"
410,movel_fit,"[array([2277.08195995,  356.27575361, 1054.17984449])]"
838,movel_fit,"[array([2295.80557275,  304.68275942, 1115.36819928])]"
1270,movel_fit,"[array([2329.33795826,  234.7199835 , 1182.99386706])]"
1619,movel_fit,"[array([2352.61344389,  186.92011472, 1240.27900021])]"
1891,movel_fit,"[array([2355.69347995,  166.22420241, 1281.9232401 ])]"
2138,movec_fit,"[array([2349.50644846,  164.35424028, 1298.61717074]), array([2339.39393014,  166.73051271, 1313.02057887])]"
2329,movel_fit,"[array([2314.17193404,  179.67079403, 1332.06483946])]"
2611,movel_fit,"[array([2243.93318581,  234.12421857, 1344.73620754])]"
2933,movel_fit,"[array([2123.89138527,  355.62823276, 1344.35763078])]"
3165,movel_fit,"[array([2049.91315833,  453.29105472, 1354.65219187])]"
3349,movel_fit,"[array([2013.58350852,  495.08968898, 1370.52409913])]"
3499,movel_fit,"[array([1995.17671083,  503.22708722, 1386.71539494])]"
3649,movel_fit,"[array([1989.90498837,  480.02346408, 1405.23883736])]"
3862,movel_fit,"[array([2008.69798648,  399.07557703, 1436.57866466])]"
4033,movel_fit,"[array([2057.44808873,  298.88422677, 1474.42192443])]"
4218,movel_fit,"[array([2118.45736055,  207.23259393, 1528.68526567])]"
4368,movel_fit,"[array([2152.36810491,  161.03336155, 1571.60288743])]"
4493,movel_fit,"[array([2159.37213297,  142.26318968, 1596.73899897])]"
4608,movel_fit,"[array([2147.50099708,  141.47572701, 1608.85365571])]"
4742,movel_fit,"[array([2110.17997573,  160.55993223, 1606.2941207 ])]"
4942,movel_fit,"[array([2014.81726967,  228.0741043 , 1576.28282847])]"
5000,movel_fit,"[array([1976.70446681,  263.62114056, 1564.12449024])]"
