primitives,points,q_bp
movej_fit,"[array([ 451.47683427, -413.69660211, -336.44870758])]","[array([-1.46649303,  1.62730299, -0.0393344 , -0.77852165, -1.21422403,
        0.05307528])]"
movel_fit,"[array([ 426.36459311, -450.97154495, -228.74938333])]","[array([-1.51548579,  1.54830841, -0.07549076, -0.74752283, -1.33486568,
        0.05970284])]"
movel_fit,"[array([ 418.01052026, -465.10816992, -190.55278812])]","[array([-1.53156614,  1.53062437, -0.07695355, -0.74107858, -1.38831364,
        0.06509666])]"
movel_fit,"[array([ 409.45598611, -478.70661828, -150.08516898])]","[array([-1.54226417,  1.51504846, -0.07216097, -0.7321623 , -1.44927036,
        0.07380729])]"
movel_fit,"[array([ 400.76690588, -494.57395549, -109.52816788])]","[array([-1.55923965,  1.50260992, -0.07171689, -0.73325056, -1.51022092,
        0.07843184])]"
movel_fit,"[array([ 392.29710252, -512.95542196,  -69.54723646])]","[array([-1.57447238,  1.49201552, -0.06706955, -0.73733352, -1.57298859,
        0.08285727])]"
movel_fit,"[array([ 384.34249826, -534.31194576,  -31.02126446])]","[array([-1.59100514,  1.48116483, -0.06366454, -0.74816526, -1.63253393,
        0.08475141])]"
movel_fit,"[array([ 377.00437927, -558.39607734,    5.80611842])]","[array([-1.60653707,  1.46896821, -0.05910543, -0.76349379, -1.6885573 ,
        0.08517082])]"
movel_fit,"[array([ 370.25511295, -584.36990593,   41.15660021])]","[array([-1.62083386,  1.45573305, -0.05358187, -0.782996  , -1.74124833,
        0.0845851 ])]"
movel_fit,"[array([ 364.09944114, -611.71522189,   75.20149568])]","[array([-1.63321265,  1.44224622, -0.04582443, -0.80597197, -1.79152133,
        0.08349914])]"
movel_fit,"[array([ 357.58116695, -645.47031465,  113.97279821])]","[array([-1.64585654,  1.42628733, -0.03431131, -0.83808711, -1.84767681,
        0.08128987])]"
movel_fit,"[array([ 350.39044426, -691.78335138,  162.20259812])]","[array([-1.65936299,  1.40613832, -0.01438496, -0.88854941, -1.91528461,
        0.076915  ])]"
movel_fit,"[array([ 343.13418843, -756.16743524,  221.85373702])]","[array([-1.6730587 ,  1.38110531,  0.02101547, -0.97022564, -1.99204049,
        0.06885818])]"
movel_fit,"[array([ 338.98418716, -804.39246162,  262.92433297])]","[array([-1.68098989,  1.36285843,  0.05420888, -1.03820217, -2.03622231,
        0.06384811])]"
movel_fit,"[array([ 336.2079102 , -843.56318921,  295.3050943 ])]","[array([-1.68567265,  1.35037004,  0.08743601, -1.09740525, -2.06673021,
        0.05984823])]"
movel_fit,"[array([ 333.70441681, -876.47599427,  322.13822584])]","[array([-1.68976954,  1.33955732,  0.11991568, -1.14826046, -2.08620517,
        0.05822967])]"
movel_fit,"[array([ 330.8476188 , -907.80899991,  347.79634131])]","[array([-1.69424264,  1.32907168,  0.15545082, -1.19680517, -2.09955541,
        0.05825249])]"
movel_fit,"[array([ 326.96823169, -938.52924898,  373.65030172])]","[array([-1.6998239 ,  1.31828682,  0.19625522, -1.24320038, -2.10760254,
        0.06134382])]"
movel_fit,"[array([ 321.55954757, -968.23378615,  399.94024596])]","[array([-1.70695714,  1.30735931,  0.24280365, -1.28597691, -2.11082291,
        0.06820337])]"
movel_fit,"[array([ 314.0758844 , -996.4821993 ,  426.90888959])]","[array([-1.71630496,  1.29567026,  0.29469218, -1.32350766, -2.10920501,
        0.07942578])]"
movel_fit,"[array([  304.09901586, -1022.58908578,   454.8270792 ])]","[array([-1.72802133,  1.28308605,  0.35065065, -1.354993  , -2.10409113,
        0.09504246])]"
movel_fit,"[array([  291.27270487, -1045.68539216,   483.99458786])]","[array([-1.74180335,  1.27020281,  0.40924814, -1.3808384 , -2.09832571,
        0.11431292])]"
movel_fit,"[array([  275.3031733 , -1064.64079504,   514.83529124])]","[array([-1.75723841,  1.25741056,  0.46830011, -1.40230475, -2.09531528,
        0.13589568])]"
movel_fit,"[array([  255.96609827, -1078.1741344 ,   547.69802695])]","[array([-1.77377694,  1.24568563,  0.52718001, -1.42102692, -2.09893428,
        0.15778108])]"
movel_fit,"[array([  233.87409603, -1085.37903812,   582.9835867 ])]","[array([-1.79080815,  1.23441477,  0.58474572, -1.43841711, -2.11064926,
        0.17745052])]"
movel_fit,"[array([  210.31009076, -1085.87326865,   620.82745248])]","[array([-1.80805516,  1.21999082,  0.63574708, -1.45490772, -2.12855989,
        0.19489254])]"
movel_fit,"[array([  186.52168421, -1079.21589621,   661.15811384])]","[array([-1.82384376,  1.20465751,  0.68426944, -1.4724808 , -2.15485841,
        0.2077791 ])]"
movel_fit,"[array([  163.94531338, -1065.86449766,   703.60028019])]","[array([-1.83771335,  1.18551721,  0.72572146, -1.49158645, -2.18679293,
        0.21692338])]"
movel_fit,"[array([  144.02822134, -1047.52230992,   747.48653054])]","[array([-1.84920135,  1.16188528,  0.75966971, -1.51300586, -2.22082279,
        0.22234861])]"
movel_fit,"[array([  138.0813109 , -1040.12499213,   764.61475137])]","[array([-1.85105551,  1.15812187,  0.78116599, -1.52625011, -2.23614516,
        0.21667554])]"
movel_fit,"[array([  102.93843193, -1001.2959055 ,   880.79994404])]","[array([-1.86085979,  1.22483866,  1.09938188, -1.71334276, -2.30863415,
        0.03602927])]"
