breakpoints,primitives,points
0,movej_fit,"[array([-0.85605381, -0.24496711,  0.58869422,  0.39318955,  1.2029833 ,
       -2.89383149])]"
5969,movec_fit,"[array([1012.73557937, -742.24461864,  939.86124299]), array([1014.14279881, -639.00090261,  922.79940895])]"
9063,movec_fit,"[array([1018.66394588, -584.91955872,  919.80341365]), array([1025.48655123, -531.07357839,  920.60749394])]"
11975,movec_fit,"[array([1033.47057721, -480.65573177,  924.06309344]), array([1042.8122944 , -430.78399325,  930.06372787])]"
14671,movec_fit,"[array([1052.27140577, -384.92290539,  937.24095094]), array([1062.39417235, -339.54612949,  945.96194272])]"
16770,movec_fit,"[array([1070.53839201, -304.36749338,  953.44518939]), array([1078.86045138, -269.41470935,  961.58896286])]"
18114,movel_fit,"[array([1089.44781771, -224.73624466,  972.5322283 ])]"
21261,movec_fit,"[array([1101.92233166, -172.63093423,  986.11241104]), array([1114.07734791, -120.57784878, 1000.03539703])]"
24160,movec_fit,"[array([1124.75367684,  -72.46311458, 1012.8049785 ]), array([1134.58169815,  -24.15869476, 1025.39834694])]"
28076,movec_fit,"[array([1146.16959571,   41.7270937 , 1041.36067533]), array([1155.20845764,  108.35327923, 1055.48906799])]"
31276,movec_fit,"[array([1159.93147156,  163.56718974, 1064.81836595]), array([1162.00702165,  219.22064585, 1071.77690177])]"
34664,movec_fit,"[array([1160.39041978,  278.55416899, 1075.53128648]), array([1154.64249202,  337.67851044, 1075.19422057])]"
40867,movec_fit,"[array([1131.63743888,  443.03631891, 1061.66262731]), array([1093.76151857,  540.32522744, 1031.57438184])]"
43826,movec_fit,"[array([1071.3874137 ,  583.01361985, 1012.21365041]), array([1046.73602812,  622.96258865,  990.06676919])]"
46843,movec_fit,"[array([1019.83196287,  661.25029276,  965.26156094]), array([991.38220832, 696.91781441, 938.43247902])]"
50000,movec_fit,"[array([960.41305517, 731.97661197, 908.740128  ]), array([928.3761349 , 764.63689821, 877.54880331])]"
