breakpoints,primitives,points,q_bp
0,moveabsj,"[array([1559.15273164, -556.95907937, 1150.47122321])]","[array([ 2.55007728, -0.47978714, -2.56320436,  0.62022564, -1.14713945,
       -2.75216587])]"
1000,moveabsj,"[array([1431.14143277, -523.00213196, 1069.52931844])]","[array([ 2.53277886, -0.4382879 , -2.64732105,  0.57003351, -1.24729775,
       -2.77414753])]"
2000,moveabsj,"[array([1420.5260919 , -519.43823389, 1063.97209692])]","[array([ 2.53144941, -0.43484336, -2.65407863,  0.56681061, -1.25571499,
       -2.77575268])]"
3000,moveabsj,"[array([1409.85868682, -515.22815146, 1059.68371546])]","[array([ 2.53010745, -0.43114797, -2.66041085,  0.56436773, -1.26499536,
       -2.7769645 ])]"
4000,moveabsj,"[array([1399.26819589, -510.28116162, 1056.12897831])]","[array([ 2.5288531 , -0.42730838, -2.66664628,  0.56278703, -1.27471427,
       -2.77795477])]"
5000,moveabsj,"[array([1388.84427877, -504.58175923, 1053.23761273])]","[array([ 2.52772321, -0.42338565, -2.67277569,  0.56210182, -1.28479879,
       -2.77872911])]"
6000,moveabsj,"[array([1378.58008995, -498.04846437, 1051.32381048])]","[array([ 2.526758  , -0.41927437, -2.67868621,  0.56229767, -1.29539333,
       -2.77913728])]"
7000,moveabsj,"[array([1368.55894076, -490.75465901, 1050.13513281])]","[array([ 2.52594738, -0.4150887 , -2.68445069,  0.56342423, -1.30631419,
       -2.77929561])]"
8000,moveabsj,"[array([1358.84162223, -482.67372236, 1049.68000513])]","[array([ 2.52534901, -0.41082836, -2.69006696,  0.56545624, -1.31748895,
       -2.77915325])]"
9000,moveabsj,"[array([1349.46004834, -473.77740728, 1050.03564387])]","[array([ 2.52502761, -0.40645137, -2.69551825,  0.56832387, -1.32887627,
       -2.77862187])]"
10000,moveabsj,"[array([1340.43259922, -464.27226006, 1050.93514472])]","[array([ 2.52491316, -0.40206966, -2.70085909,  0.57197191, -1.34030534,
       -2.77785668])]"
11000,moveabsj,"[array([1331.73981134, -454.28097839, 1052.2860135 ])]","[array([ 2.52499922, -0.39768938, -2.70611623,  0.57624869, -1.35167792,
       -2.77688831])]"
12000,moveabsj,"[array([1323.31912478, -443.99700502, 1053.91410692])]","[array([ 2.52524049, -0.39332814, -2.71134721,  0.580953  , -1.36288077,
       -2.77581312])]"
13000,moveabsj,"[array([1315.05749079, -433.42695078, 1055.96321819])]","[array([ 2.5257166 , -0.38881579, -2.71656226,  0.58577009, -1.37392872,
       -2.77450199])]"
14000,moveabsj,"[array([1306.78517146, -422.97276977, 1058.20098893])]","[array([ 2.52623974, -0.38420399, -2.72177436,  0.59042022, -1.38479983,
       -2.77319497])]"
15000,moveabsj,"[array([1298.32541144, -412.95113292, 1060.2668187 ])]","[array([ 2.52668568, -0.3795061 , -2.72714321,  0.5945813 , -1.3953506 ,
       -2.7721567 ])]"
16000,moveabsj,"[array([1289.50363623, -403.51805969, 1061.98469176])]","[array([ 2.52704173, -0.37462466, -2.73280628,  0.59787615, -1.40548946,
       -2.77150063])]"
17000,moveabsj,"[array([1280.02467413, -394.95449883, 1063.79450953])]","[array([ 2.527156  , -0.36934946, -2.73850856,  0.59989823, -1.4156112 ,
       -2.77118354])]"
18000,moveabsj,"[array([1269.62304704, -387.46076723, 1066.17518005])]","[array([ 2.52694376, -0.36343613, -2.7440006 ,  0.60023066, -1.42608173,
       -2.77109894])]"
19000,moveabsj,"[array([1258.31793357, -381.3755993 , 1067.02064469])]","[array([ 2.52636679, -0.35726569, -2.75044691,  0.5986053 , -1.43553631,
       -2.77226921])]"
20000,moveabsj,"[array([1245.58705535, -376.94192754, 1068.11858642])]","[array([ 2.52520267, -0.35021257, -2.75696042,  0.59450659, -1.44520154,
       -2.77411382])]"
21000,moveabsj,"[array([1231.39462088, -374.77095003, 1069.44484406])]","[array([ 2.52323075, -0.34245469, -2.76315696,  0.587493  , -1.45519843,
       -2.77677843])]"
22000,moveabsj,"[array([1215.65270586, -374.90358956, 1069.7348873 ])]","[array([ 2.5206231 , -0.33395549, -2.77001959,  0.57709418, -1.46442094,
       -2.78067504])]"
23000,moveabsj,"[array([1198.07710169, -378.19178517, 1068.86734037])]","[array([ 2.51692266, -0.32480023, -2.7773957 ,  0.5628152 , -1.47289262,
       -2.78608314])]"
24000,moveabsj,"[array([1178.68185217, -385.53676908, 1067.54336928])]","[array([ 2.51179111, -0.31522815, -2.7842646 ,  0.54411423, -1.48112377,
       -2.79271363])]"
25000,moveabsj,"[array([1157.60108926, -396.76359877, 1064.10584101])]","[array([ 2.50566365, -0.30528922, -2.79199976,  0.52058236, -1.48730386,
       -2.80066038])]"
26000,moveabsj,"[array([1134.71808683, -413.52813666, 1057.63124588])]","[array([ 2.49742974, -0.29582106, -2.80049943,  0.49227552, -1.49092817,
       -2.81081078])]"
27000,moveabsj,"[array([1111.54746032, -434.96700049, 1049.5836311 ])]","[array([ 2.48828831, -0.28732684, -2.80826889,  0.45955166, -1.49193675,
       -2.82115938])]"
28000,moveabsj,"[array([1088.46464   , -461.43164901, 1037.80960811])]","[array([ 2.47752809, -0.28080467, -2.81659221,  0.42404207, -1.48853039,
       -2.83298386])]"
29000,moveabsj,"[array([1066.90869301, -490.29973155, 1024.50055182])]","[array([ 2.46660383, -0.27614392, -2.82449238,  0.38784809, -1.48147198,
       -2.84432218])]"
30000,moveabsj,"[array([1047.37207792, -518.73565294, 1010.58694831])]","[array([ 2.45638038, -0.27279816, -2.83248603,  0.35341603, -1.47154127,
       -2.85447762])]"
31000,moveabsj,"[array([1029.62612609, -545.63687484,  996.74168464])]","[array([ 2.44631175, -0.27076378, -2.84029579,  0.32279539, -1.46056227,
       -2.86403802])]"
32000,moveabsj,"[array([1013.66455109, -568.26184587,  985.87995494])]","[array([ 2.43750658, -0.26869557, -2.84706284,  0.2968986 , -1.45150478,
       -2.87133344])]"
33000,moveabsj,"[array([ 998.66599657, -586.60619668,  977.80279184])]","[array([ 2.4291006 , -0.26639629, -2.85302887,  0.27625642, -1.44550718,
       -2.87718977])]"
34000,moveabsj,"[array([ 984.15955282, -600.28595666,  973.1099291 ])]","[array([ 2.42086238, -0.26343934, -2.85800391,  0.2610102 , -1.44385282,
       -2.88154527])]"
35000,moveabsj,"[array([ 970.00205892, -608.1466279 ,  972.2041426 ])]","[array([ 2.41324484, -0.25918034, -2.86230379,  0.25129534, -1.44732241,
       -2.88379031])]"
36000,moveabsj,"[array([ 956.34584861, -611.2662416 ,  975.0127094 ])]","[array([ 2.40527499, -0.25470097, -2.86461502,  0.24765197, -1.45702681,
       -2.88484469])]"
37000,moveabsj,"[array([ 943.03695472, -607.19412868,  981.7224726 ])]","[array([ 2.39814156, -0.2487588 , -2.86639063,  0.25046762, -1.47319109,
       -2.88376986])]"
38000,moveabsj,"[array([ 930.53649929, -595.68055224,  992.33228932])]","[array([ 2.39201345, -0.2419855 , -2.86704225,  0.26023334, -1.49649401,
       -2.88066141])]"
39000,moveabsj,"[array([ 918.92187513, -576.27834145, 1006.19808277])]","[array([ 2.38726304, -0.23461393, -2.86713971,  0.27711724, -1.52658983,
       -2.87563439])]"
40000,moveabsj,"[array([ 908.28088371, -549.82792771, 1022.65543248])]","[array([ 2.38409708, -0.2270666 , -2.86699713,  0.3003746 , -1.5622336 ,
       -2.86893143])]"
41000,moveabsj,"[array([ 899.47943507, -519.28350567, 1038.60609826])]","[array([ 2.38287086, -0.22062862, -2.86761183,  0.32755894, -1.59876756,
       -2.86103822])]"
42000,moveabsj,"[array([ 891.7070472 , -489.6201317 , 1053.14436153])]","[array([ 2.38234433, -0.21536773, -2.86883709,  0.35454363, -1.63279948,
       -2.85321141])]"
43000,moveabsj,"[array([ 884.11582393, -465.03017457, 1064.29937482])]","[array([ 2.38169789, -0.21102574, -2.87128948,  0.37670835, -1.66070629,
       -2.84659966])]"
44000,moveabsj,"[array([ 874.98630904, -448.70497023, 1072.68928945])]","[array([ 2.37941269, -0.2067467 , -2.87404675,  0.39044167, -1.68249504,
       -2.84256147])]"
45000,moveabsj,"[array([ 862.79482008, -441.28406231, 1078.2717963 ])]","[array([ 2.37517772, -0.20089281, -2.87796681,  0.39322035, -1.69761123,
       -2.8418925 ])]"
46000,moveabsj,"[array([ 847.36414748, -444.25246497, 1081.91037801])]","[array([ 2.36863013, -0.19336361, -2.88166748,  0.3833854 , -1.70619526,
       -2.84510991])]"
47000,moveabsj,"[array([ 828.6103354 , -457.17848208, 1083.35492432])]","[array([ 2.36022274, -0.18341373, -2.8861942 ,  0.3606305 , -1.70678421,
       -2.85209247])]"
48000,moveabsj,"[array([ 808.04410766, -480.92014628, 1081.33157015])]","[array([ 2.35003038, -0.17296741, -2.89115702,  0.32607674, -1.69772709,
       -2.86281022])]"
49000,moveabsj,"[array([ 787.28326495, -513.8099992 , 1076.46848047])]","[array([ 2.33947791, -0.16294859, -2.89636111,  0.2822165 , -1.6787784 ,
       -2.87540528])]"
50000,moveabsj,"[array([ 699.57938989, -673.71217204, 1057.61628131])]","[array([ 2.29356771, -0.13376784, -2.91654012,  0.09199685, -1.57229044,
       -2.9346031 ])]"
