breakpoints,primitives,points,q_bp
0,moveabsj,"[array([ 153.22779713,  507.59439465, 1062.93248103])]","[array([ 0.56734812,  1.50005534, -2.4359429 ,  1.14090054,  0.33242998,
       -1.85756913])]"
1000,moveabsj,"[array([  42.09555534,  509.61419428, 1056.53374921])]","[array([ 0.6730188 ,  1.44727187, -2.48911126,  1.10146193,  0.35741011,
       -1.8925986 ])]"
2000,moveabsj,"[array([  33.31777508,  508.28623731, 1056.58336061])]","[array([ 0.68037977,  1.4416121 , -2.49360655,  1.09918684,  0.3572109 ,
       -1.89607172])]"
3000,moveabsj,"[array([  24.26679664,  506.01706719, 1056.67949223])]","[array([ 0.68670144,  1.43638652, -2.50091562,  1.09585734,  0.35510145,
       -1.89823923])]"
4000,moveabsj,"[array([  15.07006417,  502.88540658, 1057.31686424])]","[array([ 0.69193371,  1.43012882, -2.50900867,  1.09300632,  0.35089398,
       -1.90070198])]"
5000,moveabsj,"[array([   5.67557737,  498.89645694, 1058.52590612])]","[array([ 0.69611493,  1.42265933, -2.5177384 ,  1.09061349,  0.34466422,
       -1.90347186])]"
6000,moveabsj,"[array([  -4.02362735,  494.13278034, 1059.93111486])]","[array([ 0.69944712,  1.41474596, -2.52800911,  1.08812478,  0.33652393,
       -1.90612853])]"
7000,moveabsj,"[array([ -14.05435083,  488.56420681, 1061.68469175])]","[array([ 0.70192256,  1.40588949, -2.53925789,  1.08571777,  0.32665283,
       -1.90880139])]"
8000,moveabsj,"[array([ -24.46852855,  482.28463598, 1063.65967606])]","[array([ 0.7037385 ,  1.39621122, -2.55146665,  1.08336841,  0.31520806,
       -1.91155692])]"
9000,moveabsj,"[array([ -35.28240269,  475.43995557, 1065.63050062])]","[array([ 0.70515393,  1.38605121, -2.56471361,  1.08116963,  0.3023805 ,
       -1.91459491])]"
10000,moveabsj,"[array([ -46.51855034,  468.00994501, 1067.66710239])]","[array([ 0.70625141,  1.37517175, -2.57863691,  1.07891088,  0.28860699,
       -1.91757451])]"
11000,moveabsj,"[array([ -58.13107912,  460.10864607, 1069.65331595])]","[array([ 0.70724294,  1.3637353 , -2.59301652,  1.07667571,  0.27426759,
       -1.92054387])]"
12000,moveabsj,"[array([ -70.06231938,  451.85297598, 1071.53699411])]","[array([ 0.70835646,  1.35181893, -2.60751476,  1.07438887,  0.25981464,
       -1.92337505])]"
13000,moveabsj,"[array([ -82.17069175,  443.58354122, 1072.99505638])]","[array([ 0.71005481,  1.34012702, -2.62211812,  1.07240292,  0.24556927,
       -1.92661254])]"
14000,moveabsj,"[array([ -94.32349889,  435.31098786, 1074.0239643 ])]","[array([ 0.71234497,  1.32879805, -2.63667713,  1.07013764,  0.23221898,
       -1.92941359])]"
15000,moveabsj,"[array([-106.31616046,  427.1606581 , 1074.82447099])]","[array([ 0.71527809,  1.31747645, -2.65018149,  1.06801439,  0.22026422,
       -1.9320535 ])]"
