average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
400.8787243814602,420.4913801488477,374.4828094227123,6.0373487494371,0.07875532606252358,0.4646310647042728,0.0022698243912267547,0.08614459028765178,0.002003815753834445,0.010724536508225885,0.00016668984427398246,0.0016328564438586866
