primitives,points,q_bp
movej_fit,"[array([-664.9958863 , -502.7009751 , 1075.76895041])]","[array([-0.73087933, -0.23907091, -3.55075221, -0.97614827, -0.54461494,
       -4.57461208])]"
movel_fit,"[array([-689.41836144, -499.81411409, 1045.60152093])]","[array([-0.73656195, -0.25474975, -3.56047168, -0.94885989, -0.54190874,
       -4.56434955])]"
movel_fit,"[array([-720.27759342, -487.55843489, 1016.8247123 ])]","[array([-0.748794  , -0.26621551, -3.56047168, -0.92519943, -0.55053032,
       -4.55349237])]"
movel_fit,"[array([-752.03610123, -471.37236531,  988.09907791])]","[array([-0.76270979, -0.27888035, -3.56047168, -0.90452655, -0.56010708,
       -4.54037725])]"
movel_fit,"[array([-782.76430531, -452.48800349,  960.73418347])]","[array([-0.77766311, -0.29117882, -3.56047168, -0.88699502, -0.57061481,
       -4.52618466])]"
movel_fit,"[array([-810.01964065, -433.23996752,  936.02522151])]","[array([-0.79195641, -0.30250827, -3.56031427, -0.87257206, -0.58043811,
       -4.5125217 ])]"
movel_fit,"[array([-833.18894563, -414.69209055,  914.90559994])]","[array([-0.80513228, -0.31198556, -3.55936923, -0.86119865, -0.58971692,
       -4.50037802])]"
movel_fit,"[array([-853.46421408, -396.27846649,  897.40998756])]","[array([-0.81808903, -0.31875801, -3.55813402, -0.85246415, -0.60006667,
       -4.48942695])]"
movel_fit,"[array([-871.78606229, -377.51672066,  883.25859922])]","[array([-0.83136989, -0.32240091, -3.55714092, -0.84577309, -0.61246156,
       -4.47928797])]"
movel_fit,"[array([-888.28123087, -358.66177527,  872.37878266])]","[array([-0.84482118, -0.32286493, -3.55682946, -0.84062399, -0.6268841 ,
       -4.46999166])]"
movel_fit,"[array([-902.83460878, -340.20097494,  864.82108334])]","[array([-0.8581225 , -0.3202532 , -3.55758741, -0.83661735, -0.64304344,
       -4.46173242])]"
movel_fit,"[array([-915.23740372, -322.71755854,  860.73594302])]","[array([-0.87092988, -0.31477485, -3.55974496, -0.8334782 , -0.66055797,
       -4.45480949])]"
movel_fit,"[array([-925.21743225, -306.66188062,  860.27876137])]","[array([-0.88282347, -0.30626248, -3.56047168, -0.83139056, -0.67932498,
       -4.4501775 ])]"
movel_fit,"[array([-932.53832026, -292.67351373,  863.66338892])]","[array([-0.89361012, -0.29499327, -3.56047168, -0.83031004, -0.69905052,
       -4.44808006])]"
movel_fit,"[array([-937.225979  , -280.93874441,  871.01942422])]","[array([-0.90343315, -0.28106313, -3.56047168, -0.83013405, -0.71994649,
       -4.44859649])]"
movel_fit,"[array([-939.16112629, -271.67893737,  882.53072722])]","[array([-0.91239406, -0.26448183, -3.56047168, -0.83092365, -0.74227499,
       -4.45202328])]"
movel_fit,"[array([-937.65853674, -265.86675943,  898.61106709])]","[array([-0.92015423, -0.24562756, -3.56047168, -0.83310682, -0.76559258,
       -4.45902493])]"
movel_fit,"[array([-931.7532735 , -264.77997689,  919.6925383 ])]","[array([-0.92621588, -0.22504034, -3.56047168, -0.83737312, -0.78920145,
       -4.47039561])]"
movel_fit,"[array([-920.70887032, -269.11641144,  945.8537016 ])]","[array([-0.93043965, -0.20299199, -3.56047168, -0.84425935, -0.81297477,
       -4.48662603])]"
movel_fit,"[array([-903.9013652, -279.1061251,  976.8019394])]","[array([-0.93293713, -0.17954878, -3.56047168, -0.85410869, -0.83716393,
       -4.50795412])]"
movel_fit,"[array([-880.52907097, -295.01185073, 1011.86651585])]","[array([-0.93364338, -0.15504457, -3.56047168, -0.86730127, -0.86156777,
       -4.53450211])]"
movel_fit,"[array([-850.25168644, -316.44656132, 1049.58714056])]","[array([-0.93264476, -0.12991975, -3.56047168, -0.88379945, -0.88589578,
       -4.56583591])]"
movel_fit,"[array([-813.91618318, -341.90781713, 1087.69506531])]","[array([-0.93073167, -0.10400404, -3.56047168, -0.90247958, -0.91081053,
       -4.60084481])]"
movel_fit,"[array([-773.39187848, -369.69181381, 1123.56476337])]","[array([-0.92920428, -0.076445  , -3.56047168, -0.92123963, -0.9378094 ,
       -4.63828076])]"
movel_fit,"[array([-731.16430635, -398.78529974, 1154.53129303])]","[array([-0.92955229, -0.04590795, -3.56047168, -0.93734659, -0.96877653,
       -4.67725157])]"
movel_fit,"[array([-689.43460991, -429.28992156, 1178.38123614])]","[array([-0.93265592, -0.01159703, -3.56047168, -0.94864099, -1.00454385,
       -4.71740777])]"
movel_fit,"[array([-649.39463432, -461.57068831, 1194.07920398])]","[array([-0.93792814,  0.02529867, -3.56047168, -0.95512543, -1.04325365,
       -4.75832517])]"
movel_fit,"[array([-612.05562062, -495.65301804, 1201.1394598 ])]","[array([-0.94507909,  0.06421122, -3.56047168, -0.95686697, -1.08390603,
       -4.79991333])]"
movel_fit,"[array([-578.38923271, -531.0197191 , 1199.54170666])]","[array([-0.95381583,  0.10449294, -3.56047168, -0.9542775 , -1.12557592,
       -4.84188429])]"
movel_fit,"[array([-548.40589276, -566.55148058, 1190.65176239])]","[array([-0.96304528,  0.14444597, -3.56047168, -0.94931529, -1.16628339,
       -4.88337488])]"
movel_fit,"[array([-522.08134484, -599.62756424, 1177.66523167])]","[array([-0.9709093 ,  0.1806188 , -3.56047168, -0.94492473, -1.20227354,
       -4.92157149])]"
