primitives,points,q_bp
movej_fit,"[array([ 660.85121249, -764.5621933 ,  611.29178578])]","[array([-1.04956588,  0.21646318,  0.12183029,  2.78674112,  1.50944191,
       -0.16854303])]"
movel_fit,"[array([ 658.90446935, -751.46452069,  605.93055496])]","[array([-1.04432653,  0.19261927,  0.08540125,  2.78624817,  1.4958296 ,
       -0.16905612])]"
movel_fit,"[array([ 656.9577262 , -738.36684808,  600.56932415])]","[array([-1.03894557,  0.16923177,  0.05003763,  2.78570912,  1.48274133,
       -0.16990128])]"
movel_fit,"[array([ 655.01098306, -725.26917546,  595.20809333])]","[array([-1.0334175 ,  0.14625251,  0.01565247,  2.78513059,  1.47013873,
       -0.17107015])]"
movel_fit,"[array([ 653.06423991, -712.17150285,  589.84686251])]","[array([-1.02773655,  0.12363954, -0.01782935,  2.78451852,  1.45798857,
       -0.17255676])]"
movel_fit,"[array([ 651.11749677, -699.07383023,  584.4856317 ])]","[array([-1.02189668,  0.10135597, -0.05047318,  2.78387833,  1.44626192,
       -0.17435721])]"
movel_fit,"[array([ 649.17075362, -685.97615762,  579.12440088])]","[array([-1.01589154,  0.0793692 , -0.08233621,  2.78321498,  1.43493334,
       -0.17646937])]"
movel_fit,"[array([ 647.22400859, -672.87849026,  573.76316765])]","[array([-1.00971447,  0.05765019, -0.11346878,  2.78253314,  1.42398033,
       -0.17889267])]"
movel_fit,"[array([ 645.31314447, -660.02218355,  568.50074185])]","[array([-1.01667139,  0.04792262, -0.13620437,  2.76089159,  1.42713123,
       -0.1850975 ])]"
movel_fit,"[array([ 643.64780864, -647.00236729,  563.57085876])]","[array([-1.01803217,  0.0407568 , -0.15349404,  2.74688036,  1.43255128,
       -0.20347622])]"
movel_fit,"[array([ 642.23122465, -633.82989353,  558.98175536])]","[array([-1.01689259,  0.03499155, -0.16797382,  2.73592441,  1.43918224,
       -0.22723879])]"
movel_fit,"[array([ 641.06564545, -620.51690648,  554.74062567])]","[array([-1.01487257,  0.02993204, -0.1811735 ,  2.72567063,  1.44640911,
       -0.25274899])]"
movel_fit,"[array([ 640.15210241, -607.07665947,  550.85323515])]","[array([-1.01268548,  0.02517066, -0.19388828,  2.71511002,  1.45386723,
       -0.2783281 ])]"
movel_fit,"[array([ 639.49026147, -593.52323886,  547.32364486])]","[array([-1.0105215 ,  0.02051254, -0.2064268 ,  2.70399083,  1.46137158,
       -0.30342791])]"
movel_fit,"[array([ 639.07836523, -579.87124652,  544.15403708])]","[array([-1.00832091,  0.01589913, -0.21882482,  2.6924118 ,  1.46885014,
       -0.32803964])]"
movel_fit,"[array([ 638.91324287, -566.13547746,  541.34463227])]","[array([-1.00594777,  0.0113354 , -0.23100874,  2.6805723 ,  1.47628279,
       -0.35232153])]"
movel_fit,"[array([ 638.99037217, -552.33061623,  538.89368501])]","[array([-1.00328121,  0.00683564, -0.24289921,  2.66864582,  1.48365748,
       -0.37640517])]"
movel_fit,"[array([ 639.30398017, -538.47096693,  536.79754628])]","[array([-1.00024961e+00,  2.39263034e-03, -2.54461088e-01,  2.65673591e+00,
        1.49094704e+00, -4.00325223e-01])]"
movel_fit,"[array([ 639.84717073, -524.57022424,  535.05077874])]","[array([-9.96830499e-01, -2.03211953e-03, -2.65713790e-01,  2.64487904e+00,
        1.49810312e+00, -4.24022263e-01])]"
movel_fit,"[array([ 640.61206925, -510.64128809,  533.64631215])]","[array([-0.99303403, -0.00650289, -0.27671691,  2.63306875,  1.50506174,
       -0.44738028])]"
movel_fit,"[array([ 641.58997627, -496.69612112,  532.57562665])]","[array([-0.98888212, -0.01109532, -0.28754458,  2.62128406,  1.51175478,
       -0.47027271])]"
movel_fit,"[array([ 642.77152288, -482.74564603,  531.82895294])]","[array([-0.9843907 , -0.01587927, -0.29825931,  2.60951261,  1.51812229,
       -0.49260087])]"
movel_fit,"[array([ 644.14682258, -468.79967872,  531.39547913])]","[array([-0.97955887, -0.02090428, -0.30889257,  2.597764  ,  1.52412217,
       -0.51431703])]"
movel_fit,"[array([ 645.70561498, -454.86689271,  531.2635562 ])]","[array([-0.97436531, -0.02619044, -0.31943533,  2.58607345,  1.52973509,
       -0.53543113])]"
movel_fit,"[array([ 647.43739812, -440.9548103 ,  531.42089493])]","[array([-0.9687708 , -0.03172605, -0.32983876,  2.57449775,  1.53496439,
       -0.556004  ])]"
movel_fit,"[array([ 649.33154688, -427.06981608,  531.85474907])]","[array([-0.96272453, -0.03747114, -0.34002254,  2.56310685,  1.53983209,
       -0.57613231])]"
movel_fit,"[array([ 651.37741608, -413.2171892 ,  532.55208086])]","[array([-0.95617187, -0.04336499, -0.34988759,  2.55197401,  1.54437251,
       -0.59593019])]"
