breakpoints,primitives,points,q_bp
-1,movej_fit,"[array([1067.94790852,  568.76944666,  988.49099479])]","[array([ 0.70371153, -0.12805487,  0.49616779,  2.68537357, -1.50726768,
       -0.75066037])]"
0,movel_fit,"[array([1068.37507549,  518.7725706 ,  988.85142888])]","[array([ 0.6739348 , -0.15855839,  0.52224299,  2.67651239, -1.49884437,
       -0.77767853])]"
50,movel_fit,"[array([1068.46551351,  508.18743903,  988.9277385 ])]","[array([ 0.66744483, -0.16490896,  0.52756181,  2.67463001, -1.49703391,
       -0.78359463])]"
100,movel_fit,"[array([1068.55649187,  497.60230458,  989.00409801])]","[array([ 0.66089446, -0.17122882,  0.53281848,  2.67273072, -1.49519636,
       -0.78963717])]"
151,movel_fit,"[array([1068.65073309,  486.80547264,  989.08211786])]","[array([ 0.65414813, -0.17763908,  0.53811285,  2.67077769, -1.49329304,
       -0.79596392])]"
201,movel_fit,"[array([1068.74563182,  476.22035841,  989.15883872])]","[array([ 0.64746532, -0.18388   ,  0.54323028,  2.66885373, -1.49140157,
       -0.80235724])]"
252,movel_fit,"[array([1068.84627893,  465.42356923,  989.23744782])]","[array([ 0.64057202, -0.19018982,  0.54836585,  2.66689101, -1.48945185,
       -0.80910428])]"
302,movel_fit,"[array([1068.95013212,  454.83852151,  989.31498934])]","[array([ 0.63373099, -0.19630768,  0.55330695,  2.66497736, -1.48752762,
       -0.81597162])]"
353,movel_fit,"[array([1069.06291503,  444.04199432,  989.39470285])]","[array([ 0.62666005, -0.20246236,  0.55823809,  2.66304893, -1.48556097,
       -0.82326654])]"
403,movel_fit,"[array([1069.18184908,  433.45729542,  989.47360395])]","[array([ 0.61962739, -0.20839526,  0.56295189,  2.66119489, -1.48363912,
       -0.8307356 ])]"
454,movel_fit,"[array([1069.31348589,  422.66099725,  989.55499565])]","[array([ 0.61234182, -0.21432413,  0.56762127,  2.65935599, -1.4816968 ,
       -0.83871171])]"
504,movel_fit,"[array([1069.45450631,  412.07650083,  989.63582645])]","[array([ 0.6050791 , -0.21999566,  0.57204682,  2.65761971, -1.47982261,
       -0.84691585])]"
555,movel_fit,"[array([1069.612536  ,  401.28044422,  989.71946607])]","[array([ 0.5975382 , -0.22561365,  0.57638781,  2.65593298, -1.47795541,
       -0.85571136])]"
605,movel_fit,"[array([1069.78339585,  390.69622027,  989.80275411])]","[array([ 0.59000443, -0.23093368,  0.58045582,  2.65437844, -1.47618296,
       -0.86478788])]"
656,movel_fit,"[array([1069.97607523,  379.9004788 ,  989.88912407])]","[array([ 0.58216568, -0.23614215,  0.58439408,  2.65291113, -1.47445029,
       -0.87454416])]"
706,movel_fit,"[array([1070.18518823,  369.3168639 ,  989.97525766])]","[array([ 0.57431914, -0.24100739,  0.58802832,  2.6516056 , -1.47284197,
       -0.88463213])]"
757,movel_fit,"[array([1070.42140655,  358.52204841,  990.06463421])]","[array([ 0.56614043, -0.24569439,  0.591483  ,  2.65042706, -1.47131174,
       -0.89549076])]"
807,movel_fit,"[array([1070.67778035,  347.93947659,  990.15373262])]","[array([ 0.55794043, -0.24998893,  0.59460167,  2.64943852, -1.46993827,
       -0.90672825])]"
858,movel_fit,"[array([1070.96700596,  337.14596619,  990.24603809])]","[array([ 0.54938148, -0.25403006,  0.59748704,  2.64861732, -1.46868695,
       -0.91882829])]"
908,movel_fit,"[array([1071.28017647,  326.56496964,  990.33777954])]","[array([ 0.54079048, -0.25762597,  0.60000414,  2.64801151, -1.46762776,
       -0.93134856])]"
959,movel_fit,"[array([1071.63237634,  315.77334624,  990.43238055])]","[array([ 0.53181549, -0.26088496,  0.60223106,  2.6476123 , -1.46674098,
       -0.94482154])]"
1009,movel_fit,"[array([1072.01232667,  305.19452743,  990.52578485])]","[array([ 0.52280147, -0.26364338,  0.60405832,  2.64744925, -1.46608459,
       -0.9587477 ])]"
1060,movel_fit,"[array([1072.4378644 ,  294.40556891,  990.62124632])]","[array([ 0.51338181, -0.26597371,  0.60553645,  2.64752872, -1.46565738,
       -0.97371123])]"
1110,movel_fit,"[array([1072.89489499,  283.82981766,  990.71440859])]","[array([ 0.50392143, -0.2677469 ,  0.60658581,  2.64785841, -1.46550157,
       -0.98914866])]"
1161,movel_fit,"[array([1073.40437094,  273.04453066,  990.80820154])]","[array([ 0.49403896, -0.26899469,  0.60722678,  2.64846045, -1.46563812,
       -1.00569755])]"
1211,movel_fit,"[array([1073.9489071 ,  262.47291165,  990.89798787])]","[array([ 0.48412087, -0.26962984,  0.60741411,  2.64931748, -1.46608908,
       -1.02272392])]"
1262,movel_fit,"[array([1074.55291245,  251.69241702,  990.98616385])]","[array([ 0.47377152, -0.26963881,  0.607136  ,  2.65046721, -1.46690129,
       -1.04091844])]"
1312,movel_fit,"[array([1075.19519579,  241.12616003,  991.06788293])]","[array([ 0.46340024, -0.26898422,  0.60638631,  2.65186456, -1.46807131,
       -1.05957024])]"
1363,movel_fit,"[array([1075.90389971,  230.35199379,  991.14473806])]","[array([ 0.45259851, -0.26760356,  0.60511988,  2.65356153, -1.46967512,
       -1.07941976])]"
1413,movel_fit,"[array([1076.65348915,  219.7927208 ,  991.21182735])]","[array([ 0.44179877, -0.26551803,  0.6033744 ,  2.6554836 , -1.47167775,
       -1.09967419])]"
1464,movel_fit,"[array([1077.47605063,  209.02645004,  991.26962036])]","[array([ 0.43058148, -0.26261393,  0.60107133,  2.65769465, -1.47418679,
       -1.12111744])]"
1514,movel_fit,"[array([1078.34110526,  198.47593019,  991.31342483])]","[array([ 0.41940197, -0.25898019,  0.59829662,  2.66009034, -1.47712874,
       -1.14287035])]"
1565,movel_fit,"[array([1079.28474657,  187.71950455,  991.34223465])]","[array([ 0.40783219, -0.25445156,  0.59493971,  2.66274306, -1.4806442 ,
       -1.16574934])]"
1615,movel_fit,"[array([1080.27097422,  177.17952088,  991.35199303])]","[array([ 0.39634813, -0.24919328,  0.59113823,  2.66552045, -1.48461397,
       -1.18878812])]"
1666,movel_fit,"[array([1081.33972628,  166.43478065,  991.33987916])]","[array([ 0.38451665, -0.24299068,  0.58675255,  2.66849904, -1.48921148,
       -1.21281854])]"
1716,movel_fit,"[array([1082.44890488,  155.90700473,  991.30310044])]","[array([ 0.37283047, -0.23609215,  0.58197348,  2.67152304, -1.49426538,
       -1.23679001])]"
1767,movel_fit,"[array([1083.64184295,  145.17554624,  991.23677821])]","[array([ 0.36085485, -0.22823794,  0.57663661,  2.67466835, -1.49998066,
       -1.26152603])]"
